nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;31_scalable_search;FIELD;maldishonest;mascot;5200;3150;354;50;4.74873;382;~1780;492.572;1435.84
todd,ned,rod;31_scalable_search;FIELD;maldishonest;mascot;52000;31500;3504;500;34.301;391;~16672;3834.53;11454.5
todd,ned,rod;31_scalable_search;FIELD;maldishonest;lowgear;5200;3150;354;50;514.099;1248;~1956;61.1824;179.023
todd,ned,rod;31_scalable_search;FIELD;maldishonest;lowgear;52000;31500;3504;500;33.9643;132;~16280;242.963;712.471
todd,ned,rod;31_scalable_search;FIELD;maldishonest;highgear;5200;3150;354;50;1094.78;2622;~1774;131.804;363.03
todd,ned,rod;31_scalable_search;FIELD;maldishonest;highgear;52000;31500;3504;500;59.0161;280;~15842;309.29;971.583
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;cowgear;5200;3150;354;50;14.4816;148;~1956;61.1824;179.023
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;cowgear;52000;31500;3504;500;34.2742;127;~16280;242.963;712.471
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;chaigear;5200;3150;354;50;70.9787;1250;~1774;131.806;363.031
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;chaigear;52000;31500;3504;500;58.8712;300;~15842;309.291;971.58
todd,ned,rod;31_scalable_search;FIELD;semidishonest;semi;5200;3150;354;50;1.29421;61;~1496;82.5908;247.183
todd,ned,rod;31_scalable_search;FIELD;semidishonest;semi;52000;31500;3504;500;11.1092;63;~14760;694.192;2077.2
todd,ned,rod;31_scalable_search;FIELD;semidishonest;hemi;5200;3150;354;50;1.04669;46;~1462;6.88139;20.0553
todd,ned,rod;31_scalable_search;FIELD;semidishonest;hemi;52000;31500;3504;500;6.15481;47;~14457;39.9851;114.579
todd,ned,rod;31_scalable_search;FIELD;semidishonest;temi;5200;3150;354;50;0.677242;43;~1475;8.44599;18.4563
todd,ned,rod;31_scalable_search;FIELD;semidishonest;temi;52000;31500;3504;500;4.41787;30;~14524;48.5911;105.787
todd,ned,rod;31_scalable_search;FIELD;semidishonest;soho;5200;3150;354;50;2.11757;165;~1439;17.6259;52.481
todd,ned,rod;31_scalable_search;FIELD;semidishonest;soho;52000;31500;3504;500;7.42631;109;~14235;50.6803;148.329
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-shamir;5200;3150;354;50;0.117038;22;~371;3.7267;10.8569
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-shamir;52000;31500;3504;500;1.18;25;~3585;19.0251;57.0434
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-rep-field;5200;3150;354;50;0.0982938;25;~368;1.22368;3.50946
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-rep-field;52000;31500;3504;500;0.951783;23;~3568;6.47382;19.4055
todd,ned,rod;31_scalable_search;FIELD;malhonest;ps-rep-field;5200;3150;354;50;0.0755714;19;~368;0.79408;2.22066
todd,ned,rod;31_scalable_search;FIELD;malhonest;ps-rep-field;52000;31500;3504;500;1.00053;23;~3568;5.05782;15.1575
todd,ned,rod;31_scalable_search;FIELD;malhonest;sy-rep-field;5200;3150;354;50;0.127407;26;~382;0.904872;2.55303
todd,ned,rod;31_scalable_search;FIELD;malhonest;sy-rep-field;52000;31500;3504;500;1.35951;28;~3624;5.52354;16.5546
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;5200;3150;354;50;0.0652697;15;~408;0.745632;1.90888
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;52000;31500;3504;500;0.921195;16;~4018;4.25603;12.6881
todd,ned,rod;31_scalable_search;FIELD;semihonest;atlas;5200;3150;354;50;0.18978;20;~731;2.95213;6.60834
todd,ned,rod;31_scalable_search;FIELD;semihonest;atlas;52000;31500;3504;500;1.75386;20;~7102;12.1338;29.6014
todd,ned,rod;31_scalable_search;FIELD;semihonest;replicated-field;5200;3150;354;50;0.0513409;15;~356;0.372816;0.956864
todd,ned,rod;31_scalable_search;FIELD;semihonest;replicated-field;52000;31500;3504;500;0.703324;16;~3516;2.12802;6.36806
todd,ned,rod;31_scalable_search;RING;maldishonest;spdz2k;3200;3150;354;50;5.54221;824;~1933;372.764;1117.03
todd,ned,rod;31_scalable_search;RING;maldishonest;spdz2k;32000;31500;3504;500;34.9788;826;~17491;2816.52;8439.04
todd,ned,rod;31_scalable_search;RING;semidishonest;semi2k;3200;3150;354;50;0.275506;33;~1488;37.3207;111.604
todd,ned,rod;31_scalable_search;RING;semidishonest;semi2k;32000;31500;3504;500;2.34176;33;~14648;298.77;893.239
todd,ned,rod;31_scalable_search;RING;malhonest;brain;3200;3150;354;50;0.224522;29;~404;4.17265;12.4372
todd,ned,rod;31_scalable_search;RING;malhonest;brain;32000;31500;3504;500;1.34082;29;~3698;16.9198;50.6714
todd,ned,rod;31_scalable_search;RING;malhonest;malicious-rep-ring;3200;3150;354;50;0.0873386;21;~379;0.952206;2.85583
todd,ned,rod;31_scalable_search;RING;malhonest;malicious-rep-ring;32000;31500;3504;500;0.811796;21;~3598;4.11802;12.3461
todd,ned,rod;31_scalable_search;RING;malhonest;ps-rep-ring;3200;3150;354;50;0.10699;18;~375;0.634608;1.90303
todd,ned,rod;31_scalable_search;RING;malhonest;ps-rep-ring;32000;31500;3504;500;0.825756;22;~3582;3.28232;9.83898
todd,ned,rod;31_scalable_search;RING;malhonest;sy-rep-ring;3200;3150;354;50;0.0981608;25;~458;0.778567;2.20306
todd,ned,rod;31_scalable_search;RING;malhonest;sy-rep-ring;32000;31500;3504;500;0.838728;29;~3839;3.45364;10.2166
todd,ned,rod;31_scalable_search;RING;semihonest;replicated-ring;3200;3150;354;50;0.0317146;14;~356;0.186408;0.478432
todd,ned,rod;31_scalable_search;RING;semihonest;replicated-ring;32000;31500;3504;500;0.439242;14;~3512;0.824008;2.38403
todd,ned,rod;31_scalable_search;BINARY;maldishonest;tinier;NA;12950;3252;50;1.0706;85;NA;52.2656;NA
todd,ned,rod;31_scalable_search;BINARY;maldishonest;tinier;NA;129500;32502;500;6.58758;100;NA;287.113;NA
todd,ned,rod;31_scalable_search;BINARY;maldishonest;real-bmr;NA;12950;3252;50;44.0847;508;NA;8380.67;NA
todd,ned,rod;31_scalable_search;BINARY;maldishonest;real-bmr;NA;129500;32502;500;441.006;1612;NA;83208.1;NA
todd,ned,rod;31_scalable_search;BINARY;semidishonest;semi-bin;NA;12950;3252;50;0.441577;200;NA;22.192;NA
todd,ned,rod;31_scalable_search;BINARY;semidishonest;semi-bin;NA;129500;32502;500;2.20595;209;NA;25.9288;NA
todd,ned,rod;31_scalable_search;BINARY;semidishonest;yao;NA;12950;3252;50;0.0202218;12;NA;0.417664;NA
todd,ned,rod;31_scalable_search;BINARY;semidishonest;yao;NA;129500;32502;500;0.084419;35;NA;4.17606;NA
todd,ned,rod;31_scalable_search;BINARY;semidishonest;semi-bmr;NA;12950;3252;50;5.87673;124;NA;1401.8;NA
todd,ned,rod;31_scalable_search;BINARY;semidishonest;semi-bmr;NA;129500;32502;500;56.7988;620;NA;13968.7;NA
todd,ned,rod;31_scalable_search;BINARY;malhonest;malicious-rep-bin;NA;12950;3252;50;0.198449;19;NA;1.04062;NA
todd,ned,rod;31_scalable_search;BINARY;malhonest;malicious-rep-bin;NA;129500;32502;500;1.81364;28;NA;2.93782;NA
todd,ned,rod;31_scalable_search;BINARY;malhonest;malicious-ccd;NA;12950;3252;50;0.276523;16;NA;2.278;NA
todd,ned,rod;31_scalable_search;BINARY;malhonest;malicious-ccd;NA;129500;32502;500;2.89654;27;NA;16.6102;NA
todd,ned,rod;31_scalable_search;BINARY;malhonest;ps-rep-bin;NA;12950;3252;50;1.73571;409;NA;67.3338;NA
todd,ned,rod;31_scalable_search;BINARY;malhonest;ps-rep-bin;NA;129500;32502;500;3.8755;385;NA;69.3494;NA
todd,ned,rod;31_scalable_search;BINARY;malhonest;mal-shamir-bmr;NA;12950;3252;50;1.5413;90;NA;56.0076;NA
todd,ned,rod;31_scalable_search;BINARY;malhonest;mal-shamir-bmr;NA;129500;32502;500;11.7279;656;NA;537.742;NA
todd,ned,rod;31_scalable_search;BINARY;malhonest;mal-rep-bmr;NA;12950;3252;50;0.977929;101;NA;19.7448;NA
todd,ned,rod;31_scalable_search;BINARY;malhonest;mal-rep-bmr;NA;129500;32502;500;7.76561;768;NA;194.538;NA
todd,ned,rod;31_scalable_search;BINARY;semihonest;replicated-bin;NA;12950;3252;50;0.117675;12;NA;0.016606;NA
todd,ned,rod;31_scalable_search;BINARY;semihonest;replicated-bin;NA;129500;32502;500;1.44663;22;NA;0.165556;NA
todd,ned,rod;31_scalable_search;BINARY;semihonest;ccd;NA;12950;3252;50;0.146438;11;NA;0.035564;NA
todd,ned,rod;31_scalable_search;BINARY;semihonest;ccd;NA;129500;32502;500;2.16934;25;NA;0.355064;NA
todd,ned,rod;31_scalable_search;BINARY;semihonest;shamir-bmr;NA;12950;3252;50;1.04719;75;NA;16.5938;NA
todd,ned,rod;31_scalable_search;BINARY;semihonest;shamir-bmr;NA;129500;32502;500;9.20253;566;NA;165.544;NA
todd,ned,rod;31_scalable_search;BINARY;semihonest;rep-bmr;NA;12950;3252;50;0.588592;60;NA;8.08797;NA
todd,ned,rod;31_scalable_search;BINARY;semihonest;rep-bmr;NA;129500;32502;500;4.54374;441;NA;80.8512;NA
