nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;33_matrix_add_float;FIELD;maldishonest;mascot;NA;NA;17;4;0.454912;80;~135;10.2925;30.8771
todd,ned,rod;33_matrix_add_float;FIELD;maldishonest;mascot;NA;NA;37;6;0.46839;80;~215;10.2931;30.8787
todd,ned,rod;33_matrix_add_float;FIELD;maldishonest;mascot;NA;NA;65;8;0.469467;80;~327;10.294;30.8809
todd,ned,rod;33_matrix_add_float;FIELD;maldishonest;mascot;NA;NA;82;9;0.470995;79;~395;10.2945;30.8823
todd,ned,rod;33_matrix_add_float;FIELD;maldishonest;mascot;NA;NA;101;10;0.494448;80;~471;10.2952;30.8838
todd,ned,rod;33_matrix_add_float;FIELD;maldishonest;lowgear;NA;NA;17;4;132.038;902;~119;0.55098;1.65264
todd,ned,rod;33_matrix_add_float;FIELD;maldishonest;lowgear;NA;NA;37;6;0.336751;40;~199;0.55162;1.65424
todd,ned,rod;33_matrix_add_float;FIELD;maldishonest;lowgear;NA;NA;65;8;0.349642;39;~311;0.552516;1.65648
todd,ned,rod;33_matrix_add_float;FIELD;maldishonest;lowgear;NA;NA;82;9;0.352991;38;~379;0.55306;1.65784
todd,ned,rod;33_matrix_add_float;FIELD;maldishonest;lowgear;NA;NA;101;10;0.371602;40;~455;0.553668;1.65936
todd,ned,rod;33_matrix_add_float;FIELD;maldishonest;highgear;NA;NA;17;4;346.421;1964;~130;36.5957;109.787
todd,ned,rod;33_matrix_add_float;FIELD;maldishonest;highgear;NA;NA;37;6;7.17619;139;~210;36.5962;109.788
todd,ned,rod;33_matrix_add_float;FIELD;maldishonest;highgear;NA;NA;65;8;7.20867;139;~322;36.5973;109.791
todd,ned,rod;33_matrix_add_float;FIELD;maldishonest;highgear;NA;NA;82;9;7.21087;139;~390;36.5977;109.792
