nodes;program;c.domain;adv.model;protocol;partysize;freqs(GHz);quotas(%);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;140;35;5.00786;NA;NA;13.2725;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;140;40;6.57991;NA;NA;16.8275;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;140;45;8.3715;NA;NA;20.8565;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;140;50;10.0379;NA;NA;26.1893;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;140;55;12.1199;NA;NA;31.1663;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;140;60;14.9019;NA;NA;37.447;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;140;65;17.3356;NA;NA;43.372;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;100;5;0.121848;NA;NA;1.06682;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;100;10;0.573144;NA;NA;1.77782;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;100;15;1.33942;NA;NA;2.96282;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;100;20;2.28047;NA;NA;4.62182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;100;25;3.48955;NA;NA;6.75482;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;100;30;5.0541;NA;NA;9.36182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;100;35;6.81841;NA;NA;13.2725;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;100;40;8.75104;NA;NA;16.8275;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;100;45;11.4743;NA;NA;20.8565;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;100;50;14.4322;NA;NA;26.1893;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;100;55;16.746;NA;NA;31.1663;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;100;60;20.3898;NA;NA;37.447;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;100;65;23.4939;NA;NA;43.372;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;60;5;0.225062;NA;NA;1.06682;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;60;10;0.941282;NA;NA;1.77782;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;60;15;2.13412;NA;NA;2.96282;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;60;20;4.14361;NA;NA;4.62182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;60;25;5.89373;NA;NA;6.75482;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;60;30;8.27018;NA;NA;9.36182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;60;35;11.3812;NA;NA;13.2725;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;60;40;14.9791;NA;NA;16.8275;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;60;45;19.3248;NA;NA;20.8565;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;60;50;23.3639;NA;NA;26.1893;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;60;55;28.1886;NA;NA;31.1663;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;60;60;33.813;NA;NA;37.447;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;3;60;65;40.7521;NA;NA;43.372;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;240;5;0.118771;NA;NA;1.06682;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;240;10;0.423218;NA;NA;1.77782;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;240;15;0.915477;NA;NA;2.96282;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;240;20;1.63704;NA;NA;4.62182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;240;25;2.44459;NA;NA;6.75482;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;240;30;3.6599;NA;NA;9.36182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;240;35;4.97295;NA;NA;13.2725;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;240;40;6.31278;NA;NA;16.8275;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;240;45;8.17992;NA;NA;20.8565;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;240;50;10.213;NA;NA;26.1893;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;240;55;12.2741;NA;NA;31.1663;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;240;60;14.4391;NA;NA;37.447;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;240;65;17.0869;NA;NA;43.372;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;180;5;0.122826;NA;NA;1.06682;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;180;10;0.422414;NA;NA;1.77782;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;180;15;1.00174;NA;NA;2.96282;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;180;20;1.6162;NA;NA;4.62182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;180;25;2.50119;NA;NA;6.75482;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;180;30;3.60649;NA;NA;9.36182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;180;35;4.89203;NA;NA;13.2725;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;180;40;6.30403;NA;NA;16.8275;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;180;45;8.33427;NA;NA;20.8565;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;180;50;9.79648;NA;NA;26.1893;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;180;55;12.5924;NA;NA;31.1663;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;180;60;14.2522;NA;NA;37.447;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;180;65;17.0952;NA;NA;43.372;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;140;5;0.132035;NA;NA;1.06682;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;140;10;0.434584;NA;NA;1.77782;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;140;15;0.941319;NA;NA;2.96282;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;140;20;1.6011;NA;NA;4.62182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;140;25;2.52683;NA;NA;6.75482;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;140;30;3.85084;NA;NA;9.36182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;140;35;4.91398;NA;NA;13.2725;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;140;40;6.49159;NA;NA;16.8275;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;140;45;8.17743;NA;NA;20.8565;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;140;50;10.3592;NA;NA;26.1893;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;140;55;12.0817;NA;NA;31.1663;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;140;60;14.2672;NA;NA;37.447;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;140;65;16.8995;NA;NA;43.372;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;100;5;0.143413;NA;NA;1.06682;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;100;10;0.565119;NA;NA;1.77782;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;100;15;1.2175;NA;NA;2.96282;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;100;20;2.29591;NA;NA;4.62182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;100;25;3.30153;NA;NA;6.75482;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;100;30;4.9317;NA;NA;9.36182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;100;35;6.80116;NA;NA;13.2725;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;100;40;8.81061;NA;NA;16.8275;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;100;45;11.2096;NA;NA;20.8565;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;100;50;13.9267;NA;NA;26.1893;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;100;55;17.0861;NA;NA;31.1663;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;100;60;20.2211;NA;NA;37.447;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;100;65;23.4882;NA;NA;43.372;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;60;5;0.22726;NA;NA;1.06682;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;60;10;0.950795;NA;NA;1.77782;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;60;15;2.08479;NA;NA;2.96282;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;60;20;3.7004;NA;NA;4.62182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;60;25;6.01824;NA;NA;6.75482;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;60;30;8.87424;NA;NA;9.36182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;60;35;11.3469;NA;NA;13.2725;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;60;40;14.911;NA;NA;16.8275;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;60;45;18.9699;NA;NA;20.8565;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;60;50;23.7723;NA;NA;26.1893;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;60;55;28.6856;NA;NA;31.1663;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;60;60;33.4667;NA;NA;37.447;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2.2;60;65;39.5724;NA;NA;43.372;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;240;5;0.130776;NA;NA;1.06682;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;240;10;0.469288;NA;NA;1.77782;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;240;15;1.00463;NA;NA;2.96282;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;240;20;1.76214;NA;NA;4.62182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;240;25;2.74226;NA;NA;6.75482;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;240;30;4.02157;NA;NA;9.36182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;240;35;5.4965;NA;NA;13.2725;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;240;40;7.32761;NA;NA;16.8275;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;240;45;8.99253;NA;NA;20.8565;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;240;50;11.0867;NA;NA;26.1893;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;240;55;13.7226;NA;NA;31.1663;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;240;60;16.0375;NA;NA;37.447;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;240;65;18.6989;NA;NA;43.372;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;180;5;0.141485;NA;NA;1.06682;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;180;10;0.462756;NA;NA;1.77782;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;180;15;0.99339;NA;NA;2.96282;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;180;20;1.78712;NA;NA;4.62182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;180;25;2.77142;NA;NA;6.75482;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;180;30;4.00318;NA;NA;9.36182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;180;35;5.4973;NA;NA;13.2725;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;180;40;7.34367;NA;NA;16.8275;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;180;45;8.85099;NA;NA;20.8565;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;180;50;11.2326;NA;NA;26.1893;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;180;55;13.4188;NA;NA;31.1663;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;180;60;16.6554;NA;NA;37.447;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;180;65;19.1074;NA;NA;43.372;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;140;5;0.161603;NA;NA;1.06682;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;140;10;0.493536;NA;NA;1.77782;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;140;15;1.05426;NA;NA;2.96282;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;140;20;1.96935;NA;NA;4.62182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;140;25;3.1145;NA;NA;6.75482;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;140;30;4.44786;NA;NA;9.36182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;140;35;6.18183;NA;NA;13.2725;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;140;40;7.64513;NA;NA;16.8275;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;140;45;10.0369;NA;NA;20.8565;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;140;50;12.283;NA;NA;26.1893;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;140;55;14.8258;NA;NA;31.1663;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;140;60;18.7665;NA;NA;37.447;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;140;65;20.7025;NA;NA;43.372;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;100;5;0.165878;NA;NA;1.06682;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;100;10;0.684191;NA;NA;1.77782;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;100;15;1.50925;NA;NA;2.96282;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;100;20;2.72884;NA;NA;4.62182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;100;25;4.3496;NA;NA;6.75482;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;100;30;6.23399;NA;NA;9.36182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;100;35;8.67174;NA;NA;13.2725;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;100;40;11.2535;NA;NA;16.8275;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;100;45;14.155;NA;NA;20.8565;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;100;50;17.6983;NA;NA;26.1893;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;100;55;21.7133;NA;NA;31.1663;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;100;60;25.325;NA;NA;37.447;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;100;65;29.4515;NA;NA;43.372;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;60;5;0.312149;NA;NA;1.06682;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;60;10;1.24774;NA;NA;1.77782;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;60;15;2.97317;NA;NA;2.96282;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;60;20;4.96236;NA;NA;4.62182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;60;25;7.77909;NA;NA;6.75482;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;60;30;11.1058;NA;NA;9.36182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;60;35;15.6428;NA;NA;13.2725;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;60;40;20.2998;NA;NA;16.8275;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;60;45;25.9046;NA;NA;20.8565;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;60;50;31.7627;NA;NA;26.1893;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;60;55;39.1996;NA;NA;31.1663;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;60;60;45.5832;NA;NA;37.447;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;60;65;54.0745;NA;NA;43.372;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;1.8;240;5;0.137851;NA;NA;1.06682;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;1.8;240;10;0.504091;NA;NA;1.77782;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;1.8;240;15;1.09654;NA;NA;2.96282;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;1.8;240;20;1.90821;NA;NA;4.62182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;1.8;240;25;2.98379;NA;NA;6.75482;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;1.8;240;30;4.25157;NA;NA;9.36182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;1.8;240;35;5.81837;NA;NA;13.2725;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;1.8;240;40;7.90139;NA;NA;16.8275;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;1.8;240;45;9.51552;NA;NA;20.8565;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;1.8;240;50;11.3391;NA;NA;26.1893;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;1.8;240;55;14.0502;NA;NA;31.1663;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;1.8;240;60;16.6537;NA;NA;37.447;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;1.8;240;65;20.2038;NA;NA;43.372;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;1.8;180;5;0.14024;NA;NA;1.06682;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;1.8;180;10;0.489151;NA;NA;1.77782;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;1.8;180;15;1.09582;NA;NA;2.96282;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;1.8;180;20;1.83695;NA;NA;4.62182;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;1.8;180;25;3.0156;NA;NA;6.75482;NA
