comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);freqs(GHz);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.95;232;1;1.7;256;1;0;4;8192;0;1;.007932;NA;.017400;.025804;.025803;2.95;232;99
2.98;232;1;1.7;256;1;0;5;8192;0;0;0.028929;NA;0.104235;0.135793;0.135792;0.26;115;87
2.98;238;1;1.7;256;1;0;5;8192;0;1;.007978;NA;.021748;.029988;.029988;2.98;238;99
2.95;232;1;1.7;256;1;0;6;8192;0;0;0.013882;NA;0.048330;0.062190;0.062189;0.17;83;90
2.94;233;1;1.7;256;1;0;6;8192;0;1;.003792;NA;.007083;.012526;.012526;2.94;233;100
3.08;234;1;1.6;256;1;0;1;8192;0;0;0.017024;NA;0.135199;0.103023;0.103022;0.22;132;114
3.08;235;1;1.6;256;1;0;1;8192;0;1;.004846;NA;.033503;.031099;.031098;3.08;235;99
3.04;233;1;1.6;256;1;0;2;8192;0;0;0.033482;NA;0.134359;0.137544;0.137543;0.27;147;98
3.03;233;1;1.6;256;1;0;2;8192;0;1;.006589;NA;.032629;.036700;.036700;3.03;233;99
2.97;231;1;1.6;256;1;0;3;8192;0;0;0.030473;NA;0.093368;0.147567;0.147566;0.28;99;80
2.99;232;1;1.6;256;1;0;3;8192;0;1;.008087;NA;.023178;.032185;.032185;2.99;232;99
2.96;231;1;1.6;256;1;0;4;8192;0;0;0.028342;NA;0.090555;0.123566;0.123565;0.25;99;86
2.96;231;1;1.6;256;1;0;4;8192;0;1;.008195;NA;.017763;.028982;.028982;2.96;231;100
2.98;233;1;1.6;256;1;0;5;8192;0;0;0.030064;NA;0.108571;0.139041;0.139039;0.27;115;88
2.98;233;1;1.6;256;1;0;5;8192;0;1;.007567;NA;.023239;.031197;.031197;2.98;233;100
2.95;233;1;1.6;256;1;0;6;8192;0;0;0.014685;NA;0.048007;0.065869;0.065868;0.18;83;90
2.95;232;1;1.6;256;1;0;6;8192;0;1;.003669;NA;.008255;.012395;.012395;2.95;232;99
3.06;235;1;1.5;256;1;0;1;8192;0;0;0.017745;NA;0.139974;0.105541;0.105540;0.23;132;114
3.09;234;1;1.5;256;1;0;1;8192;0;1;.005026;NA;.035347;.032823;.032823;3.09;234;99
3.03;237;1;1.5;256;1;0;2;8192;0;0;0.034661;NA;0.140802;0.148792;0.148791;0.29;148;97
3.05;236;1;1.5;256;1;0;2;8192;0;1;.008289;NA;.030329;.033521;.033521;3.05;236;100
2.98;231;1;1.5;256;1;0;3;8192;0;0;0.030559;NA;0.098550;0.155853;0.155852;0.30;99;80
2.97;231;1;1.5;256;1;0;3;8192;0;1;.008689;NA;.023045;.032959;.032958;2.97;231;99
2.95;231;1;1.5;256;1;0;4;8192;0;0;0.029290;NA;0.073915;0.122585;0.122584;0.26;101;80
2.95;231;1;1.5;256;1;0;4;8192;0;1;.008603;NA;.019377;.029102;.029102;2.95;231;99
2.99;233;1;1.5;256;1;0;5;8192;0;0;0.031815;NA;0.112611;0.145129;0.145128;0.28;115;88
2.98;233;1;1.5;256;1;0;5;8192;0;1;.008995;NA;.021636;.029559;.029559;2.98;233;99
2.96;232;1;1.5;256;1;0;6;8192;0;0;0.015351;NA;0.050828;0.067857;0.067856;0.19;83;90
2.95;232;1;1.5;256;1;0;6;8192;0;1;.004203;NA;.008342;.011718;.011718;2.95;232;99
3.08;235;1;1.4;256;1;0;1;8192;0;0;0.017671;NA;0.148022;0.115827;0.115826;0.25;130;111
3.08;235;1;1.4;256;1;0;1;8192;0;1;.005417;NA;.036295;.032416;.032415;3.08;235;100
3.03;234;1;1.4;256;1;0;2;8192;0;0;0.036338;NA;0.145919;0.149401;0.149401;0.30;147;98
3.03;234;1;1.4;256;1;0;2;8192;0;1;.007916;NA;.032313;.038366;.038366;3.03;234;99
2.99;232;1;1.4;256;1;0;3;8192;0;0;0.033606;NA;0.080051;0.159975;0.159974;0.31;101;73
2.97;232;1;1.4;256;1;0;3;8192;0;1;.009419;NA;.023905;.036160;.036160;2.97;232;99
2.95;232;1;1.4;256;1;0;4;8192;0;0;0.031372;NA;0.102382;0.134072;0.134071;0.28;99;88
2.95;231;1;1.4;256;1;0;4;8192;0;1;.008115;NA;.021455;.027930;.027930;2.95;231;99
3.00;231;1;1.4;256;1;0;5;8192;0;0;0.033020;NA;0.115098;0.148488;0.148487;0.29;115;88
3.04;233;1;1.4;256;1;0;5;8192;0;1;.008843;NA;.022363;.032032;.032032;3.04;233;99
2.95;231;1;1.4;256;1;0;6;8192;0;0;0.015552;NA;0.052828;0.069858;0.069857;0.19;83;90
2.95;232;1;1.4;256;1;0;6;8192;0;1;.003881;NA;.007726;.013077;.013077;2.95;232;99
3.08;234;1;1.3;256;1;0;1;8192;0;0;0.019681;NA;0.150436;0.113361;0.113360;0.25;131;114
3.09;234;1;1.3;256;1;0;1;8192;0;1;.005843;NA;.036021;.033768;.033767;3.09;234;99
3.08;233;1;1.3;256;1;0;2;8192;0;0;0.038999;NA;0.148993;0.158730;0.158729;0.32;147;96
3.03;235;1;1.3;256;1;0;2;8192;0;1;.008354;NA;.032137;.035351;.035351;3.03;235;99
2.97;232;1;1.3;256;1;0;3;8192;0;0;0.035352;NA;0.103365;0.172825;0.172824;0.33;99;78
2.97;233;1;1.3;256;1;0;3;8192;0;1;.009399;NA;.025904;.035540;.035540;2.97;233;99
2.97;232;1;1.3;256;1;0;4;8192;0;0;0.032665;NA;0.082548;0.139434;0.139433;0.30;100;80
2.95;232;1;1.3;256;1;0;4;8192;0;1;.009195;NA;.020850;.027846;.027846;2.95;232;99
2.99;232;1;1.3;256;1;0;5;8192;0;0;0.035466;NA;0.100658;0.152641;0.152640;0.31;117;83
2.97;232;1;1.3;256;1;0;5;8192;0;1;.008839;NA;.025531;.036004;.036004;2.97;232;99
2.95;231;1;1.3;256;1;0;6;8192;0;0;0.016911;NA;0.056313;0.073589;0.073588;0.21;83;91
2.95;233;1;1.3;256;1;0;6;8192;0;1;.004619;NA;.008402;.013364;.013364;2.95;233;99
3.10;235;1;1.2;256;1;0;1;8192;0;0;0.021063;NA;0.161829;0.122375;0.122374;0.27;130;114
3.07;234;1;1.2;256;1;0;1;8192;0;1;.005503;NA;.040082;.035021;.035020;3.07;234;99
3.03;239;1;1.2;256;1;0;2;8192;0;0;0.041085;NA;0.159436;0.167313;0.167312;0.34;147;97
3.03;232;1;1.2;256;1;0;2;8192;0;1;.008114;NA;.035735;.038635;.038634;3.03;232;99
2.98;232;1;1.2;256;1;0;3;8192;0;0;0.037666;NA;0.110148;0.180362;0.180361;0.35;99;79
2.97;233;1;1.2;256;1;0;3;8192;0;1;.009626;NA;.025788;.037090;.037090;2.97;233;99
2.97;232;1;1.2;256;1;0;4;8192;0;0;0.035525;NA;0.106592;0.147924;0.147923;0.31;99;86
2.96;233;1;1.2;256;1;0;4;8192;0;1;.009827;NA;.021345;.029865;.029865;2.96;233;99
2.98;232;1;1.2;256;1;0;5;8192;0;0;0.037701;NA;0.133130;0.167636;0.167635;0.34;115;88
2.99;232;1;1.2;256;1;0;5;8192;0;1;.009399;NA;.025788;.036515;.036515;2.99;232;99
2.95;232;1;1.2;256;1;0;6;8192;0;0;0.017497;NA;0.056077;0.078845;0.078844;0.23;83;89
2.98;232;1;1.2;256;1;0;6;8192;0;1;.004246;NA;.007964;.014009;.014009;2.98;232;99
3.09;234;1;1.1;256;1;0;1;8192;0;0;0.022013;NA;0.162194;0.133302;0.133301;0.30;130;109
3.10;234;1;1.1;256;1;0;1;8192;0;1;.006122;NA;.042718;.038981;.038981;3.10;234;99
3.03;233;1;1.1;256;1;0;2;8192;0;0;0.043738;NA;0.169975;0.178499;0.178498;0.36;148;97
3.03;233;1;1.1;256;1;0;2;8192;0;1;.008530;NA;.034428;.041459;.041458;3.03;233;99
2.97;233;1;1.1;256;1;0;3;8192;0;0;0.039498;NA;0.092789;0.185510;0.185509;0.37;101;74
2.98;233;1;1.1;256;1;0;3;8192;0;1;.012391;NA;.027292;.042718;.042717;2.98;233;99
2.96;233;1;1.1;256;1;0;4;8192;0;0;0.037132;NA;0.090882;0.153435;0.153434;0.33;99;80
2.95;231;1;1.1;256;1;0;4;8192;0;1;.010521;NA;.022329;.034621;.034620;2.95;231;99
2.97;232;1;1.1;256;1;0;5;8192;0;0;0.039545;NA;0.111530;0.174494;0.174493;0.36;117;81
2.99;237;1;1.1;256;1;0;5;8192;0;1;.010616;NA;.027304;.038063;.038062;2.99;237;99
2.95;232;1;1.1;256;1;0;6;8192;0;0;0.018738;NA;0.063520;0.079624;0.079623;0.24;83;93
2.95;233;1;1.1;256;1;0;6;8192;0;1;.004275;NA;.008992;.014304;.014304;2.95;233;99
3.08;235;1;1;256;1;0;1;8192;0;0;0.023072;NA;0.172186;0.136709;0.136708;0.32;131;110
3.07;234;1;1;256;1;0;1;8192;0;1;.006267;NA;.042814;.037632;.037632;3.07;234;99
3.03;233;1;1;256;1;0;2;8192;0;0;0.047070;NA;0.186884;0.192330;0.192329;0.39;147;98
3.03;233;1;1;256;1;0;2;8192;0;1;.008525;NA;.036828;.045570;.045570;3.03;233;99
2.97;238;1;1;256;1;0;3;8192;0;0;0.042659;NA;0.131371;0.201631;0.201630;0.40;99;82
2.98;231;1;1;256;1;0;3;8192;0;1;.011087;NA;.030736;.041843;.041843;2.98;231;99
2.96;232;1;1;256;1;0;4;8192;0;0;0.039440;NA;0.112313;0.170255;0.170254;0.37;99;83
2.95;231;1;1;256;1;0;4;8192;0;1;.010936;NA;.025003;.033758;.033758;2.95;231;99
2.99;233;1;1;256;1;0;5;8192;0;0;0.042388;NA;0.145832;0.187476;0.187475;0.38;115;88
2.98;232;1;1;256;1;0;5;8192;0;1;.010909;NA;.029697;.038116;.038116;2.98;232;100
2.96;232;1;1;256;1;0;6;8192;0;0;0.020275;NA;0.068682;0.083277;0.083276;0.25;83;94
2.96;233;1;1;256;1;0;6;8192;0;1;.005318;NA;.010353;.015306;.015306;2.96;233;100
