comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.46;232;1;0;1;256;0;1;0;1;0;0;25000;40960;0;0;0.007393;NA;0.320901;0.272299;0.272298;0.39;638;111
0.02;3;1;0;1;256;0;1;0;1;0;0;25000;40960;0;1;.001259;NA;.059715;.061416;.061416;.083333;638;568
1.47;232;1;0;1;256;0;1;0;1;0;0;8000;40960;0;0;0.007505;NA;0.299127;0.304058;0.304057;0.42;638;98
0.02;3;1;0;1;256;0;1;0;1;0;0;8000;40960;0;1;.001234;NA;.059010;.104166;.104165;.128333;638;364
1.46;233;1;0;1;256;0;1;0;1;0;0;500;40960;0;0;0.007380;NA;0.334762;1.556495;1.556494;1.68;638;26
0.02;3;1;0;1;256;0;1;0;1;0;0;500;40960;0;1;.001237;NA;.067684;1.306118;1.306118;1.371666;638;38
1.42;231;1;0;1;256;0;1;0;2;0;0;25000;40960;0;0;0.007125;NA;0.234146;0.251362;0.251361;0.37;641;93
0.02;3;1;0;1;256;0;1;0;2;0;0;25000;40960;0;1;.001672;NA;.043698;.051535;.051535;.073333;641;511
1.47;233;1;0;1;256;0;1;0;2;0;0;8000;40960;0;0;0.007161;NA;0.251839;0.314568;0.314567;0.43;641;84
0.02;3;1;0;1;256;0;1;0;2;0;0;8000;40960;0;1;.001684;NA;.043273;.091579;.091579;.116666;641;325
1.46;232;1;0;1;256;0;1;0;2;0;0;500;40960;0;0;0.007123;NA;0.264673;2.831239;2.831238;2.95;641;12
0.02;3;1;0;1;256;0;1;0;2;0;0;500;40960;0;1;.001667;NA;.045539;1.123102;1.123102;1.255000;641;31
1.43;231;1;0;1;256;0;1;0;3;0;0;25000;40960;0;0;0.001803;NA;0.149260;0.271365;0.271364;0.39;402;65
0.01;3;1;0;1;256;0;1;0;3;0;0;25000;40960;0;1;.000413;NA;.035551;.047127;.047127;.068333;640;469
1.44;231;1;0;1;256;0;1;0;3;0;0;8000;40960;0;0;0.001804;NA;0.154954;0.348254;0.348253;0.46;402;50
0.02;3;1;0;1;256;0;1;0;3;0;0;8000;40960;0;1;.000412;NA;.035105;.071069;.071069;.098333;640;319
1.41;231;1;0;1;256;0;1;0;3;0;0;500;40960;0;0;0.001801;NA;0.157086;3.498746;3.498745;3.61;402;7
0.02;3;1;0;1;256;0;1;0;3;0;0;500;40960;0;1;.000414;NA;.038821;.898962;.898962;.920000;640;38
1.42;231;1;0;1;256;0;1;0;4;0;0;25000;40960;0;0;0.001964;NA;0.152321;0.233252;0.233252;0.34;401;67
0.02;3;1;0;1;256;0;1;0;4;0;0;25000;40960;0;1;.000439;NA;.029287;.041916;.041916;.063333;558;448
1.46;231;1;0;1;256;0;1;0;4;0;0;8000;40960;0;0;0.001718;NA;0.148302;0.309936;0.309935;0.42;401;60
0.02;3;1;0;1;256;0;1;0;4;0;0;8000;40960;0;1;.000438;NA;.029814;.068745;.068745;.091666;558;318
1.45;231;1;0;1;256;0;1;0;4;0;0;500;40960;0;0;0.001896;NA;0.147388;2.811832;2.811831;2.92;401;8
0.01;3;1;0;1;256;0;1;0;4;0;0;500;40960;0;1;.000428;NA;.036904;.879003;.879003;.926666;559;35
1.44;232;1;0;1;256;0;1;0;5;0;0;25000;40960;0;0;0.001813;NA;0.166216;0.255512;0.255511;0.37;482;74
0.02;3;1;0;1;256;0;1;0;5;0;0;25000;40960;0;1;.000411;NA;.035096;.048549;.048548;.073333;560;428
1.45;232;1;0;1;256;0;1;0;5;0;0;8000;40960;0;0;0.001803;NA;0.157828;0.333900;0.333899;0.45;482;58
0.02;3;1;0;1;256;0;1;0;5;0;0;8000;40960;0;1;.000412;NA;.035083;.068645;.068644;.090000;560;353
1.44;231;1;0;1;256;0;1;0;5;0;0;500;40960;0;0;0.001802;NA;0.162680;3.487960;3.487959;3.60;482;7
0.02;3;1;0;1;256;0;1;0;5;0;0;500;40960;0;1;.000409;NA;.037141;.898794;.898794;.923333;560;35
1.41;231;1;0;1;256;0;1;0;6;0;0;25000;40960;0;0;0.000925;NA;0.073631;0.082603;0.082602;0.20;323;90
0.02;3;1;0;1;256;0;1;0;6;0;0;25000;40960;0;1;.000103;NA;.012616;.014360;.014360;.036666;323;481
1.42;230;1;0;1;256;0;1;0;6;0;0;8000;40960;0;0;0.000932;NA;0.087309;0.121938;0.121937;0.23;323;83
0.02;3;1;0;1;256;0;1;0;6;0;0;8000;40960;0;1;.000104;NA;.010108;.021474;.021474;.045000;323;355
1.42;231;1;0;1;256;0;1;0;6;0;0;500;40960;0;0;0.000923;NA;0.064448;1.387911;1.387910;1.50;323;11
0.02;3;1;0;1;256;0;1;0;6;0;0;500;40960;0;1;.000104;NA;.010417;.233137;.233137;.256666;323;66
