nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;atlas;7;5;0.140143;NA;~78;4.2024;10.9302
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;atlas;7;10;0.176385;NA;~228;4.2096;10.9608
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;atlas;7;15;0.242109;NA;~478;4.2216;11.0118
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;atlas;7;20;0.344176;NA;~828;4.2384;11.0832
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;atlas;7;25;0.476756;NA;~1278;4.26;11.175
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;atlas;7;30;0.616397;NA;~1828;4.2864;11.2872
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;shamir;7;5;0.0133827;NA;~51;0.0024;0.0102
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;shamir;7;10;0.0427481;NA;~201;0.0096;0.0408
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;shamir;7;15;0.110149;NA;~451;0.0216;0.0918
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;shamir;7;20;0.155607;NA;~801;0.0384;0.1632
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;shamir;7;25;0.291001;NA;~1251;0.06;0.255
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;shamir;7;30;0.378246;NA;~1801;0.0864;0.3672
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;malhonest;malicious-shamir;7;5;0.0211352;NA;~26;0.0024;0.0168
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;malhonest;malicious-shamir;7;10;0.0443203;NA;~101;0.0096;0.0672
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;malhonest;malicious-shamir;7;15;0.0599989;NA;~226;0.0216;0.1512
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;malhonest;malicious-shamir;7;20;0.099609;NA;~401;0.0384;0.2688
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;malhonest;malicious-shamir;7;25;0.129136;NA;~626;0.06;0.42
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;malhonest;malicious-shamir;7;30;0.142139;NA;~901;0.0864;0.6048
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semidishonest;temi;7;5;0.00865214;NA;~300;0.0012;0.0024
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semidishonest;temi;7;10;0.0317824;NA;~1200;0.0048;0.0096
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semidishonest;temi;7;15;0.0660608;NA;~2700;0.0108;0.0216
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semidishonest;temi;7;20;0.106334;NA;~4800;0.0192;0.0384
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semidishonest;temi;7;25;0.18869;NA;~7500;0.03;0.06
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semidishonest;temi;7;30;0.282515;NA;~10800;0.0432;0.0864
