nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;freqs(GHz);quotas(%);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;1040;630;74;3;240;10;3.36783;377;~446;176.474;488.193
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;5200;3150;354;3;240;50;8.34894;377;~1780;492.572;1435.84
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;10400;6300;704;3;240;100;14.0386;377;~3428;853.872;2518.96
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;15600;9450;1054;3;240;150;19.7728;381;~5076;1215.17;3602.07
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;20800;12600;1404;3;240;200;25.4415;381;~6724;1576.47;4685.19
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;26000;15750;1754;3;240;250;31.0897;385;~8372;1937.77;5768.31
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;31200;18900;2104;3;240;300;37.6029;386;~10054;2344.23;6986.81
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;36400;22050;2454;3;240;350;43.906;391;~11728;2750.63;8205.18
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;41600;25200;2804;3;240;400;49.5965;384;~13376;3111.93;9288.3
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;46800;28350;3154;3;240;450;55.4727;391;~15024;3473.23;10371.4
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;52000;31500;3504;3;240;500;61.3707;391;~16672;3834.53;11454.5
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;1040;630;74;3;180;10;3.42853;378;~446;176.474;488.193
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;5200;3150;354;3;180;50;8.36977;379;~1780;492.572;1435.84
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;10400;6300;704;3;180;100;14.0293;383;~3428;853.872;2518.96
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;15600;9450;1054;3;180;150;19.7883;379;~5076;1215.17;3602.07
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;20800;12600;1404;3;180;200;25.5459;385;~6724;1576.47;4685.19
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;26000;15750;1754;3;180;250;31.2055;383;~8372;1937.77;5768.31
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;31200;18900;2104;3;180;300;37.62;389;~10054;2344.23;6986.81
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;36400;22050;2454;3;180;350;49.2014;387;~11728;2750.63;8205.18
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;41600;25200;2804;3;180;400;55.1768;388;~13376;3111.93;9288.3
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;46800;28350;3154;3;180;450;62.0486;395;~15024;3473.23;10371.4
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;52000;31500;3504;3;180;500;67.8608;391;~16672;3834.53;11454.5
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;1040;630;74;3;140;10;3.61105;376;~446;176.474;488.193
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;5200;3150;354;3;140;50;8.64413;383;~1780;492.572;1435.84
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;10400;6300;704;3;140;100;14.4565;386;~3428;853.872;2518.96
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;15600;9450;1054;3;140;150;20.2007;387;~5076;1215.17;3602.07
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;20800;12600;1404;3;140;200;25.9778;385;~6724;1576.47;4685.19
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;26000;15750;1754;3;140;250;36.0209;393;~8372;1937.77;5768.31
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;31200;18900;2104;3;140;300;38.1515;388;~10054;2344.23;6986.81
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;36400;22050;2454;3;140;350;49.0239;392;~11728;2750.63;8205.18
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;41600;25200;2804;3;140;400;50.5464;390;~13376;3111.93;9288.3
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;46800;28350;3154;3;140;450;56.1569;390;~15024;3473.23;10371.4
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;52000;31500;3504;3;140;500;68.5435;393;~16672;3834.53;11454.5
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;1040;630;74;3;100;10;4.56014;377;~446;176.474;488.193
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;5200;3150;354;3;100;50;9.93685;380;~1780;492.572;1435.84
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;10400;6300;704;3;100;100;16.1763;388;~3428;853.872;2518.96
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;15600;9450;1054;3;100;150;23.7514;387;~5076;1215.17;3602.07
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;20800;12600;1404;3;100;200;28.9486;390;~6724;1576.47;4685.19
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;maldishonest;mascot;26000;15750;1754;3;100;250;35.2807;385;~8372;1937.77;5768.31
