nodes;program;c.domain;adv.model;protocol;partysize;comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;latencies(ms);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;1920;1920;1920;NA;NA;244170;19141;0;30;16.2944;NA;NA;992.505;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;30;46.8167;NA;NA;992.505;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;30;71.196;NA;NA;992.505;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;30;95.1955;NA;NA;992.505;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;30;119.585;NA;NA;992.505;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;30;143.745;NA;NA;992.505;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30;30;167.773;NA;NA;992.505;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35;30;191.772;NA;NA;992.505;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;30;215.744;NA;NA;992.505;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-rep-bmr;3;NA;NA;NA;1920;1920;1920;NA;NA;244170;19141;0;30;9.05357;NA;NA;362.91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
