nodes;program;c.domain;adv.model;protocol;partysize;compiletime(s);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;input_size;runtime_internal(s);runtime_external(s);maxPhyRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;replicated-field;3;733.70;NA;NA;NA;806400;64;NA;NA;NA;793800;12609;12600;0.509471;6.87;585;72;~10;1.60022;3.18794;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;replicated-field;3;744.42;NA;NA;NA;819200;64;NA;NA;NA;806400;12809;12800;0.503315;6.95;587;72;~10;1.62562;3.23854;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;replicated-field;3;756.40;NA;NA;NA;832000;64;NA;NA;NA;819000;13009;13000;0.519664;7.23;587;70;~10;1.65102;3.28914;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;replicated-field;3;758.27;NA;NA;NA;844800;64;NA;NA;NA;831600;13209;13200;0.539335;7.18;586;74;~10;1.67642;3.33974;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;replicated-field;3;783.87;NA;NA;NA;857600;64;NA;NA;NA;844200;13409;13400;0.534394;7.27;587;71;~10;1.70182;3.39034;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;replicated-field;3;797.98;NA;NA;NA;870400;64;NA;NA;NA;856800;13609;13600;0.554355;7.40;590;72;~10;1.72722;3.44094;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;replicated-field;3;803.13;NA;NA;NA;883200;64;NA;NA;NA;869400;13809;13800;0.547517;7.45;589;71;~10;1.75262;3.49154;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;replicated-field;3;817.27;NA;NA;NA;896000;64;NA;NA;NA;882000;14009;14000;0.566394;7.59;593;71;~10;1.77802;3.54214;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;replicated-field;3;819.83;NA;NA;NA;908800;64;NA;NA;NA;894600;14209;14200;0.562764;7.67;599;71;~10;1.80342;3.59274;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;replicated-field;3;827.09;NA;NA;NA;921600;64;NA;NA;NA;907200;14409;14400;0.581087;7.89;609;70;~10;1.82882;3.64334;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;replicated-field;3;853.33;NA;NA;NA;934400;64;NA;NA;NA;919800;14609;14600;0.572724;7.86;615;71;~10;1.85422;3.69394;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;replicated-field;3;870.05;NA;NA;NA;947200;64;NA;NA;NA;932400;14809;14800;0.592959;7.99;624;72;~10;1.87962;3.74454;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;replicated-field;3;886.25;NA;NA;NA;960000;64;NA;NA;NA;945000;15009;15000;0.60385;8.11;632;72;~10;1.90502;3.79514;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;replicated-field;3;889.91;NA;NA;NA;972800;64;NA;NA;NA;957600;15209;15200;0.59359;8.18;638;71;~10;1.93042;3.84574;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;replicated-field;3;898.63;NA;NA;NA;985600;64;NA;NA;NA;970200;15409;15400;0.615528;8.36;648;73;~10;1.95582;3.89634;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;replicated-field;3;910.62;NA;NA;NA;998400;64;NA;NA;NA;982800;15609;15600;0.620251;8.38;656;71;~10;1.98122;3.94694;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;replicated-field;3;922.49;NA;NA;NA;1011200;64;NA;NA;NA;995400;15809;15800;0.628686;8.51;663;72;~10;2.00662;3.99754;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
