comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    1        256       0         1         0         1         0         0         40960       0           1           .002212      NA          .088839           .068527             .068527            .096666              638           678
0.01          3                  1                  0    1        256       0         1         0         1         0         0         40960       0           2           .000779      NA          .038994           .037890             .037890            .047777              639           1788
1.49          215                1                  0    1        256       0         1         0         2         0         0         4096        0           0           0.002367     NA          0.042611          0.050884            0.050883           0.08                 67            77
0.02          3                  1                  0    1        256       0         1         0         2         0         0         4096        0           1           .000601      NA          .007145           .008834             .008834            .015000              67            400
0.02          3                  1                  0    1        256       0         1         0         2         0         0         4096        0           2           .000247      NA          .003240           .003508             .003508            .005555              67            1506
1.44          216                1                  0    1        256       0         1         0         2         0         0         8192        0           0           0.004957     NA          0.081558          0.102815            0.102815           0.14                 131           80
0.02          3                  1                  0    1        256       0         1         0         2         0         0         8192        0           1           .001212      NA          .014740           .016717             .016717            .025000              131           495
0.02          3                  1                  0    1        256       0         1         0         2         0         0         8192        0           2           .000428      NA          .006665           .007060             .007060            .010555              131           1474
1.62          215                1                  0    1        256       0         1         0         2         0         0         12288       0           0           0.007447     NA          0.130417          0.136819            0.136818           0.20                 195           89
0.01          3                  1                  0    1        256       0         1         0         2         0         0         12288       0           1           .001781      NA          .021885           .022357             .022357            .033333              195           549
0.02          3                  1                  0    1        256       0         1         0         2         0         0         12288       0           2           .000666      NA          .010036           .010603             .010603            .015000              195           1565
1.37          216                1                  0    1        256       0         1         0         2         0         0         16384       0           0           0.009814     NA          0.170225          0.185176            0.185175           0.26                 258           86
0.01          3                  1                  0    1        256       0         1         0         2         0         0         16384       0           1           .002401      NA          .027309           .029013             .029012            .043333              258           520
0.02          3                  1                  0    1        256       0         1         0         2         0         0         16384       0           2           .000837      NA          .012558           .013994             .013994            .019444              258           1549
1.70          216                1                  0    1        256       0         1         0         2         0         0         20480       0           0           0.012372     NA          0.210654          0.231430            0.231429           0.33                 322           87
0.02          3                  1                  0    1        256       0         1         0         2         0         0         20480       0           1           .002685      NA          .035577           .036615             .036615            .053333              322           536
0.02          3                  1                  0    1        256       0         1         0         2         0         0         20480       0           2           .001047      NA          .016060           .017604             .017604            .024444              322           1551
1.77          218                1                  0    1        256       0         1         0         2         0         0         24576       0           0           0.014519     NA          0.261035          0.280754            0.280753           0.38                 386           90
0.02          3                  1                  0    1        256       0         1         0         2         0         0         24576       0           1           .003419      NA          .042988           .043747             .043746            .063333              386           557
0.02          3                  1                  0    1        256       0         1         0         2         0         0         24576       0           2           .001233      NA          .018757           .020288             .020288            .027777              386           1579
1.67          218                1                  0    1        256       0         1         0         2         0         0         28672       0           0           0.016921     NA          0.319097          0.329004            0.329003           0.44                 450           96
0.01          3                  1                  0    1        256       0         1         0         2         0         0         28672       0           1           .003722      NA          .049861           .052775             .052775            .078333              450           516
0.01          3                  1                  0    1        256       0         1         0         2         0         0         28672       0           2           .001449      NA          .022951           .024300             .024300            .033333              450           1613
1.50          214                1                  0    1        256       0         1         0         2         0         0         32768       0           0           0.018768     NA          0.339708          0.372908            0.372907           0.52                 513           89
0.02          3                  1                  0    1        256       0         1         0         2         0         0         32768       0           1           .004288      NA          .055136           .058090             .058090            .088333              513           508
0.02          3                  1                  0    1        256       0         1         0         2         0         0         32768       0           2           .001701      NA          .024790           .027711             .027711            .037222              513           1569
1.51          215                1                  0    1        256       0         1         0         2         0         0         36864       0           0           0.021200     NA          0.447234          0.402555            0.402554           0.56                 577           104
0.02          3                  1                  0    1        256       0         1         0         2         0         0         36864       0           1           .005164      NA          .061972           .064289             .064289            .093333              577           554
0.01          3                  1                  0    1        256       0         1         0         2         0         0         36864       0           2           .001905      NA          .028313           .030629             .030628            .042222              578           1564
1.51          216                1                  0    1        256       0         1         0         2         0         0         40960       0           0           0.024615     NA          0.384732          0.407497            0.407496           0.59                 641           89
0.02          3                  1                  0    1        256       0         1         0         2         0         0         40960       0           1           .005152      NA          .068875           .069560             .069560            .101666              641           546
0.02          3                  1                  0    1        256       0         1         0         2         0         0         40960       0           2           .002126      NA          .032214           .033995             .033995            .046111              641           1628
1.60          215                1                  0    1        256       0         1         0         3         0         0         4096        0           0           0.001481     NA          0.028971          0.048787            0.048786           0.07                 43            67
0.01          3                  1                  0    1        256       0         1         0         3         0         0         4096        0           1           .000275      NA          .006200           .008494             .008494            .013333              67            425
0.02          3                  1                  0    1        256       0         1         0         3         0         0         4096        0           2           .000095      NA          .002398           .003251             .003251            .005555              67            1150
1.59          214                1                  0    1        256       0         1         0         3         0         0         8192        0           0           0.003398     NA          0.047041          0.096001            0.096000           0.14                 83            55
0.02          3                  1                  0    1        256       0         1         0         3         0         0         8192        0           1           .000495      NA          .012219           .016508             .016508            .023333              131           440
0.02          3                  1                  0    1        256       0         1         0         3         0         0         8192        0           2           .000196      NA          .004886           .006523             .006523            .009444              131           1275
1.48          214                1                  0    1        256       0         1         0         3         0         0         12288       0           0           0.005037     NA          0.085114          0.162390            0.162389           0.21                 123           62
0.01          3                  1                  0    1        256       0         1         0         3         0         0         12288       0           1           .000745      NA          .017019           .022412             .022411            .031666              194           457
0.01          3                  1                  0    1        256       0         1         0         3         0         0         12288       0           2           .000281      NA          .007143           .009636             .009635            .013333              194           1325
1.50          214                1                  0    1        256       0         1         0         3         0         0         16384       0           0           0.006533     NA          0.088463          0.192457            0.192456           0.26                 163           57
0.02          3                  1                  0    1        256       0         1         0         3         0         0         16384       0           1           .001036      NA          .022094           .029904             .029904            .043333              258           444
0.02          3                  1                  0    1        256       0         1         0         3         0         0         16384       0           2           .000373      NA          .009862           .012881             .012881            .017777              258           1383
1.49          216                1                  0    1        256       0         1         0         3         0         0         20480       0           0           0.007946     NA          0.146748          0.253595            0.253594           0.33                 203           65
0.02          3                  1                  0    1        256       0         1         0         3         0         0         20480       0           1           .001161      NA          .028223           .037671             .037671            .053333              322           453
0.02          3                  1                  0    1        256       0         1         0         3         0         0         20480       0           2           .000472      NA          .012156           .015732             .015732            .022222              322           1334
1.51          215                1                  0    1        256       0         1         0         3         0         0         24576       0           0           0.010130     NA          0.165043          0.279447            0.279446           0.36                 243           68
0.01          3                  1                  0    1        256       0         1         0         3         0         0         24576       0           1           .001528      NA          .032582           .043655             .043655            .061666              385           447
0.02          3                  1                  0    1        256       0         1         0         3         0         0         24576       0           2           .000560      NA          .014726           .019227             .019227            .026666              385           1350
1.46          215                1                  0    1        256       0         1         0         3         0         0         28672       0           0           0.010164     NA          0.211837          0.328357            0.328356           0.44                 282           71
0.02          3                  1                  0    1        256       0         1         0         3         0         0         28672       0           1           .001670      NA          .038135           .049336             .049335            .070000              449           446
0.02          3                  1                  0    1        256       0         1         0         3         0         0         28672       0           2           .000656      NA          .016835           .021733             .021733            .029444              449           1391
1.47          216                1                  0    1        256       0         1         0         3         0         0         32768       0           0           0.012838     NA          0.231278          0.375269            0.375268           0.50                 322           69
0.02          3                  1                  0    1        256       0         1         0         3         0         0         32768       0           1           .001947      NA          .046315           .057764             .057764            .078333              512           488
0.02          3                  1                  0    1        256       0         1         0         3         0         0         32768       0           2           .000717      NA          .019365           .024788             .024788            .033888              512           1382
1.49          215                1                  0    1        256       0         1         0         3         0         0         36864       0           0           0.013560     NA          0.244763          0.424890            0.424889           0.57                 362           65
0.02          3                  1                  0    1        256       0         1         0         3         0         0         36864       0           1           .002281      NA          .049018           .063744             .063744            .090000              576           452
0.01          3                  1                  0    1        256       0         1         0         3         0         0         36864       0           2           .000823      NA          .022121           .028070             .028070            .037222              576           1422
1.35          215                1                  0    1        256       0         1         0         3         0         0         40960       0           0           0.015898     NA          0.285526          0.448135            0.448134           0.59                 402           72
0.02          3                  1                  0    1        256       0         1         0         3         0         0         40960       0           1           .002633      NA          .055279           .071779             .071779            .105000              640           444
0.02          3                  1                  0    1        256       0         1         0         3         0         0         40960       0           2           .000889      NA          .024890           .031235             .031235            .041666              640           1437
1.47          216                1                  0    1        256       0         1         0         4         0         0         4096        0           0           0.001525     NA          0.028393          0.055243            0.055242           0.08                 43            60
0.02          3                  1                  0    1        256       0         1         0         4         0         0         4096        0           1           .000254      NA          .005712           .007771             .007770            .011666              59            421
0.02          3                  1                  0    1        256       0         1         0         4         0         0         4096        0           2           .000096      NA          .001962           .002835             .002835            .005000              59            1132
1.65          214                1                  0    1        256       0         1         0         4         0         0         8192        0           0           0.002864     NA          0.055051          0.096390            0.096389           0.13                 83            64
0.02          3                  1                  0    1        256       0         1         0         4         0         0         8192        0           1           .000543      NA          .011034           .014772             .014772            .021666              114           449
0.02          3                  1                  0    1        256       0         1         0         4         0         0         8192        0           2           .000191      NA          .003822           .005493             .005493            .008333              114           1210
1.47          215                1                  0    1        256       0         1         0         4         0         0         12288       0           0           0.004599     NA          0.075557          0.136465            0.136464           0.20                 123           59
0.02          3                  1                  0    1        256       0         1         0         4         0         0         12288       0           1           .000828      NA          .016449           .022246             .022246            .031666              170           449
0.02          3                  1                  0    1        256       0         1         0         4         0         0         12288       0           2           .000278      NA          .005881           .008301             .008301            .012222              170           1238
1.52          216                1                  0    1        256       0         1         0         4         0         0         16384       0           0           0.005921     NA          0.112145          0.182321            0.182320           0.25                 162           70
0.02          3                  1                  0    1        256       0         1         0         4         0         0         16384       0           1           .000965      NA          .020412           .027726             .027726            .040000              225           447
0.02          3                  1                  0    1        256       0         1         0         4         0         0         16384       0           2           .000361      NA          .007764           .011029             .011029            .015555              225           1295
1.48          215                1                  0    1        256       0         1         0         4         0         0         20480       0           0           0.008051     NA          0.144067          0.237032            0.237031           0.32                 204           69
0.02          3                  1                  0    1        256       0         1         0         4         0         0         20480       0           1           .001491      NA          .027782           .035117             .035117            .051666              281           483
0.02          3                  1                  0    1        256       0         1         0         4         0         0         20480       0           2           .000473      NA          .009716           .013896             .013896            .020000              281           1261
1.46          214                1                  0    1        256       0         1         0         4         0         0         24576       0           0           0.009554     NA          0.162837          0.270110            0.270109           0.36                 242           69
0.02          3                  1                  0    1        256       0         1         0         4         0         0         24576       0           1           .001572      NA          .029598           .040289             .040289            .058333              336           454
0.02          3                  1                  0    1        256       0         1         0         4         0         0         24576       0           2           .000578      NA          .012080           .016437             .016437            .022777              336           1351
1.62          215                1                  0    1        256       0         1         0         4         0         0         28672       0           0           0.010455     NA          0.187100          0.286613            0.286612           0.39                 282           73
0.02          3                  1                  0    1        256       0         1         0         4         0         0         28672       0           1           .001867      NA          .033750           .045494             .045494            .066666              392           452
0.01          3                  1                  0    1        256       0         1         0         4         0         0         28672       0           2           .000646      NA          .014281           .018931             .018931            .026111              392           1368
1.49          216                1                  0    1        256       0         1         0         4         0         0         32768       0           0           0.011447     NA          0.218721          0.346023            0.346022           0.47                 321           68
0.02          3                  1                  0    1        256       0         1         0         4         0         0         32768       0           1           .002122      NA          .038473           .051628             .051628            .075000              447           459
0.02          3                  1                  0    1        256       0         1         0         4         0         0         32768       0           2           .000743      NA          .015824           .021583             .021583            .030555              447           1329
1.35          219                1                  0    1        256       0         1         0         4         0         0         36864       0           0           0.012772     NA          0.246700          0.385377            0.385376           0.52                 361           72
0.02          3                  1                  0    1        256       0         1         0         4         0         0         36864       0           1           .002172      NA          .041605           .059000             .059000            .086666              505           428
0.01          3                  1                  0    1        256       0         1         0         4         0         0         36864       0           2           .000823      NA          .017488           .023974             .023974            .033333              503           1350
1.49          214                1                  0    1        256       0         1         0         4         0         0         40960       0           0           0.014441     NA          0.253266          0.421588            0.421587           0.57                 401           69
0.01          3                  1                  0    1        256       0         1         0         4         0         0         40960       0           1           .002438      NA          .043726           .062657             .062657            .090000              558           438
0.02          3                  1                  0    1        256       0         1         0         4         0         0         40960       0           2           .000940      NA          .019700           .026832             .026832            .038333              560           1319
1.49          216                1                  0    1        256       0         1         0         5         0         0         4096        0           0           0.001689     NA          0.030096          0.055095            0.055094           0.08                 51            62
0.02          3                  1                  0    1        256       0         1         0         5         0         0         4096        0           1           .000289      NA          .006327           .008599             .008598            .013333              59            405
0.01          3                  1                  0    1        256       0         1         0         5         0         0         4096        0           2           .000099      NA          .002385           .003059             .003059            .005000              59            1291
1.36          216                1                  0    1        256       0         1         0         5         0         0         8192        0           0           0.003431     NA          0.062461          0.095584            0.095583           0.13                 99            71
0.02          3                  1                  0    1        256       0         1         0         5         0         0         8192        0           1           .000512      NA          .012380           .016020             .016020            .023333              115           444
0.02          3                  1                  0    1        256       0         1         0         5         0         0         8192        0           2           .000185      NA          .004514           .006278             .006278            .009444              115           1174
1.67          216                1                  0    1        256       0         1         0         5         0         0         12288       0           0           0.004991     NA          0.090241          0.142469            0.142468           0.20                 147           64
0.02          3                  1                  0    1        256       0         1         0         5         0         0         12288       0           1           .000747      NA          .016425           .021852             .021852            .031666              170           453
0.01          3                  1                  0    1        256       0         1         0         5         0         0         12288       0           2           .000282      NA          .006977           .009380             .009379            .013333              170           1283
1.38          214                1                  0    1        256       0         1         0         5         0         0         16384       0           0           0.006468     NA          0.117407          0.174453            0.174452           0.25                 195           69
0.02          3                  1                  0    1        256       0         1         0         5         0         0         16384       0           1           .001028      NA          .021199           .028088             .028087            .040000              226           454
0.01          3                  1                  0    1        256       0         1         0         5         0         0         16384       0           2           .000377      NA          .009483           .012371             .012371            .017777              226           1330
1.64          215                1                  0    1        256       0         1         0         5         0         0         20480       0           0           0.008097     NA          0.156876          0.232189            0.232188           0.31                 243           74
0.02          3                  1                  0    1        256       0         1         0         5         0         0         20480       0           1           .001242      NA          .027513           .035746             .035745            .051666              282           438
0.02          3                  1                  0    1        256       0         1         0         5         0         0         20480       0           2           .000477      NA          .011559           .015762             .015762            .022777              282           1255
1.50          214                1                  0    1        256       0         1         0         5         0         0         24576       0           0           0.010155     NA          0.211913          0.300636            0.300636           0.40                 290           76
0.02          3                  1                  0    1        256       0         1         0         5         0         0         24576       0           1           .001491      NA          .033611           .042553             .042553            .061666              337           465
0.01          3                  1                  0    1        256       0         1         0         5         0         0         24576       0           2           .000569      NA          .014362           .018099             .018099            .024444              337           1439
1.38          215                1                  0    1        256       0         1         0         5         0         0         28672       0           0           0.011937     NA          0.241311          0.334791            0.334790           0.44                 338           77
0.02          3                  1                  0    1        256       0         1         0         5         0         0         28672       0           1           .001951      NA          .039380           .050854             .050854            .071666              393           465
0.02          3                  1                  0    1        256       0         1         0         5         0         0         28672       0           2           .000647      NA          .016844           .021137             .021137            .028333              393           1450
1.66          214                1                  0    1        256       0         1         0         5         0         0         32768       0           0           0.013897     NA          0.238615          0.361575            0.361575           0.49                 386           71
0.02          3                  1                  0    1        256       0         1         0         5         0         0         32768       0           1           .002083      NA          .045723           .054681             .054681            .078333              448           495
0.01          3                  1                  0    1        256       0         1         0         5         0         0         32768       0           2           .000722      NA          .019399           .024331             .024331            .032777              449           1450
1.64          215                1                  0    1        256       0         1         0         5         0         0         36864       0           0           0.014597     NA          0.272606          0.401431            0.401431           0.53                 434           75
0.02          3                  1                  0    1        256       0         1         0         5         0         0         36864       0           1           .002120      NA          .048247           .060861             .060860            .085000              504           481
0.01          3                  1                  0    1        256       0         1         0         5         0         0         36864       0           2           .000821      NA          .021045           .027563             .027563            .037777              504           1369
1.60          216                1                  0    1        256       0         1         0         5         0         0         40960       0           0           0.016183     NA          0.291718          0.406790            0.406789           0.56                 482           77
0.01          3                  1                  0    1        256       0         1         0         5         0         0         40960       0           1           .002466      NA          .054931           .066968             .066968            .095000              560           487
0.02          3                  1                  0    1        256       0         1         0         5         0         0         40960       0           2           .000905      NA          .024131           .030320             .030320            .041111              560           1433
1.47          215                1                  0    1        256       0         1         0         6         0         0         4096        0           0           0.000903     NA          0.018617          0.014393            0.014392           0.03                 35            100
0.02          3                  1                  0    1        256       0         1         0         6         0         0         4096        0           1           .000086      NA          .002231           .003025             .003025            .006666              35            393
0.02          3                  1                  0    1        256       0         1         0         6         0         0         4096        0           2           .000031      NA          .000855           .001169             .001169            .002777              35            1122
1.45          217                1                  0    1        256       0         1         0         6         0         0         8192        0           0           0.001774     NA          0.025779          0.030790            0.030789           0.07                 67            76
0.02          3                  1                  0    1        256       0         1         0         6         0         0         8192        0           1           .000171      NA          .004637           .005295             .005295            .011666              67            484
0.02          3                  1                  0    1        256       0         1         0         6         0         0         8192        0           2           .000062      NA          .001704           .002239             .002239            .004444              67            1354
1.64          215                1                  0    1        256       0         1         0         6         0         0         12288       0           0           0.001759     NA          0.037477          0.050122            0.050121           0.09                 99            76
0.02          3                  1                  0    1        256       0         1         0         6         0         0         12288       0           1           .000291      NA          .006216           .008076             .008076            .016666              99            456
0.02          3                  1                  0    1        256       0         1         0         6         0         0         12288       0           2           .000091      NA          .002616           .003433             .003433            .007222              99            1330
1.46          214                1                  0    1        256       0         1         0         6         0         0         16384       0           0           0.002931     NA          0.078522          0.074321            0.074320           0.14                 131           99
0.02          3                  1                  0    1        256       0         1         0         6         0         0         16384       0           1           .000361      NA          .008561           .010681             .010681            .021666              131           491
0.02          3                  1                  0    1        256       0         1         0         6         0         0         16384       0           2           .000119      NA          .003413           .004468             .004468            .008888              133           1346
1.44          214                1                  0    1        256       0         1         0         6         0         0         20480       0           0           0.002947     NA          0.078067          0.077585            0.077584           0.14                 163           97
0.02          3                  1                  0    1        256       0         1         0         6         0         0         20480       0           1           .000402      NA          .010654           .014312             .014311            .028333              163           469
0.02          3                  1                  0    1        256       0         1         0         6         0         0         20480       0           2           .000144      NA          .004271           .005585             .005585            .011111              163           1320
1.67          214                1                  0    1        256       0         1         0         6         0         0         24576       0           0           0.003960     NA          0.091632          0.094651            0.094650           0.19                 195           79
0.02          3                  1                  0    1        256       0         1         0         6         0         0         24576       0           1           .000472      NA          .011500           .014812             .014811            .030000              195           480
0.01          3                  1                  0    1        256       0         1         0         6         0         0         24576       0           2           .000169      NA          .005057           .006673             .006673            .013333              195           1334
1.35          214                1                  0    1        256       0         1         0         6         0         0         28672       0           0           0.004660     NA          0.142112          0.124863            0.124863           0.23                 227           106
0.02          3                  1                  0    1        256       0         1         0         6         0         0         28672       0           1           .000564      NA          .014591           .017910             .017910            .036666              227           496
0.02          3                  1                  0    1        256       0         1         0         6         0         0         28672       0           2           .000191      NA          .006224           .007865             .007865            .015555              227           1356
1.34          215                1                  0    1        256       0         1         0         6         0         0         32768       0           0           0.005911     NA          0.147076          0.129670            0.129669           0.24                 259           105
0.02          3                  1                  0    1        256       0         1         0         6         0         0         32768       0           1           .000579      NA          .015857           .019419             .019419            .038333              259           503
0.02          3                  1                  0    1        256       0         1         0         6         0         0         32768       0           2           .000236      NA          .007508           .008912             .008911            .016666              259           1492
1.33          214                1                  0    1        256       0         1         0         6         0         0         36864       0           0           0.007040     NA          0.177311          0.143339            0.143338           0.28                 291           108
0.02          3                  1                  0    1        256       0         1         0         6         0         0         36864       0           1           .000693      NA          .018497           .021438             .021438            .043333              291           511
0.02          3                  1                  0    1        256       0         1         0         6         0         0         36864       0           2           .000258      NA          .008142           .009917             .009917            .018888              291           1485
1.37          214                1                  0    1        256       0         1         0         6         0         0         40960       0           0           0.007253     NA          0.144845          0.155677            0.155677           0.30                 323           95
0.02          3                  1                  0    1        256       0         1         0         6         0         0         40960       0           1           .000647      NA          .018099           .023533             .023532            .048333              323           453
0.01          3                  1                  0    1        256       0         1         0         6         0         0         40960       0           2           .000282      NA          .008600           .011189             .011189            .020555              323           1450
1.66          217                1                  0    1        512       0         1         0         1         0         0         4096        0           0           0.001476     NA          0.097509          0.069164            0.069163           0.10                 130           121
0.02          3                  1                  0    1        512       0         1         0         1         0         0         4096        0           1           .000227      NA          .016177           .013246             .013245            .020000              131           623
0.02          3                  1                  0    1        512       0         1         0         1         0         0         4096        0           2           .000079      NA          .006374           .006403             .006403            .009444              136           1593
1.68          216                1                  0    1        512       0         1         0         1         0         0         8192        0           0           0.002958     NA          0.176105          0.150013            0.150012           0.21                 257           107
0.02          3                  1                  0    1        512       0         1         0         1         0         0         8192        0           1           .000445      NA          .032841           .025590             .025590            .038333              257           673
0.02          3                  1                  0    1        512       0         1         0         1         0         0         8192        0           2           .000159      NA          .013133           .012707             .012707            .017222              257           1750
1.72          217                1                  0    1        512       0         1         0         1         0         0         12288       0           0           0.004440     NA          0.274317          0.212757            0.212756           0.31                 384           118
0.02          3                  1                  0    1        512       0         1         0         1         0         0         12288       0           1           .000667      NA          .049325           .038460             .038460            .055000              384           694
0.02          3                  1                  0    1        512       0         1         0         1         0         0         12288       0           2           .000234      NA          .019205           .019082             .019082            .025555              384           1723
1.76          217                1                  0    1        512       0         1         0         1         0         0         16384       0           0           0.005937     NA          0.311286          0.264806            0.264805           0.38                 511           110
0.02          3                  1                  0    1        512       0         1         0         1         0         0         16384       0           1           .000845      NA          .061782           .048211             .048211            .070000              511           671
0.01          3                  1                  0    1        512       0         1         0         1         0         0         16384       0           2           .000311      NA          .025941           .025797             .025797            .034444              512           1739
1.40          217                1                  0    1        512       0         1         0         1         0         0         20480       0           0           0.007456     NA          0.486299          0.342591            0.342590           0.49                 638           128
0.02          3                  1                  0    1        512       0         1         0         1         0         0         20480       0           1           .001182      NA          .076725           .060490             .060489            .086666              639           691
0.02          3                  1                  0    1        512       0         1         0         1         0         0         20480       0           2           .000396      NA          .032413           .032135             .032135            .042222              638           1720
1.53          218                1                  0    1        512       0         1         0         1         0         0         24576       0           0           0.009009     NA          0.518880          0.357870            0.357869           0.53                 766           129
0.02          3                  1                  0    1        512       0         1         0         1         0         0         24576       0           1           .001330      NA          .095167           .073059             .073059            .103333              766           701
0.02          3                  1                  0    1        512       0         1         0         1         0         0         24576       0           2           .000477      NA          .038807           .038389             .038389            .050000              765           1744
1.38          217                1                  0    1        512       0         1         0         1         0         0         28672       0           0           0.010372     NA          0.581195          0.453986            0.453986           0.68                 892           113
0.01          3                  1                  0    1        512       0         1         0         1         0         0         28672       0           1           .001459      NA          .103208           .083356             .083356            .116666              893           684
0.02          3                  1                  0    1        512       0         1         0         1         0         0         28672       0           2           .000539      NA          .044900           .045192             .045192            .058333              893           1724
1.59          217                1                  0    1        512       0         1         0         1         0         0         32768       0           0           0.012050     NA          0.650984          0.480956            0.480955           0.69                 1019          124
0.02          3                  1                  0    1        512       0         1         0         1         0         0         32768       0           1           .001575      NA          .116441           .094294             .094294            .131666              1019          672
0.02          3                  1                  0    1        512       0         1         0         1         0         0         32768       0           2           .000623      NA          .052017           .050786             .050786            .066111              1019          1758
1.84          217                1                  0    1        512       0         1         0         1         0         0         36864       0           0           0.013556     NA          0.646924          0.540334            0.540333           0.79                 1146          111
0.02          3                  1                  0    1        512       0         1         0         1         0         0         36864       0           1           .001893      NA          .130168           .106542             .106542            .148333              1147          674
0.02          3                  1                  0    1        512       0         1         0         1         0         0         36864       0           2           .000703      NA          .057534           .058256             .058256            .075000              1147          1724
1.54          217                1                  0    1        512       0         1         0         1         0         0         40960       0           0           0.014857     NA          0.830013          0.617222            0.617221           0.90                 1273          122
0.01          3                  1                  0    1        512       0         1         0         1         0         0         40960       0           1           .001954      NA          .144911           .112305             .112305            .160000              1273          684
0.02          3                  1                  0    1        512       0         1         0         1         0         0         40960       0           2           .000805      NA          .064321           .065093             .065093            .083888              1273          1737
1.61          216                1                  0    1        512       0         1         0         2         0         0         4096        0           0           0.002414     NA          0.066334          0.086612            0.086612           0.12                 131           79
0.02          3                  1                  0    1        512       0         1         0         2         0         0         4096        0           1           .000900      NA          .012745           .014515             .014515            .023333              131           463
0.02          3                  1                  0    1        512       0         1         0         2         0         0         4096        0           2           .000329      NA          .005131           .005973             .005973            .008888              131           1439
1.51          216                1                  0    1        512       0         1         0         2         0         0         8192        0           0           0.004648     NA          0.183867          0.184851            0.184850           0.25                 258           95
