comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  freqs(GHz)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.37          230                1                  2.3         256       1         0         5         8192        0           1           .001329      NA          .004905           .017282             .017281            1.37                 230           99
1.38          230                1                  2.3         256       1         0         6         8192        0           0           0.003528     NA          0.011335          0.016794            0.016793           0.05                 83            91
1.35          230                1                  2.3         256       1         0         6         8192        0           1           .000665      NA          .001729           .004826             .004825            1.35                 230           100
1.43          232                1                  2.1         256       1         0         1         8192        0           0           0.007693     NA          0.057660          0.062493            0.062492           0.13                 130           95
1.42          232                1                  2.1         256       1         0         1         8192        0           1           .001324      NA          .009803           .038791             .038791            1.42                 232           99
1.41          232                1                  2.1         256       1         0         2         8192        0           0           0.013015     NA          0.067301          0.068224            0.068223           0.14                 147           99
1.41          231                1                  2.1         256       1         0         2         8192        0           1           .001611      NA          .008768           .034041             .034041            1.41                 231           99
1.38          230                1                  2.1         256       1         0         3         8192        0           0           0.010544     NA          0.033588          0.062494            0.062493           0.13                 99            78
1.36          232                1                  2.1         256       1         0         3         8192        0           1           .001928      NA          .006753           .025093             .025093            1.36                 232           99
1.35          231                1                  2.1         256       1         0         4         8192        0           0           0.011501     NA          0.036539          0.054030            0.054030           0.13                 99            86
1.36          231                1                  2.1         256       1         0         4         8192        0           1           .001962      NA          .005634           .023173             .023172            1.36                 231           99
1.38          231                1                  2.1         256       1         0         5         8192        0           0           0.010973     NA          0.034242          0.058606            0.058605           0.13                 115           81
1.38          230                1                  2.1         256       1         0         5         8192        0           1           .002061      NA          .006471           .024929             .024929            1.38                 230           99
1.37          229                1                  2.1         256       1         0         6         8192        0           0           0.005695     NA          0.017464          0.022626            0.022625           0.09                 83            93
1.37          229                1                  2.1         256       1         0         6         8192        0           1           .000939      NA          .002497           .006754             .006754            1.37                 229           100
1.43          233                1                  2           256       1         0         1         8192        0           0           0.007724     NA          0.057290          0.059242            0.059241           0.13                 130           98
1.42          233                1                  2           256       1         0         1         8192        0           1           .001338      NA          .009337           .037534             .037534            1.42                 233           99
1.40          232                1                  2           256       1         0         2         8192        0           0           0.012799     NA          0.058818          0.067673            0.067673           0.14                 147           93
1.40          232                1                  2           256       1         0         2         8192        0           1           .001622      NA          .008671           .032527             .032527            1.40                 232           99
1.38          229                1                  2           256       1         0         3         8192        0           0           0.010338     NA          0.034884          0.062623            0.062623           0.13                 99            79
1.37          229                1                  2           256       1         0         3         8192        0           1           .002061      NA          .006901           .025714             .025713            1.37                 229           99
1.37          229                1                  2           256       1         0         4         8192        0           0           0.010110     NA          0.033185          0.054022            0.054021           0.13                 99            78
1.37          230                1                  2           256       1         0         4         8192        0           1           .001919      NA          .005939           .022456             .022456            1.37                 230           99
1.36          232                1                  2           256       1         0         5         8192        0           0           0.010489     NA          0.040712          0.056901            0.056900           0.13                 115           87
1.37          231                1                  2           256       1         0         5         8192        0           1           .001929      NA          .006515           .024244             .024244            1.37                 231           99
1.36          231                1                  2           256       1         0         6         8192        0           0           0.005642     NA          0.017222          0.023456            0.023455           0.09                 83            91
1.35          229                1                  2           256       1         0         6         8192        0           1           .000960      NA          .002405           .007012             .007012            1.35                 229           100
1.43          233                1                  1.9         256       1         0         1         8192        0           0           0.007630     NA          0.055181          0.057686            0.057685           0.13                 130           94
1.43          231                1                  1.9         256       1         0         1         8192        0           1           .001341      NA          .009544           .036319             .036319            1.43                 231           99
1.40          231                1                  1.9         256       1         0         2         8192        0           0           0.012634     NA          0.060256          0.065457            0.065456           0.14                 147           95
1.39          231                1                  1.9         256       1         0         2         8192        0           1           .001628      NA          .008719           .031974             .031974            1.39                 231           99
1.37          230                1                  1.9         256       1         0         3         8192        0           0           0.011091     NA          0.031494          0.066822            0.066822           0.15                 99            71
1.36          231                1                  1.9         256       1         0         3         8192        0           1           .001854      NA          .006670           .023464             .023464            1.36                 231           99
1.36          231                1                  1.9         256       1         0         4         8192        0           0           0.010228     NA          0.027371          0.053800            0.053800           0.13                 99            74
1.36          231                1                  1.9         256       1         0         4         8192        0           1           .001882      NA          .006071           .026089             .026089            1.36                 231           99
1.38          230                1                  1.9         256       1         0         5         8192        0           0           0.010428     NA          0.041337          0.064106            0.064105           0.14                 115           82
1.37          230                1                  1.9         256       1         0         5         8192        0           1           .001914      NA          .007078           .026397             .026397            1.37                 230           99
1.37          230                1                  1.9         256       1         0         6         8192        0           0           0.005830     NA          0.016616          0.021572            0.021571           0.09                 83            89
1.36          230                1                  1.9         256       1         0         6         8192        0           1           .000957      NA          .002350           .006316             .006316            1.36                 230           99
1.43          233                1                  1.8         256       1         0         1         8192        0           0           0.007825     NA          0.055636          0.057508            0.057508           0.13                 132           98
1.42          232                1                  1.8         256       1         0         1         8192        0           1           .001346      NA          .009663           .034564             .034564            1.42                 232           99
1.41          232                1                  1.8         256       1         0         2         8192        0           0           0.012541     NA          0.066641          0.065033            0.065032           0.14                 147           100
1.41          231                1                  1.8         256       1         0         2         8192        0           1           .001592      NA          .008835           .035072             .035072            1.41                 231           99
1.36          229                1                  1.8         256       1         0         3         8192        0           0           0.010538     NA          0.033583          0.065404            0.065404           0.14                 99            77
1.37          229                1                  1.8         256       1         0         3         8192        0           1           .001931      NA          .006668           .023786             .023786            1.37                 229           99
1.37          230                1                  1.8         256       1         0         4         8192        0           0           0.010713     NA          0.032833          0.054461            0.054461           0.13                 99            83
1.36          231                1                  1.8         256       1         0         4         8192        0           1           .001971      NA          .005351           .022932             .022932            1.36                 231           99
1.38          231                1                  1.8         256       1         0         5         8192        0           0           0.010608     NA          0.041089          0.061214            0.061214           0.13                 115           84
1.38          230                1                  1.8         256       1         0         5         8192        0           1           .001904      NA          .006496           .024059             .024059            1.38                 230           99
1.37          231                1                  1.8         256       1         0         6         8192        0           0           0.005676     NA          0.017952          0.024226            0.024225           0.10                 83            87
1.36          230                1                  1.8         256       1         0         6         8192        0           1           .000981      NA          .002422           .006808             .006808            1.36                 230           99
1.43          232                1                  1.7         256       1         0         1         8192        0           0           0.007693     NA          0.055552          0.055560            0.055559           0.12                 131           99
1.43          232                1                  1.7         256       1         0         1         8192        0           1           .001416      NA          .009776           .036280             .036280            1.43                 232           99
1.41          231                1                  1.7         256       1         0         2         8192        0           0           0.012968     NA          0.066578          0.065979            0.065979           0.14                 147           100
1.39          231                1                  1.7         256       1         0         2         8192        0           1           .001634      NA          .008447           .031554             .031554            1.39                 231           99
1.37          230                1                  1.7         256       1         0         3         8192        0           0           0.010540     NA          0.032815          0.066938            0.066937           0.15                 99            72
1.37          230                1                  1.7         256       1         0         3         8192        0           1           .001892      NA          .006822           .024387             .024387            1.37                 230           99
1.37          230                1                  1.7         256       1         0         4         8192        0           0           0.010240     NA          0.033517          0.054257            0.054256           0.13                 101           83
1.36          230                1                  1.7         256       1         0         4         8192        0           1           .001974      NA          .005653           .023570             .023570            1.36                 230           99
1.37          230                1                  1.7         256       1         0         5         8192        0           0           0.010530     NA          0.038265          0.061679            0.061678           0.13                 115           81
1.37          231                1                  1.7         256       1         0         5         8192        0           1           .001914      NA          .006729           .025539             .025539            1.37                 231           99
1.36          229                1                  1.7         256       1         0         6         8192        0           0           0.005635     NA          0.017998          0.022622            0.022622           0.09                 83            88
1.35          230                1                  1.7         256       1         0         6         8192        0           1           .000955      NA          .002386           .006980             .006980            1.35                 230           99
1.42          232                1                  1.6         256       1         0         1         8192        0           0           0.007602     NA          0.056126          0.056310            0.056309           0.12                 131           99
1.43          232                1                  1.6         256       1         0         1         8192        0           1           .001332      NA          .009329           .036234             .036233            1.43                 232           99
1.39          232                1                  1.6         256       1         0         2         8192        0           0           0.012564     NA          0.063346          0.058127            0.058127           0.13                 147           104
1.41          232                1                  1.6         256       1         0         2         8192        0           1           .001552      NA          .008377           .031588             .031588            1.41                 232           99
1.37          231                1                  1.6         256       1         0         3         8192        0           0           0.011190     NA          0.030814          0.061503            0.061502           0.14                 99            73
1.38          231                1                  1.6         256       1         0         3         8192        0           1           .001915      NA          .006675           .024114             .024114            1.38                 231           99
1.37          231                1                  1.6         256       1         0         4         8192        0           0           0.010845     NA          0.032598          0.047474            0.047473           0.12                 99            87
1.35          231                1                  1.6         256       1         0         4         8192        0           1           .001886      NA          .005407           .021740             .021740            1.35                 231           99
1.38          231                1                  1.6         256       1         0         5         8192        0           0           0.011178     NA          0.037678          0.061501            0.061500           0.14                 115           79
1.38          231                1                  1.6         256       1         0         5         8192        0           1           .001894      NA          .006522           .024325             .024325            1.38                 231           99
1.37          229                1                  1.6         256       1         0         6         8192        0           0           0.005640     NA          0.017814          0.022198            0.022198           0.09                 83            94
1.35          230                1                  1.6         256       1         0         6         8192        0           1           .001005      NA          .002434           .006192             .006192            1.35                 230           99
1.42          233                1                  1.5         256       1         0         1         8192        0           0           0.010619     NA          0.075737          0.083414            0.083413           0.19                 132           93
1.43          231                1                  1.5         256       1         0         1         8192        0           1           .001778      NA          .011925           .047354             .047354            1.43                 231           99
1.39          231                1                  1.5         256       1         0         2         8192        0           0           0.016521     NA          0.075081          0.081347            0.081346           0.19                 147           95
1.40          232                1                  1.5         256       1         0         2         8192        0           1           .002128      NA          .010795           .039039             .039038            1.40                 232           99
1.36          230                1                  1.5         256       1         0         3         8192        0           0           0.013770     NA          0.043843          0.075136            0.075135           0.18                 99            78
1.37          232                1                  1.5         256       1         0         3         8192        0           1           .002528      NA          .008879           .031704             .031704            1.37                 232           99
1.37          229                1                  1.5         256       1         0         4         8192        0           0           0.013461     NA          0.042660          0.071014            0.071013           0.18                 99            79
1.35          229                1                  1.5         256       1         0         4         8192        0           1           .002562      NA          .007111           .029645             .029644            1.35                 229           99
1.37          232                1                  1.5         256       1         0         5         8192        0           0           0.013780     NA          0.045309          0.071459            0.071458           0.18                 117           81
1.38          230                1                  1.5         256       1         0         5         8192        0           1           .002648      NA          .008428           .032735             .032734            1.38                 230           99
1.36          231                1                  1.5         256       1         0         6         8192        0           0           0.007594     NA          0.021699          0.033010            0.033010           0.12                 83            90
1.37          230                1                  1.5         256       1         0         6         8192        0           1           .001241      NA          .003087           .009044             .009044            1.37                 230           99
1.42          233                1                  1.4         256       1         0         1         8192        0           0           0.010336     NA          0.072784          0.076606            0.076605           0.17                 130           97
1.44          233                1                  1.4         256       1         0         1         8192        0           1           .001761      NA          .012691           .056380             .056380            1.44                 233           99
1.42          232                1                  1.4         256       1         0         2         8192        0           0           0.016447     NA          0.072089          0.076956            0.076955           0.18                 147           96
1.39          232                1                  1.4         256       1         0         2         8192        0           1           .002165      NA          .010493           .039348             .039347            1.39                 232           99
1.38          232                1                  1.4         256       1         0         3         8192        0           0           0.014574     NA          0.043343          0.078216            0.078215           0.18                 99            77
1.37          230                1                  1.4         256       1         0         3         8192        0           1           .002697      NA          .008499           .034047             .034047            1.37                 230           100
1.35          230                1                  1.4         256       1         0         4         8192        0           0           0.013433     NA          0.044842          0.063263            0.063262           0.16                 99            88
1.38          229                1                  1.4         256       1         0         4         8192        0           1           .002563      NA          .007564           .031555             .031555            1.38                 229           99
1.39          231                1                  1.4         256       1         0         5         8192        0           0           0.013900     NA          0.052849          0.074140            0.074139           0.18                 115           84
1.37          231                1                  1.4         256       1         0         5         8192        0           1           .002573      NA          .008692           .033063             .033063            1.37                 231           100
1.37          230                1                  1.4         256       1         0         6         8192        0           0           0.007650     NA          0.022853          0.031772            0.031771           0.13                 83            90
1.36          231                1                  1.4         256       1         0         6         8192        0           1           .001250      NA          .003178           .008524             .008523            1.36                 231           99
1.43          233                1                  1.3         256       1         0         1         8192        0           0           0.010628     NA          0.077115          0.079327            0.079326           0.17                 132           98
1.43          233                1                  1.3         256       1         0         1         8192        0           1           .001784      NA          .011985           .046780             .046780            1.43                 233           99
1.41          231                1                  1.3         256       1         0         2         8192        0           0           0.016919     NA          0.080289          0.078368            0.078367           0.18                 147           101
1.40          231                1                  1.3         256       1         0         2         8192        0           1           .002150      NA          .011212           .046397             .046397            1.40                 231           99
1.37          231                1                  1.3         256       1         0         3         8192        0           0           0.013879     NA          0.042814          0.078452            0.078451           0.18                 99            80
1.37          230                1                  1.3         256       1         0         3         8192        0           1           .002593      NA          .008849           .032729             .032729            1.37                 230           100
1.37          230                1                  1.3         256       1         0         4         8192        0           0           0.013444     NA          0.044480          0.067577            0.067577           0.17                 99            84
1.37          231                1                  1.3         256       1         0         4         8192        0           1           .002509      NA          .008015           .035411             .035410            1.37                 231           99
1.36          230                1                  1.3         256       1         0         5         8192        0           0           0.014030     NA          0.050814          0.071196            0.071195           0.17                 119           87
1.38          230                1                  1.3         256       1         0         5         8192        0           1           .002682      NA          .008678           .034617             .034617            1.38                 230           99
1.35          230                1                  1.3         256       1         0         6         8192        0           0           0.007631     NA          0.023203          0.028859            0.028858           0.12                 83            95
1.37          231                1                  1.3         256       1         0         6         8192        0           1           .001250      NA          .002968           .009131             .009131            1.37                 231           99
1.43          233                1                  1.2         256       1         0         1         8192        0           0           0.010619     NA          0.075561          0.078048            0.078047           0.17                 130           98
1.42          232                1                  1.2         256       1         0         1         8192        0           1           .001767      NA          .011716           .047907             .047906            1.42                 232           99
1.40          231                1                  1.2         256       1         0         2         8192        0           0           0.016773     NA          0.081721          0.082839            0.082838           0.19                 147           97
1.39          231                1                  1.2         256       1         0         2         8192        0           1           .002129      NA          .010971           .042548             .042548            1.39                 231           99
1.36          231                1                  1.2         256       1         0         3         8192        0           0           0.013855     NA          0.044999          0.077203            0.077202           0.18                 99            82
1.38          231                1                  1.2         256       1         0         3         8192        0           1           .002589      NA          .008914           .032507             .032507            1.38                 231           99
1.36          231                1                  1.2         256       1         0         4         8192        0           0           0.013597     NA          0.042497          0.068900            0.068899           0.17                 99            84
1.36          229                1                  1.2         256       1         0         4         8192        0           1           .002513      NA          .007053           .029405             .029405            1.36                 229           100
1.36          231                1                  1.2         256       1         0         5         8192        0           0           0.014312     NA          0.046804          0.069904            0.069903           0.17                 115           84
1.37          232                1                  1.2         256       1         0         5         8192        0           1           .002659      NA          .008225           .032666             .032666            1.37                 232           100
1.36          230                1                  1.2         256       1         0         6         8192        0           0           0.007827     NA          0.024150          0.029122            0.029121           0.13                 83            90
1.36          229                1                  1.2         256       1         0         6         8192        0           1           .001248      NA          .003111           .009896             .009896            1.36                 229           99
1.42          232                1                  1.1         256       1         0         1         8192        0           0           0.010415     NA          0.071193          0.072452            0.072451           0.17                 131           99
1.41          232                1                  1.1         256       1         0         1         8192        0           1           .001982      NA          .012324           .047649             .047649            1.41                 232           99
1.40          231                1                  1.1         256       1         0         2         8192        0           0           0.017138     NA          0.080744          0.079284            0.079283           0.18                 147           100
1.39          231                1                  1.1         256       1         0         2         8192        0           1           .002139      NA          .010423           .040152             .040152            1.39                 231           99
1.36          230                1                  1.1         256       1         0         3         8192        0           0           0.014507     NA          0.043427          0.079525            0.079524           0.18                 99            78
1.36          231                1                  1.1         256       1         0         3         8192        0           1           .002579      NA          .008711           .033793             .033793            1.36                 231           99
1.36          230                1                  1.1         256       1         0         4         8192        0           0           0.013491     NA          0.041870          0.065120            0.065120           0.16                 99            85
1.37          231                1                  1.1         256       1         0         4         8192        0           1           .002535      NA          .007346           .029770             .029770            1.37                 231           99
1.36          231                1                  1.1         256       1         0         5         8192        0           0           0.013891     NA          0.052492          0.076624            0.076624           0.18                 115           85
1.37          231                1                  1.1         256       1         0         5         8192        0           1           .002611      NA          .008025           .032224             .032224            1.37                 231           99
1.38          231                1                  1.1         256       1         0         6         8192        0           0           0.007606     NA          0.023183          0.030531            0.030530           0.13                 83            89
1.37          229                1                  1.1         256       1         0         6         8192        0           1           .001255      NA          .003044           .008763             .008762            1.37                 229           99
1.43          233                1                  1           256       1         0         1         8192        0           0           0.010520     NA          0.078498          0.086002            0.086001           0.18                 132           95
1.41          233                1                  1           256       1         0         1         8192        0           1           .001788      NA          .011727           .045191             .045191            1.41                 233           100
1.39          232                1                  1           256       1         0         2         8192        0           0           0.016550     NA          0.105317          0.083643            0.083642           0.19                 148           110
1.41          232                1                  1           256       1         0         2         8192        0           1           .002150      NA          .010930           .044995             .044995            1.41                 232           99
1.37          230                1                  1           256       1         0         3         8192        0           0           0.014425     NA          0.041682          0.080774            0.080773           0.19                 99            75
1.38          230                1                  1           256       1         0         3         8192        0           1           .002714      NA          .008709           .034580             .034580            1.38                 230           99
1.37          229                1                  1           256       1         0         4         8192        0           0           0.013925     NA          0.042358          0.064987            0.064986           0.17                 99            81
1.37          230                1                  1           256       1         0         4         8192        0           1           .002601      NA          .007477           .032066             .032066            1.37                 230           99
1.37          231                1                  1           256       1         0         5         8192        0           0           0.013866     NA          0.053331          0.075282            0.075281           0.17                 115           87
1.38          230                1                  1           256       1         0         5         8192        0           1           .002829      NA          .008533           .032995             .032995            1.38                 230           99
1.37          229                1                  1           256       1         0         6         8192        0           0           0.007565     NA          0.023805          0.029034            0.029033           0.12                 83            95
1.36          230                1                  1           256       1         0         6         8192        0           1           .001247      NA          .003089           .009369             .009369            1.36                 230           100
