comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
3.03;232;1;8;1;0;1;4096;0;0;0.003043;NA;0.013585;0.013259;0.013258;0.03;5;90
2.98;231;1;8;1;0;2;4096;0;0;0.005001;NA;0.014169;0.014515;0.014515;0.02;7;96
2.92;232;1;8;1;0;3;4096;0;0;0.003739;NA;0.007979;0.012745;0.012744;0.03;5;70
2.91;230;1;8;1;0;4;4096;0;0;0.002713;NA;0.008381;0.010082;0.010081;0.02;5;85
2.92;231;1;8;1;0;5;4096;0;0;0.003094;NA;0.007573;0.011528;0.011527;0.02;5;75
2.90;231;1;8;1;0;6;4096;0;0;0.001665;NA;0.003056;0.004063;0.004062;0.01;5;83
3.15;234;1;64;1;0;1;4096;0;0;0.003450;NA;0.022030;0.019841;0.019840;0.04;19;93
3.14;233;1;64;1;0;2;4096;0;0;0.007809;NA;0.025428;0.027135;0.027134;0.05;21;96
3.03;231;1;64;1;0;3;4096;0;0;0.006503;NA;0.016571;0.027511;0.027510;0.05;15;77
3.00;232;1;64;1;0;4;4096;0;0;0.004890;NA;0.013968;0.023452;0.023452;0.04;15;78
3.05;236;1;64;1;0;5;4096;0;0;0.006081;NA;0.019435;0.027407;0.027406;0.06;17;81
3.03;231;1;64;1;0;6;4096;0;0;0.003095;NA;0.007073;0.011929;0.011928;0.03;13;85
