nodes;program;c.domain;adv.model;protocol;partysize;freqs(GHz);quotas(%);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;140;30;0.271962;NA;NA;7.9767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;140;33;0.326726;NA;NA;9.65181;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;100;3;0.0167135;NA;NA;0.079767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;100;6;0.0257163;NA;NA;0.319068;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;100;9;0.036805;NA;NA;0.717903;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;100;12;0.0553643;NA;NA;1.27627;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;100;15;0.0737948;NA;NA;1.99417;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;100;18;0.104917;NA;NA;2.87161;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;100;21;0.132197;NA;NA;3.90858;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;100;24;0.180439;NA;NA;5.10509;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;100;27;0.225394;NA;NA;6.46113;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;100;30;0.27406;NA;NA;7.9767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;100;33;0.329334;NA;NA;9.65181;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;60;3;0.0178607;NA;NA;0.079767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;60;6;0.0254139;NA;NA;0.319068;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;60;9;0.0395873;NA;NA;0.717903;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;60;12;0.0731052;NA;NA;1.27627;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;60;15;0.0804755;NA;NA;1.99417;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;60;18;0.126799;NA;NA;2.87161;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;60;21;0.136626;NA;NA;3.90858;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;60;24;0.215958;NA;NA;5.10509;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;60;27;0.235721;NA;NA;6.46113;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;60;30;0.320791;NA;NA;7.9767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;3;60;33;0.350376;NA;NA;9.65181;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;240;3;0.0182206;NA;NA;0.079767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;240;6;0.0267713;NA;NA;0.319068;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;240;9;0.0388335;NA;NA;0.717903;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;240;12;0.05637;NA;NA;1.27627;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;240;15;0.0766007;NA;NA;1.99417;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;240;18;0.103659;NA;NA;2.87161;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;240;21;0.140032;NA;NA;3.90858;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;240;24;0.171131;NA;NA;5.10509;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;240;27;0.232015;NA;NA;6.46113;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;240;30;0.278908;NA;NA;7.9767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;240;33;0.346404;NA;NA;9.65181;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;180;3;0.0174366;NA;NA;0.079767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;180;6;0.0263696;NA;NA;0.319068;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;180;9;0.038968;NA;NA;0.717903;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;180;12;0.0540981;NA;NA;1.27627;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;180;15;0.0752257;NA;NA;1.99417;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;180;18;0.107895;NA;NA;2.87161;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;180;21;0.138967;NA;NA;3.90858;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;180;24;0.174725;NA;NA;5.10509;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;180;27;0.220887;NA;NA;6.46113;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;180;30;0.279714;NA;NA;7.9767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;180;33;0.326804;NA;NA;9.65181;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;140;3;0.0173803;NA;NA;0.079767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;140;6;0.0249558;NA;NA;0.319068;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;140;9;0.0379804;NA;NA;0.717903;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;140;12;0.0542097;NA;NA;1.27627;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;140;15;0.0815615;NA;NA;1.99417;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;140;18;0.106287;NA;NA;2.87161;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;140;21;0.137885;NA;NA;3.90858;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;140;24;0.178999;NA;NA;5.10509;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;140;27;0.224446;NA;NA;6.46113;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;140;30;0.266422;NA;NA;7.9767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;140;33;0.333582;NA;NA;9.65181;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;100;3;0.0174911;NA;NA;0.079767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;100;6;0.0247495;NA;NA;0.319068;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;100;9;0.0377596;NA;NA;0.717903;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;100;12;0.0535305;NA;NA;1.27627;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;100;15;0.0778454;NA;NA;1.99417;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;100;18;0.10661;NA;NA;2.87161;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;100;21;0.14142;NA;NA;3.90858;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;100;24;0.186386;NA;NA;5.10509;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;100;27;0.219507;NA;NA;6.46113;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;100;30;0.270397;NA;NA;7.9767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;100;33;0.338618;NA;NA;9.65181;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;60;3;0.0177083;NA;NA;0.079767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;60;6;0.0246851;NA;NA;0.319068;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;60;9;0.037515;NA;NA;0.717903;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;60;12;0.0771504;NA;NA;1.27627;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;60;15;0.0826733;NA;NA;1.99417;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;60;18;0.109337;NA;NA;2.87161;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;60;21;0.14552;NA;NA;3.90858;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;60;24;0.184542;NA;NA;5.10509;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;60;27;0.22988;NA;NA;6.46113;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;60;30;0.272939;NA;NA;7.9767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;60;33;0.332282;NA;NA;9.65181;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;240;3;0.0176485;NA;NA;0.079767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;240;6;0.0254359;NA;NA;0.319068;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;240;9;0.0396821;NA;NA;0.717903;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;240;12;0.0560627;NA;NA;1.27627;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;240;15;0.0789967;NA;NA;1.99417;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;240;18;0.108151;NA;NA;2.87161;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;240;21;0.148811;NA;NA;3.90858;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;240;24;0.189078;NA;NA;5.10509;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;240;27;0.235309;NA;NA;6.46113;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;240;30;0.29444;NA;NA;7.9767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;240;33;0.345157;NA;NA;9.65181;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;180;3;0.0180306;NA;NA;0.079767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;180;6;0.0250802;NA;NA;0.319068;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;180;9;0.0385167;NA;NA;0.717903;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;180;12;0.0574821;NA;NA;1.27627;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;180;15;0.0780749;NA;NA;1.99417;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;180;18;0.108585;NA;NA;2.87161;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;180;21;0.140827;NA;NA;3.90858;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;180;24;0.181158;NA;NA;5.10509;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;180;27;0.240351;NA;NA;6.46113;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;180;30;0.282724;NA;NA;7.9767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;180;33;0.363394;NA;NA;9.65181;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;140;3;0.0181268;NA;NA;0.079767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;140;6;0.0247186;NA;NA;0.319068;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;140;9;0.0384586;NA;NA;0.717903;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;140;12;0.056695;NA;NA;1.27627;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;140;15;0.0786712;NA;NA;1.99417;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;140;18;0.110619;NA;NA;2.87161;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;140;21;0.146596;NA;NA;3.90858;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;140;24;0.188898;NA;NA;5.10509;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;140;27;0.236031;NA;NA;6.46113;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;140;30;0.294235;NA;NA;7.9767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;140;33;0.346292;NA;NA;9.65181;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;100;3;0.0183845;NA;NA;0.079767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;100;6;0.0255593;NA;NA;0.319068;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;100;9;0.0402385;NA;NA;0.717903;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;100;12;0.0556249;NA;NA;1.27627;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;100;15;0.0797879;NA;NA;1.99417;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;100;18;0.111861;NA;NA;2.87161;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;100;21;0.142472;NA;NA;3.90858;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;100;24;0.185391;NA;NA;5.10509;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;100;27;0.234172;NA;NA;6.46113;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;100;30;0.284833;NA;NA;7.9767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;100;33;0.349424;NA;NA;9.65181;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;60;3;0.0179436;NA;NA;0.079767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;60;6;0.0254799;NA;NA;0.319068;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;60;9;0.0374776;NA;NA;0.717903;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;60;12;0.0693374;NA;NA;1.27627;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;60;15;0.108918;NA;NA;1.99417;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;60;18;0.128994;NA;NA;2.87161;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;60;21;0.159224;NA;NA;3.90858;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;60;24;0.22881;NA;NA;5.10509;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;60;27;0.279289;NA;NA;6.46113;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;60;30;0.287033;NA;NA;7.9767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;60;33;0.406767;NA;NA;9.65181;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;240;3;0.0177363;NA;NA;0.079767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;240;6;0.0270208;NA;NA;0.319068;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;240;9;0.0389485;NA;NA;0.717903;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;240;12;0.0586564;NA;NA;1.27627;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;240;15;0.0834478;NA;NA;1.99417;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;240;18;0.114086;NA;NA;2.87161;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;240;21;0.147467;NA;NA;3.90858;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;240;24;0.19326;NA;NA;5.10509;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;240;27;0.245451;NA;NA;6.46113;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;240;30;0.299805;NA;NA;7.9767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;240;33;0.363125;NA;NA;9.65181;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;180;3;0.0177119;NA;NA;0.079767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;180;6;0.0263605;NA;NA;0.319068;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;180;9;0.0401296;NA;NA;0.717903;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;180;12;0.0594134;NA;NA;1.27627;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;180;15;0.0824364;NA;NA;1.99417;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;180;18;0.111583;NA;NA;2.87161;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;180;21;0.147226;NA;NA;3.90858;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;180;24;0.19155;NA;NA;5.10509;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;180;27;0.241965;NA;NA;6.46113;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;180;30;0.295365;NA;NA;7.9767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;180;33;0.359275;NA;NA;9.65181;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;140;3;0.0179481;NA;NA;0.079767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;140;6;0.0263709;NA;NA;0.319068;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;140;9;0.0394062;NA;NA;0.717903;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;140;12;0.0606583;NA;NA;1.27627;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;140;15;0.0858969;NA;NA;1.99417;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;140;18;0.112548;NA;NA;2.87161;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;140;21;0.149708;NA;NA;3.90858;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;140;24;0.193095;NA;NA;5.10509;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;140;27;0.240917;NA;NA;6.46113;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;140;30;0.301524;NA;NA;7.9767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;140;33;0.360071;NA;NA;9.65181;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;100;3;0.0180546;NA;NA;0.079767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;100;6;0.0260189;NA;NA;0.319068;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;100;9;0.0393962;NA;NA;0.717903;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;100;12;0.0594259;NA;NA;1.27627;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;100;15;0.0824651;NA;NA;1.99417;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;100;18;0.112828;NA;NA;2.87161;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;100;21;0.147262;NA;NA;3.90858;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;100;24;0.190188;NA;NA;5.10509;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;100;27;0.243909;NA;NA;6.46113;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;100;30;0.29783;NA;NA;7.9767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;100;33;0.364916;NA;NA;9.65181;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;60;3;0.0178355;NA;NA;0.079767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;60;6;0.0266496;NA;NA;0.319068;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;60;9;0.0392335;NA;NA;0.717903;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;60;12;0.0714565;NA;NA;1.27627;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;60;15;0.108719;NA;NA;1.99417;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;60;18;0.129113;NA;NA;2.87161;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;60;21;0.14814;NA;NA;3.90858;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;60;24;0.215221;NA;NA;5.10509;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;60;27;0.284939;NA;NA;6.46113;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;60;30;0.32726;NA;NA;7.9767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;60;33;0.375195;NA;NA;9.65181;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;240;3;0.0196947;NA;NA;0.079767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;240;6;0.0283617;NA;NA;0.319068;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;240;9;0.0425673;NA;NA;0.717903;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;240;12;0.0650046;NA;NA;1.27627;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;240;15;0.0891705;NA;NA;1.99417;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;240;18;0.133459;NA;NA;2.87161;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;240;21;0.164096;NA;NA;3.90858;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;240;24;0.213856;NA;NA;5.10509;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;240;27;0.287324;NA;NA;6.46113;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;240;30;0.339773;NA;NA;7.9767;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;240;33;0.403905;NA;NA;9.65181;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;180;3;0.0193249;NA;NA;0.079767;NA
