comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.77          223                1                  0    128       1         0         1         4096        0           0           0.004499     NA          0.058412          0.056415            0.056414           0.07                 35            102
2.77          223                1                  0    128       1         0         1         4096        0           1           .001377      NA          .012512           .012308             .012308            0.11                 35            541
2.77          224                1                  0    128       1         0         1         8192        0           0           0.011471     NA          0.117975          0.106872            0.106870           0.13                 67            107
2.77          224                1                  0    128       1         0         1         8192        0           1           .003133      NA          .026230           .026038             .026037            0.22                 67            567
2.77          224                1                  0    128       1         0         1         12288       0           0           0.015299     NA          0.179161          0.157074            0.157072           0.21                 99            105
2.79          224                1                  0    128       1         0         1         12288       0           1           .004730      NA          .037889           .039322             .039322            0.32                 99            563
2.76          224                1                  0    128       1         0         1         16384       0           0           0.021885     NA          0.237883          0.201338            0.201337           0.26                 130           113
2.78          223                1                  0    128       1         0         1         16384       0           1           .006428      NA          .050881           .052012             .052012            0.42                 130           574
2.77          223                1                  0    128       1         0         1         20480       0           0           0.026721     NA          0.313699          0.254154            0.254153           0.32                 162           117
2.77          223                1                  0    128       1         0         1         20480       0           1           .007415      NA          .064865           .063704             .063704            0.52                 162           584
2.78          223                1                  0    128       1         0         1         24576       0           0           0.030661     NA          0.353153          0.302490            0.302489           0.38                 194           112
2.77          224                1                  0    128       1         0         1         24576       0           1           .009429      NA          .077576           .075532             .075532            0.62                 194           584
2.76          223                1                  0    128       1         0         1         28672       0           0           0.035661     NA          0.394906          0.341633            0.341632           0.43                 226           110
2.77          223                1                  0    128       1         0         1         28672       0           1           .010922      NA          .091704           .090030             .090030            0.73                 226           585
2.77          224                1                  0    128       1         0         1         32768       0           0           0.040069     NA          0.452472          0.396777            0.396776           0.50                 257           109
2.77          223                1                  0    128       1         0         1         32768       0           1           .012246      NA          .101775           .103935             .103935            0.83                 257           574
2.78          223                1                  0    128       1         0         1         36864       0           0           0.044613     NA          0.492856          0.444724            0.444723           0.56                 289           107
2.78          223                1                  0    128       1         0         1         36864       0           1           .013596      NA          .111547           .112474             .112474            0.93                 289           566
2.78          223                1                  0    128       1         0         1         40960       0           0           0.049942     NA          0.571568          0.499172            0.499171           0.63                 321           110
2.77          224                1                  0    128       1         0         1         40960       0           1           .014567      NA          .128363           .126238             .126238            1.03                 321           577
2.74          222                1                  0    128       1         0         2         4096        0           0           0.009816     NA          0.060084          0.065857            0.065856           0.09                 39            92
2.74          222                1                  0    128       1         0         2         4096        0           1           .002331      NA          .012649           .013453             .013453            0.12                 39            526
2.75          222                1                  0    128       1         0         2         8192        0           0           0.018473     NA          0.105376          0.112354            0.112353           0.15                 75            93
2.73          222                1                  0    128       1         0         2         8192        0           1           .004090      NA          .024774           .027023             .027023            0.24                 75            520
2.74          223                1                  0    128       1         0         2         12288       0           0           0.032113     NA          0.156154          0.160606            0.160605           0.22                 111           97
2.74          222                1                  0    128       1         0         2         12288       0           1           .006584      NA          .036780           .041890             .041890            0.35                 111           521
2.75          222                1                  0    128       1         0         2         16384       0           0           0.039505     NA          0.200640          0.213645            0.213644           0.28                 147           95
2.74          223                1                  0    128       1         0         2         16384       0           1           .008458      NA          .048019           .052865             .052865            0.46                 147           518
2.72          222                1                  0    128       1         0         2         20480       0           0           0.049666     NA          0.253621          0.264035            0.264034           0.35                 183           97
2.74          222                1                  0    128       1         0         2         20480       0           1           .010355      NA          .058358           .066808             .066808            0.56                 183           520
2.75          222                1                  0    128       1         0         2         24576       0           0           0.058681     NA          0.300951          0.318318            0.318317           0.43                 219           96
2.76          222                1                  0    128       1         0         2         24576       0           1           .012163      NA          .071588           .080716             .080716            0.68                 219           521
2.77          222                1                  0    128       1         0         2         28672       0           0           0.066358     NA          0.357866          0.361041            0.361040           0.48                 254           99
2.75          223                1                  0    128       1         0         2         28672       0           1           .014450      NA          .087292           .092532             .092531            0.77                 254           553
2.73          223                1                  0    128       1         0         2         32768       0           0           0.077309     NA          0.399606          0.417211            0.417210           0.56                 290           96
2.73          222                1                  0    128       1         0         2         32768       0           1           .016141      NA          .096543           .106599             .106599            0.90                 290           530
2.74          222                1                  0    128       1         0         2         36864       0           0           0.086790     NA          0.452744          0.473926            0.473925           0.63                 326           96
2.74          222                1                  0    128       1         0         2         36864       0           1           .018882      NA          .115307           .117191             .117191            1.00                 326           557
2.73          222                1                  0    128       1         0         2         40960       0           0           0.095456     NA          0.493141          0.525942            0.525941           0.70                 362           95
2.74          223                1                  0    128       1         0         2         40960       0           1           .020587      NA          .116732           .130750             .130750            1.11                 362           523
2.71          222                1                  0    128       1         0         3         4096        0           0           0.009039     NA          0.048579          0.075225            0.075224           0.10                 27            73
2.71          222                1                  0    128       1         0         3         4096        0           1           .001807      NA          .008818           .012108             .012107            0.12                 39            438
2.70          222                1                  0    128       1         0         3         8192        0           0           0.017054     NA          0.085876          0.129465            0.129464           0.16                 51            73
2.71          222                1                  0    128       1         0         3         8192        0           1           .004668      NA          .018152           .023990             .023990            0.23                 75            455
2.72          222                1                  0    128       1         0         3         12288       0           0           0.028910     NA          0.126860          0.183580            0.183579           0.24                 75            76
2.69          221                1                  0    128       1         0         3         12288       0           1           .006986      NA          .026793           .035419             .035419            0.32                 111           463
2.72          226                1                  0    128       1         0         3         16384       0           0           0.036611     NA          0.168443          0.246318            0.246317           0.31                 99            75
2.70          221                1                  0    128       1         0         3         16384       0           1           .009104      NA          .035007           .048053             .048053            0.42                 147           467
2.69          221                1                  0    128       1         0         3         20480       0           0           0.044250     NA          0.208009          0.305007            0.305006           0.40                 123           74
2.70          222                1                  0    128       1         0         3         20480       0           1           .011661      NA          .043483           .060049             .060049            0.52                 182           464
2.71          222                1                  0    128       1         0         3         24576       0           0           0.052245     NA          0.249485          0.374184            0.374183           0.48                 147           73
2.71          222                1                  0    128       1         0         3         24576       0           1           .013906      NA          .054067           .071752             .071752            0.63                 218           470
2.73          221                1                  0    128       1         0         3         28672       0           0           0.061171     NA          0.289503          0.436575            0.436574           0.56                 171           73
2.69          221                1                  0    128       1         0         3         28672       0           1           .015893      NA          .061576           .083769             .083769            0.75                 254           452
2.70          221                1                  0    128       1         0         3         32768       0           0           0.069869     NA          0.333437          0.475082            0.475082           0.61                 195           76
2.70          222                1                  0    128       1         0         3         32768       0           1           .018370      NA          .069594           .094456             .094455            0.83                 290           463
2.69          223                1                  0    128       1         0         3         36864       0           0           0.077196     NA          0.371878          0.550700            0.550699           0.70                 219           74
2.71          222                1                  0    128       1         0         3         36864       0           1           .020723      NA          .081717           .109109             .109109            0.99                 326           449
2.73          221                1                  0    128       1         0         3         40960       0           0           0.085839     NA          0.412140          0.601520            0.601519           0.76                 243           74
2.70          222                1                  0    128       1         0         3         40960       0           1           .022933      NA          .092850           .119974             .119974            1.05                 362           475
2.71          226                1                  0    128       1         0         4         4096        0           0           0.007087     NA          0.046325          0.066084            0.066083           0.09                 27            74
2.69          221                1                  0    128       1         0         4         4096        0           1           .002180      NA          .007736           .011004             .011004            0.11                 35            445
2.68          221                1                  0    128       1         0         4         8192        0           0           0.015573     NA          0.093716          0.123913            0.123912           0.16                 51            78
2.70          222                1                  0    128       1         0         4         8192        0           1           .004723      NA          .015881           .022307             .022307            0.21                 67            440
2.69          221                1                  0    128       1         0         4         12288       0           0           0.026343     NA          0.136146          0.174591            0.174590           0.23                 75            82
2.69          220                1                  0    128       1         0         4         12288       0           1           .006623      NA          .023733           .033518             .033518            0.31                 99            443
