comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.67          216                1                  0    10       512       0         1         0         1         0         0         40960       0           0           .001362      NA          .097816           .094859             .094859            .125000              1273          993
0.02          3                  1                  0    10       512       0         1         0         1         0         0         40960       0           1           .000312      NA          .027403           .060287             .060287            .079333              1273          2633
1.72          218                1                  0    10       512       0         1         0         1         20000     0         40960       0           0           .001377      NA          .113265           .087981             .087981            .122000              1273          1161
0.01          3                  1                  0    10       512       0         1         0         1         20000     0         40960       0           1           .000340      NA          .029174           .061420             .061420            .080000              1273          2842
1.58          218                1                  0    10       512       0         1         0         1         40000     0         40960       0           0           .001292      NA          .113472           .090333             .090333            .123000              1273          1164
0.02          3                  1                  0    10       512       0         1         0         1         40000     0         40960       0           1           .000352      NA          .028831           .061561             .061561            .079833              1273          2784
1.69          218                1                  0    10       512       0         1         0         1         60000     0         40960       0           0           .001355      NA          .111051           .089664             .089664            .122000              1273          1138
0.02          3                  1                  0    10       512       0         1         0         1         60000     0         40960       0           1           .000331      NA          .028672           .061712             .061712            .079666              1273          2752
1.40          217                1                  0    10       512       0         1         0         1         80000     0         40960       0           0           .001423      NA          .107228           .089182             .089182            .120000              1273          1124
0.02          3                  1                  0    10       512       0         1         0         1         80000     0         40960       0           1           .000328      NA          .028574           .062986             .062986            .079666              1273          2747
1.61          218                1                  0    10       512       0         1         0         1         100000    0         40960       0           0           .001382      NA          .107105           .089600             .089600            .121000              1273          1104
0.02          3                  1                  0    10       512       0         1         0         1         100000    0         40960       0           1           .000343      NA          .028440           .061173             .061172            .079000              1273          2753
1.60          222                1                  0    10       512       0         1         0         1         120000    0         40960       0           0           .001397      NA          .104391           .089143             .089143            .120000              1273          1094
0.02          3                  1                  0    10       512       0         1         0         1         120000    0         40960       0           1           .000357      NA          .028321           .062088             .062088            .079000              1273          2740
1.61          217                1                  0    10       512       0         1         0         1         140000    0         40960       0           0           .001328      NA          .105686           .090015             .090015            .120000              1273          1109
0.01          3                  1                  0    10       512       0         1         0         1         140000    0         40960       0           1           .000339      NA          .028308           .059398             .059398            .078166              1273          2759
1.59          218                1                  0    10       512       0         1         0         1         160000    0         40960       0           0           .001393      NA          .104381           .088130             .088130            .118000              1273          1110
0.02          3                  1                  0    10       512       0         1         0         1         160000    0         40960       0           1           .000320      NA          .028386           .061707             .061707            .079833              1273          2696
1.95          217                1                  0    10       512       0         1         0         1         180000    0         40960       0           0           .001339      NA          .102548           .086357             .086357            .118000              1273          1100
0.02          3                  1                  0    10       512       0         1         0         1         180000    0         40960       0           1           .000336      NA          .028399           .061232             .061232            .077833              1273          2773
1.75          217                1                  0    10       512       0         1         0         1         200000    0         40960       0           0           .001310      NA          .101242           .088984             .088984            .120000              1273          1063
0.02          3                  1                  0    10       512       0         1         0         1         200000    0         40960       0           1           .000329      NA          .028342           .060663             .060663            .078500              1273          2740
