program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;latencies(ms);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
42;BINARY;semidishonest;yao;2;238.51;5652;44;NA;NA;NA;262144;64;NA;NA;NA;258048;4105;350;4096;8.8308;15.00;290;60;NA;8.25754;NA;8.25754;4;7.01067;8e-06;1;1.52234;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;380;4096;9.55752;15.35;290;62;NA;8.25754;NA;8.25754;4;7.61013;8e-06;1;1.64473;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;410;4096;10.2724;16.41;292;62;NA;8.25754;NA;8.25754;4;8.21086;8e-06;1;1.76414;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;440;4096;10.9865;17.44;290;61;NA;8.25754;NA;8.25754;4;8.81178;8e-06;1;1.8799;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;470;4096;11.7602;18.53;290;61;NA;8.25754;NA;8.25754;4;9.41158;8e-06;1;2.00594;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;4096;12.4329;19.54;292;61;NA;8.25754;NA;8.25754;4;10.0117;8e-06;1;2.12325;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;530;4096;13.2056;20.68;290;61;NA;8.25754;NA;8.25754;4;10.6131;8e-06;1;2.24248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;560;4096;13.8743;21.65;290;60;NA;8.25754;NA;8.25754;4;11.2127;8e-06;1;2.3676;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;590;4096;14.5972;22.69;290;60;NA;8.25754;NA;8.25754;4;11.8128;8e-06;1;2.48493;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;620;4096;15.3097;23.74;290;60;NA;8.25754;NA;8.25754;4;12.4135;8e-06;1;2.60382;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;650;4096;16.0324;24.79;292;60;NA;8.25754;NA;8.25754;4;13.0148;8e-06;1;2.72601;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;680;4096;16.7489;25.85;290;60;NA;8.25754;NA;8.25754;4;13.6155;8e-06;1;2.83784;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;710;4096;17.4811;26.90;290;60;NA;8.25754;NA;8.25754;4;14.2155;8e-06;1;2.96807;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;740;4096;18.2072;27.95;290;60;NA;8.25754;NA;8.25754;4;14.8177;8e-06;1;3.08439;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;770;4096;18.9255;29.00;290;60;NA;8.25754;NA;8.25754;4;15.4172;8e-06;1;3.2064;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;800;4096;19.6815;30.11;290;59;NA;8.25754;NA;8.25754;4;16.0181;8e-06;1;3.32338;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yaoO;2;238.51;5652;44;NA;NA;NA;262144;64;NA;NA;NA;258048;4105;350;4096;7.4241;13.25;290;13;NA;0;NA;NA;NA;NA;8.25754;2;7.17143;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;380;4096;8.06279;14.25;290;12;NA;0;NA;NA;NA;NA;8.25754;2;7.77052;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;410;4096;8.6215;15.16;290;12;NA;0;NA;NA;NA;NA;8.25754;2;8.36449;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;440;4096;9.24028;16.15;290;11;NA;0;NA;NA;NA;NA;8.25754;2;8.97453;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;470;4096;9.81698;17.08;290;10;NA;0;NA;NA;NA;NA;8.25754;2;9.56667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;4096;10.4641;18.09;290;10;NA;0;NA;NA;NA;NA;8.25754;2;10.1732;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;530;4096;11.0258;19.01;290;9;NA;0;NA;NA;NA;NA;8.25754;2;10.7704;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
