program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;freqs(GHz);bandwidths(Mbs);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
42;BINARY;semihonest;replicated-bin;3;239.02;5652;44;NA;NA;NA;262144;64;NA;NA;NA;258048;4105;2.5;1000;4096;0.134767;1.76;290;99;NA;0.520248;NA;4.8e-05;3;0.13108;4.8e-05;3;0.134555;NA;NA;NA;NA;NA;NA;0.5202;8;0.0106797;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.5;900;4096;0.143089;1.73;290;99;NA;0.520248;NA;4.8e-05;3;0.139434;4.8e-05;3;0.142924;NA;NA;NA;NA;NA;NA;0.5202;8;0.0106206;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.5;800;4096;0.144545;1.73;290;99;NA;0.520248;NA;4.8e-05;3;0.132304;4.8e-05;3;0.144327;NA;NA;NA;NA;NA;NA;0.5202;8;0.00749881;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.5;700;4096;0.147915;1.74;290;98;NA;0.520248;NA;4.8e-05;3;0.131932;4.8e-05;3;0.147694;NA;NA;NA;NA;NA;NA;0.5202;8;0.00685303;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.5;600;4096;0.138876;1.74;290;99;NA;0.520248;NA;4.8e-05;3;0.135175;4.8e-05;3;0.138823;NA;NA;NA;NA;NA;NA;0.5202;8;0.0147445;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.5;500;4096;0.144722;1.73;290;99;NA;0.520248;NA;4.8e-05;3;0.140104;4.8e-05;3;0.144543;NA;NA;NA;NA;NA;NA;0.5202;8;0.0160525;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.5;400;4096;0.22915;1.82;290;94;NA;0.520248;NA;4.8e-05;3;0.134401;4.8e-05;3;0.228942;NA;NA;NA;NA;NA;NA;0.5202;8;0.00993576;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.5;300;4096;0.148654;1.74;290;98;NA;0.520248;NA;4.8e-05;3;0.139821;4.8e-05;3;0.148471;NA;NA;NA;NA;NA;NA;0.5202;8;0.0114932;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.5;200;4096;0.147184;1.73;290;98;NA;0.520248;NA;4.8e-05;3;0.143526;4.8e-05;3;0.147087;NA;NA;NA;NA;NA;NA;0.5202;8;0.0232147;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.5;100;4096;0.165034;1.75;290;98;NA;0.520248;NA;4.8e-05;3;0.158357;4.8e-05;3;0.16485;NA;NA;NA;NA;NA;NA;0.5202;8;0.0301819;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
