program  c.domain  adv.model   protocol        partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  freqs(GHz)  bandwidths(Mbs)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.7         900              4096        0.173133             2.22                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.7         800              4096        0.173896             2.23                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.7         700              4096        0.17994              2.22                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.7         600              4096        0.175885             2.22                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.7         500              4096        0.175387             2.21                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.7         400              4096        0.172043             2.21                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.7         300              4096        0.185182             2.24                 290           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.7         200              4096        0.18765              2.23                 290           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.7         100              4096        0.198815             2.25                 290           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.7         50               4096        0.221188             2.26                 290           97         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.7         30               4096        0.342064             2.38                 290           92         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.6         1000             4096        0.182391             2.35                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.6         900              4096        0.188683             2.35                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.6         800              4096        0.195966             2.36                 290           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.6         700              4096        0.178611             2.34                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.6         600              4096        0.189916             2.38                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.6         500              4096        0.180664             2.35                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.6         400              4096        0.272781             2.44                 290           95         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.6         300              4096        0.183499             2.34                 292           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.6         200              4096        0.189268             2.35                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.6         100              4096        0.211379             2.39                 290           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.6         50               4096        0.231702             2.42                 292           97         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.6         30               4096        0.33094              2.50                 290           93         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.5         1000             4096        0.202617             2.51                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.5         900              4096        0.189073             2.50                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.5         800              4096        0.267002             2.57                 290           96         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.5         700              4096        0.195288             2.51                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.5         600              4096        0.189002             2.51                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.5         500              4096        0.194012             2.50                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.5         400              4096        0.191025             2.50                 292           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.5         300              4096        0.220896             2.53                 290           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.5         200              4096        0.20816              2.57                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.5         100              4096        0.220982             2.54                 290           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.5         50               4096        0.273995             2.61                 290           96         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.5         30               4096        0.327234             2.63                 290           94         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.4         1000             4096        0.206918             2.69                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.4         900              4096        0.199859             2.67                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.4         800              4096        0.214671             2.70                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.4         700              4096        0.204656             2.68                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.4         600              4096        0.212787             2.69                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.4         500              4096        0.203961             2.69                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.4         400              4096        0.248702             2.72                 290           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.4         300              4096        0.21117              2.68                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.4         200              4096        0.211689             2.70                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.4         100              4096        0.227088             2.70                 290           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.4         50               4096        0.247756             2.72                 292           97         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.4         30               4096        0.345305             2.83                 290           94         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.3         1000             4096        0.235731             2.91                 290           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.3         900              4096        0.213522             2.89                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.3         800              4096        0.215976             2.89                 292           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.3         700              4096        0.22363              2.88                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.3         600              4096        0.21646              2.94                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.3         500              4096        0.223505             2.88                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.3         400              4096        0.249826             2.92                 290           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.3         300              4096        0.228038             2.90                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.3         200              4096        0.228388             2.89                 290           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.3         100              4096        0.302621             2.97                 290           96         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.3         50               4096        0.294081             2.94                 290           97         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.3         30               4096        0.348699             2.99                 290           95         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.2         1000             4096        0.257728             3.16                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.2         900              4096        0.25733              3.14                 290           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.2         800              4096        0.240705             3.11                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.2         700              4096        0.237855             3.11                 292           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.2         600              4096        0.318231             3.20                 290           96         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.2         500              4096        0.232653             3.10                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.2         400              4096        0.376772             3.24                 290           95         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.2         300              4096        0.254863             3.14                 292           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.2         200              4096        0.27611              3.14                 290           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.2         100              4096        0.265033             3.13                 290           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.2         50               4096        0.302188             3.16                 290           97         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.2         30               4096        0.353017             3.28                 290           96         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.1         1000             4096        0.305959             3.46                 292           97         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.1         900              4096        0.250244             3.37                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.1         800              4096        0.261867             3.49                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.1         700              4096        0.278377             3.41                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.1         600              4096        0.259653             3.39                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.1         500              4096        0.26711              3.37                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.1         400              4096        0.287083             3.42                 290           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.1         300              4096        0.26245              3.39                 292           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.1         200              4096        0.273089             3.39                 290           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.1         100              4096        0.285018             3.40                 290           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.1         50               4096        0.296005             3.45                 290           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1.1         30               4096        0.344331             3.46                 290           97         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1           1000             4096        0.283214             3.71                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1           900              4096        0.28795              3.73                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1           800              4096        0.353514             3.79                 290           97         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1           700              4096        0.285508             3.71                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1           600              4096        0.284416             3.78                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1           500              4096        0.324078             3.76                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1           400              4096        0.276112             3.70                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1           300              4096        0.28386              3.83                 290           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1           200              4096        0.285857             3.81                 292           99         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1           100              4096        0.300464             3.73                 292           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1           50               4096        0.325929             3.77                 292           98         NA            0.520248        NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 1           30               4096        0.398757             3.84                 290           96         NA            0.520248        NA
