comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  latencies(ms)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.54          216                1                  128       1         0         4         80             40960       0           0           0.062057     NA          0.180541          8.061052            8.061050           8.52                 242           4
1.66          216                1                  128       1         0         4         80             40960       0           1           .010425      NA          .034945           1.301733            1.301732           1.66                 216           99
1.52          216                1                  128       1         0         4         100            4096        0           0           0.005523     NA          0.017728          4.637328            4.637327           4.95                 27            0
1.41          215                1                  128       1         0         4         100            4096        0           1           .000766      NA          .004793           .674194             .674194            1.41                 215           100
1.52          215                1                  128       1         0         4         100            8192        0           0           0.011588     NA          0.034284          5.240849            5.240848           5.56                 51            1
1.74          215                1                  128       1         0         4         100            8192        0           1           .001438      NA          .007851           .822743             .822743            1.74                 215           99
1.77          216                1                  128       1         0         4         100            40960       0           0           0.062885     NA          0.171179          9.827467            9.827466           10.29                242           3
1.52          216                1                  128       1         0         4         100            40960       0           1           .009851      NA          .035661           1.634452            1.634451           1.52                 216           99
1.39          215                1                  128       1         0         4         300            4096        0           0           0.005518     NA          0.019823          14.433560           14.433559          15.35                27            0
1.69          216                1                  128       1         0         4         300            4096        0           1           .000853      NA          .004679           2.167125            2.167125           1.69                 216           100
1.69          216                1                  128       1         0         4         300            8192        0           0           0.011164     NA          0.035177          16.257369           16.257368          17.20                51            0
1.50          216                1                  128       1         0         4         300            8192        0           1           .001330      NA          .007699           2.616227            2.616227           1.50                 216           100
1.66          216                1                  128       1         0         4         300            40960       0           0           0.064482     NA          0.175558          29.616695           29.616694          30.68                242           1
1.74          215                1                  128       1         0         4         300            40960       0           1           .009514      NA          .038224           4.842416            4.842415           1.74                 215           99
1.49          215                1                  128       1         0         4         500            4096        0           0           0.005607     NA          0.018067          23.029381           23.029380          24.55                27            0
1.80          216                1                  128       1         0         4         500            4096        0           1           .000730      NA          .004612           3.757128            3.757128           1.80                 216           99
1.65          218                1                  128       1         0         4         500            8192        0           0           0.012378     NA          0.037868          26.046041           26.046040          27.59                52            0
1.48          216                1                  128       1         0         4         500            8192        0           1           .001466      NA          .008482           4.354538            4.354538           1.48                 216           99
1.52          214                1                  128       1         0         4         500            40960       0           0           0.063349     NA          0.173591          46.258686           46.258684          47.98                242           0
1.71          215                1                  128       1         0         4         500            40960       0           1           .009849      NA          .036615           8.130345            8.130345           1.71                 215           99
1.66          215                1                  128       1         0         4         1000           4096        0           0           0.005681     NA          0.018784          44.032064           44.032062          47.05                27            0
1.53          216                1                  128       1         0         4         1000           4096        0           1           .000754      NA          .004971           7.501398            7.501398           1.53                 216           100
1.54          215                1                  128       1         0         4         1000           8192        0           0           0.006155     NA          0.031519          54.055378           54.055377          57.10                51            0
1.50          215                1                  128       1         0         4         1000           8192        0           1           0.006794     NA          0.032891          54.064877           54.064875          1.50                 215           100
1.71          215                1                  128       1         0         4         1000           40960       0           0           0.036411     NA          0.153679          96.222188           96.222187          99.45                242           0
1.76          216                1                  128       1         0         4         1000           40960       0           1           .006275      NA          .027433           10.783603           10.783603          1.76                 216           99
1.71          215                1                  128       1         0         5         1              4096        0           0           0.006426     NA          0.018895          0.080713            0.080712           0.10                 31            38
1.42          215                1                  128       1         0         5         1              4096        0           1           .000807      NA          .003674           .018207             .018207            1.42                 215           99
1.41          215                1                  128       1         0         5         1              8192        0           0           0.013145     NA          0.037215          0.131502            0.131501           0.18                 59            46
1.73          216                1                  128       1         0         5         1              8192        0           1           .001506      NA          .008434           .026455             .026454            1.73                 216           99
1.78          215                1                  128       1         0         5         1              40960       0           0           0.073460     NA          0.193210          0.431932            0.431930           0.66                 283           63
1.69          216                1                  128       1         0         5         1              40960       0           1           .010158      NA          .035151           .074629             .074629            1.69                 216           99
1.75          215                1                  128       1         0         5         5              4096        0           0           0.006713     NA          0.020142          0.225011            0.225010           0.26                 31            16
1.67          217                1                  128       1         0         5         5              4096        0           1           .000832      NA          .004113           .036608             .036608            1.67                 217           99
1.70          217                1                  128       1         0         5         5              8192        0           0           0.010491     NA          0.028954          0.282915            0.282915           0.35                 59            19
1.71          217                1                  128       1         0         5         5              8192        0           1           .001671      NA          .006998           .043769             .043769            1.71                 217           99
1.57          216                1                  128       1         0         5         5              40960       0           0           0.075751     NA          0.194856          0.705616            0.705616           0.95                 283           44
1.69          216                1                  128       1         0         5         5              40960       0           1           .010626      NA          .034215           .115390             .115390            1.69                 216           100
1.51          217                1                  128       1         0         5         10             4096        0           0           0.005054     NA          0.015090          0.424482            0.424481           0.48                 31            7
1.51          215                1                  128       1         0         5         10             4096        0           1           .000824      NA          .003780           .069849             .069849            1.51                 215           100
1.54          217                1                  128       1         0         5         10             8192        0           0           0.010843     NA          0.028262          0.544199            0.544198           0.62                 59            11
1.74          216                1                  128       1         0         5         10             8192        0           1           .001696      NA          .007282           .081262             .081262            1.74                 216           99
1.68          216                1                  128       1         0         5         10             40960       0           0           0.071946     NA          0.219417          1.250015            1.250014           1.51                 283           28
1.52          216                1                  128       1         0         5         10             40960       0           1           .010623      NA          .036898           .198294             .198294            1.52                 216           99
1.51          215                1                  128       1         0         5         20             4096        0           0           0.006706     NA          0.019586          0.871140            0.871139           0.95                 31            4
1.68          216                1                  128       1         0         5         20             4096        0           1           .000791      NA          .004007           .137995             .137994            1.68                 216           99
1.51          216                1                  128       1         0         5         20             8192        0           0           0.010191     NA          0.033786          0.973304            0.973303           1.07                 59            7
1.51          216                1                  128       1         0         5         20             8192        0           1           .001608      NA          .006823           .160955             .160955            1.51                 216           99
1.53          215                1                  128       1         0         5         20             40960       0           0           0.071244     NA          0.205336          2.384791            2.384790           2.67                 283           16
1.70          216                1                  128       1         0         5         20             40960       0           1           .012294      NA          .038029           .377152             .377151            1.70                 216           100
1.67          216                1                  128       1         0         5         40             4096        0           0           0.006563     NA          0.020494          1.630307            1.630306           1.77                 31            2
1.72          217                1                  128       1         0         5         40             4096        0           1           .000848      NA          .003983           .278185             .278185            1.72                 217           99
1.83          217                1                  128       1         0         5         40             8192        0           0           0.010289     NA          0.035810          2.056076            2.056075           2.21                 59            3
1.51          215                1                  128       1         0         5         40             8192        0           1           .001509      NA          .007298           .338650             .338650            1.51                 215           100
1.74          216                1                  128       1         0         5         40             40960       0           0           0.045516     NA          0.153085          4.592919            4.592918           4.93                 283           6
1.73          217                1                  128       1         0         5         40             40960       0           1           .009974      NA          .038338           .743188             .743187            1.73                 217           99
1.50          217                1                  128       1         0         5         60             4096        0           0           0.005066     NA          0.011993          2.793761            2.793759           2.99                 31            1
1.73          216                1                  128       1         0         5         60             4096        0           1           .000846      NA          .004654           .451708             .451708            1.73                 216           100
1.56          215                1                  128       1         0         5         60             8192        0           0           0.013620     NA          0.028676          3.053051            3.053050           3.28                 59            2
1.53          216                1                  128       1         0         5         60             8192        0           1           .001663      NA          .008670           .510369             .510369            1.53                 216           100
1.71          218                1                  128       1         0         5         60             40960       0           0           0.069171     NA          0.216934          6.835136            6.835135           7.22                 283           6
1.71          216                1                  128       1         0         5         60             40960       0           1           .009838      NA          .039065           1.113672            1.113672           1.71                 216           99
1.54          216                1                  128       1         0         5         80             4096        0           0           0.006376     NA          0.014612          3.711627            3.711626           3.97                 31            0
1.52          216                1                  128       1         0         5         80             4096        0           1           .000783      NA          .004591           .603344             .603343            1.52                 216           99
1.60          216                1                  128       1         0         5         80             8192        0           0           0.013761     NA          0.039875          4.215370            4.215369           4.49                 59            1
1.53          216                1                  128       1         0         5         80             8192        0           1           .001779      NA          .008908           .709637             .709636            1.53                 216           99
1.51          215                1                  128       1         0         5         80             40960       0           0           0.043335     NA          0.155484          9.149753            9.149752           9.61                 283           3
1.72          216                1                  128       1         0         5         80             40960       0           1           .009758      NA          .039501           1.462032            1.462032           1.72                 216           99
1.47          215                1                  128       1         0         5         100            4096        0           0           0.006470     NA          0.020239          4.233201            4.233200           4.55                 31            1
1.51          216                1                  128       1         0         5         100            4096        0           1           .000851      NA          .004792           .732785             .732785            1.51                 216           100
1.51          217                1                  128       1         0         5         100            8192        0           0           0.007511     NA          0.024419          5.254928            5.254928           5.61                 59            0
1.52          217                1                  128       1         0         5         100            8192        0           1           .001612      NA          .008612           .879644             .879644            1.52                 217           99
1.50          217                1                  128       1         0         5         100            40960       0           0           0.042779     NA          0.163947          11.219788           11.219787          11.75                283           2
1.79          216                1                  128       1         0         5         100            40960       0           1           .010125      NA          .039682           1.826397            1.826397           1.79                 216           99
1.60          217                1                  128       1         0         5         300            4096        0           0           0.004999     NA          0.019941          13.832045           13.832044          14.76                31            0
1.51          215                1                  128       1         0         5         300            4096        0           1           .000788      NA          .004989           2.338110            2.338110           1.51                 215           100
1.52          215                1                  128       1         0         5         300            8192        0           0           0.013030     NA          0.037475          16.851103           16.851102          17.79                59            0
1.64          215                1                  128       1         0         5         300            8192        0           1           .001680      NA          .008924           2.753934            2.753934           1.64                 215           100
1.49          216                1                  128       1         0         5         300            40960       0           0           0.070197     NA          0.203195          32.651719           32.651718          33.70                283           1
1.51          216                1                  128       1         0         5         300            40960       0           1           .010351      NA          .042703           5.438793            5.438792           1.51                 216           100
1.53          217                1                  128       1         0         5         500            4096        0           0           0.005280     NA          0.014641          24.029998           24.029997          25.55                31            0
1.68          217                1                  128       1         0         5         500            4096        0           1           0.005473     NA          0.021656          25.033756           25.033755          1.68                 217           100
1.53          215                1                  128       1         0         5         500            8192        0           0           0.014393     NA          0.043191          28.052731           28.052730          29.60                59            0
1.57          216                1                  128       1         0         5         500            8192        0           1           .001584      NA          .009468           4.399914            4.399913           1.57                 216           99
1.50          215                1                  128       1         0         5         500            40960       0           0           0.044977     NA          0.188882          54.262686           54.262685          55.96                283           0
1.70          215                1                  128       1         0         5         500            40960       0           1           .009731      NA          .039952           9.138196            9.138196           1.70                 215           100
1.61          216                1                  128       1         0         5         1000           4096        0           0           0.006536     NA          0.021655          48.032958           48.032957          51.05                31            0
1.51          216                1                  128       1         0         5         1000           4096        0           1           .000812      NA          .005109           7.658568            7.658568           1.51                 216           99
1.47          216                1                  128       1         0         5         1000           8192        0           0           0.012880     NA          0.038812          56.059487           56.059486          59.10                59            0
1.52          215                1                  128       1         0         5         1000           8192        0           1           .001578      NA          .008927           9.160729            9.160729           1.52                 215           100
1.53          216                1                  128       1         0         5         1000           40960       0           0           0.066555     NA          0.182425          112.231116          112.231115         115.46               283           0
1.72          216                1                  128       1         0         5         1000           40960       0           1           .010301      NA          .041066           18.257913           18.257913          1.72                 216           99
1.53          216                1                  128       1         0         6         1              4096        0           0           0.004115     NA          0.010016          0.031614            0.031613           0.05                 23            54
1.81          216                1                  128       1         0         6         1              4096        0           1           .000424      NA          .001175           .007451             .007451            1.81                 216           99
1.40          216                1                  128       1         0         6         1              8192        0           0           0.005470     NA          0.013868          0.059109            0.059108           0.11                 43            42
1.41          215                1                  128       1         0         6         1              8192        0           1           .000822      NA          .002093           .012352             .012351            1.41                 215           99
1.40          216                1                  128       1         0         6         1              40960       0           0           0.037928     NA          0.080085          0.126831            0.126831           0.30                 203           83
1.52          215                1                  128       1         0         6         1              40960       0           1           .005440      NA          .012232           .034776             .034776            1.52                 215           99
1.69          216                1                  128       1         0         6         5              4096        0           0           0.002917     NA          0.006211          0.092199            0.092199           0.12                 23            19
1.70          216                1                  128       1         0         6         5              4096        0           1           .000412      NA          .001362           .015787             .015787            1.70                 216           100
1.41          214                1                  128       1         0         6         5              8192        0           0           0.007871     NA          0.020750          0.122735            0.122734           0.18                 43            32
1.71          215                1                  128       1         0         6         5              8192        0           1           .000889      NA          .002208           .018443             .018443            1.71                 215           99
1.41          216                1                  128       1         0         6         5              40960       0           0           0.029268     NA          0.063085          0.291389            0.291388           0.46                 203           46
1.49          216                1                  128       1         0         6         5              40960       0           1           .005395      NA          .013833           .049983             .049983            1.49                 216           100
1.69          216                1                  128       1         0         6         10             4096        0           0           0.002694     NA          0.007930          0.171979            0.171978           0.23                 23            11
1.41          216                1                  128       1         0         6         10             4096        0           1           .000452      NA          .001529           .028476             .028475            1.41                 216           100
1.68          215                1                  128       1         0         6         10             8192        0           0           0.007318     NA          0.019717          0.219892            0.219891           0.28                 43            19
1.51          216                1                  128       1         0         6         10             8192        0           1           .000839      NA          .002315           .034726             .034726            1.51                 216           99
1.53          215                1                  128       1         0         6         10             40960       0           0           0.041713     NA          0.085323          0.529371            0.529370           0.75                 203           34
1.52          215                1                  128       1         0         6         10             40960       0           1           .005723      NA          .013127           .084241             .084241            1.52                 215           99
1.47          216                1                  128       1         0         6         20             4096        0           0           0.003996     NA          0.011815          0.335841            0.335841           0.41                 23            8
1.41          216                1                  128       1         0         6         20             4096        0           1           .000396      NA          .001341           .054390             .054390            1.41                 216           100
1.52          215                1                  128       1         0         6         20             8192        0           0           0.007850     NA          0.021104          0.421841            0.421840           0.51                 43            11
1.70          215                1                  128       1         0         6         20             8192        0           1           .000790      NA          .002310           .067605             .067605            1.70                 215           99
1.72          215                1                  128       1         0         6         20             40960       0           0           0.041741     NA          0.072125          0.932113            0.932112           1.19                 203           21
1.71          215                1                  128       1         0         6         20             40960       0           1           .005546      NA          .012996           .156732             .156731            1.71                 215           99
1.50          215                1                  128       1         0         6         40             4096        0           0           0.004087     NA          0.014238          0.657619            0.657618           0.80                 23            4
1.40          215                1                  128       1         0         6         40             4096        0           1           .000436      NA          .001227           .103657             .103657            1.40                 215           100
1.41          215                1                  128       1         0         6         40             8192        0           0           0.004061     NA          0.014071          0.823883            0.823882           0.98                 43            4
1.59          216                1                  128       1         0         6         40             8192        0           1           .000744      NA          .002619           .133874             .133874            1.59                 216           100
1.54          215                1                  128       1         0         6         40             40960       0           0           0.041996     NA          0.090482          1.783523            1.783522           2.11                 203           13
1.70          215                1                  128       1         0         6         40             40960       0           1           .006056      NA          .012870           .292598             .292597            1.70                 215           99
1.40          218                1                  128       1         0         6         60             4096        0           0           0.003786     NA          0.010916          0.973302            0.973301           1.17                 23            2
1.69          215                1                  128       1         0         6         60             4096        0           1           .000383      NA          .001608           .166957             .166956            1.69                 215           99
1.53          214                1                  128       1         0         6         60             8192        0           0           0.007437     NA          0.019864          1.227693            1.227692           1.44                 43            4
1.68          215                1                  128       1         0         6         60             8192        0           1           .000842      NA          .002338           .197078             .197078            1.68                 215           99
1.70          215                1                  128       1         0         6         60             40960       0           0           0.023204     NA          0.066908          2.618194            2.618193           2.99                 203           6
1.76          214                1                  128       1         0         6         60             40960       0           1           .005665      NA          .014502           .427093             .427092            1.76                 214           100
1.75          215                1                  128       1         0         6         80             4096        0           0           0.004173     NA          0.011073          1.293724            1.293723           1.55                 23            2
1.51          215                1                  128       1         0         6         80             4096        0           1           .000416      NA          .001859           .212190             .212189            1.51                 215           99
1.53          217                1                  128       1         0         6         80             8192        0           0           0.007515     NA          0.019756          1.620270            1.620269           1.90                 43            3
1.69          217                1                  128       1         0         6         80             8192        0           1           .000839      NA          .003406           .280220             .280219            1.69                 217           99
1.68          215                1                  128       1         0         6         80             40960       0           0           0.042744     NA          0.068119          3.456838            3.456837           3.88                 203           6
1.70          215                1                  128       1         0         6         80             40960       0           1           .005604      NA          .012980           .573634             .573634            1.70                 215           99
1.71          216                1                  128       1         0         6         100            4096        0           0           0.003880     NA          0.011104          1.616799            1.616798           1.93                 23            1
1.72          216                1                  128       1         0         6         100            4096        0           1           .000380      NA          .001859           .283570             .283570            1.72                 216           99
1.63          216                1                  128       1         0         6         100            8192        0           0           0.005292     NA          0.020177          2.225523            2.225521           2.57                 43            2
1.52          215                1                  128       1         0         6         100            8192        0           1           .000839      NA          .002679           .346081             .346081            1.52                 215           100
1.52          219                1                  128       1         0         6         100            40960       0           0           0.027953     NA          0.064832          4.294395            4.294394           4.75                 203           4
1.39          215                1                  128       1         0         6         100            40960       0           1           .005666      NA          .013463           .708071             .708070            1.39                 215           99
1.51          216                1                  128       1         0         6         300            4096        0           0           0.004042     NA          0.010841          4.816953            4.816952           5.73                 23            0
1.67          215                1                  128       1         0         6         300            4096        0           1           .000444      NA          .001866           .759560             .759560            1.67                 215           99
1.95          216                1                  128       1         0         6         300            8192        0           0           0.008164     NA          0.024124          6.628376            6.628375           7.56                 43            0
1.56          216                1                  128       1         0         6         300            8192        0           1           .000762      NA          .003135           1.008347            1.008347           1.56                 216           99
1.67          215                1                  128       1         0         6         300            40960       0           0           0.042523     NA          0.093779          12.709432           12.709430          13.79                203           2
1.65          215                1                  128       1         0         6         300            40960       0           1           .005659      NA          .013067           2.113263            2.113263           1.65                 215           99
1.50          214                1                  128       1         0         6         500            4096        0           0           0.003901     NA          0.011200          9.017070            9.017069           10.53                23            0
1.73          215                1                  128       1         0         6         500            4096        0           1           .000375      NA          .002015           1.428431            1.428430           1.73                 215           99
1.52          215                1                  128       1         0         6         500            8192        0           0           0.007394     NA          0.020421          10.018168           10.018167          11.54                43            0
1.68          215                1                  128       1         0         6         500            8192        0           1           .000760      NA          .003371           1.698010            1.698010           1.68                 215           100
1.66          215                1                  128       1         0         6         500            40960       0           0           0.041774     NA          0.090399          21.109284           21.109283          22.81                203           1
1.72          216                1                  128       1         0         6         500            40960       0           1           .005490      NA          .015389           3.516003            3.516003           1.72                 216           99
1.72          216                1                  128       1         0         6         1000           4096        0           0           0.002787     NA          0.013643          16.018142           16.018140          19.05                23            0
1.50          215                1                  128       1         0         6         1000           4096        0           1           0.002627     NA          0.012372          18.017650           18.017649          1.50                 215           99
1.51          215                1                  128       1         0         6         1000           8192        0           0           0.007426     NA          0.019437          22.024438           22.024437          25.06                43            0
1.55          216                1                  128       1         0         6         1000           8192        0           1           0.003889     NA          0.013385          20.189057           20.189056          1.55                 216           99
1.55          220                1                  128       1         0         6         1000           40960       0           0           0.042407     NA          0.092765          44.111012           44.111010          47.31                203           0
1.83          215                1                  128       1         0         6         1000           40960       0           1           .004623      NA          .012351           5.786174            5.786174           1.83                 215           99
1.73          217                1                  256       1         0         1         1              4096        0           0           0.028538     NA          0.060872          54.016990           54.016988          0.13                 67            76
1.44          216                1                  256       1         0         1         1              4096        0           1           .000702      NA          .010709           .019394             .019394            1.44                 216           99
1.48          217                1                  256       1         0         1         1              8192        0           0           0.006741     NA          0.078682          0.148993            0.148992           0.23                 130           55
1.61          216                1                  256       1         0         1         1              8192        0           1           .001493      NA          .016074           .026987             .026987            1.61                 216           99
1.55          216                1                  256       1         0         1         1              40960       0           0           0.043544     NA          0.407740          0.414400            0.414399           0.72                 638           98
1.82          217                1                  256       1         0         1         1              40960       0           1           .008855      NA          .073629           .111272             .111272            1.82                 217           99
1.43          215                1                  256       1         0         1         5              4096        0           0           0.004127     NA          0.043617          0.163452            0.163451           0.22                 67            33
1.41          217                1                  256       1         0         1         5              4096        0           1           .000737      NA          .008470           .028738             .028737            1.41                 217           100
1.53          217                1                  256       1         0         1         5              8192        0           0           0.012208     NA          0.096270          0.221001            0.221000           0.31                 130           54
1.53          217                1                  256       1         0         1         5              8192        0           1           .001450      NA          .017611           .052856             .052856            1.53                 217           99
1.83          217                1                  256       1         0         1         5              40960       0           0           0.067381     NA          0.507244          0.678026            0.678025           1.06                 638           82
1.51          216                1                  256       1         0         1         5              40960       0           1           .008675      NA          .077715           .191507             .191506            1.51                 216           99
1.55          216                1                  256       1         0         1         10             4096        0           0           0.005963     NA          0.051550          0.303858            0.303856           0.38                 67            25
1.73          217                1                  256       1         0         1         10             4096        0           1           .000704      NA          .009302           .052303             .052303            1.73                 217           100
1.50          216                1                  256       1         0         1         10             8192        0           0           0.011825     NA          0.104533          0.435009            0.435008           0.53                 130           33
1.54          217                1                  256       1         0         1         10             8192        0           1           .001455      NA          .019653           .069226             .069226            1.54                 217           100
1.56          216                1                  256       1         0         1         10             40960       0           0           0.068122     NA          0.486496          1.054641            1.054639           1.45                 638           58
1.53          216                1                  256       1         0         1         10             40960       0           1           .008495      NA          .078056           .195808             .195808            1.53                 216           100
1.74          216                1                  256       1         0         1         20             4096        0           0           0.003299     NA          0.053583          0.605183            0.605182           0.71                 67            12
1.74          217                1                  256       1         0         1         20             4096        0           1           .000649      NA          .009803           .100042             .100042            1.74                 217           100
1.70          216                1                  256       1         0         1         20             8192        0           0           0.008992     NA          0.093116          0.726885            0.726884           0.86                 131           18
1.52          217                1                  256       1         0         1         20             8192        0           1           .001428      NA          .019159           .123789             .123789            1.52                 217           99
1.71          215                1                  256       1         0         1         20             40960       0           0           0.067391     NA          0.493161          1.812671            1.812670           2.24                 638           37
1.70          217                1                  256       1         0         1         20             40960       0           1           .009174      NA          .084631           .305146             .305146            1.70                 217           99
1.54          216                1                  256       1         0         1         40             4096        0           0           0.005830     NA          0.053998          1.192315            1.192314           1.35                 67            7
1.53          217                1                  256       1         0         1         40             4096        0           1           .000644      NA          .010450           .198604             .198603            1.53                 217           100
1.43          215                1                  256       1         0         1         40             8192        0           0           0.011758     NA          0.101966          1.411930            1.411929           1.61                 131           11
1.54          217                1                  256       1         0         1         40             8192        0           1           .001363      NA          .019339           .236535             .236535            1.54                 217           99
1.50          215                1                  256       1         0         1         40             40960       0           0           0.067950     NA          0.465035          3.340679            3.340677           3.83                 639           22
1.77          216                1                  256       1         0         1         40             40960       0           1           .008877      NA          .082146           .551643             .551642            1.77                 216           100
1.71          216                1                  256       1         0         1         60             4096        0           0           0.005616     NA          0.058597          1.766757            1.766756           1.99                 67            4
1.53          217                1                  256       1         0         1         60             4096        0           1           .000681      NA          .010110           .292943             .292943            1.53                 217           99
1.55          215                1                  256       1         0         1         60             8192        0           0           0.011785     NA          0.106286          2.096668            2.096667           2.35                 131           7
1.51          216                1                  256       1         0         1         60             8192        0           1           .001523      NA          .019272           .348962             .348962            1.51                 216           99
1.54          216                1                  256       1         0         1         60             40960       0           0           0.067384     NA          0.512357          4.834080            4.834079           5.36                 638           16
1.70          216                1                  256       1         0         1         60             40960       0           1           .009012      NA          .080142           .813206             .813206            1.70                 216           99
1.72          216                1                  256       1         0         1         80             4096        0           0           0.006088     NA          0.064246          2.258434            2.258433           2.54                 67            4
1.59          215                1                  256       1         0         1         80             4096        0           1           .000767      NA          .011045           .382516             .382516            1.59                 215           99
1.69          216                1                  256       1         0         1         80             8192        0           0           0.012322     NA          0.099267          2.856890            2.856889           3.15                 130           5
1.79          220                1                  256       1         0         1         80             8192        0           1           .001362      NA          .018695           .465443             .465443            1.79                 220           99
1.86          217                1                  256       1         0         1         80             40960       0           0           0.040413     NA          0.440298          6.408364            6.408363           7.02                 638           9
1.88          217                1                  256       1         0         1         80             40960       0           1           .009767      NA          .082653           1.060325            1.060325           1.88                 217           99
1.69          216                1                  256       1         0         1         100            4096        0           0           0.004045     NA          0.065793          2.825859            2.825858           3.17                 67            2
1.65          216                1                  256       1         0         1         100            4096        0           1           .000672      NA          .010372           .482508             .482508            1.65                 216           100
1.75          217                1                  256       1         0         1         100            8192        0           0           0.006678     NA          0.087651          3.536982            3.536981           3.92                 130           3
1.55          217                1                  256       1         0         1         100            8192        0           1           .001447      NA          .018762           .589961             .589960            1.55                 217           100
1.53          217                1                  256       1         0         1         100            40960       0           0           0.055347     NA          0.412786          7.897556            7.897555           8.56                 638           8
1.55          216                1                  256       1         0         1         100            40960       0           1           .008760      NA          .078148           1.314563            1.314563           1.55                 216           99
1.54          216                1                  256       1         0         1         300            4096        0           0           0.004342     NA          0.062089          8.427564            8.427562           9.38                 67            1
1.51          216                1                  256       1         0         1         300            4096        0           1           .000644      NA          .011277           1.427757            1.427757           1.51                 216           99
1.55          217                1                  256       1         0         1         300            8192        0           0           0.007866     NA          0.104084          9.948615            9.948614           10.92                130           1
1.69          217                1                  256       1         0         1         300            8192        0           1           .001430      NA          .019555           1.703866            1.703866           1.69                 217           99
1.55          216                1                  256       1         0         1         300            40960       0           0           0.066124     NA          0.511978          23.110747           23.110745          24.38                638           3
1.53          216                1                  256       1         0         1         300            40960       0           1           .006041      NA          .056469           2.720013            2.720013           1.53                 216           99
1.58          216                1                  256       1         0         1         500            4096        0           0           0.003189     NA          0.056530          14.017809           14.017808          15.56                67            0
1.73          216                1                  256       1         0         1         500            4096        0           1           .000671      NA          .010882           2.321566            2.321566           1.73                 216           100
1.50          216                1                  256       1         0         1         500            8192        0           0           0.011713     NA          0.110848          16.567120           16.567118          18.14                130           1
1.54          217                1                  256       1         0         1         500            8192        0           1           .001415      NA          .019904           2.848438            2.848438           1.54                 217           100
1.65          217                1                  256       1         0         1         500            40960       0           0           0.067192     NA          0.506337          37.832850           37.832849          39.71                638           2
1.86          215                1                  256       1         0         1         500            40960       0           1           0.050701     NA          0.508298          43.770126           43.770125          1.86                 215           99
1.57          220                1                  256       1         0         1         1000           4096        0           0           0.005780     NA          0.058371          28.037614           28.037612          31.07                67            0
1.55          219                1                  256       1         0         1         1000           4096        0           1           .000697      NA          .011507           4.727041            4.727041           1.55                 219           100
1.56          217                1                  256       1         0         1         1000           8192        0           0           0.008998     NA          0.108224          35.041399           35.041398          38.12                131           0
1.88          217                1                  256       1         0         1         1000           8192        0           1           .001728      NA          .020666           5.613667            5.613666           1.88                 217           99
1.82          216                1                  256       1         0         1         1000           40960       0           0           0.066334     NA          0.522301          76.269472           76.269471          79.64                639           1
1.84          217                1                  256       1         0         1         1000           40960       0           1           .007067      NA          .072519           10.939363           10.939363          1.84                 217           99
1.72          215                1                  256       1         0         2         1              4096        0           0           0.009093     NA          0.053907          0.109395            0.109394           0.15                 75            61
1.85          215                1                  256       1         0         2         1              4096        0           1           .001208      NA          .006484           .023888             .023888            1.85                 215           99
1.66          215                1                  256       1         0         2         1              8192        0           0           0.016293     NA          0.080427          0.204022            0.204021           0.29                 147           51
1.53          215                1                  256       1         0         2         1              8192        0           1           .002066      NA          .015568           .038883             .038883            1.53                 215           99
1.41          214                1                  256       1         0         2         1              40960       0           0           0.110347     NA          0.478859          0.705980            0.705979           1.11                 721           79
1.88          215                1                  256       1         0         2         1              40960       0           1           .012417      NA          .065394           .118446             .118445            1.88                 215           99
1.50          216                1                  256       1         0         2         5              4096        0           0           0.007595     NA          0.046591          0.281952            0.281952           0.35                 75            24
1.70          215                1                  256       1         0         2         5              4096        0           1           .001130      NA          .007932           .043401             .043400            1.70                 215           99
1.59          216                1                  256       1         0         2         5              8192        0           0           0.013787     NA          0.080416          0.358212            0.358211           0.44                 147           30
1.69          215                1                  256       1         0         2         5              8192        0           1           .002190      NA          .015382           .059074             .059074            1.69                 215           99
1.50          214                1                  256       1         0         2         5              40960       0           0           0.069323     NA          0.392460          1.026299            1.026298           1.43                 721           46
1.41          216                1                  256       1         0         2         5              40960       0           1           .013648      NA          .070478           .175675             .175675            1.41                 216           99
1.87          216                1                  256       1         0         2         10             4096        0           0           0.006375     NA          0.044281          0.477375            0.477374           0.55                 75            13
1.80          215                1                  256       1         0         2         10             4096        0           1           .001071      NA          .008051           .082203             .082202            1.80                 215           99
1.67          215                1                  256       1         0         2         10             8192        0           0           0.020343     NA          0.092414          0.657860            0.657859           0.77                 147           22
1.71          214                1                  256       1         0         2         10             8192        0           1           .002091      NA          .016701           .105576             .105576            1.71                 214           99
1.40          216                1                  256       1         0         2         10             40960       0           0           0.068431     NA          0.393043          1.702174            1.702173           2.09                 721           32
1.51          216                1                  256       1         0         2         10             40960       0           1           .012823      NA          .073617           .293161             .293161            1.51                 216           99
1.51          215                1                  256       1         0         2         20             4096        0           0           0.005394     NA          0.042832          0.962448            0.962447           1.07                 75            6
1.41          216                1                  256       1         0         2         20             4096        0           1           .000994      NA          .009269           .154316             .154316            1.41                 216           100
1.52          215                1                  256       1         0         2         20             8192        0           0           0.017308     NA          0.095652          1.171193            1.171192           1.30                 147           13
