program  c.domain  adv.model      protocol          partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
31       FIELD     semihonest     shamir            3          0.34          28                 1                  4           0.0264305            0.13                 15            46         ~38           0.648352        1.62459
31       FIELD     semihonest     shamir            3          0.17          18                 1                  6           0.0241616            0.11                 15            60         ~54           0.652512        1.63685
31       FIELD     semihonest     shamir            3          0.16          18                 1                  8           0.0321022            0.12                 16            52         ~70           0.656672        1.6491
31       FIELD     semihonest     shamir            3          0.16          18                 1                  10          0.0295982            0.11                 15            60         ~86           0.660832        1.66136
31       FIELD     semihonest     shamir            3          0.16          18                 1                  12          0.0297148            0.11                 16            63         ~102          0.664992        1.67362
31       FIELD     semihonest     shamir            3          0.17          18                 1                  14          0.0356187            0.12                 15            60         ~118          0.669152        1.68587
31       FIELD     malhonest      malicious-shamir  3          0.34          28                 1                  4           0.103659             0.18                 22            73         ~48           3.53669         10.2898
31       FIELD     malhonest      malicious-shamir  3          0.17          18                 1                  6           0.121875             0.20                 22            80         ~62           3.54488         10.3143
31       FIELD     malhonest      malicious-shamir  3          0.16          18                 1                  8           0.107816             0.19                 22            75         ~76           3.55307         10.3387
31       FIELD     malhonest      malicious-shamir  3          0.16          18                 1                  10          0.108106             0.18                 23            82         ~90           3.56126         10.3632
31       FIELD     malhonest      malicious-shamir  3          0.16          18                 1                  12          0.121285             0.20                 23            74         ~104          3.56946         10.3876
31       FIELD     malhonest      malicious-shamir  3          0.17          18                 1                  14          0.13253              0.21                 22            78         ~118          3.57765         10.4121
31       RING      semihonest     replicated-ring   3          0.13          17                 1                  4           0.035275             0.11                 17            53         ~113          0.401588        0.96394
31       RING      semihonest     replicated-ring   3          0.13          17                 1                  6           0.0393512            0.12                 13            55         ~129          0.401762        0.96443
31       RING      semihonest     replicated-ring   3          0.14          17                 1                  8           0.0357922            0.11                 15            52         ~145          0.401936        0.96492
31       RING      semihonest     replicated-ring   3          0.14          17                 1                  10          0.0443672            0.12                 17            57         ~161          0.40211         0.96541
31       RING      semihonest     replicated-ring   3          0.13          17                 1                  12          0.0369709            0.12                 15            57         ~177          0.402284        0.9659
31       RING      semihonest     replicated-ring   3          0.13          17                 1                  14          0.0375404            0.12                 15            57         ~193          0.402458        0.96639
31       BINARY    semihonest     ccd               3          0.30          21                 1                  4           0.0134516            0.06                 11            68         NA            0.002648        NA
31       BINARY    semihonest     ccd               3          0.33          22                 1                  6           0.0192897            0.08                 10            69         NA            0.00394         NA
31       BINARY    semihonest     ccd               3          0.38          23                 1                  8           0.0239423            0.07                 12            67         NA            0.005232        NA
31       BINARY    semihonest     ccd               3          0.40          23                 1                  10          0.0301613            0.08                 12            90         NA            0.006524        NA
31       BINARY    semihonest     ccd               3          0.45          24                 1                  12          0.037325             0.09                 10            86         NA            0.007816        NA
31       BINARY    semihonest     ccd               3          0.48          25                 1                  14          0.040324             0.08                 10            81         NA            0.009108        NA
31       BINARY    semihonest     replicated-bin    3          0.30          21                 1                  4           0.0125945            0.05                 9             53         NA            0.001348        NA
31       BINARY    semihonest     replicated-bin    3          0.33          22                 1                  6           0.0180228            0.06                 11            60         NA            0.001994        NA
31       BINARY    semihonest     replicated-bin    3          0.38          23                 1                  8           0.0239164            0.06                 9             55         NA            0.00264         NA
31       BINARY    semihonest     replicated-bin    3          0.40          23                 1                  10          0.0326973            0.08                 9             60         NA            0.003286        NA
31       BINARY    semihonest     replicated-bin    3          0.45          24                 1                  12          0.0302955            0.07                 9             61         NA            0.003932        NA
31       BINARY    semihonest     replicated-bin    3          0.48          25                 1                  14          0.0347291            0.08                 9             51         NA            0.004578        NA
31       BINARY    semidishonest  yao               2          0.30          21                 1                  4           0.0160054            0.04                 11            66         NA            0.033216        NA
31       BINARY    semidishonest  yao               2          0.33          22                 1                  6           0.0161959            0.04                 11            62         NA            0.049792        NA
31       BINARY    semidishonest  yao               2          0.38          23                 1                  8           0.0163182            0.04                 11            58         NA            0.066368        NA
31       BINARY    semidishonest  yao               2          0.40          23                 1                  10          0.0167122            0.04                 11            66         NA            0.082944        NA
31       BINARY    semidishonest  yao               2          0.45          24                 1                  12          0.0166024            0.03                 11            58         NA            0.09952         NA
31       BINARY    semidishonest  yao               2          0.48          25                 1                  14          0.0175157            0.04                 11            65         NA            0.116096        NA
31       BINARY    semidishonest  yaoO              2          0.30          21                 1                  4           0.00131889           0.03                 10            70         NA            0               NA
31       BINARY    semidishonest  yaoO              2          0.33          22                 1                  6           0.00198667           0.03                 10            65         NA            0               NA
31       BINARY    semidishonest  yaoO              2          0.38          23                 1                  8           0.00221703           0.03                 10            63         NA            0               NA
31       BINARY    semidishonest  yaoO              2          0.40          23                 1                  10          0.001996             0.03                 10            65         NA            0               NA
31       BINARY    semidishonest  yaoO              2          0.45          24                 1                  12          0.0017914            0.03                 9             68         NA            0               NA
31       BINARY    semidishonest  yaoO              2          0.48          25                 1                  14          0.00226419           0.03                 10            72         NA            0               NA
