program  c.domain  adv.model      protocol          partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
31       FIELD     semihonest     shamir            3          0.16          30                 1                  4           0.0171861            0.10                 15            56         ~38           0.648352        1.62459
31       FIELD     semihonest     shamir            3          0.11          18                 1                  6           0.0202411            0.09                 15            63         ~54           0.652512        1.63685
31       FIELD     semihonest     shamir            3          0.11          18                 1                  8           0.0225371            0.10                 15            58         ~70           0.656672        1.6491
31       FIELD     semihonest     shamir            3          0.10          18                 1                  10          0.0255507            0.10                 17            58         ~86           0.660832        1.66136
31       FIELD     semihonest     shamir            3          0.10          18                 1                  12          0.0315923            0.11                 16            53         ~102          0.664992        1.67362
31       FIELD     semihonest     shamir            3          0.11          18                 1                  14          0.0363142            0.11                 15            49         ~118          0.669152        1.68587
31       FIELD     malhonest      malicious-shamir  3          0.16          30                 1                  4           0.0783094            0.15                 22            80         ~48           3.53669         10.2898
31       FIELD     malhonest      malicious-shamir  3          0.11          18                 1                  6           0.0814898            0.15                 23            79         ~62           3.54488         10.3143
31       FIELD     malhonest      malicious-shamir  3          0.11          18                 1                  8           0.0892264            0.17                 23            74         ~76           3.55307         10.3387
31       FIELD     malhonest      malicious-shamir  3          0.10          18                 1                  10          0.0873221            0.16                 23            76         ~90           3.56126         10.3632
31       FIELD     malhonest      malicious-shamir  3          0.10          18                 1                  12          0.0898213            0.17                 25            76         ~104          3.56946         10.3876
31       FIELD     malhonest      malicious-shamir  3          0.11          18                 1                  14          0.0984863            0.17                 23            56         ~118          3.57765         10.4121
31       RING      semihonest     replicated-ring   3          0.09          17                 1                  4           0.0153277            0.09                 15            54         ~113          0.401588        0.96394
31       RING      semihonest     replicated-ring   3          0.09          17                 1                  6           0.0147107            0.09                 15            57         ~129          0.401762        0.96443
31       RING      semihonest     replicated-ring   3          0.09          17                 1                  8           0.0163752            0.09                 17            58         ~145          0.401936        0.96492
31       RING      semihonest     replicated-ring   3          0.09          17                 1                  10          0.0181716            0.09                 15            58         ~161          0.40211         0.96541
31       RING      semihonest     replicated-ring   3          0.09          17                 1                  12          0.0214403            0.09                 17            53         ~177          0.402284        0.9659
31       RING      semihonest     replicated-ring   3          0.09          17                 1                  14          0.0243355            0.09                 17            55         ~193          0.402458        0.96639
31       BINARY    semihonest     ccd               3          0.17          22                 1                  4           0.0214248            0.06                 12            63         NA            0.002648        NA
31       BINARY    semihonest     ccd               3          0.19          22                 1                  6           0.015798             0.06                 10            61         NA            0.00394         NA
31       BINARY    semihonest     ccd               3          0.20          23                 1                  8           0.0202731            0.07                 12            56         NA            0.005232        NA
31       BINARY    semihonest     ccd               3          0.22          23                 1                  10          0.0229123            0.07                 12            62         NA            0.006524        NA
31       BINARY    semihonest     ccd               3          0.24          24                 1                  12          0.0309984            0.07                 10            68         NA            0.007816        NA
31       BINARY    semihonest     ccd               3          0.25          25                 1                  14          0.0340099            0.07                 12            72         NA            0.009108        NA
31       BINARY    semihonest     replicated-bin    3          0.17          22                 1                  4           0.00968841           0.05                 11            56         NA            0.001348        NA
31       BINARY    semihonest     replicated-bin    3          0.19          22                 1                  6           0.0116689            0.04                 11            64         NA            0.001994        NA
31       BINARY    semihonest     replicated-bin    3          0.20          23                 1                  8           0.0164801            0.05                 11            61         NA            0.00264         NA
31       BINARY    semihonest     replicated-bin    3          0.22          23                 1                  10          0.0175861            0.05                 11            57         NA            0.003286        NA
31       BINARY    semihonest     replicated-bin    3          0.24          24                 1                  12          0.0258972            0.06                 11            53         NA            0.003932        NA
31       BINARY    semihonest     replicated-bin    3          0.25          25                 1                  14          0.0260371            0.06                 9             61         NA            0.004578        NA
31       BINARY    semidishonest  yao               2          0.17          22                 1                  4           0.00649516           0.02                 13            96         NA            0.033216        NA
31       BINARY    semidishonest  yao               2          0.19          22                 1                  6           0.0148892            0.03                 11            60         NA            0.049792        NA
31       BINARY    semidishonest  yao               2          0.20          23                 1                  8           0.0144073            0.03                 13            68         NA            0.066368        NA
31       BINARY    semidishonest  yao               2          0.22          23                 1                  10          0.00755526           0.02                 13            92         NA            0.082944        NA
31       BINARY    semidishonest  yao               2          0.24          24                 1                  12          0.0147785            0.03                 13            66         NA            0.09952         NA
31       BINARY    semidishonest  yao               2          0.25          25                 1                  14          0.0135588            0.03                 11            73         NA            0.116096        NA
31       BINARY    semidishonest  yaoO              2          0.17          22                 1                  4           0.00237136           0.02                 12            68         NA            0               NA
31       BINARY    semidishonest  yaoO              2          0.19          22                 1                  6           0.00310404           0.03                 12            90         NA            0               NA
31       BINARY    semidishonest  yaoO              2          0.20          23                 1                  8           0.00318642           0.03                 12            84         NA            0               NA
31       BINARY    semidishonest  yaoO              2          0.22          23                 1                  10          0.00282292           0.02                 12            56         NA            0               NA
31       BINARY    semidishonest  yaoO              2          0.24          24                 1                  12          0.00278754           0.02                 13            58         NA            0               NA
31       BINARY    semidishonest  yaoO              2          0.25          25                 1                  14          0.00337133           0.02                 12            57         NA            0               NA
