program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
31;BINARY;semidishonest;yao;2;0.60;28;1;NA;NA;NA;640;64;NA;NA;NA;2590;512;10;0.0187151;0.04;13;57;NA;0.082944;NA;0.082944;4;0.000266314;8e-06;1;0.00134709;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;2.64;77;1;NA;NA;NA;8192;64;NA;NA;NA;33152;6530;128;0.0318272;0.07;15;77;NA;1.06093;NA;1.06093;4;0.0109383;8e-06;1;0.00677551;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;5.21;137;1;NA;NA;NA;16384;64;NA;NA;NA;66304;13058;256;0.0535067;0.12;22;80;NA;2.12179;NA;2.12179;4;0.0118148;8e-06;1;0.0152101;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;7.83;191;2;NA;NA;NA;24576;64;NA;NA;NA;99456;19586;384;0.0895394;0.18;27;75;NA;3.18266;NA;3.18266;4;0.0193063;8e-06;1;0.0337444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;9.63;241;2;NA;NA;NA;32768;64;NA;NA;NA;132608;26114;512;0.118454;0.22;30;71;NA;4.24352;NA;4.24352;4;0.0269741;8e-06;1;0.0397736;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;10.20;258;2;NA;NA;NA;40960;64;NA;NA;NA;165760;32642;640;0.157077;0.27;32;69;NA;5.30438;NA;5.30438;4;0.0351311;8e-06;1;0.0608328;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;11.10;275;2;NA;NA;NA;49152;64;NA;NA;NA;198912;39170;768;0.187576;0.30;42;66;NA;6.36525;NA;6.36525;4;0.0405358;8e-06;1;0.0713582;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;11.91;295;2;NA;NA;NA;57344;64;NA;NA;NA;232064;45698;896;0.204273;0.33;43;68;NA;7.42611;NA;7.42611;4;0.0479595;8e-06;1;0.0741815;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;9.72;246;2;NA;NA;NA;65536;64;NA;NA;NA;265216;52228;1024;0.227963;0.34;39;65;NA;8.48698;NA;8.48698;4;0.0554215;8e-06;1;0.0746762;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;10.34;254;2;NA;NA;NA;73728;64;NA;NA;NA;298368;58756;1152;0.202392;0.32;41;73;NA;9.54784;NA;9.54784;4;0.0631026;8e-06;1;0.0452666;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;11.14;262;2;NA;NA;NA;81920;64;NA;NA;NA;331520;65284;1280;0.27302;0.40;43;66;NA;10.6087;NA;10.6087;4;0.0714204;8e-06;1;0.0880808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;9.30;242;2;NA;NA;NA;90112;64;NA;NA;NA;364672;71813;1408;0.299421;0.42;39;64;NA;11.6696;NA;11.6696;4;0.0805395;8e-06;1;0.0913548;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;10.04;250;2;NA;NA;NA;98304;64;NA;NA;NA;397824;78341;1536;0.318079;0.44;54;65;NA;12.7304;NA;12.7304;4;0.0892008;8e-06;1;0.097365;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;10.85;257;2;NA;NA;NA;106496;64;NA;NA;NA;430976;84869;1664;0.342102;0.45;56;65;NA;13.7913;NA;13.7913;6;0.09402;8e-06;1;0.101802;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;11.44;265;2;NA;NA;NA;114688;64;NA;NA;NA;464128;91397;1792;0.347093;0.47;55;66;NA;14.8522;NA;14.8522;6;0.0912963;8e-06;1;0.106545;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;9.70;245;2;NA;NA;NA;122880;64;NA;NA;NA;497280;97926;1920;0.374647;0.49;52;80;NA;15.913;NA;15.913;6;0.173839;8e-06;1;0.0345613;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;10.24;253;2;NA;NA;NA;131072;64;NA;NA;NA;530432;104454;2048;0.412185;0.53;55;76;NA;16.9739;NA;16.9739;6;0.172925;8e-06;1;0.0645715;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;11.09;261;2;NA;NA;NA;139264;64;NA;NA;NA;563584;110982;2176;0.427236;0.55;56;74;NA;18.0348;NA;18.0348;6;0.176421;8e-06;1;0.0774858;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;9.22;240;2;NA;NA;NA;147456;64;NA;NA;NA;596736;117511;2304;0.451835;0.56;55;72;NA;19.0956;NA;19.0956;6;0.175686;8e-06;1;0.0892364;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;9.97;248;2;NA;NA;NA;155648;64;NA;NA;NA;629888;124039;2432;0.466605;0.59;46;71;NA;20.1565;NA;20.1565;6;0.176534;8e-06;1;0.0979858;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;10.67;256;2;NA;NA;NA;163840;64;NA;NA;NA;663040;130567;2560;0.47994;0.60;46;71;NA;21.2173;NA;21.2173;6;0.179609;8e-06;1;0.10766;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;11.25;264;2;NA;NA;NA;172032;64;NA;NA;NA;696192;137095;2688;0.501033;0.63;47;70;NA;22.2782;NA;22.2782;6;0.186958;8e-06;1;0.116587;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;9.58;244;2;NA;NA;NA;180224;64;NA;NA;NA;729344;143624;2816;0.520966;0.64;47;69;NA;23.3391;NA;23.3391;6;0.187136;8e-06;1;0.122567;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;10.23;252;2;NA;NA;NA;188416;64;NA;NA;NA;762496;150152;2944;0.529726;0.65;50;68;NA;24.3999;NA;24.3999;6;0.18407;8e-06;1;0.132365;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;10.97;259;2;NA;NA;NA;196608;64;NA;NA;NA;795648;156680;3072;0.547826;0.68;52;68;NA;25.4608;NA;25.4608;6;0.193033;8e-06;1;0.137842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;9.12;240;2;NA;NA;NA;204800;64;NA;NA;NA;828800;163209;3200;0.56492;0.68;52;66;NA;26.5217;NA;26.5217;6;0.189521;8e-06;1;0.14522;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;9.79;247;2;NA;NA;NA;212992;64;NA;NA;NA;861952;169737;3328;0.572815;0.69;53;68;NA;27.5825;NA;27.5825;8;0.188848;8e-06;1;0.143911;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;10.48;255;2;NA;NA;NA;221184;64;NA;NA;NA;895104;176265;3456;0.58397;0.72;54;68;NA;28.6434;NA;28.6434;8;0.194047;8e-06;1;0.144862;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;11.23;263;2;NA;NA;NA;229376;64;NA;NA;NA;928256;182793;3584;0.59835;0.73;54;80;NA;29.7043;NA;29.7043;8;0.279052;8e-06;1;0.0684287;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;9.51;243;2;NA;NA;NA;237568;64;NA;NA;NA;961408;189322;3712;0.615983;0.74;54;81;NA;30.7651;NA;30.7651;8;0.310208;8e-06;1;0.0485459;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
