program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
31;BINARY;semidishonest;yao;2;0.60;28;1;10;0.0187151;0.04;13;57;NA;0.082944;NA
31;BINARY;semidishonest;yao;2;2.64;77;1;128;0.0318272;0.07;15;77;NA;1.06093;NA
31;BINARY;semidishonest;yao;2;5.21;137;1;256;0.0535067;0.12;22;80;NA;2.12179;NA
31;BINARY;semidishonest;yao;2;7.83;191;2;384;0.0895394;0.18;27;75;NA;3.18266;NA
31;BINARY;semidishonest;yao;2;9.63;241;2;512;0.118454;0.22;30;71;NA;4.24352;NA
31;BINARY;semidishonest;yao;2;10.20;258;2;640;0.157077;0.27;32;69;NA;5.30438;NA
31;BINARY;semidishonest;yao;2;11.10;275;2;768;0.187576;0.30;42;66;NA;6.36525;NA
31;BINARY;semidishonest;yao;2;11.91;295;2;896;0.204273;0.33;43;68;NA;7.42611;NA
31;BINARY;semidishonest;yao;2;9.72;246;2;1024;0.227963;0.34;39;65;NA;8.48698;NA
31;BINARY;semidishonest;yao;2;10.34;254;2;1152;0.202392;0.32;41;73;NA;9.54784;NA
31;BINARY;semidishonest;yao;2;11.14;262;2;1280;0.27302;0.40;43;66;NA;10.6087;NA
31;BINARY;semidishonest;yao;2;9.30;242;2;1408;0.299421;0.42;39;64;NA;11.6696;NA
31;BINARY;semidishonest;yao;2;10.04;250;2;1536;0.318079;0.44;54;65;NA;12.7304;NA
31;BINARY;semidishonest;yao;2;10.85;257;2;1664;0.342102;0.45;56;65;NA;13.7913;NA
31;BINARY;semidishonest;yao;2;11.44;265;2;1792;0.347093;0.47;55;66;NA;14.8522;NA
31;BINARY;semidishonest;yao;2;9.70;245;2;1920;0.374647;0.49;52;80;NA;15.913;NA
31;BINARY;semidishonest;yao;2;10.24;253;2;2048;0.412185;0.53;55;76;NA;16.9739;NA
31;BINARY;semidishonest;yao;2;11.09;261;2;2176;0.427236;0.55;56;74;NA;18.0348;NA
31;BINARY;semidishonest;yao;2;9.22;240;2;2304;0.451835;0.56;55;72;NA;19.0956;NA
31;BINARY;semidishonest;yao;2;9.97;248;2;2432;0.466605;0.59;46;71;NA;20.1565;NA
31;BINARY;semidishonest;yao;2;10.67;256;2;2560;0.47994;0.60;46;71;NA;21.2173;NA
31;BINARY;semidishonest;yao;2;11.25;264;2;2688;0.501033;0.63;47;70;NA;22.2782;NA
31;BINARY;semidishonest;yao;2;9.58;244;2;2816;0.520966;0.64;47;69;NA;23.3391;NA
31;BINARY;semidishonest;yao;2;10.23;252;2;2944;0.529726;0.65;50;68;NA;24.3999;NA
31;BINARY;semidishonest;yao;2;10.97;259;2;3072;0.547826;0.68;52;68;NA;25.4608;NA
31;BINARY;semidishonest;yao;2;9.12;240;2;3200;0.56492;0.68;52;66;NA;26.5217;NA
31;BINARY;semidishonest;yao;2;9.79;247;2;3328;0.572815;0.69;53;68;NA;27.5825;NA
31;BINARY;semidishonest;yao;2;10.48;255;2;3456;0.58397;0.72;54;68;NA;28.6434;NA
31;BINARY;semidishonest;yao;2;11.23;263;2;3584;0.59835;0.73;54;80;NA;29.7043;NA
31;BINARY;semidishonest;yao;2;9.51;243;2;3712;0.615983;0.74;54;81;NA;30.7651;NA
31;BINARY;semidishonest;yao;2;10.02;251;2;3840;0.66067;0.79;54;78;NA;31.826;NA
31;BINARY;semidishonest;yao;2;10.81;259;2;3968;0.649075;0.77;57;81;NA;32.8868;NA
31;BINARY;semidishonest;yao;2;11.52;266;2;4096;0.70054;0.82;55;77;NA;33.9477;NA
31;BINARY;semidishonest;yaoO;2;0.60;28;1;10;0.00193555;0.04;10;59;NA;0;NA
31;BINARY;semidishonest;yaoO;2;2.64;77;1;128;0.0134251;0.08;13;67;NA;0;NA
31;BINARY;semidishonest;yaoO;2;5.21;137;1;256;0.0372277;0.11;17;74;NA;0;NA
31;BINARY;semidishonest;yaoO;2;7.83;191;2;384;0.0647772;0.17;22;74;NA;0;NA
31;BINARY;semidishonest;yaoO;2;9.63;241;2;512;0.0906792;0.20;24;70;NA;0;NA
31;BINARY;semidishonest;yaoO;2;10.20;258;2;640;0.13568;0.26;26;72;NA;0;NA
31;BINARY;semidishonest;yaoO;2;11.10;275;2;768;0.166652;0.30;29;70;NA;0;NA
31;BINARY;semidishonest;yaoO;2;11.91;295;2;896;0.197278;0.33;31;69;NA;0;NA
31;BINARY;semidishonest;yaoO;2;9.72;246;2;1024;0.212903;0.34;29;66;NA;0;NA
31;BINARY;semidishonest;yaoO;2;10.34;254;2;1152;0.237394;0.37;34;65;NA;0;NA
31;BINARY;semidishonest;yaoO;2;11.14;262;2;1280;0.258817;0.39;31;64;NA;0;NA
31;BINARY;semidishonest;yaoO;2;9.30;242;2;1408;0.282273;0.39;35;61;NA;0;NA
31;BINARY;semidishonest;yaoO;2;10.04;250;2;1536;0.307749;0.43;35;59;NA;0;NA
31;BINARY;semidishonest;yaoO;2;10.85;257;2;1664;0.325384;0.45;37;60;NA;0;NA
31;BINARY;semidishonest;yaoO;2;11.44;265;2;1792;0.341158;0.48;38;61;NA;0;NA
31;BINARY;semidishonest;yaoO;2;9.70;245;2;1920;0.357256;0.48;37;60;NA;0;NA
31;BINARY;semidishonest;yaoO;2;10.24;253;2;2048;0.379162;0.50;39;59;NA;0;NA
31;BINARY;semidishonest;yaoO;2;11.09;261;2;2176;0.392898;0.53;38;60;NA;0;NA
31;BINARY;semidishonest;yaoO;2;9.22;240;2;2304;0.418186;0.54;38;59;NA;0;NA
31;BINARY;semidishonest;yaoO;2;9.97;248;2;2432;0.435735;0.57;40;57;NA;0;NA
31;BINARY;semidishonest;yaoO;2;10.67;256;2;2560;0.458162;0.59;41;57;NA;0;NA
31;BINARY;semidishonest;yaoO;2;11.25;264;2;2688;0.482688;0.62;43;57;NA;0;NA
31;BINARY;semidishonest;yaoO;2;9.58;244;2;2816;0.507346;0.63;43;56;NA;0;NA
31;BINARY;semidishonest;yaoO;2;10.23;252;2;2944;0.52165;0.65;45;56;NA;0;NA
31;BINARY;semidishonest;yaoO;2;10.97;259;2;3072;0.544815;0.68;46;56;NA;0;NA
31;BINARY;semidishonest;yaoO;2;9.12;240;2;3200;0.573177;0.70;46;54;NA;0;NA
31;BINARY;semidishonest;yaoO;2;9.79;247;2;3328;0.582114;0.72;48;55;NA;0;NA
31;BINARY;semidishonest;yaoO;2;10.48;255;2;3456;0.598403;0.73;49;56;NA;0;NA
31;BINARY;semidishonest;yaoO;2;11.23;263;2;3584;0.610947;0.74;51;55;NA;0;NA
31;BINARY;semidishonest;yaoO;2;9.51;243;2;3712;0.634805;0.76;51;53;NA;0;NA
31;BINARY;semidishonest;yaoO;2;10.02;251;2;3840;0.65686;0.78;52;54;NA;0;NA
31;BINARY;semidishonest;yaoO;2;10.81;259;2;3968;0.67396;0.81;54;55;NA;0;NA
31;BINARY;semidishonest;yaoO;2;11.52;266;2;4096;0.68977;0.83;55;55;NA;0;NA
31;BINARY;semihonest;replicated-bin;3;0.60;28;1;10;0.0364934;0.09;11;51;NA;0.003286;NA
31;BINARY;semihonest;replicated-bin;3;2.64;77;1;128;0.431114;0.51;13;85;NA;0.0414;NA
31;BINARY;semihonest;replicated-bin;3;5.21;137;1;256;1.86866;1.97;13;59;NA;0.082744;NA
31;BINARY;semihonest;replicated-bin;3;7.83;191;2;384;1.17747;1.29;17;86;NA;0.124088;NA
31;BINARY;semihonest;replicated-bin;3;9.63;241;2;512;3.23674;3.37;18;65;NA;0.165432;NA
31;BINARY;semihonest;replicated-bin;3;10.20;258;2;640;4.35744;4.49;21;60;NA;0.206776;NA
31;BINARY;semihonest;replicated-bin;3;11.10;275;2;768;3.53341;3.68;22;77;NA;0.24812;NA
31;BINARY;semihonest;replicated-bin;3;11.91;295;2;896;3.55756;3.71;21;88;NA;0.289464;NA
31;BINARY;semihonest;replicated-bin;3;9.72;246;2;1024;7.27146;7.41;20;63;NA;0.33084;NA
31;BINARY;semihonest;replicated-bin;3;10.34;254;2;1152;9.14732;9.29;21;59;NA;0.372184;NA
31;BINARY;semihonest;replicated-bin;3;11.14;262;2;1280;8.55503;8.70;20;62;NA;0.413528;NA
31;BINARY;semihonest;replicated-bin;3;9.30;242;2;1408;9.71259;9.85;20;64;NA;0.454888;NA
31;BINARY;semihonest;replicated-bin;3;10.04;250;2;1536;11.0227;11.17;21;62;NA;0.496232;NA
31;BINARY;semihonest;replicated-bin;3;10.85;257;2;1664;7.10213;7.25;21;81;NA;0.537576;NA
31;BINARY;semihonest;replicated-bin;3;11.44;265;2;1792;13.0796;13.23;21;61;NA;0.57892;NA
31;BINARY;semihonest;replicated-bin;3;9.70;245;2;1920;6.41093;6.55;19;114;NA;0.62028;NA
31;BINARY;semihonest;replicated-bin;3;10.24;253;2;2048;13.1112;13.26;21;65;NA;0.661624;NA
31;BINARY;semihonest;replicated-bin;3;11.09;261;2;2176;10.6541;10.81;22;76;NA;0.702968;NA
31;BINARY;semihonest;replicated-bin;3;9.22;240;2;2304;12.9738;13.11;20;73;NA;0.744328;NA
31;BINARY;semihonest;replicated-bin;3;9.97;248;2;2432;10.1053;10.24;19;89;NA;0.785672;NA
31;BINARY;semihonest;replicated-bin;3;10.67;256;2;2560;19.0111;19.16;21;60;NA;0.827016;NA
31;BINARY;semihonest;replicated-bin;3;11.25;264;2;2688;17.1024;17.26;21;64;NA;0.86836;NA
31;BINARY;semihonest;replicated-bin;3;9.58;244;2;2816;19.168;19.30;20;64;NA;0.90972;NA
31;BINARY;semihonest;replicated-bin;3;10.23;252;2;2944;23.0939;23.24;21;59;NA;0.951064;NA
31;BINARY;semihonest;replicated-bin;3;10.97;259;2;3072;26.0282;26.17;23;56;NA;0.992408;NA
31;BINARY;semihonest;replicated-bin;3;9.12;240;2;3200;21.0957;21.23;22;63;NA;1.03377;NA
31;BINARY;semihonest;replicated-bin;3;9.79;247;2;3328;18.9448;19.09;22;71;NA;1.07511;NA
31;BINARY;semihonest;replicated-bin;3;10.48;255;2;3456;26.1454;26.29;23;60;NA;1.11646;NA
31;BINARY;semihonest;replicated-bin;3;11.23;263;2;3584;17.685;17.84;22;79;NA;1.1578;NA
31;BINARY;semihonest;replicated-bin;3;9.51;243;2;3712;27.4414;27.57;22;60;NA;1.19916;NA
31;BINARY;semihonest;replicated-bin;3;10.02;251;2;3840;16.6706;16.81;21;91;NA;1.2405;NA
31;BINARY;semihonest;replicated-bin;3;10.81;259;2;3968;22.7101;22.86;24;72;NA;1.28185;NA
31;BINARY;semihonest;replicated-bin;3;11.52;266;2;4096;29.4787;29.63;25;62;NA;1.32319;NA
