comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.46;215;1;0;1;256;0;1;0;1;0;0;40960;0;0;0.015089;NA;0.565800;0.443730;0.443730;0.59;638;119
0.02;3;1;0;1;256;0;1;0;1;0;0;40960;0;1;.002360;NA;.090093;.075357;.075357;.105000;638;646
0.02;3;1;0;1;256;0;1;0;1;0;0;40960;0;2;.000782;NA;.037977;.038586;.038585;.048333;638;1735
1.59;216;1;0;1;256;0;1;0;2;0;0;40960;0;0;0.024315;NA;0.434721;0.404386;0.404385;0.57;641;104
0.02;3;1;0;1;256;0;1;0;2;0;0;40960;0;1;.005284;NA;.069369;.070717;.070717;.100000;641;557
0.02;3;1;0;1;256;0;1;0;2;0;0;40960;0;2;.002122;NA;.032407;.033883;.033883;.045555;642;1663
1.66;215;1;0;1;256;0;1;0;3;0;0;40960;0;0;0.014576;NA;0.251166;0.413003;0.413002;0.57;402;66
0.02;3;1;0;1;256;0;1;0;3;0;0;40960;0;1;.002464;NA;.055858;.071298;.071298;.098333;640;479
0.02;3;1;0;1;256;0;1;0;3;0;0;40960;0;2;.000912;NA;.024505;.031177;.031177;.041111;640;1428
1.75;216;1;0;1;256;0;1;0;4;0;0;40960;0;0;0.013711;NA;0.214032;0.371837;0.371836;0.53;401;65
0.02;3;1;0;1;256;0;1;0;4;0;0;40960;0;1;.002451;NA;.045778;.062546;.062545;.091666;558;444
0.02;3;1;0;1;256;0;1;0;4;0;0;40960;0;2;.000919;NA;.019059;.026380;.026380;.036666;558;1344
1.88;216;1;0;1;256;0;1;0;5;0;0;40960;0;0;0.011013;NA;0.232100;0.384429;0.384428;0.54;482;61
0.02;3;1;0;1;256;0;1;0;5;0;0;40960;0;1;.002607;NA;.054418;.069121;.069120;.096666;560;478
0.01;3;1;0;1;256;0;1;0;5;0;0;40960;0;2;.000903;NA;.023625;.030239;.030239;.040000;560;1424
1.50;214;1;0;1;256;0;1;0;6;0;0;40960;0;0;0.008695;NA;0.192457;0.147574;0.147573;0.29;323;113
0.02;3;1;0;1;256;0;1;0;6;0;0;40960;0;1;.000870;NA;.020528;.024087;.024087;.048333;323;497
0.02;3;1;0;1;256;0;1;0;6;0;0;40960;0;2;.000277;NA;.008759;.011002;.011002;.020555;323;1398
1.39;217;1;0;1;512;0;1;0;1;0;0;40960;0;0;0.015010;NA;0.827879;0.589151;0.589150;0.86;1273;127
0.01;3;1;0;1;512;0;1;0;1;0;0;40960;0;1;.002099;NA;.146886;.116679;.116678;.161666;1273;688
0.02;3;1;0;1;512;0;1;0;1;0;0;40960;0;2;.000767;NA;.062507;.064421;.064421;.083333;1274;1698
1.38;217;1;0;1;512;0;1;0;2;0;0;40960;0;0;0.016050;NA;0.610578;0.595538;0.595537;0.90;1278;88
0.02;3;1;0;1;512;0;1;0;2;0;0;40960;0;1;.007158;NA;.111611;.116961;.116961;.173333;1278;539
0.02;3;1;0;1;512;0;1;0;2;0;0;40960;0;2;.002857;NA;.052939;.057653;.057653;.078333;1278;1613
1.36;215;1;0;1;512;0;1;0;3;0;0;40960;0;0;0.016307;NA;0.360781;0.713291;0.713290;0.99;801;64
0.02;3;1;0;1;512;0;1;0;3;0;0;40960;0;1;.002658;NA;.091021;.116114;.116113;.165000;1276;480
0.02;3;1;0;1;512;0;1;0;3;0;0;40960;0;2;.000914;NA;.039786;.052386;.052386;.073888;1276;1343
1.51;215;1;0;1;512;0;1;0;4;0;0;40960;0;0;0.014579;NA;0.422793;0.629488;0.629487;0.91;798;75
0.01;3;1;0;1;512;0;1;0;4;0;0;40960;0;1;.002592;NA;.074552;.100007;.100007;.150000;1113;460
0.02;3;1;0;1;512;0;1;0;4;0;0;40960;0;2;.000906;NA;.032894;.043968;.043968;.061666;1113;1411
1.49;216;1;0;1;512;0;1;0;5;0;0;40960;0;0;0.015658;NA;0.442731;0.665746;0.665745;0.95;961;74
0.01;3;1;0;1;512;0;1;0;5;0;0;40960;0;1;.002499;NA;.087170;.109191;.109191;.161666;1116;473
0.01;3;1;0;1;512;0;1;0;5;0;0;40960;0;2;.000919;NA;.040364;.049688;.049688;.067777;1116;1481
1.35;215;1;0;1;512;0;1;0;6;0;0;40960;0;0;0.007467;NA;0.320318;0.283639;0.283638;0.55;643;105
0.02;3;1;0;1;512;0;1;0;6;0;0;40960;0;1;.000661;NA;.033626;.043332;.043332;.088333;643;487
0.01;3;1;0;1;512;0;1;0;6;0;0;40960;0;2;.000256;NA;.013752;.018369;.018369;.036666;643;1411
1.49;216;1;0;2;256;0;1;0;1;0;0;40960;0;0;0.015001;NA;0.521884;0.444925;0.444924;0.61;638;216
0.02;3;1;0;2;256;0;1;0;1;0;0;40960;0;1;.001148;NA;.050834;.051328;.051328;.066666;638;1132
0.01;3;1;0;2;256;0;1;0;1;0;0;40960;0;2;.000482;NA;.027632;.031092;.031092;.039444;638;3082
1.49;215;1;0;2;256;0;1;0;2;0;0;40960;0;0;0.024281;NA;0.393035;0.369350;0.369349;0.51;640;197
0.02;3;1;0;2;256;0;1;0;2;0;0;40960;0;1;.003774;NA;.041601;.045459;.045459;.065000;640;1059
0.02;3;1;0;2;256;0;1;0;2;0;0;40960;0;2;.001135;NA;.024612;.027254;.027254;.036111;640;3079
1.35;216;1;0;2;256;0;1;0;3;0;0;40960;0;0;0.010892;NA;0.210130;0.410983;0.410982;0.55;401;109
0.02;3;1;0;2;256;0;1;0;3;0;0;40960;0;1;.001432;NA;.033406;.042569;.042569;.058333;639;969
0.02;3;1;0;2;256;0;1;0;3;0;0;40960;0;2;.000456;NA;.018300;.023653;.023653;.032777;639;2652
1.66;214;1;0;2;256;0;1;0;4;0;0;40960;0;0;0.009244;NA;0.203918;0.355231;0.355230;0.49;400;123
0.02;3;1;0;2;256;0;1;0;4;0;0;40960;0;1;.001396;NA;.025462;.036964;.036964;.055000;558;860
0.02;3;1;0;2;256;0;1;0;4;0;0;40960;0;2;.000400;NA;.013219;.019626;.019626;.027777;558;2429
1.35;215;1;0;2;256;0;1;0;5;0;0;40960;0;0;0.010519;NA;0.250649;0.379756;0.379755;0.51;481;136
0.02;3;1;0;2;256;0;1;0;5;0;0;40960;0;1;.001387;NA;.031112;.040546;.040546;.055833;559;941
0.02;3;1;0;2;256;0;1;0;5;0;0;40960;0;2;.000393;NA;.017542;.022719;.022719;.030833;559;2705
1.47;217;1;0;2;256;0;1;0;6;0;0;40960;0;0;0.008382;NA;0.170895;0.156650;0.156649;0.29;323;204
0.02;3;1;0;2;256;0;1;0;6;0;0;40960;0;1;.000407;NA;.011347;.014735;.014735;.030000;323;914
0.02;3;1;0;2;256;0;1;0;6;0;0;40960;0;2;.000115;NA;.006368;.008262;.008262;.015555;326;2734
1.37;216;1;0;2;512;0;1;0;1;0;0;40960;0;0;0.010131;NA;0.718096;0.515757;0.515756;0.79;1273;230
0.02;3;1;0;2;512;0;1;0;1;0;0;40960;0;1;.001165;NA;.084979;.086219;.086219;.112500;1273;1168
0.02;3;1;0;2;512;0;1;0;1;0;0;40960;0;2;.000454;NA;.045629;.052262;.052262;.068333;1273;2968
1.51;217;1;0;2;512;0;1;0;2;0;0;40960;0;0;0.016336;NA;0.668536;0.652667;0.652666;0.94;1278;191
0.02;3;1;0;2;512;0;1;0;2;0;0;40960;0;1;.003836;NA;.065114;.076959;.076959;.107500;1278;1009
0.02;3;1;0;2;512;0;1;0;2;0;0;40960;0;2;.001673;NA;.039406;.045880;.045880;.062777;1278;2934
1.35;216;1;0;2;512;0;1;0;3;0;0;40960;0;0;0.010023;NA;0.340280;0.696490;0.696489;0.89;800;117
0.02;3;1;0;2;512;0;1;0;3;0;0;40960;0;1;.001336;NA;.052124;.069683;.069682;.097500;1275;916
0.02;3;1;0;2;512;0;1;0;3;0;0;40960;0;2;.000407;NA;.028280;.039637;.039637;.054444;1275;2557
1.35;216;1;0;2;512;0;1;0;4;0;0;40960;0;0;0.009908;NA;0.329381;0.578356;0.578355;0.83;798;124
0.02;3;1;0;2;512;0;1;0;4;0;0;40960;0;1;.001220;NA;.042313;.059798;.059798;.089166;1113;904
0.02;3;1;0;2;512;0;1;0;4;0;0;40960;0;2;.000391;NA;.021367;.033273;.033273;.048055;1113;2380
1.35;217;1;0;2;512;0;1;0;5;0;0;40960;0;0;0.014374;NA;0.449876;0.646363;0.646362;0.92;960;153
0.02;3;1;0;2;512;0;1;0;5;0;0;40960;0;1;.001249;NA;.051110;.066378;.066378;.093333;1115;949
0.02;3;1;0;2;512;0;1;0;5;0;0;40960;0;2;.000370;NA;.028822;.039101;.039101;.053888;1115;2626
1.34;216;1;0;2;512;0;1;0;6;0;0;40960;0;0;0.004602;NA;0.276319;0.243242;0.243240;0.48;643;184
0.02;3;1;0;2;512;0;1;0;6;0;0;40960;0;1;.000353;NA;.018375;.025392;.025392;.050000;643;985
0.02;3;1;0;2;512;0;1;0;6;0;0;40960;0;2;.000108;NA;.009350;.012913;.012913;.026944;643;2689
1.37;215;1;0;4;256;0;1;0;1;0;0;40960;0;0;0.010049;NA;0.484934;0.368601;0.368600;0.53;638;446
0.02;3;1;0;4;256;0;1;0;1;0;0;40960;0;1;.000598;NA;.031062;.040424;.040424;.049166;638;1833
0.02;3;1;0;4;256;0;1;0;1;0;0;40960;0;2;.000251;NA;.018082;.028834;.028834;.035972;638;4355
1.36;216;1;0;4;256;0;1;0;2;0;0;40960;0;0;0.016485;NA;0.410872;0.484440;0.484439;0.61;640;344
0.02;3;1;0;4;256;0;1;0;2;0;0;40960;0;1;.001576;NA;.025461;.031095;.031095;.043333;640;1785
