nodes                                                  program              c.domain  adv.model      protocol          partysize  input_size  runtime(s)  maxPhyRAM(MiB)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    semihonest     ccd               5          20          9.83211     NA              NA            1.7216          NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    semihonest     ccd               5          25          10.5998     NA              NA            2.69            NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    semihonest     ccd               5          30          15.1278     NA              NA            3.8736          NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    malhonest      malicious-ccd     5          5           0.656684    NA              NA            6.47112         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    malhonest      malicious-ccd     5          10          2.69552     NA              NA            22.684          NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    malhonest      malicious-ccd     5          15          6.17501     NA              NA            51.8391         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    malhonest      malicious-ccd     5          20          11.1667     NA              NA            90.736          NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    malhonest      malicious-ccd     5          25          16.9337     NA              NA            140.975         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    malhonest      malicious-ccd     5          30          28.6825     NA              NA            202.556         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    maldishonest   tinier            5          5           3.5924      NA              NA            156.455         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    maldishonest   tinier            5          10          11.4862     NA              NA            468.14          NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    maldishonest   tinier            5          15          23.8097     NA              NA            988.265         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    maldishonest   tinier            5          20          44.2382     NA              NA            1716.18         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    maldishonest   tinier            5          25          66.263      NA              NA            2703.73         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    maldishonest   tinier            5          30          90.445      NA              NA            3847.87         NA
