program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;freqs(GHz);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
31;BINARY;semidishonest;yao;2;11.79;266;2;NA;NA;NA;262144;64;NA;NA;NA;1060864;208906;2.5;4096;0.587127;0.71;55;83;NA;33.9477;NA;33.9477;8;0.285139;8e-06;1;0.064387;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.3;4096;0.588981;0.71;55;83;NA;33.9477;NA;33.9477;8;0.285736;8e-06;1;0.0656806;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;4096;0.593013;0.71;54;84;NA;33.9477;NA;33.9477;8;0.283769;8e-06;1;0.0647559;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4096;0.597567;0.72;56;85;NA;33.9477;NA;33.9477;8;0.281546;8e-06;1;0.0634842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.9;4096;0.61338;0.75;59;84;NA;33.9477;NA;33.9477;8;0.277151;8e-06;1;0.063494;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8;4096;0.614705;0.75;55;85;NA;33.9477;NA;33.9477;8;0.278569;8e-06;1;0.0643575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7;4096;0.628413;0.78;55;86;NA;33.9477;NA;33.9477;8;0.272952;8e-06;1;0.0632209;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6;4096;0.653115;0.81;53;84;NA;33.9477;NA;33.9477;8;0.273769;8e-06;1;0.0637783;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4;4096;0.670941;0.85;57;86;NA;33.9477;NA;33.9477;8;0.266903;8e-06;1;0.063574;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;4096;0.718974;0.93;56;88;NA;33.9477;NA;33.9477;8;0.262362;8e-06;1;0.0626707;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yaoO;2;11.79;266;2;NA;NA;NA;262144;64;NA;NA;NA;1060864;208906;2.5;4096;0.622117;0.75;56;53;NA;0;NA;NA;NA;NA;33.9477;6;0.763138;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yaoO;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.3;4096;0.623583;0.75;56;50;NA;0;NA;NA;NA;NA;33.9477;6;0.761694;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yaoO;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;4096;0.633285;0.77;55;52;NA;0;NA;NA;NA;NA;33.9477;6;0.766771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yaoO;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4096;0.650292;0.79;58;52;NA;0;NA;NA;NA;NA;33.9477;6;0.778931;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yaoO;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.9;4096;0.65491;0.80;56;50;NA;0;NA;NA;NA;NA;33.9477;6;0.77798;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yaoO;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8;4096;0.690223;0.84;53;49;NA;0;NA;NA;NA;NA;33.9477;6;0.794461;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
