program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;freqs(GHz);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
31;BINARY;semidishonest;yaoO;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7;4096;0.686805;0.85;56;48;NA;0;NA;NA;NA;NA;33.9477;6;0.798206;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yaoO;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6;4096;0.700805;0.88;55;46;NA;0;NA;NA;NA;NA;33.9477;6;0.800447;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yaoO;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4;4096;0.730389;0.93;56;41;NA;0;NA;NA;NA;NA;33.9477;6;0.816277;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yaoO;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;4096;0.790399;1.02;55;39;NA;0;NA;NA;NA;NA;33.9477;6;0.847503;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;replicated-bin;3;11.79;266;2;NA;NA;NA;262144;64;NA;NA;NA;1060864;208906;2.5;4096;10.1032;10.23;23;56;NA;1.32319;NA;0.23416;19;10.0633;0.000176;11;10.1105;NA;NA;NA;NA;NA;NA;1.08903;106498;9.87465;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.3;4096;9.57118;9.70;22;61;NA;1.32319;NA;0.23416;19;9.52996;0.000176;11;9.57826;NA;NA;NA;NA;NA;NA;1.08903;106498;9.34028;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;4096;13.8113;13.94;25;59;NA;1.32319;NA;0.23416;19;13.7679;0.000176;11;13.8189;NA;NA;NA;NA;NA;NA;1.08903;106498;13.4914;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4096;12.222;12.36;24;63;NA;1.32319;NA;0.23416;19;12.1796;0.000176;11;12.2289;NA;NA;NA;NA;NA;NA;1.08903;106498;11.9108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.9;4096;10.3419;10.49;24;71;NA;1.32319;NA;0.23416;19;10.2939;0.000176;11;10.3498;NA;NA;NA;NA;NA;NA;1.08903;106498;10.0617;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8;4096;12.0811;12.23;22;66;NA;1.32319;NA;0.23416;19;12.0343;0.000176;11;12.0881;NA;NA;NA;NA;NA;NA;1.08903;106498;11.7799;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7;4096;13.0953;13.26;24;68;NA;1.32319;NA;0.23416;19;13.0457;0.000176;11;13.1024;NA;NA;NA;NA;NA;NA;1.08903;106498;12.7736;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6;4096;10.2133;10.38;24;82;NA;1.32319;NA;0.23416;19;10.1575;0.000176;11;10.2229;NA;NA;NA;NA;NA;NA;1.08903;106498;9.93319;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4;4096;12.485;12.69;24;75;NA;1.32319;NA;0.23416;19;12.4253;0.000176;11;12.4937;NA;NA;NA;NA;NA;NA;1.08903;106498;12.1266;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;4096;11.6521;11.88;25;83;NA;1.32319;NA;0.23416;19;11.5818;0.000176;11;11.6619;NA;NA;NA;NA;NA;NA;1.08903;106498;11.2394;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
