comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.53;217;1;0;1;512;0;1;0;1;0;0;25000;81920;0;0;0.029947;NA;1.396769;0.995418;0.995417;1.55;2543;124
0.02;3;1;0;1;512;0;1;0;1;0;0;25000;81920;0;1;.004180;NA;.282086;.229105;.229105;.318333;2544;677
1.40;217;1;0;1;512;0;1;0;1;0;0;24500;81920;0;0;0.030059;NA;1.428425;1.004204;1.004203;1.54;2543;126
0.02;3;1;0;1;512;0;1;0;1;0;0;24500;81920;0;1;.003955;NA;.274527;.217701;.217701;.310000;2543;676
1.50;218;1;0;1;512;0;1;0;1;0;0;24000;81920;0;0;0.030015;NA;1.418810;1.001869;1.001868;1.55;2543;126
0.02;3;1;0;1;512;0;1;0;1;0;0;24000;81920;0;1;.004219;NA;.283950;.228272;.228272;.320000;2543;678
1.39;216;1;0;1;512;0;1;0;1;0;0;23500;81920;0;0;0.030321;NA;1.417534;1.034307;1.034306;1.57;2543;124
0.02;3;1;0;1;512;0;1;0;1;0;0;23500;81920;0;1;.004466;NA;.287364;.224056;.224056;.316666;2543;697
1.38;216;1;0;1;512;0;1;0;1;0;0;23000;81920;0;0;0.020145;NA;1.261048;0.866467;0.866466;1.36;2543;125
0.02;3;1;0;1;512;0;1;0;1;0;0;23000;81920;0;1;.004481;NA;.281474;.226549;.226549;.318333;2544;679
1.78;218;1;0;1;512;0;1;0;1;0;0;22500;81920;0;0;0.020294;NA;1.282010;0.868470;0.868469;1.35;2543;129
0.02;3;1;0;1;512;0;1;0;1;0;0;22500;81920;0;1;.004178;NA;.279881;.220954;.220954;.313333;2543;683
1.62;217;1;0;1;512;0;1;0;1;0;0;22000;81920;0;0;0.030305;NA;1.492633;0.988920;0.988919;1.54;2543;132
0.02;3;1;0;1;512;0;1;0;1;0;0;22000;81920;0;1;.004210;NA;.277276;.219434;.219434;.311666;2544;680
1.48;217;1;0;1;512;0;1;0;1;0;0;21500;81920;0;0;0.030288;NA;1.393757;1.022560;1.022559;1.57;2543;122
0.02;3;1;0;1;512;0;1;0;1;0;0;21500;81920;0;1;.003936;NA;.279162;.220226;.220226;.313333;2543;680
1.38;216;1;0;1;512;0;1;0;1;0;0;21000;81920;0;0;0.030177;NA;1.460437;1.036199;1.036198;1.57;2543;126
0.02;3;1;0;1;512;0;1;0;1;0;0;21000;81920;0;1;.003450;NA;.281273;.230540;.230540;.321666;2543;659
1.65;217;1;0;1;512;0;1;0;1;0;0;20500;81920;0;0;0.020277;NA;1.309801;1.017905;1.017904;1.55;2543;116
0.02;3;1;0;1;512;0;1;0;1;0;0;20500;81920;0;1;.004229;NA;.282531;.240722;.240721;.330000;2547;651
1.39;217;1;0;1;512;0;1;0;1;0;0;20000;81920;0;0;0.030218;NA;1.328534;0.989849;0.989848;1.53;2543;122
0.02;3;1;0;1;512;0;1;0;1;0;0;20000;81920;0;1;.004228;NA;.278011;.226291;.226290;.320000;2544;666
1.49;216;1;0;1;512;0;1;0;1;0;0;19500;81920;0;0;0.030333;NA;1.402081;1.031049;1.031048;1.57;2543;123
0.02;3;1;0;1;512;0;1;0;1;0;0;19500;81920;0;1;.004443;NA;.285236;.239688;.239688;.335000;2544;652
1.40;216;1;0;1;512;0;1;0;1;0;0;19000;81920;0;0;0.030201;NA;1.418290;1.067391;1.067391;1.61;2543;121
0.02;3;1;0;1;512;0;1;0;1;0;0;19000;81920;0;1;.003948;NA;.272317;.234699;.234699;.333333;2543;624
1.79;217;1;0;1;512;0;1;0;1;0;0;18500;81920;0;0;0.020120;NA;1.371997;1.117898;1.117897;1.66;2543;105
0.02;3;1;0;1;512;0;1;0;1;0;0;18500;81920;0;1;.004447;NA;.288238;.248337;.248337;.340000;2544;648
1.50;218;1;0;1;512;0;1;0;1;0;0;18000;81920;0;0;0.020358;NA;1.339538;1.027212;1.027211;1.57;2543;108
0.02;3;1;0;1;512;0;1;0;1;0;0;18000;81920;0;1;.004465;NA;.275391;.239901;.239901;.343333;2543;616
1.50;216;1;0;1;512;0;1;0;1;0;0;17500;81920;0;0;0.030267;NA;1.348128;0.940735;0.940734;1.48;2543;127
0.01;3;1;0;1;512;0;1;0;1;0;0;17500;81920;0;1;.004048;NA;.279459;.243931;.243930;.343333;2543;621
1.39;217;1;0;1;512;0;1;0;1;0;0;17000;81920;0;0;0.020278;NA;1.267688;1.084142;1.084142;1.62;2543;108
0.02;3;1;0;1;512;0;1;0;1;0;0;17000;81920;0;1;.003970;NA;.272567;.239477;.239477;.338333;2543;612
1.60;216;1;0;1;512;0;1;0;1;0;0;16500;81920;0;0;0.020342;NA;1.274211;1.019956;1.019955;1.55;2543;105
0.02;3;1;0;1;512;0;1;0;1;0;0;16500;81920;0;1;.003742;NA;.272225;.245378;.245378;.348333;2543;593
1.63;216;1;0;1;512;0;1;0;1;0;0;16000;81920;0;0;0.020360;NA;1.283713;0.865258;0.865257;1.33;2543;131
0.02;3;1;0;1;512;0;1;0;1;0;0;16000;81920;0;1;.004208;NA;.278140;.250816;.250816;.350000;2543;607
1.39;217;1;0;1;512;0;1;0;1;0;0;15500;81920;0;0;0.030088;NA;1.310776;0.936442;0.936441;1.48;2543;125
0.02;3;1;0;1;512;0;1;0;1;0;0;15500;81920;0;1;.003943;NA;.276687;.251602;.251602;.366666;2543;572
1.49;216;1;0;1;512;0;1;0;1;0;0;15000;81920;0;0;0.030265;NA;1.441885;1.028799;1.028798;1.58;2543;125
0.02;3;1;0;1;512;0;1;0;1;0;0;15000;81920;0;1;.003897;NA;.269499;.243288;.243288;.350000;2544;582
1.74;217;1;0;1;512;0;1;0;1;0;0;14500;81920;0;0;0.030333;NA;1.277057;1.020393;1.020392;1.56;2543;116
0.02;3;1;0;1;512;0;1;0;1;0;0;14500;81920;0;1;.004195;NA;.281835;.274032;.274032;.366666;2543;582
1.51;217;1;0;1;512;0;1;0;1;0;0;14000;81920;0;0;0.030139;NA;1.371784;0.984575;0.984574;1.53;2543;123
0.01;3;1;0;1;512;0;1;0;1;0;0;14000;81920;0;1;.004239;NA;.270861;.260951;.260951;.356666;2544;582
1.52;218;1;0;1;512;0;1;0;1;0;0;13500;81920;0;0;0.030234;NA;1.310259;0.917850;0.917849;1.45;2543;126
0.01;3;1;0;1;512;0;1;0;1;0;0;13500;81920;0;1;.003943;NA;.273212;.255871;.255871;.366666;2543;566
1.39;216;1;0;1;512;0;1;0;1;0;0;13000;81920;0;0;0.020223;NA;1.283872;0.975670;0.975669;1.49;2543;119
0.02;3;1;0;1;512;0;1;0;1;0;0;13000;81920;0;1;.003603;NA;.279166;.278745;.278745;.385000;2547;553
1.49;216;1;0;1;512;0;1;0;1;0;0;12500;81920;0;0;0.020225;NA;1.319583;1.073427;1.073427;1.61;2543;103
0.02;3;1;0;1;512;0;1;0;1;0;0;12500;81920;0;1;.003946;NA;.272998;.288130;.288129;.400000;2543;533
1.36;216;1;0;1;512;0;1;0;1;0;0;12000;81920;0;0;0.030184;NA;1.374403;1.063913;1.063912;1.60;2543;119
0.02;3;1;0;1;512;0;1;0;1;0;0;12000;81920;0;1;.004453;NA;.276696;.296207;.296207;.398333;2543;535
1.48;218;1;0;1;512;0;1;0;1;0;0;11500;81920;0;0;0.030442;NA;1.358946;1.000285;1.000284;1.56;2543;120
0.01;3;1;0;1;512;0;1;0;1;0;0;11500;81920;0;1;.004749;NA;.283569;.319771;.319770;.420000;2544;519
1.61;216;1;0;1;512;0;1;0;1;0;0;11000;81920;0;0;0.020236;NA;1.265339;1.088744;1.088743;1.60;2543;109
0.01;3;1;0;1;512;0;1;0;1;0;0;11000;81920;0;1;.004449;NA;.269229;.292317;.292317;.408333;2543;510
1.72;218;1;0;1;512;0;1;0;1;0;0;10500;81920;0;0;0.030085;NA;1.355714;1.051574;1.051573;1.60;2544;118
0.02;3;1;0;1;512;0;1;0;1;0;0;10500;81920;0;1;.004022;NA;.272822;.316876;.316876;.418333;2543;503
1.57;218;1;0;1;512;0;1;0;1;0;0;10000;81920;0;0;0.030099;NA;1.432916;1.049193;1.049192;1.60;2543;122
0.02;3;1;0;1;512;0;1;0;1;0;0;10000;81920;0;1;.004195;NA;.271809;.316870;.316870;.426666;2543;488
1.50;216;1;0;1;512;0;1;0;1;0;0;9500;81920;0;0;0.030141;NA;1.349603;1.073328;1.073327;1.62;2543;116
0.02;3;1;0;1;512;0;1;0;1;0;0;9500;81920;0;1;.004206;NA;.275821;.337034;.337034;.443333;2543;477
1.39;217;1;0;1;512;0;1;0;1;0;0;9000;81920;0;0;0.030155;NA;1.412313;1.119956;1.119955;1.67;2543;116
0.02;3;1;0;1;512;0;1;0;1;0;0;9000;81920;0;1;.004206;NA;.273944;.360843;.360843;.473333;2543;445
1.51;217;1;0;1;512;0;1;0;1;0;0;8500;81920;0;0;0.030219;NA;1.412103;1.114576;1.114576;1.65;2543;117
0.02;3;1;0;1;512;0;1;0;1;0;0;8500;81920;0;1;.004217;NA;.277733;.378536;.378536;.490000;2543;433
1.40;217;1;0;1;512;0;1;0;1;0;0;8000;81920;0;0;0.029921;NA;1.416531;1.169975;1.169974;1.72;2543;113
0.02;3;1;0;1;512;0;1;0;1;0;0;8000;81920;0;1;.004506;NA;.271580;.379137;.379137;.496666;2543;425
1.50;215;1;0;1;512;0;1;0;2;0;0;25000;81920;0;0;0.032494;NA;1.097417;1.046223;1.046222;1.63;2553;93
0.02;3;1;0;1;512;0;1;0;2;0;0;25000;81920;0;1;.014061;NA;.214249;.224052;.224052;.325000;2557;553
1.52;219;1;0;1;512;0;1;0;2;0;0;24500;81920;0;0;0.032109;NA;1.146518;1.080187;1.080186;1.72;2553;93
0.02;3;1;0;1;512;0;1;0;2;0;0;24500;81920;0;1;.012634;NA;.205412;.220373;.220373;.323333;2553;534
1.76;216;1;0;1;512;0;1;0;2;0;0;24000;81920;0;0;0.032486;NA;1.137011;1.122955;1.122954;1.68;2553;95
0.02;3;1;0;1;512;0;1;0;2;0;0;24000;81920;0;1;.013711;NA;.209019;.223652;.223652;.325000;2553;538
1.66;216;1;0;1;512;0;1;0;2;0;0;23500;81920;0;0;0.049048;NA;1.256936;1.212196;1.212195;1.83;2553;98
0.02;3;1;0;1;512;0;1;0;2;0;0;23500;81920;0;1;.014030;NA;.211172;.221346;.221345;.323333;2553;549
1.38;216;1;0;1;512;0;1;0;2;0;0;23000;81920;0;0;0.047572;NA;1.248497;1.233441;1.233440;1.87;2553;95
0.02;3;1;0;1;512;0;1;0;2;0;0;23000;81920;0;1;.014586;NA;.214710;.223166;.223165;.326666;2553;554
1.50;217;1;0;1;512;0;1;0;2;0;0;22500;81920;0;0;0.041012;NA;1.115620;1.087983;1.087982;1.71;2553;96
0.01;3;1;0;1;512;0;1;0;2;0;0;22500;81920;0;1;.012942;NA;.210262;.223383;.223382;.328333;2553;532
1.50;217;1;0;1;512;0;1;0;2;0;0;22000;81920;0;0;0.048609;NA;1.330892;1.250670;1.250669;1.81;2553;102
0.02;3;1;0;1;512;0;1;0;2;0;0;22000;81920;0;1;.014152;NA;.208972;.224963;.224963;.335000;2553;525
1.61;217;1;0;1;512;0;1;0;2;0;0;21500;81920;0;0;0.032391;NA;1.145712;1.118310;1.118309;1.69;2553;99
0.02;3;1;0;1;512;0;1;0;2;0;0;21500;81920;0;1;.013685;NA;.212372;.224461;.224461;.326666;2553;542
1.64;217;1;0;1;512;0;1;0;2;0;0;21000;81920;0;0;0.047428;NA;1.228660;1.173449;1.173448;1.81;2553;98
0.02;3;1;0;1;512;0;1;0;2;0;0;21000;81920;0;1;.013818;NA;.210699;.223159;.223159;.331666;2553;531
1.38;217;1;0;1;512;0;1;0;2;0;0;20500;81920;0;0;0.048085;NA;1.212961;1.177531;1.177530;1.80;2553;98
0.02;3;1;0;1;512;0;1;0;2;0;0;20500;81920;0;1;.015539;NA;.214522;.226977;.226977;.335000;2553;559
1.38;216;1;0;1;512;0;1;0;2;0;0;20000;81920;0;0;0.048706;NA;1.221110;1.159749;1.159748;1.78;2553;99
0.01;3;1;0;1;512;0;1;0;2;0;0;20000;81920;0;1;.013190;NA;.206643;.227153;.227153;.333333;2553;513
1.48;216;1;0;1;512;0;1;0;2;0;0;19500;81920;0;0;0.032041;NA;1.118897;1.058477;1.058476;1.70;2553;95
0.02;3;1;0;1;512;0;1;0;2;0;0;19500;81920;0;1;.014944;NA;.211524;.223476;.223476;.331666;2553;545
1.37;217;1;0;1;512;0;1;0;2;0;0;19000;81920;0;0;0.031905;NA;1.143581;1.142185;1.142185;1.76;2553;93
0.01;3;1;0;1;512;0;1;0;2;0;0;19000;81920;0;1;.012676;NA;.211120;.229226;.229226;.330000;2553;532
