nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;cpus;freqs(GHz);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;1040;630;74;8;3;10;0.0472058;22;~88;1.14112;3.26306
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;20800;12600;1404;8;3;200;0.186706;22;~1437;3.13378;9.39497
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;41600;25200;2804;8;3;400;0.329588;23;~2856;5.14709;15.5885
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;62400;37800;4204;8;3;600;0.474937;23;~4275;7.32039;21.782
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;83200;50400;5604;8;3;800;0.636821;23;~5699;9.81386;29.416
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;104000;63000;7004;8;3;1000;0.777452;23;~7118;11.8272;35.6095
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;124800;75600;8404;8;3;1200;0.917386;25;~8537;14.0005;41.803
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;145600;88200;9804;8;3;1400;1.06668;23;~9956;16.0138;47.9965
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;166400;100800;11204;8;3;1600;1.22045;23;~11380;18.5072;55.6306
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;187200;113400;12604;8;3;1800;1.47917;22;~12799;20.6806;61.8241
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;208000;126000;14004;8;3;2000;1.51794;23;~14218;22.6939;68.0176
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;228800;138600;15404;8;3;2200;1.66354;25;~15637;24.7072;74.2111
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;249600;151200;16804;8;3;2400;1.82445;23;~17061;27.3606;81.8451
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;1040;630;74;8;2.2;10;0.0507412;22;~88;1.14112;3.26306
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;20800;12600;1404;8;2.2;200;0.204108;23;~1437;3.13378;9.39497
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;41600;25200;2804;8;2.2;400;0.36305;23;~2856;5.14709;15.5885
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;62400;37800;4204;8;2.2;600;0.520079;23;~4275;7.32039;21.782
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;83200;50400;5604;8;2.2;800;0.69549;23;~5699;9.81386;29.416
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;104000;63000;7004;8;2.2;1000;0.852018;21;~7118;11.8272;35.6095
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;124800;75600;8404;8;2.2;1200;1.01921;24;~8537;14.0005;41.803
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;145600;88200;9804;8;2.2;1400;1.32006;23;~9956;16.0138;47.9965
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;166400;100800;11204;8;2.2;1600;1.34672;23;~11380;18.5072;55.6306
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;187200;113400;12604;8;2.2;1800;1.50604;22;~12799;20.6806;61.8241
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;208000;126000;14004;8;2.2;2000;1.67317;23;~14218;22.6939;68.0176
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;228800;138600;15404;8;2.2;2200;1.82396;23;~15637;24.7072;74.2111
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;249600;151200;16804;8;2.2;2400;2.00624;26;~17061;27.3606;81.8451
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;1040;630;74;8;2;10;0.0583272;22;~88;1.14112;3.26306
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;20800;12600;1404;8;2;200;0.228242;24;~1437;3.13378;9.39497
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;41600;25200;2804;8;2;400;0.401498;23;~2856;5.14709;15.5885
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;62400;37800;4204;8;2;600;0.581775;23;~4275;7.32039;21.782
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;83200;50400;5604;8;2;800;0.78013;22;~5699;9.81386;29.416
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;104000;63000;7004;8;2;1000;0.949765;23;~7118;11.8272;35.6095
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;124800;75600;8404;8;2;1200;1.13421;23;~8537;14.0005;41.803
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;145600;88200;9804;8;2;1400;1.31603;23;~9956;16.0138;47.9965
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;166400;100800;11204;8;2;1600;1.49431;22;~11380;18.5072;55.6306
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;187200;113400;12604;8;2;1800;1.67259;23;~12799;20.6806;61.8241
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;208000;126000;14004;8;2;2000;1.85951;23;~14218;22.6939;68.0176
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;228800;138600;15404;8;2;2200;2.04453;24;~15637;24.7072;74.2111
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;249600;151200;16804;8;2;2400;2.2456;23;~17061;27.3606;81.8451
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;1040;630;74;8;1.8;10;0.0619629;20;~88;1.14112;3.26306
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;20800;12600;1404;8;1.8;200;0.252558;23;~1437;3.13378;9.39497
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;41600;25200;2804;8;1.8;400;0.446404;25;~2856;5.14709;15.5885
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;62400;37800;4204;8;1.8;600;0.640154;25;~4275;7.32039;21.782
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;83200;50400;5604;8;1.8;800;0.856649;23;~5699;9.81386;29.416
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;104000;63000;7004;8;1.8;1000;1.05601;23;~7118;11.8272;35.6095
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;124800;75600;8404;8;1.8;1200;1.25223;23;~8537;14.0005;41.803
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;145600;88200;9804;8;1.8;1400;1.45369;23;~9956;16.0138;47.9965
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;166400;100800;11204;8;1.8;1600;1.65655;25;~11380;18.5072;55.6306
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;187200;113400;12604;8;1.8;1800;1.85533;23;~12799;20.6806;61.8241
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;208000;126000;14004;8;1.8;2000;2.05932;23;~14218;22.6939;68.0176
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;228800;138600;15404;8;1.8;2200;2.23751;23;~15637;24.7072;74.2111
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;249600;151200;16804;8;1.8;2400;2.45087;24;~17061;27.3606;81.8451
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;1040;630;74;8;1.6;10;0.0691706;22;~88;1.14112;3.26306
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;20800;12600;1404;8;1.6;200;0.284034;23;~1437;3.13378;9.39497
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;41600;25200;2804;8;1.6;400;0.507829;23;~2856;5.14709;15.5885
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;62400;37800;4204;8;1.6;600;0.721454;23;~4275;7.32039;21.782
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;83200;50400;5604;8;1.6;800;0.965362;23;~5699;9.81386;29.416
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;104000;63000;7004;8;1.6;1000;1.17865;25;~7118;11.8272;35.6095
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;124800;75600;8404;8;1.6;1200;1.40696;25;~8537;14.0005;41.803
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;145600;88200;9804;8;1.6;1400;1.62069;23;~9956;16.0138;47.9965
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;166400;100800;11204;8;1.6;1600;1.8842;22;~11380;18.5072;55.6306
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;187200;113400;12604;8;1.6;1800;2.12236;23;~12799;20.6806;61.8241
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;208000;126000;14004;8;1.6;2000;2.3064;23;~14218;22.6939;68.0176
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;228800;138600;15404;8;1.6;2200;2.52925;23;~15637;24.7072;74.2111
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;249600;151200;16804;8;1.6;2400;2.77802;23;~17061;27.3606;81.8451
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;1040;630;74;4;3;10;0.0453193;22;~88;1.14112;3.26306
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;20800;12600;1404;4;3;200;0.187833;23;~1437;3.13378;9.39497
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;41600;25200;2804;4;3;400;0.330947;23;~2856;5.14709;15.5885
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;62400;37800;4204;4;3;600;0.480357;25;~4275;7.32039;21.782
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;83200;50400;5604;4;3;800;0.637252;23;~5699;9.81386;29.416
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;104000;63000;7004;4;3;1000;0.788154;23;~7118;11.8272;35.6095
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;124800;75600;8404;4;3;1200;0.926507;23;~8537;14.0005;41.803
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;145600;88200;9804;4;3;1400;1.07294;23;~9956;16.0138;47.9965
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;166400;100800;11204;4;3;1600;1.23365;23;~11380;18.5072;55.6306
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;187200;113400;12604;4;3;1800;1.37788;21;~12799;20.6806;61.8241
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;208000;126000;14004;4;3;2000;1.52731;21;~14218;22.6939;68.0176
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;228800;138600;15404;4;3;2200;1.66526;25;~15637;24.7072;74.2111
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;249600;151200;16804;4;3;2400;1.82609;23;~17061;27.3606;81.8451
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;1040;630;74;4;2.2;10;0.0503051;22;~88;1.14112;3.26306
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;20800;12600;1404;4;2.2;200;0.20582;25;~1437;3.13378;9.39497
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;41600;25200;2804;4;2.2;400;0.364331;23;~2856;5.14709;15.5885
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;62400;37800;4204;4;2.2;600;0.523668;23;~4275;7.32039;21.782
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;83200;50400;5604;4;2.2;800;0.700552;23;~5699;9.81386;29.416
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;104000;63000;7004;4;2.2;1000;0.855513;23;~7118;11.8272;35.6095
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;124800;75600;8404;4;2.2;1200;1.0266;23;~8537;14.0005;41.803
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;145600;88200;9804;4;2.2;1400;1.18683;25;~9956;16.0138;47.9965
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;166400;100800;11204;4;2.2;1600;1.35389;22;~11380;18.5072;55.6306
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;187200;113400;12604;4;2.2;1800;1.51137;22;~12799;20.6806;61.8241
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;208000;126000;14004;4;2.2;2000;1.67364;23;~14218;22.6939;68.0176
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;228800;138600;15404;4;2.2;2200;1.82835;23;~15637;24.7072;74.2111
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;249600;151200;16804;4;2.2;2400;2.01381;26;~17061;27.3606;81.8451
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;1040;630;74;4;2;10;0.0562416;23;~88;1.14112;3.26306
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;20800;12600;1404;4;2;200;0.228085;23;~1437;3.13378;9.39497
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;41600;25200;2804;4;2;400;0.40787;23;~2856;5.14709;15.5885
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;62400;37800;4204;4;2;600;0.58372;23;~4275;7.32039;21.782
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;83200;50400;5604;4;2;800;0.779113;23;~5699;9.81386;29.416
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;104000;63000;7004;4;2;1000;0.953581;23;~7118;11.8272;35.6095
valga,tapa,rapla;31_scalable_search;FIELD;malhonest;malicious-rep-field;124800;75600;8404;4;2;1200;1.13381;23;~8537;14.0005;41.803
