program  c.domain  adv.model   protocol          partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
31       FIELD     semihonest  shamir            3          0.35          29                 1                  4           0.0242823            0.11                 15            64         ~38           0.648352        1.13651
31       FIELD     semihonest  shamir            3          0.17          18                 1                  6           0.0241895            0.10                 15            62         ~54           0.652512        1.14474
31       FIELD     semihonest  shamir            3          0.17          18                 1                  8           0.0281551            0.12                 13            61         ~70           0.656672        1.15296
31       FIELD     semihonest  shamir            3          0.17          18                 1                  10          0.0273413            0.11                 15            61         ~86           0.660832        1.16118
31       FIELD     semihonest  shamir            3          0.18          18                 1                  12          0.0307777            0.11                 15            59         ~102          0.664992        1.16941
31       FIELD     semihonest  shamir            3          0.17          18                 1                  14          0.0349409            0.12                 16            62         ~118          0.669152        1.17763
31       FIELD     malhonest   malicious-shamir  3          0.35          29                 1                  4           0.127936             0.22                 21            70         ~50           3.53675         8.21002
31       FIELD     malhonest   malicious-shamir  3          0.17          18                 1                  6           0.10896              0.19                 21            70         ~64           3.54494         8.23446
31       FIELD     malhonest   malicious-shamir  3          0.17          18                 1                  8           0.117532             0.20                 22            76         ~78           3.55314         8.25891
31       FIELD     malhonest   malicious-shamir  3          0.17          18                 1                  10          0.120049             0.19                 22            75         ~92           3.56133         8.28336
31       FIELD     malhonest   malicious-shamir  3          0.18          18                 1                  12          0.124287             0.20                 21            77         ~106          3.56952         8.30781
31       FIELD     malhonest   malicious-shamir  3          0.17          18                 1                  14          0.124516             0.21                 22            82         ~120          3.57771         8.33226
31       RING      semihonest  replicated-ring   3          0.18          18                 1                  4           0.0103823            0.09                 15            49         ~35           0.082488        0.247408
31       RING      semihonest  replicated-ring   3          0.17          18                 1                  6           0.0126821            0.09                 15            51         ~49           0.083528        0.250496
31       RING      semihonest  replicated-ring   3          0.17          18                 1                  8           0.0130859            0.10                 15            51         ~63           0.084568        0.253584
31       RING      semihonest  replicated-ring   3          0.17          18                 1                  10          0.0163214            0.10                 15            53         ~77           0.085608        0.256672
31       RING      semihonest  replicated-ring   3          0.18          18                 1                  12          0.0174578            0.09                 15            51         ~91           0.086648        0.25976
31       RING      semihonest  replicated-ring   3          0.17          18                 1                  14          0.0172586            0.10                 15            53         ~105          0.087688        0.262848
