nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;atlas;3;5;0.0454281;NA;~62;1.4416;2.8836
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;atlas;3;10;0.0738429;NA;~212;1.4464;2.8944
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;atlas;3;15;0.0954375;NA;~462;1.4544;2.9124
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;atlas;3;20;0.129426;NA;~812;1.4656;2.9376
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;atlas;3;25;0.202842;NA;~1262;1.48;2.97
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;atlas;3;30;0.291616;NA;~1812;1.4976;3.0096
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;5;0.00951839;NA;~51;0.0016;0.0036
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;10;0.0227152;NA;~201;0.0064;0.0144
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;15;0.0468827;NA;~451;0.0144;0.0324
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;20;0.118403;NA;~801;0.0256;0.0576
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;25;0.134905;NA;~1251;0.04;0.09
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;30;0.228943;NA;~1801;0.0576;0.1296
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-shamir;3;5;0.00428335;NA;~26;0.0016;0.0048
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-shamir;3;10;0.0121213;NA;~101;0.0064;0.0192
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-shamir;3;15;0.0251351;NA;~226;0.0144;0.0432
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-shamir;3;20;0.0447344;NA;~401;0.0256;0.0768
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-shamir;3;25;0.0703239;NA;~626;0.04;0.12
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-shamir;3;30;0.102427;NA;~901;0.0576;0.1728
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semidishonest;temi;3;5;0.00539557;NA;~100;0.0008;0.0016
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semidishonest;temi;3;10;0.0164447;NA;~400;0.0032;0.0064
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semidishonest;temi;3;15;0.0371398;NA;~900;0.0072;0.0144
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semidishonest;temi;3;20;0.0666251;NA;~1600;0.0128;0.0256
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semidishonest;temi;3;25;0.107365;NA;~2500;0.02;0.04
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semidishonest;temi;3;30;0.154618;NA;~3600;0.0288;0.0576
bitcoin,bitcoincash,bitcoingold;35_set_intersection;RING;maldishonest;spdz2k;3;5;1.27015;NA;~193;20.5997;61.7983
bitcoin,bitcoincash,bitcoingold;35_set_intersection;RING;maldishonest;spdz2k;3;10;1.27121;NA;~493;20.6045;61.8103
bitcoin,bitcoincash,bitcoingold;35_set_intersection;RING;maldishonest;spdz2k;3;15;1.31719;NA;~993;20.6125;61.8303
bitcoin,bitcoincash,bitcoingold;35_set_intersection;RING;maldishonest;spdz2k;3;20;1.33317;NA;~1693;20.6237;61.8583
bitcoin,bitcoincash,bitcoingold;35_set_intersection;RING;maldishonest;spdz2k;3;25;1.38477;NA;~2593;20.6381;61.8943
bitcoin,bitcoincash,bitcoingold;35_set_intersection;RING;maldishonest;spdz2k;3;30;1.39711;NA;~3693;20.6557;61.9383
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;ccd;3;5;0.186739;NA;NA;0.0342;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;ccd;3;10;0.80703;NA;NA;0.1368;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;ccd;3;15;1.93125;NA;NA;0.3078;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;ccd;3;20;3.48676;NA;NA;0.5472;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;ccd;3;25;5.52043;NA;NA;0.855;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;ccd;3;30;10.4619;NA;NA;1.2312;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;malhonest;malicious-ccd;3;5;0.273834;NA;NA;2.28178;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;malhonest;malicious-ccd;3;10;1.31129;NA;NA;7.36693;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;malhonest;malicious-ccd;3;15;2.63921;NA;NA;17.0156;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;malhonest;malicious-ccd;3;20;4.81333;NA;NA;29.4677;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;malhonest;malicious-ccd;3;25;7.27417;NA;NA;45.6033;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;malhonest;malicious-ccd;3;30;10.7215;NA;NA;65.4223;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;maldishonest;tinier;3;5;1.65289;NA;NA;52.2664;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;maldishonest;tinier;3;10;4.46922;NA;NA;130.227;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;maldishonest;tinier;3;15;10.4881;NA;NA;312.328;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;maldishonest;tinier;3;20;17.9666;NA;NA;520.481;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;maldishonest;tinier;3;25;27.7321;NA;NA;806.53;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;maldishonest;tinier;3;30;39.8094;NA;NA;1170.8;NA
