comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.01;3;1;0;8;1;0;1;1024;0;2;.000021;NA;.000129;.000156;.000156;0.01;4;705
0.01;3;1;0;8;1;0;1;10240;0;2;.000214;NA;.000973;.000907;.000907;0.03;8;1269
0.01;3;1;0;8;1;0;1;102400;0;2;.002043;NA;.017822;.019231;.019231;0.45;55;1504
0.01;3;1;0;8;1;0;2;1024;0;2;.000033;NA;.000124;.000142;.000142;0.01;4;693
0.01;3;1;0;8;1;0;2;10240;0;2;.000323;NA;.000941;.001198;.001198;0.04;12;1071
0.01;3;1;0;8;1;0;2;102400;0;2;.003100;NA;.017368;.019281;.019281;0.46;53;1514
0.01;3;1;0;8;1;0;3;1024;0;2;.000033;NA;.000154;.000161;.000161;0.01;4;794
0.01;3;1;0;8;1;0;3;10240;0;2;.000247;NA;.000716;.000983;.000983;0.04;8;952
0.01;3;1;0;8;1;0;3;102400;0;2;.002307;NA;.009428;.014841;.014841;0.37;53;1101
0.01;3;1;0;8;1;0;4;1024;0;2;.000030;NA;.000073;.000116;.000116;0.01;4;627
0.01;3;1;0;8;1;0;4;10240;0;2;.000253;NA;.000450;.000655;.000655;0.03;8;988
0.01;3;1;0;8;1;0;4;102400;0;2;.002285;NA;.005649;.008683;.008683;0.26;47;1125
0.01;3;1;0;8;1;0;5;1024;0;2;.000027;NA;.000078;.000173;.000173;0.02;4;555
0.01;3;1;0;8;1;0;5;10240;0;2;.000248;NA;.000623;.000810;.000809;0.04;8;918
0.01;3;1;0;8;1;0;5;102400;0;2;.002253;NA;.008207;.013443;.013443;0.34;47;1098
0.01;3;1;0;8;1;0;6;1024;0;2;.000009;NA;.000058;.000057;.000057;0.01;4;617
0.01;3;1;0;8;1;0;6;10240;0;2;.000072;NA;.000181;.000303;.000303;0.02;6;808
0.02;3;1;0;8;1;0;6;102400;0;2;.000649;NA;.002241;.003550;.003550;0.11;28;1089
0.01;3;1;0;64;1;0;1;1024;0;2;.000021;NA;.000336;.000289;.000289;0.02;7;1000
0.01;3;1;0;64;1;0;1;10240;0;2;.000213;NA;.003597;.003726;.003726;0.10;43;1436
0.01;3;1;0;64;1;0;1;102400;0;2;.001986;NA;.042632;.041761;.041761;0.91;400;1730
0.01;3;1;0;64;1;0;2;1024;0;2;.000040;NA;.000270;.000332;.000332;0.02;7;895
0.01;3;1;0;64;1;0;2;10240;0;2;.000382;NA;.003258;.003815;.003815;0.10;43;1342
0.01;3;1;0;64;1;0;2;102400;0;2;.003614;NA;.039245;.041343;.041343;0.91;404;1667
0.01;3;1;0;64;1;0;3;1024;0;2;.000026;NA;.000203;.000294;.000294;0.02;7;860
0.01;3;1;0;64;1;0;3;10240;0;2;.000233;NA;.002176;.003019;.003019;0.08;43;1183
0.01;3;1;0;64;1;0;3;102400;0;2;.002280;NA;.028459;.038347;.038347;0.85;401;1320
0.01;3;1;0;64;1;0;4;1024;0;2;.000027;NA;.000172;.000305;.000305;0.02;7;747
0.01;3;1;0;64;1;0;4;10240;0;2;.000239;NA;.001586;.002389;.002389;0.08;38;985
0.01;3;1;0;64;1;0;4;102400;0;2;.002216;NA;.023999;.033535;.033535;0.77;350;1274
0.01;3;1;0;64;1;0;5;1024;0;2;.000026;NA;.000192;.000276;.000276;0.02;7;770
0.01;3;1;0;64;1;0;5;10240;0;2;.000246;NA;.002211;.002905;.002905;0.08;38;1175
0.01;3;1;0;64;1;0;5;102400;0;2;.002294;NA;.027525;.036835;.036835;0.82;351;1345
0.01;3;1;0;64;1;0;6;1024;0;2;.000008;NA;.000088;.000101;.000101;0.01;5;706
0.01;3;1;0;64;1;0;6;10240;0;2;.000076;NA;.000759;.001044;.001044;0.04;23;1084
0.01;3;1;0;64;1;0;6;102400;0;2;.000688;NA;.013113;.014763;.014763;0.39;203;1483
0.01;3;1;0;128;1;0;1;1024;0;2;.000022;NA;.000640;.000635;.000635;0.03;15;1064
0.01;3;1;0;128;1;0;1;10240;0;2;.000198;NA;.006284;.006033;.006033;0.14;83;1663
0.01;3;1;0;128;1;0;1;102400;0;2;.002011;NA;.061647;.061130;.061130;1.35;797;1728
0.01;3;1;0;128;1;0;2;1024;0;2;.000051;NA;.000454;.000694;.000694;0.03;11;811
0.01;3;1;0;128;1;0;2;10240;0;2;.000432;NA;.005139;.005631;.005631;0.14;84;1473
0.01;3;1;0;128;1;0;2;102400;0;2;.004237;NA;.054861;.056485;.056485;1.30;800;1672
0.01;3;1;0;128;1;0;3;1024;0;2;.000026;NA;.000449;.000628;.000628;0.02;11;1011
0.01;3;1;0;128;1;0;3;10240;0;2;.000228;NA;.004015;.005654;.005654;0.13;83;1256
0.01;3;1;0;128;1;0;3;102400;0;2;.002156;NA;.041874;.057830;.057830;1.28;799;1315
0.01;3;1;0;128;1;0;4;1024;0;2;.000026;NA;.000388;.000521;.000521;0.02;10;907
0.01;3;1;0;128;1;0;4;10240;0;2;.000234;NA;.003456;.004690;.004690;0.12;73;1286
0.01;3;1;0;128;1;0;4;102400;0;2;.002281;NA;.036833;.049515;.049515;1.14;697;1338
0.01;3;1;0;128;1;0;5;1024;0;2;.000026;NA;.000419;.000588;.000588;0.02;10;942
0.01;3;1;0;128;1;0;5;10240;0;2;.000238;NA;.003968;.005336;.005336;0.14;73;1168
0.01;3;1;0;128;1;0;5;102400;0;2;.002199;NA;.041574;.055887;.055887;1.26;699;1335
0.01;3;1;0;128;1;0;6;1024;0;2;.000008;NA;.000127;.000247;.000247;0.02;7;526
0.01;3;1;0;128;1;0;6;10240;0;2;.000070;NA;.001285;.001666;.001666;0.06;45;1278
0.01;3;1;0;128;1;0;6;102400;0;2;.000657;NA;.017775;.021010;.021010;0.58;403;1472
0.01;3;1;0;256;1;0;1;1024;0;2;.000022;NA;.001025;.000890;.000890;0.03;19;1438
0.01;3;1;0;256;1;0;1;10240;0;2;.000200;NA;.009595;.009529;.009529;0.22;162;1686
0.01;3;1;0;256;1;0;1;102400;0;2;.001916;NA;.092457;.094647;.094647;2.08;1591;1720
0.01;3;1;0;256;1;0;2;1024;0;2;.000074;NA;.000815;.000938;.000938;0.03;19;1222
0.01;3;1;0;256;1;0;2;10240;0;2;.000530;NA;.007963;.008701;.008700;0.22;163;1521
0.01;3;1;0;256;1;0;2;102400;0;2;.004928;NA;.077793;.083975;.083975;1.98;1597;1613
0.01;3;1;0;256;1;0;3;1024;0;2;.000025;NA;.000593;.000864;.000864;0.03;19;1011
0.01;3;1;0;256;1;0;3;10240;0;2;.000232;NA;.006037;.007936;.007936;0.19;163;1350
0.01;3;1;0;256;1;0;3;102400;0;2;.002285;NA;.058645;.075811;.075810;1.77;1594;1408
0.01;3;1;0;256;1;0;4;1024;0;2;.000025;NA;.000448;.000847;.000847;0.03;17;800
0.01;3;1;0;256;1;0;4;10240;0;2;.000224;NA;.004757;.006839;.006839;0.18;142;1229
0.01;3;1;0;256;1;0;4;102400;0;2;.002171;NA;.046095;.063834;.063834;1.59;1391;1310
0.01;3;1;0;256;1;0;5;1024;0;2;.000025;NA;.000515;.000840;.000840;0.03;17;802
