comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.96;244;1;1;8;1;0;1;4096;0;0;0.002383;NA;0.014095;0.016457;0.016456;0.03;9;109
2.94;243;1;1;8;1;0;2;4096;0;0;0.002229;NA;0.012665;0.019253;0.019252;0.03;9;82
2.91;242;1;1;8;1;0;3;4096;0;0;0.002124;NA;0.008706;0.018570;0.018569;0.03;8;83
2.90;242;1;1;8;1;0;4;4096;0;0;0.001433;NA;0.005389;0.014537;0.014536;0.03;8;68
2.90;243;1;1;8;1;0;5;4096;0;0;0.002161;NA;0.008470;0.015874;0.015872;0.03;8;82
2.86;241;1;1;8;1;0;6;4096;0;0;0.001074;NA;0.004767;0.005702;0.005701;0.02;8;88
3.03;244;1;1;64;1;0;1;4096;0;0;0.001927;NA;0.041705;0.065347;0.065346;0.09;23;65
3.01;244;1;1;64;1;0;2;4096;0;0;0.003026;NA;0.045583;0.082971;0.082970;0.10;23;71
2.97;242;1;1;64;1;0;3;4096;0;0;0.001983;NA;0.023456;0.077725;0.077724;0.10;17;49
2.97;241;1;1;64;1;0;4;4096;0;0;0.001441;NA;0.019824;0.066043;0.066042;0.08;17;48
2.96;242;1;1;64;1;0;5;4096;0;0;0.001990;NA;0.026756;0.075122;0.075121;0.09;19;53
2.94;241;1;1;64;1;0;6;4096;0;0;0.001043;NA;0.012563;0.023267;0.023266;0.04;15;78
