nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;freqs(GHz);quotas(%);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;12;17;3;240;2;1.20792;362;~161;86.1129;258.306
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;27;37;3;240;3;1.20947;360;~241;86.1141;258.308
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;48;65;3;240;4;1.21354;362;~353;86.1159;258.312
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;75;101;3;240;5;1.21938;364;~497;86.1182;258.317
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;108;145;3;240;6;1.2213;360;~673;86.1211;258.323
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;147;197;3;240;7;1.22648;362;~881;86.1244;258.33
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;192;257;3;240;8;1.24082;362;~1121;86.1282;258.338
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;243;325;3;240;9;1.23181;362;~1393;86.1326;258.347
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;300;401;3;240;10;1.24205;362;~1697;86.1374;258.358
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;363;485;3;240;11;1.25008;362;~2033;86.1428;258.369
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;432;577;3;240;12;1.25555;362;~2401;86.1487;258.382
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;180;2;1.30767;360;~161;86.1129;258.306
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;180;3;1.28029;362;~241;86.1141;258.308
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;180;4;1.29174;362;~353;86.1159;258.312
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;180;5;1.3018;360;~497;86.1182;258.317
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;180;6;1.2882;362;~673;86.1211;258.323
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;180;7;1.26797;364;~881;86.1244;258.33
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;180;8;1.30498;360;~1121;86.1282;258.338
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;180;9;1.27466;360;~1393;86.1326;258.347
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;180;10;1.30428;362;~1697;86.1374;258.358
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;180;11;1.32158;362;~2033;86.1428;258.369
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;180;12;1.32254;360;~2401;86.1487;258.382
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;140;2;1.60353;362;~161;86.1129;258.306
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;140;3;1.58196;362;~241;86.1141;258.308
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;140;4;1.58684;360;~353;86.1159;258.312
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;140;5;1.62237;358;~497;86.1182;258.317
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;140;6;1.60509;354;~673;86.1211;258.323
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;140;7;1.5662;356;~881;86.1244;258.33
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;140;8;1.58651;362;~1121;86.1282;258.338
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;140;9;1.60162;362;~1393;86.1326;258.347
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;140;10;1.63237;360;~1697;86.1374;258.358
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;140;11;1.62361;356;~2033;86.1428;258.369
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;140;12;1.62013;358;~2401;86.1487;258.382
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;100;2;2.1967;362;~161;86.1129;258.306
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;100;3;2.14714;360;~241;86.1141;258.308
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;100;4;2.15891;362;~353;86.1159;258.312
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;100;5;2.3265;362;~497;86.1182;258.317
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;100;6;2.21537;364;~673;86.1211;258.323
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;100;7;2.17846;358;~881;86.1244;258.33
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;100;8;2.16123;362;~1121;86.1282;258.338
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;100;9;2.15652;358;~1393;86.1326;258.347
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;100;10;2.1871;360;~1697;86.1374;258.358
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;100;11;2.20987;360;~2033;86.1428;258.369
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;100;12;2.21973;362;~2401;86.1487;258.382
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;60;2;3.69645;362;~161;86.1129;258.306
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;60;3;3.88804;364;~241;86.1141;258.308
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;60;4;3.72763;362;~353;86.1159;258.312
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;60;5;3.70344;362;~497;86.1182;258.317
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;60;6;3.96944;356;~673;86.1211;258.323
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;60;7;3.71413;364;~881;86.1244;258.33
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;60;8;3.73401;356;~1121;86.1282;258.338
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;60;9;3.7087;358;~1393;86.1326;258.347
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;60;10;3.73236;362;~1697;86.1374;258.358
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;60;11;3.73493;360;~2033;86.1428;258.369
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;3;60;12;3.81307;361;~2401;86.1487;258.382
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;2.2;240;2;1.36223;362;~161;86.1129;258.306
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;2.2;240;3;1.35803;362;~241;86.1141;258.308
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;2.2;240;4;1.35989;362;~353;86.1159;258.312
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;2.2;240;5;1.36999;362;~497;86.1182;258.317
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;2.2;240;6;1.36759;362;~673;86.1211;258.323
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;2.2;240;7;1.37074;360;~881;86.1244;258.33
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;2.2;240;8;1.37432;360;~1121;86.1282;258.338
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;2.2;240;9;1.40278;362;~1393;86.1326;258.347
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;2.2;240;10;1.38229;364;~1697;86.1374;258.358
valga,tapa,rapla;34_matrix_mul;FIELD;maldishonest;mascot;NA;NA;NA;2.2;240;11;1.40132;362;~2033;86.1428;258.369
