nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;26;5;0.00410507;13;~26;0.0008;0.0024
todd,ned,rod;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;101;10;0.00994457;14;~101;0.0032;0.0096
todd,ned,rod;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;226;15;0.022283;14;~226;0.0072;0.0216
todd,ned,rod;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;401;20;0.036256;14;~401;0.0128;0.0384
todd,ned,rod;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;626;25;0.0540431;15;~626;0.02;0.06
todd,ned,rod;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;901;30;0.0964389;14;~901;0.0288;0.0864
todd,ned,rod;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;1226;35;0.116054;14;~1226;0.0392;0.1176
todd,ned,rod;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;1601;40;0.16718;15;~1601;0.0512;0.1536
todd,ned,rod;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;2026;45;0.188858;15;~2026;0.0648;0.1944
todd,ned,rod;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;2501;50;0.25909;17;~2501;0.08;0.24
todd,ned,rod;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;3026;55;0.339088;19;~3026;0.0968;0.2904
todd,ned,rod;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;3601;60;0.43042;15;~3601;0.1152;0.3456
todd,ned,rod;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;4226;65;0.493588;16;~4226;0.1352;0.4056
todd,ned,rod;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;4901;70;0.680745;16;~4901;0.1568;0.4704
todd,ned,rod;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;5626;75;0.805998;18;~5626;0.18;0.54
todd,ned,rod;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;6401;80;0.888967;17;~6401;0.2048;0.6144
