comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  freqs(GHz)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.38          216                1                  3           128       1         0         5         12288       0           1           .002533      NA          .008070           .012153             .012153            1.38                 216           100
1.38          215                1                  3           128       1         0         5         16384       0           1           .003609      NA          .011583           .016086             .016086            1.38                 215           100
1.38          217                1                  3           128       1         0         5         20480       0           1           .004576      NA          .014412           .021617             .021616            1.38                 217           99
1.39          217                1                  3           128       1         0         5         24576       0           1           .005776      NA          .017473           .023849             .023849            1.39                 217           99
1.38          217                1                  3           128       1         0         5         28672       0           1           .006774      NA          .019928           .028676             .028676            1.38                 217           99
1.39          216                1                  3           128       1         0         5         32768       0           1           .008142      NA          .025552           .033678             .033678            1.39                 216           99
1.38          217                1                  3           128       1         0         5         36864       0           1           .009030      NA          .026350           .036113             .036113            1.38                 217           100
1.39          216                1                  3           128       1         0         5         40960       0           1           .010177      NA          .029242           .040658             .040658            1.39                 216           100
1.38          216                1                  3           128       1         0         5         45056       0           1           .011399      NA          .033926           .046475             .046475            1.38                 216           99
1.38          217                1                  3           128       1         0         5         49152       0           1           .012923      NA          .036578           .047779             .047779            1.38                 217           100
1.37          215                1                  3           128       1         0         5         53248       0           1           .013367      NA          .037740           .052254             .052254            1.37                 215           100
1.38          216                1                  3           128       1         0         5         57344       0           1           .014523      NA          .041101           .056817             .056817            1.38                 216           99
1.38          216                1                  3           128       1         0         5         61440       0           1           .015859      NA          .045934           .062558             .062558            1.38                 216           99
1.38          216                1                  3           128       1         0         5         65536       0           1           .016896      NA          .046277           .068345             .068345            1.38                 216           99
1.37          216                1                  3           128       1         0         6         4096        0           1           .000375      NA          .000927           .001683             .001683            1.37                 216           99
1.37          215                1                  3           128       1         0         6         8192        0           1           .000796      NA          .001572           .002764             .002764            1.37                 215           99
1.37          216                1                  3           128       1         0         6         12288       0           1           .001284      NA          .002478           .004566             .004566            1.37                 216           99
1.37          215                1                  3           128       1         0         6         16384       0           1           .001879      NA          .003769           .006260             .006260            1.37                 215           99
1.37          216                1                  3           128       1         0         6         20480       0           1           .002553      NA          .004711           .007820             .007820            1.37                 216           100
1.37          214                1                  3           128       1         0         6         24576       0           1           .003195      NA          .005463           .010045             .010044            1.37                 214           99
1.37          214                1                  3           128       1         0         6         28672       0           1           .004025      NA          .007258           .011566             .011566            1.37                 214           99
1.36          215                1                  3           128       1         0         6         32768       0           1           .004707      NA          .008608           .013014             .013014            1.36                 215           100
1.37          215                1                  3           128       1         0         6         36864       0           1           .005446      NA          .010137           .014749             .014749            1.37                 215           99
1.37          215                1                  3           128       1         0         6         40960       0           1           .006037      NA          .010801           .019029             .019029            1.37                 215           99
1.37          215                1                  3           128       1         0         6         45056       0           1           .007026      NA          .012499           .020010             .020010            1.37                 215           100
1.37          216                1                  3           128       1         0         6         49152       0           1           .007337      NA          .014693           .020482             .020482            1.37                 216           99
1.36          216                1                  3           128       1         0         6         53248       0           1           .008177      NA          .014465           .024756             .024756            1.36                 216           99
1.37          216                1                  3           128       1         0         6         57344       0           1           .009267      NA          .017078           .023835             .023835            1.37                 216           99
1.36          215                1                  3           128       1         0         6         61440       0           1           .009255      NA          .016858           .029116             .029116            1.36                 215           99
1.37          216                1                  3           128       1         0         6         65536       0           1           .010154      NA          .018388           .031676             .031675            1.37                 216           99
1.40          216                1                  3           256       1         0         1         4096        0           1           .000712      NA          .005326           .009239             .009239            1.40                 216           99
1.39          216                1                  3           256       1         0         1         8192        0           1           .001591      NA          .010276           .017773             .017773            1.39                 216           99
1.40          217                1                  3           256       1         0         1         12288       0           1           .002622      NA          .016090           .025433             .025433            1.40                 217           99
1.40          217                1                  3           256       1         0         1         16384       0           1           .003508      NA          .020815           .035935             .035935            1.40                 217           99
1.40          216                1                  3           256       1         0         1         20480       0           1           .004591      NA          .026820           .044314             .044314            1.40                 216           99
1.40          216                1                  3           256       1         0         1         24576       0           1           .005293      NA          .031615           .054637             .054637            1.40                 216           100
1.40          216                1                  3           256       1         0         1         28672       0           1           .006114      NA          .037175           .066316             .066316            1.40                 216           100
1.40          217                1                  3           256       1         0         1         32768       0           1           .007215      NA          .041983           .078446             .078445            1.40                 217           99
1.41          216                1                  3           256       1         0         1         36864       0           1           .007987      NA          .047075           .078403             .078403            1.41                 216           99
1.40          215                1                  3           256       1         0         1         40960       0           1           .008947      NA          .050042           .094389             .094389            1.40                 215           100
1.41          216                1                  3           256       1         0         1         45056       0           1           .009816      NA          .056558           .107099             .107099            1.41                 216           99
1.40          216                1                  3           256       1         0         1         49152       0           1           .010745      NA          .061781           .112766             .112766            1.40                 216           99
1.39          216                1                  3           256       1         0         1         53248       0           1           .011656      NA          .067191           .114374             .114374            1.39                 216           99
1.41          217                1                  3           256       1         0         1         57344       0           1           .012545      NA          .071811           .130184             .130184            1.41                 217           100
1.41          215                1                  3           256       1         0         1         61440       0           1           .013527      NA          .075166           .136640             .136640            1.41                 215           99
1.41          215                1                  3           256       1         0         1         65536       0           1           .014526      NA          .082919           .146959             .146959            1.41                 215           99
1.38          216                1                  3           256       1         0         2         4096        0           1           .000998      NA          .004959           .008223             .008223            1.38                 216           99
1.38          215                1                  3           256       1         0         2         8192        0           1           .002316      NA          .010184           .016600             .016600            1.38                 215           100
1.38          216                1                  3           256       1         0         2         12288       0           1           .003626      NA          .014988           .022940             .022940            1.38                 216           99
1.38          215                1                  3           256       1         0         2         16384       0           1           .004921      NA          .019993           .032356             .032356            1.38                 215           99
1.38          216                1                  3           256       1         0         2         20480       0           1           .006495      NA          .024564           .036753             .036753            1.38                 216           100
1.38          215                1                  3           256       1         0         2         24576       0           1           .007545      NA          .028884           .046528             .046528            1.38                 215           100
1.38          215                1                  3           256       1         0         2         28672       0           1           .009055      NA          .035099           .056001             .056001            1.38                 215           99
1.37          215                1                  3           256       1         0         2         32768       0           1           .010082      NA          .038390           .065773             .065773            1.37                 215           100
1.38          216                1                  3           256       1         0         2         36864       0           1           .011403      NA          .043190           .071643             .071643            1.38                 216           99
1.37          216                1                  3           256       1         0         2         40960       0           1           .012769      NA          .050056           .077496             .077495            1.37                 216           99
1.37          215                1                  3           256       1         0         2         45056       0           1           .014524      NA          .054810           .087214             .087214            1.37                 215           99
1.37          216                1                  3           256       1         0         2         49152       0           1           .015720      NA          .058058           .087571             .087571            1.37                 216           99
1.38          216                1                  3           256       1         0         2         53248       0           1           .016647      NA          .061659           .102641             .102641            1.38                 216           99
1.38          215                1                  3           256       1         0         2         57344       0           1           .018224      NA          .068008           .103980             .103980            1.38                 215           99
1.37          216                1                  3           256       1         0         2         61440       0           1           .019467      NA          .076234           .117335             .117335            1.37                 216           100
1.37          215                1                  3           256       1         0         2         65536       0           1           .020753      NA          .078535           .130990             .130990            1.37                 215           99
1.34          214                1                  3           256       1         0         3         4096        0           1           .001053      NA          .003861           .007389             .007388            1.34                 214           99
1.34          214                1                  3           256       1         0         3         8192        0           1           .002437      NA          .009207           .013688             .013688            1.34                 214           99
1.34          214                1                  3           256       1         0         3         12288       0           1           .003822      NA          .012395           .020510             .020509            1.34                 214           99
1.34          214                1                  3           256       1         0         3         16384       0           1           .005196      NA          .017372           .026506             .026506            1.34                 214           99
1.35          213                1                  3           256       1         0         3         20480       0           1           .006694      NA          .021410           .032117             .032117            1.35                 213           99
1.35          213                1                  3           256       1         0         3         24576       0           1           .007779      NA          .025098           .039501             .039501            1.35                 213           99
1.34          213                1                  3           256       1         0         3         28672       0           1           .009089      NA          .031538           .048171             .048171            1.34                 213           100
1.35          214                1                  3           256       1         0         3         32768       0           1           .010400      NA          .032778           .053470             .053470            1.35                 214           99
1.35          214                1                  3           256       1         0         3         36864       0           1           .011844      NA          .037249           .059244             .059244            1.35                 214           99
1.35          214                1                  3           256       1         0         3         40960       0           1           .013213      NA          .041297           .063516             .063516            1.35                 214           99
1.35          213                1                  3           256       1         0         3         45056       0           1           .014525      NA          .045444           .068095             .068095            1.35                 213           99
1.34          214                1                  3           256       1         0         3         49152       0           1           .016184      NA          .049695           .083646             .083646            1.34                 214           99
1.34          215                1                  3           256       1         0         3         53248       0           1           .017269      NA          .053433           .080706             .080706            1.34                 215           99
1.35          215                1                  3           256       1         0         3         57344       0           1           .018458      NA          .056771           .089663             .089663            1.35                 215           99
1.35          215                1                  3           256       1         0         3         61440       0           1           .020125      NA          .061586           .097157             .097157            1.35                 215           99
1.34          214                1                  3           256       1         0         3         65536       0           1           .021430      NA          .065873           .102009             .102009            1.34                 214           99
1.34          214                1                  3           256       1         0         4         4096        0           1           .001030      NA          .003321           .006394             .006394            1.34                 214           100
1.34          214                1                  3           256       1         0         4         8192        0           1           .002357      NA          .006635           .012295             .012295            1.34                 214           99
1.34          214                1                  3           256       1         0         4         12288       0           1           .003622      NA          .010234           .017913             .017912            1.34                 214           99
1.34          215                1                  3           256       1         0         4         16384       0           1           .004955      NA          .013953           .024266             .024266            1.34                 215           99
1.34          214                1                  3           256       1         0         4         20480       0           1           .006176      NA          .017506           .029107             .029107            1.34                 214           100
1.34          214                1                  3           256       1         0         4         24576       0           1           .007595      NA          .021012           .034215             .034215            1.34                 214           99
1.34          213                1                  3           256       1         0         4         28672       0           1           .008752      NA          .024317           .040602             .040602            1.34                 213           99
1.34          214                1                  3           256       1         0         4         32768       0           1           .010094      NA          .028360           .045140             .045140            1.34                 214           99
1.34          214                1                  3           256       1         0         4         36864       0           1           .011277      NA          .031654           .049330             .049329            1.34                 214           99
1.34          215                1                  3           256       1         0         4         40960       0           1           .012693      NA          .035160           .056337             .056337            1.34                 215           100
1.34          215                1                  3           256       1         0         4         45056       0           1           .013834      NA          .038622           .060621             .060621            1.34                 215           100
1.34          214                1                  3           256       1         0         4         49152       0           1           .015365      NA          .043155           .077377             .077377            1.34                 214           100
1.33          214                1                  3           256       1         0         4         53248       0           1           .016476      NA          .045399           .072662             .072662            1.33                 214           100
1.34          214                1                  3           256       1         0         4         57344       0           1           .017720      NA          .049445           .078041             .078041            1.34                 214           100
1.34          213                1                  3           256       1         0         4         61440       0           1           .018836      NA          .052464           .084415             .084415            1.34                 213           99
1.33          213                1                  3           256       1         0         4         65536       0           1           .020456      NA          .056246           .107633             .107633            1.33                 213           100
1.35          215                1                  3           256       1         0         5         4096        0           1           .001094      NA          .003870           .006821             .006820            1.35                 215           99
1.36          214                1                  3           256       1         0         5         8192        0           1           .002442      NA          .007979           .013735             .013735            1.36                 214           99
1.35          215                1                  3           256       1         0         5         12288       0           1           .003793      NA          .012270           .020249             .020249            1.35                 215           99
1.35          215                1                  3           256       1         0         5         16384       0           1           .005185      NA          .016642           .027573             .027573            1.35                 215           99
1.35          213                1                  3           256       1         0         5         20480       0           1           .006412      NA          .020198           .034457             .034457            1.35                 213           100
1.36          215                1                  3           256       1         0         5         24576       0           1           .008186      NA          .024428           .038013             .038013            1.36                 215           99
1.36          214                1                  3           256       1         0         5         28672       0           1           .009247      NA          .029584           .048502             .048502            1.36                 214           99
1.36          214                1                  3           256       1         0         5         32768       0           1           .010630      NA          .033305           .048898             .048898            1.36                 214           99
1.35          214                1                  3           256       1         0         5         36864       0           1           .011882      NA          .037665           .063639             .063638            1.35                 214           100
1.35          214                1                  3           256       1         0         5         40960       0           1           .012986      NA          .041756           .062872             .062872            1.35                 214           99
1.36          214                1                  3           256       1         0         5         45056       0           1           .014523      NA          .044295           .067396             .067396            1.36                 214           99
1.35          215                1                  3           256       1         0         5         49152       0           1           .016317      NA          .049335           .072997             .072997            1.35                 215           99
