comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.67;217;1;0;10;512;0;1;0;1;0;0;40960;0;0;.001413;NA;.096140;.092265;.092265;.123000;1273;1001
0.02;3;1;0;10;512;0;1;0;1;0;0;40960;0;1;.000304;NA;.027960;.061281;.061280;.079500;1273;2667
1.86;218;1;0;10;512;0;1;0;1;100000;0;40960;0;0;.001246;NA;.106940;.087261;.087261;.119000;1273;1113
0.02;3;1;0;10;512;0;1;0;1;100000;0;40960;0;1;.000337;NA;.028508;.059498;.059498;.078500;1273;2768
1.63;218;1;0;10;512;0;1;0;1;200000;0;40960;0;0;.001311;NA;.101538;.087716;.087715;.122000;1273;1036
0.02;3;1;0;10;512;0;1;0;1;200000;0;40960;0;1;.000335;NA;.028397;.061857;.061857;.078833;1273;2734
1.62;217;1;0;10;512;0;1;0;1;300000;0;40960;0;0;.001327;NA;.098057;.087142;.087142;.119000;1273;1039
0.02;3;1;0;10;512;0;1;0;1;300000;0;40960;0;1;.000323;NA;.027805;.061474;.061474;.078500;1273;2698
1.83;218;1;0;10;512;0;1;0;1;400000;0;40960;0;0;.001313;NA;.100444;.089469;.089469;.119000;1273;1065
0.02;3;1;0;10;512;0;1;0;1;400000;0;40960;0;1;.000331;NA;.027678;.060680;.060680;.078833;1273;2676
1.71;218;1;0;10;512;0;1;0;1;500000;0;40960;0;0;.001287;NA;.103373;.088804;.088804;.119000;1273;1086
0.02;3;1;0;10;512;0;1;0;1;500000;0;40960;0;1;.000326;NA;.027830;.060575;.060575;.079000;1273;2683
1.86;216;1;0;10;512;0;1;0;1;600000;0;40960;0;0;.001144;NA;.096358;.090199;.090199;.119000;1273;1014
0.01;3;1;0;10;512;0;1;0;1;600000;0;40960;0;1;.000327;NA;.028076;.061270;.061270;.080500;1273;2632
1.77;218;1;0;10;512;0;1;0;1;700000;0;40960;0;0;.001167;NA;.099196;.088734;.088734;.120000;1273;1032
0.02;3;1;0;10;512;0;1;0;1;700000;0;40960;0;1;.000321;NA;.027855;.060915;.060915;.078333;1273;2707
