program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);latencies(ms);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
31;FIELD;semidishonest;hemi;3;NA;NA;NA;45;30;22.149;23.98;43;12;~879;3.52423;10.1947
31;FIELD;semidishonest;hemi;3;NA;NA;NA;50;30;24.5125;26.55;43;11;~879;3.52423;10.1947
31;FIELD;semidishonest;semi;3;0.35;28;1;0;30;1.36148;1.47;64;117;~900;49.5791;148.359
31;FIELD;semidishonest;semi;3;NA;NA;NA;5;30;3.80213;4.05;63;46;~900;49.5791;148.359
31;FIELD;semidishonest;semi;3;NA;NA;NA;10;30;6.3307;6.71;63;29;~900;49.5791;148.359
31;FIELD;semidishonest;semi;3;NA;NA;NA;15;30;8.90062;9.41;62;22;~900;49.5791;148.359
31;FIELD;semidishonest;semi;3;NA;NA;NA;20;30;11.6803;12.31;64;18;~900;49.5791;148.359
31;FIELD;semidishonest;semi;3;NA;NA;NA;25;30;14.1907;14.93;64;15;~900;49.5791;148.359
31;FIELD;semidishonest;semi;3;NA;NA;NA;30;30;16.7302;17.58;63;14;~900;49.5791;148.359
31;FIELD;semidishonest;semi;3;NA;NA;NA;35;30;19.3867;20.36;62;12;~900;49.5791;148.359
31;FIELD;semidishonest;semi;3;NA;NA;NA;40;30;22.056;23.13;64;11;~900;49.5791;148.359
31;FIELD;semidishonest;semi;3;NA;NA;NA;45;30;24.527;25.73;64;11;~900;49.5791;148.359
31;FIELD;semidishonest;semi;3;NA;NA;NA;50;30;27.1917;28.51;64;10;~900;49.5791;148.359
31;FIELD;semidishonest;temi;3;0.35;28;1;0;30;0.47882;0.73;39;85;~886;4.30649;9.39537
31;FIELD;semidishonest;temi;3;NA;NA;NA;5;30;3.23065;3.68;29;28;~886;4.30668;9.3956
31;FIELD;semidishonest;temi;3;NA;NA;NA;10;30;5.70323;6.30;30;19;~886;4.30663;9.39563
31;FIELD;semidishonest;temi;3;NA;NA;NA;15;30;8.12675;8.93;30;15;~886;4.30666;9.39554
31;FIELD;semidishonest;temi;3;NA;NA;NA;20;30;10.6372;11.62;31;14;~886;4.30663;9.39545
31;FIELD;semidishonest;temi;3;NA;NA;NA;25;30;13.1933;14.38;31;13;~886;4.30652;9.39566
31;FIELD;semidishonest;temi;3;NA;NA;NA;30;30;15.6152;17.00;29;12;~886;4.30656;9.39546
31;FIELD;semidishonest;temi;3;NA;NA;NA;35;30;18.1703;19.76;29;11;~886;4.30663;9.39556
31;FIELD;semidishonest;temi;3;NA;NA;NA;40;30;20.7115;22.50;29;11;~886;4.30654;9.39567
31;FIELD;semidishonest;temi;3;NA;NA;NA;45;30;23.1564;25.13;29;11;~886;4.30665;9.39559
31;FIELD;semidishonest;temi;3;NA;NA;NA;50;30;25.845;28.03;29;11;~886;4.30674;9.39548
31;FIELD;semidishonest;soho;3;0.35;28;1;0;30;2.20614;3.61;169;96;~867;17.4791;52.1871
31;FIELD;semidishonest;soho;3;NA;NA;NA;5;30;4.80669;5.70;112;55;~867;17.4791;52.1871
31;FIELD;semidishonest;soho;3;NA;NA;NA;10;30;7.26388;8.38;110;41;~867;17.4788;52.187
31;FIELD;semidishonest;soho;3;NA;NA;NA;15;30;9.65968;10.94;109;34;~867;17.4789;52.1875
31;FIELD;semidishonest;soho;3;NA;NA;NA;20;30;12.0732;13.71;110;31;~867;17.479;52.187
31;FIELD;semidishonest;soho;3;NA;NA;NA;25;30;14.5162;16.30;110;27;~867;17.4791;52.1873
31;FIELD;semidishonest;soho;3;NA;NA;NA;30;30;16.9726;19.42;111;24;~867;17.4793;52.1874
31;FIELD;semidishonest;soho;3;NA;NA;NA;35;30;19.3545;21.61;111;23;~867;17.4791;52.1871
31;FIELD;semidishonest;soho;3;NA;NA;NA;40;30;21.7805;24.48;109;23;~867;17.4788;52.1873
31;FIELD;semidishonest;soho;3;NA;NA;NA;45;30;24.2153;26.75;110;20;~867;17.4791;52.1874
31;FIELD;semidishonest;soho;3;NA;NA;NA;50;30;26.7403;29.71;110;20;~867;17.4789;52.1873
31;BINARY;malhonest;malicious-rep-bin;3;0.77;32;1;0;30;0.128977;0.19;17;81;NA;0.956064;NA
31;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;5;30;4.40038;4.66;18;7;NA;0.956064;NA
31;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;10;30;8.42846;8.87;18;4;NA;0.956064;NA
31;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;15;30;12.4913;13.12;17;2;NA;0.956064;NA
31;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;20;30;16.564;17.38;17;2;NA;0.956064;NA
31;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;25;30;20.6061;21.61;16;1;NA;0.956064;NA
31;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;30;30;24.6688;25.85;17;1;NA;0.956064;NA
31;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;35;30;28.7302;30.10;18;1;NA;0.956064;NA
31;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;40;30;32.7755;34.34;17;1;NA;0.956064;NA
31;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;45;30;36.8293;38.58;18;1;NA;0.956064;NA
31;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;50;30;40.8748;42.80;18;0;NA;0.956064;NA
31;BINARY;malhonest;malicious-ccd;3;0.77;32;1;0;30;0.143426;0.20;15;118;NA;1.16047;NA
31;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;5;30;4.2673;4.53;15;12;NA;1.16047;NA
31;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;10;30;8.26113;8.71;15;6;NA;1.16047;NA
31;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;15;30;12.2575;12.89;13;4;NA;1.16047;NA
31;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;20;30;16.2617;17.08;15;3;NA;1.16047;NA
31;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;25;30;20.2581;21.26;15;2;NA;1.16047;NA
31;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;30;30;24.2441;25.43;13;2;NA;1.16047;NA
31;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;35;30;28.2391;29.61;13;2;NA;1.16047;NA
31;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;40;30;32.2433;33.80;15;1;NA;1.16047;NA
31;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;45;30;36.247;37.99;13;1;NA;1.16047;NA
31;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;50;30;40.2257;42.16;15;1;NA;1.16047;NA
31;BINARY;malhonest;ps-rep-bin;3;0.77;32;1;0;30;1.97604;2.03;370;88;NA;67.2439;NA
31;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;5;30;6.32545;6.58;370;29;NA;67.2439;NA
31;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;10;30;10.936;11.38;373;17;NA;67.2439;NA
31;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;15;30;14.954;15.59;372;13;NA;67.2439;NA
31;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;20;30;20.2838;21.10;370;9;NA;67.2439;NA
31;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;25;30;24.1275;25.13;372;8;NA;67.2439;NA
31;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;30;30;28.1201;29.31;372;7;NA;67.2439;NA
31;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;35;30;32.6312;34.01;370;6;NA;67.2439;NA
31;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;40;30;37.0407;38.60;373;5;NA;67.2439;NA
31;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;45;30;41.545;43.29;371;4;NA;67.2439;NA
31;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;50;30;45.9609;47.89;373;4;NA;67.2439;NA
31;BINARY;malhonest;mal-shamir-bmr;3;0.77;32;1;0;30;1.07033;1.12;58;94;NA;33.8032;NA
31;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;5;30;2.05431;2.31;59;52;NA;33.8032;NA
31;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;10;30;2.93356;3.36;59;35;NA;33.8032;NA
31;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;15;30;3.8145;4.41;57;27;NA;33.8032;NA
31;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;20;30;4.74818;5.52;59;21;NA;33.8032;NA
31;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;25;30;5.63919;6.59;59;18;NA;33.8032;NA
31;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;30;30;6.56505;7.69;59;16;NA;33.8032;NA
31;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;35;30;7.4532;8.76;58;13;NA;33.8032;NA
31;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;40;30;8.36873;9.84;60;12;NA;33.8032;NA
31;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;45;30;9.28892;10.94;58;11;NA;33.8032;NA
31;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;50;30;10.2084;12.04;59;10;NA;33.8032;NA
31;BINARY;semihonest;shamir-bmr;3;0.77;32;1;0;30;0.28904;0.34;43;89;NA;10.0261;NA
31;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;5;30;1.14163;1.39;45;27;NA;10.0261;NA
31;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;10;30;1.93423;2.36;44;16;NA;10.0261;NA
31;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;15;30;2.71686;3.31;46;11;NA;10.0261;NA
31;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;20;30;3.5258;4.30;45;9;NA;10.0261;NA
31;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;25;30;4.32455;5.27;43;7;NA;10.0261;NA
31;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;30;30;5.18234;6.30;43;6;NA;10.0261;NA
31;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;35;30;5.93233;7.24;44;5;NA;10.0261;NA
31;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;40;30;6.73211;8.21;45;4;NA;10.0261;NA
31;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;45;30;7.53299;9.18;45;4;NA;10.0261;NA
31;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;50;30;8.33739;10.16;45;3;NA;10.0261;NA
31;BINARY;semihonest;rep-bmr;3;0.77;32;1;0;30;0.145894;0.19;37;82;NA;4.82333;NA
31;BINARY;semihonest;rep-bmr;3;NA;NA;NA;5;30;0.724054;0.98;36;28;NA;4.82333;NA
31;BINARY;semihonest;rep-bmr;3;NA;NA;NA;10;30;1.22831;1.68;36;16;NA;4.82333;NA
31;BINARY;semihonest;rep-bmr;3;NA;NA;NA;15;30;1.73187;2.38;40;11;NA;4.82333;NA
31;BINARY;semihonest;rep-bmr;3;NA;NA;NA;20;30;2.27002;3.11;38;9;NA;4.82333;NA
31;BINARY;semihonest;rep-bmr;3;NA;NA;NA;25;30;2.78371;3.81;38;7;NA;4.82333;NA
31;BINARY;semihonest;rep-bmr;3;NA;NA;NA;30;30;3.29252;4.51;37;6;NA;4.82333;NA
31;BINARY;semihonest;rep-bmr;3;NA;NA;NA;35;30;3.79955;5.21;38;5;NA;4.82333;NA
31;BINARY;semihonest;rep-bmr;3;NA;NA;NA;40;30;4.38755;5.98;37;4;NA;4.82333;NA
31;BINARY;semihonest;rep-bmr;3;NA;NA;NA;45;30;4.90982;6.70;37;4;NA;4.82333;NA
31;BINARY;semihonest;rep-bmr;3;NA;NA;NA;50;30;5.42825;7.41;39;3;NA;4.82333;NA
31;BINARY;semihonest;replicated-bin;3;0.77;32;1;0;30;0.081752;0.13;11;62;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;5;30;4.20941;4.46;12;6;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;30;8.16609;8.61;11;3;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;15;30;12.0875;12.72;9;2;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;30;16.0258;16.88;11;2;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;25;30;19.9607;20.97;10;1;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;30;30;23.9017;25.09;11;1;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;35;30;27.8221;29.19;11;1;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;40;30;31.7654;33.33;11;1;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;45;30;35.7011;37.44;11;1;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;50;30;39.6449;41.57;11;1;NA;0.009746;NA
31;BINARY;semihonest;ccd;3;0.77;32;1;0;30;0.0889735;0.14;12;108;NA;0.019444;NA
31;BINARY;semihonest;ccd;3;NA;NA;NA;5;30;4.17295;4.43;12;11;NA;0.019444;NA
31;BINARY;semihonest;ccd;3;NA;NA;NA;10;30;8.07418;8.51;10;5;NA;0.019444;NA
31;BINARY;semihonest;ccd;3;NA;NA;NA;15;30;12.0008;12.64;12;4;NA;0.019444;NA
31;BINARY;semihonest;ccd;3;NA;NA;NA;20;30;15.9295;16.75;12;3;NA;0.019444;NA
31;BINARY;semihonest;ccd;3;NA;NA;NA;25;30;19.8512;20.86;12;2;NA;0.019444;NA
31;BINARY;semihonest;ccd;3;NA;NA;NA;30;30;23.7666;25.02;13;2;NA;0.019444;NA
31;BINARY;semihonest;ccd;3;NA;NA;NA;35;30;27.6949;29.07;10;1;NA;0.019444;NA
31;BINARY;semihonest;ccd;3;NA;NA;NA;40;30;31.6045;33.17;12;1;NA;0.019444;NA
31;BINARY;semihonest;ccd;3;NA;NA;NA;45;30;35.5318;37.28;12;1;NA;0.019444;NA
31;BINARY;semihonest;ccd;3;NA;NA;NA;50;30;39.4413;41.37;12;1;NA;0.019444;NA
