program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);freqs(GHz);bandwidths(Mbs);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
31;BINARY;semidishonest;yao;2;11.82;266;2;2.5;3000;4096;0.592286;0.71;56;87;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;2.5;1000;4096;0.59102;0.71;55;87;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;2.5;800;4096;0.654061;0.78;54;89;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;2.5;600;4096;0.774974;0.90;55;90;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;2.5;400;4096;1.00703;1.13;53;91;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;2.5;200;4096;1.71172;1.83;55;94;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;2.5;50;4096;5.94165;6.06;54;96;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;2.3;3000;4096;0.589548;0.71;56;88;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;2.3;1000;4096;0.594383;0.71;55;88;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;2.3;800;4096;0.655354;0.77;55;90;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;2.3;600;4096;0.769727;0.89;55;90;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;2.3;400;4096;1.01267;1.13;55;91;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;2.3;200;4096;1.71489;1.83;56;94;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;2.3;50;4096;5.93995;6.06;55;96;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;2.1;3000;4096;0.60695;0.73;59;87;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;2.1;1000;4096;0.60856;0.73;54;87;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;2.1;800;4096;0.677219;0.80;55;89;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;2.1;600;4096;0.787994;0.91;57;90;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;2.1;400;4096;1.02889;1.15;56;91;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;2.1;200;4096;1.72612;1.85;59;94;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;2.1;50;4096;5.95158;6.07;54;96;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.9;3000;4096;0.645837;0.78;59;86;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.9;1000;4096;0.642058;0.78;54;87;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.9;800;4096;0.707693;0.84;57;89;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.9;600;4096;0.828558;0.96;55;89;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.9;400;4096;1.05259;1.19;56;91;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.9;200;4096;1.75997;1.89;55;93;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.9;50;4096;5.97076;6.11;55;96;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.7;3000;4096;0.681742;0.83;55;87;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.7;1000;4096;0.687593;0.83;53;87;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.7;800;4096;0.743331;0.89;55;88;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.7;600;4096;0.860519;1.01;59;89;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.7;400;4096;1.09023;1.24;55;91;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.7;200;4096;1.80109;1.95;55;93;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.7;50;4096;6.01653;6.17;59;96;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.5;3000;4096;0.724877;0.90;55;85;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.5;1000;4096;0.736559;0.90;54;87;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.5;800;4096;0.801125;0.97;55;89;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.5;600;4096;0.915667;1.09;56;89;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.5;400;4096;1.14864;1.32;55;90;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.5;200;4096;1.85284;2.02;53;93;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.5;50;4096;6.05898;6.23;54;95;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.3;3000;4096;0.802946;1.00;55;86;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.3;1000;4096;0.800482;1.00;54;86;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.3;800;4096;0.858437;1.05;55;88;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.3;600;4096;0.985799;1.18;55;89;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.3;400;4096;1.21402;1.41;56;90;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.3;200;4096;1.92411;2.11;55;92;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;1.3;50;4096;6.11365;6.31;55;95;NA;33.9477;NA
31;BINARY;semidishonest;yaoO;2;11.82;266;2;2.5;3000;4096;0.655119;0.78;55;47;NA;0;NA
31;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.5;1000;4096;0.650932;0.78;56;47;NA;0;NA
31;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.5;800;4096;0.711704;0.84;53;43;NA;0;NA
31;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.5;600;4096;0.840214;0.97;56;39;NA;0;NA
31;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.5;400;4096;1.06601;1.19;56;34;NA;0;NA
