comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.48          217                1                  0    1        512       0         1         0         1         0         0         25000            81920       0           0           0.020210     NA          1.296949          1.013113            1.013113           1.55                 2544          113
0.01          3                  1                  0    1        512       0         1         0         1         0         0         25000            81920       0           1           .004184      NA          .280814           .223483             .223483            .310000              2545          689
1.63          216                1                  0    1        512       0         1         0         1         0         0         24500            81920       0           0           0.030291     NA          1.316882          0.922513            0.922512           1.47                 2543          126
0.02          3                  1                  0    1        512       0         1         0         1         0         0         24500            81920       0           1           .003737      NA          .277804           .223471             .223471            .318333              2543          658
1.80          216                1                  0    1        512       0         1         0         1         0         0         24000            81920       0           0           0.020345     NA          1.276415          0.986580            0.986580           1.52                 2543          111
0.02          3                  1                  0    1        512       0         1         0         1         0         0         24000            81920       0           1           .004194      NA          .290550           .239299             .239299            .326666              2543          674
1.40          217                1                  0    1        512       0         1         0         1         0         0         23500            81920       0           0           0.030157     NA          1.399403          1.008027            1.008027           1.56                 2543          122
0.02          3                  1                  0    1        512       0         1         0         1         0         0         23500            81920       0           1           .004204      NA          .280351           .228939             .228939            .318333              2543          671
1.52          216                1                  0    1        512       0         1         0         1         0         0         23000            81920       0           0           0.020073     NA          1.261923          1.070535            1.070534           1.62                 2543          99
0.02          3                  1                  0    1        512       0         1         0         1         0         0         23000            81920       0           1           .003943      NA          .281669           .233097             .233097            .325000              2544          657
1.39          217                1                  0    1        512       0         1         0         1         0         0         22500            81920       0           0           0.020164     NA          1.274800          1.020173            1.020171           1.53                 2543          111
0.02          3                  1                  0    1        512       0         1         0         1         0         0         22500            81920       0           1           .004189      NA          .284109           .223191             .223190            .316666              2543          685
1.70          217                1                  0    1        512       0         1         0         1         0         0         22000            81920       0           0           0.020495     NA          1.264202          0.877197            0.877196           1.37                 2543          127
0.02          3                  1                  0    1        512       0         1         0         1         0         0         22000            81920       0           1           .003927      NA          .279905           .221119             .221119            .313333              2543          674
1.40          216                1                  0    1        512       0         1         0         1         0         0         21500            81920       0           0           0.020078     NA          1.320756          1.040874            1.040873           1.57                 2543          111
0.02          3                  1                  0    1        512       0         1         0         1         0         0         21500            81920       0           1           .003651      NA          .281302           .229654             .229654            .318333              2543          670
1.51          217                1                  0    1        512       0         1         0         1         0         0         21000            81920       0           0           0.030414     NA          1.396282          1.018602            1.018601           1.55                 2543          123
0.02          3                  1                  0    1        512       0         1         0         1         0         0         21000            81920       0           1           .003950      NA          .275159           .218163             .218163            .308333              2543          679
1.57          217                1                  0    1        512       0         1         0         1         0         0         20500            81920       0           0           0.030048     NA          1.411807          0.997922            0.997921           1.54                 2543          125
0.02          3                  1                  0    1        512       0         1         0         1         0         0         20500            81920       0           1           .003674      NA          .265696           .220740             .220740            .318333              2543          637
1.57          218                1                  0    1        512       0         1         0         1         0         0         20000            81920       0           0           0.030250     NA          1.358127          0.963835            0.963835           1.50                 2543          125
0.02          3                  1                  0    1        512       0         1         0         1         0         0         20000            81920       0           1           .004749      NA          .281061           .228708             .228708            .323333              2546          672
