nodes;program;c.domain;adv.model;protocol;partysize;cpus;freqs(GHz);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;2;2.47152;NA;~161;86.1129;258.306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;3;2.55774;NA;~241;86.1141;258.308
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;4;2.48194;NA;~353;86.1159;258.312
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;5;2.49131;NA;~497;86.1182;258.317
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;6;2.51533;NA;~673;86.1211;258.323
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;7;2.51099;NA;~881;86.1244;258.33
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;8;2.51025;NA;~1121;86.1282;258.338
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;9;2.53021;NA;~1393;86.1326;258.347
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;10;2.63747;NA;~1697;86.1374;258.358
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;11;2.54161;NA;~2033;86.1428;258.369
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;12;2.56388;NA;~2401;86.1487;258.382
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;2;2.58895;NA;~161;86.1129;258.306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;3;2.48231;NA;~241;86.1141;258.308
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;4;2.56509;NA;~353;86.1159;258.312
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;5;2.49646;NA;~497;86.1182;258.317
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;6;2.4953;NA;~673;86.1211;258.323
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;7;2.50688;NA;~881;86.1244;258.33
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;8;2.5133;NA;~1121;86.1282;258.338
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;9;2.61346;NA;~1393;86.1326;258.347
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;10;2.61269;NA;~1697;86.1374;258.358
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;11;2.56622;NA;~2033;86.1428;258.369
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;12;2.70224;NA;~2401;86.1487;258.382
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;2;3.95567;NA;~161;86.1129;258.306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;3;2.69005;NA;~241;86.1141;258.308
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;4;2.55791;NA;~353;86.1159;258.312
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;5;2.555;NA;~497;86.1182;258.317
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;6;2.59143;NA;~673;86.1211;258.323
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;7;2.63957;NA;~881;86.1244;258.33
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;8;2.66872;NA;~1121;86.1282;258.338
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;9;2.66284;NA;~1393;86.1326;258.347
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;10;2.61311;NA;~1697;86.1374;258.358
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;11;2.7039;NA;~2033;86.1428;258.369
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;12;2.65145;NA;~2401;86.1487;258.382
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;2;2.7034;NA;~161;86.1129;258.306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;3;2.65955;NA;~241;86.1141;258.308
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;4;2.63126;NA;~353;86.1159;258.312
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;5;2.69163;NA;~497;86.1182;258.317
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;6;2.72635;NA;~673;86.1211;258.323
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;7;2.6384;NA;~881;86.1244;258.33
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;8;2.67281;NA;~1121;86.1282;258.338
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;9;2.66978;NA;~1393;86.1326;258.347
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;10;2.67954;NA;~1697;86.1374;258.358
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;11;2.6949;NA;~2033;86.1428;258.369
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;12;2.79893;NA;~2401;86.1487;258.382
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.6;2;2.78378;NA;~161;86.1129;258.306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.6;3;2.72188;NA;~241;86.1141;258.308
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.6;4;2.72953;NA;~353;86.1159;258.312
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.6;5;2.73812;NA;~497;86.1182;258.317
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.6;6;2.74056;NA;~673;86.1211;258.323
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.6;7;2.81737;NA;~881;86.1244;258.33
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.6;8;2.82824;NA;~1121;86.1282;258.338
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.6;9;2.77988;NA;~1393;86.1326;258.347
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.6;10;2.7917;NA;~1697;86.1374;258.358
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.6;11;2.79666;NA;~2033;86.1428;258.369
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.6;12;2.82277;NA;~2401;86.1487;258.382
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;4;3;2;2.47335;NA;~161;86.1129;258.306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;4;3;3;2.48346;NA;~241;86.1141;258.308
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;4;3;4;2.57247;NA;~353;86.1159;258.312
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;4;3;5;2.49099;NA;~497;86.1182;258.317
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;4;3;6;2.50066;NA;~673;86.1211;258.323
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;4;3;7;2.5042;NA;~881;86.1244;258.33
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;4;3;8;2.53144;NA;~1121;86.1282;258.338
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;4;3;9;2.52881;NA;~1393;86.1326;258.347
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;4;3;10;2.54341;NA;~1697;86.1374;258.358
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;4;3;11;2.57528;NA;~2033;86.1428;258.369
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;4;3;12;2.57777;NA;~2401;86.1487;258.382
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;4;2.2;2;2.48614;NA;~161;86.1129;258.306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;4;2.2;3;2.55927;NA;~241;86.1141;258.308
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;4;2.2;4;2.50008;NA;~353;86.1159;258.312
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;4;2.2;5;2.50087;NA;~497;86.1182;258.317
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;4;2.2;6;2.5934;NA;~673;86.1211;258.323
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;4;2.2;7;2.5394;NA;~881;86.1244;258.33
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;4;2.2;8;2.54298;NA;~1121;86.1282;258.338
