program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
31;FIELD;semihonest;shamir;3;0.26;30;1;4;0.0267305;0.09;17;69;~38;0.648352;1.62459
31;FIELD;semihonest;shamir;3;0.13;18;1;6;0.0357878;0.11;15;72;~54;0.652512;1.63685
31;FIELD;semihonest;shamir;3;0.13;18;1;8;0.0403654;0.11;16;75;~70;0.656672;1.6491
31;FIELD;semihonest;shamir;3;0.13;18;1;10;0.0504158;0.12;16;82;~86;0.660832;1.66136
31;FIELD;semihonest;shamir;3;0.13;18;1;12;0.058023;0.12;15;89;~102;0.664992;1.67362
31;FIELD;semihonest;shamir;3;0.13;18;1;14;0.0670709;0.13;15;89;~118;0.669152;1.68587
31;FIELD;malhonest;malicious-shamir;3;0.26;30;1;4;0.0719881;0.14;22;86;~48;3.53669;10.2898
31;FIELD;malhonest;malicious-shamir;3;0.13;18;1;6;0.0779541;0.14;23;95;~62;3.54488;10.3143
31;FIELD;malhonest;malicious-shamir;3;0.13;18;1;8;0.0892014;0.17;25;89;~76;3.55307;10.3387
31;FIELD;malhonest;malicious-shamir;3;0.13;18;1;10;0.0910875;0.15;23;94;~90;3.56126;10.3632
31;FIELD;malhonest;malicious-shamir;3;0.13;18;1;12;0.101353;0.17;23;99;~104;3.56946;10.3876
31;FIELD;malhonest;malicious-shamir;3;0.13;18;1;14;0.106061;0.17;20;108;~118;3.57765;10.4121
31;RING;semihonest;replicated-ring;3;0.10;17;1;4;0.0385022;0.12;17;53;~113;0.401588;0.96394
31;RING;semihonest;replicated-ring;3;0.11;17;1;6;0.0449645;0.11;15;56;~129;0.401762;0.96443
31;RING;semihonest;replicated-ring;3;0.11;17;1;8;0.0535608;0.13;15;63;~145;0.401936;0.96492
31;RING;semihonest;replicated-ring;3;0.10;17;1;10;0.0622165;0.13;15;69;~161;0.40211;0.96541
31;RING;semihonest;replicated-ring;3;0.10;17;1;12;0.0542145;0.12;17;74;~177;0.402284;0.9659
31;RING;semihonest;replicated-ring;3;0.10;17;1;14;0.0824995;0.15;17;73;~193;0.402458;0.96639
31;BINARY;semihonest;ccd;3;0.23;22;1;4;0.0480542;0.08;12;105;NA;0.002648;NA
31;BINARY;semihonest;ccd;3;0.25;22;1;6;0.0584599;0.10;12;115;NA;0.00394;NA
31;BINARY;semihonest;ccd;3;0.28;23;1;8;0.0995266;0.14;12;109;NA;0.005232;NA
31;BINARY;semihonest;ccd;3;0.30;23;1;10;0.105603;0.16;10;115;NA;0.006524;NA
31;BINARY;semihonest;ccd;3;0.33;24;1;12;0.119224;0.15;10;136;NA;0.007816;NA
31;BINARY;semihonest;ccd;3;0.24;25;1;14;0.104243;0.14;10;46;NA;0.009108;NA
31;BINARY;semihonest;replicated-bin;3;0.23;22;1;4;0.0300582;0.07;11;54;NA;0.001348;NA
31;BINARY;semihonest;replicated-bin;3;0.25;22;1;6;0.0304607;0.07;11;44;NA;0.001994;NA
31;BINARY;semihonest;replicated-bin;3;0.28;23;1;8;0.0265322;0.07;9;54;NA;0.00264;NA
31;BINARY;semihonest;replicated-bin;3;0.30;23;1;10;0.0630354;0.11;9;58;NA;0.003286;NA
31;BINARY;semihonest;replicated-bin;3;0.33;24;1;12;0.0365045;0.08;11;58;NA;0.003932;NA
31;BINARY;semihonest;replicated-bin;3;0.24;25;1;14;0.0489224;0.08;11;39;NA;0.004578;NA
31;BINARY;semidishonest;yao;2;0.23;22;1;4;0.014075;0.03;13;83;NA;0.033216;NA
31;BINARY;semidishonest;yao;2;0.25;22;1;6;0.0171685;0.04;13;66;NA;0.049792;NA
31;BINARY;semidishonest;yao;2;0.28;23;1;8;0.0166122;0.04;13;65;NA;0.066368;NA
31;BINARY;semidishonest;yao;2;0.30;23;1;10;0.0181106;0.04;11;68;NA;0.082944;NA
31;BINARY;semidishonest;yao;2;0.33;24;1;12;0.0166729;0.04;13;62;NA;0.09952;NA
31;BINARY;semidishonest;yao;2;0.24;25;1;14;0.0157262;0.03;13;90;NA;0.116096;NA
31;BINARY;semidishonest;yaoO;2;0.23;22;1;4;0.0067855;0.03;12;87;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.25;22;1;6;0.00697536;0.04;12;68;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.28;23;1;8;0.00755542;0.03;12;93;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.30;23;1;10;0.0082477;0.03;12;94;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.33;24;1;12;0.00699994;0.03;10;90;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.24;25;1;14;0.00825528;0.03;11;93;NA;0;NA
