nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;atlas;7;5;9.16009;NA;~2582;22.8143;81.3751
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;atlas;7;10;25.0692;NA;~10033;59.5906;232.006
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;atlas;7;15;31.3979;NA;~22381;118.729;473.733
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;atlas;7;20;73.9439;NA;~39626;198.309;806.556
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;atlas;7;25;246.707;NA;~61768;301.212;1230.47
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;atlas;7;30;132.008;NA;~88805;427.162;1743.57
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;shamir;7;5;2.28525;NA;~1414;7.68816;54.6926
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;shamir;7;10;3.91498;NA;~5539;27.8083;194.331
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;shamir;7;15;8.42855;NA;~12376;60.3605;418.915
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;shamir;7;20;17.2547;NA;~21925;103.425;728.444
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;shamir;7;25;27.4435;NA;~34186;159.881;1122.92
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semihonest;shamir;7;30;54.6092;NA;~49159;229.729;1602.34
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;malhonest;malicious-shamir;7;5;1.34056;NA;~1275;19.4416;137.051
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;malhonest;malicious-shamir;7;10;4.19715;NA;~4994;71.6398;501.478
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;malhonest;malicious-shamir;7;15;8.84973;NA;~11159;156.595;1093.28
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;malhonest;malicious-shamir;7;20;18.4694;NA;~19770;272.386;1912.46
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;malhonest;malicious-shamir;7;25;24.1145;NA;~30827;421.895;2959.02
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;malhonest;malicious-shamir;7;30;37.6669;NA;~44322;600.56;4201.04
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semidishonest;temi;7;5;2.99789;NA;~15449;52.3514;151.767
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semidishonest;temi;7;10;10.2858;NA;~60542;173.138;499.228
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semidishonest;temi;7;15;23.2396;NA;~135329;374.346;1078.13
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semidishonest;temi;7;20;41.472;NA;~239859;667.954;1924.19
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semidishonest;temi;7;25;63.6873;NA;~374083;1041.98;3001.68
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;FIELD;semidishonest;temi;7;30;87.5232;NA;~538001;1496.43;4310.61
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;RING;maldishonest;spdz2k;7;5;735.538;NA;~213267;29971.9;203379
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;RING;maldishonest;spdz2k;7;10;718.526;NA;~263067;30205.7;204971
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;35_set_intersection;RING;maldishonest;spdz2k;7;15;775.552;NA;~345929;30826.8;209255
