nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;33_matrix_add_float;FIELD;semihonest;atlas;NA;NA;26;5;0.0641744;20;~70;2.13504;5.0724
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;33_matrix_add_float;FIELD;semihonest;atlas;NA;NA;101;10;0.0842547;16;~220;2.13984;5.088
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;33_matrix_add_float;FIELD;semihonest;atlas;NA;NA;226;15;0.145379;16;~470;2.14784;5.114
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;33_matrix_add_float;FIELD;semihonest;atlas;NA;NA;401;20;0.202948;20;~820;2.15904;5.1504
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;33_matrix_add_float;FIELD;semihonest;atlas;NA;NA;626;25;0.304182;17;~1270;2.17344;5.1972
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;33_matrix_add_float;FIELD;semihonest;atlas;NA;NA;901;30;0.363417;17;~1820;2.19104;5.2544
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;33_matrix_add_float;FIELD;semihonest;shamir;NA;NA;26;5;0.008021;16;~51;0.0016;0.0052
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;33_matrix_add_float;FIELD;semihonest;shamir;NA;NA;101;10;0.0261388;18;~201;0.0064;0.0208
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;33_matrix_add_float;FIELD;semihonest;shamir;NA;NA;226;15;0.0596531;14;~451;0.0144;0.0468
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;33_matrix_add_float;FIELD;semihonest;shamir;NA;NA;401;20;0.10299;14;~801;0.0256;0.0832
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;33_matrix_add_float;FIELD;semihonest;shamir;NA;NA;626;25;0.160623;18;~1251;0.04;0.13
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;33_matrix_add_float;FIELD;semihonest;shamir;NA;NA;901;30;0.284264;15;~1801;0.0576;0.1872
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;26;5;0.00745623;16;~26;0.0016;0.008
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;101;10;0.0178228;15;~101;0.0064;0.032
