comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.49;216;1;0;256;1;0;1;512;0;0;0.000213;NA;0.011399;0.012231;0.012230;0.02;11;73
0.01;3;1;0;256;1;0;1;512;0;1;.001266;NA;.077472;.060372;.060366;0.02;11;491
1.68;215;1;0;256;1;0;1;1024;0;0;0.000381;NA;0.016604;0.013034;0.013033;0.02;19;91
0.01;3;1;0;256;1;0;1;1024;0;1;.002370;NA;.105336;.081432;.081426;0.02;19;567
1.49;216;1;0;256;1;0;1;1536;0;0;0.000573;NA;0.024396;0.019082;0.019081;0.03;27;96
0.01;3;1;0;256;1;0;1;1536;0;1;.003462;NA;.138354;.129594;.129588;0.03;27;517
1.67;215;1;0;256;1;0;1;2048;0;0;0.000774;NA;0.027959;0.023815;0.023814;0.03;35;97
0.01;3;1;0;256;1;0;1;2048;0;1;.004668;NA;.196080;.164088;.164082;0.04;35;564
1.71;216;1;0;256;1;0;1;2560;0;0;0.000968;NA;0.036008;0.027804;0.027803;0.04;43;109
0.01;3;1;0;256;1;0;1;2560;0;1;.005658;NA;.241134;.199392;.199386;0.05;43;591
1.66;216;1;0;256;1;0;1;3072;0;0;0.000743;NA;0.035379;0.031473;0.031472;0.04;51;97
0.01;3;1;0;256;1;0;1;3072;0;1;.007260;NA;.287046;.225870;.225864;0.05;55;640
1.66;216;1;0;256;1;0;1;3584;0;0;0.001298;NA;0.047458;0.037717;0.037716;0.05;59;108
0.01;3;1;0;256;1;0;1;3584;0;1;.007968;NA;.321870;.292794;.292788;0.07;59;570
1.66;215;1;0;256;1;0;1;4096;0;0;0.001474;NA;0.055883;0.048933;0.048932;0.07;67;104
0.01;3;1;0;256;1;0;1;4096;0;1;.007926;NA;.355566;.296436;.296430;0.07;67;622
1.48;216;1;0;256;1;0;1;4608;0;0;0.001706;NA;0.051541;0.049671;0.049670;0.08;75;82
0.01;3;1;0;256;1;0;1;4608;0;1;.009456;NA;.428952;.349470;.349464;0.08;75;635
1.47;215;1;0;256;1;0;1;5120;0;0;0.001841;NA;0.057081;0.057060;0.057059;0.08;83;88
0.01;3;1;0;256;1;0;1;5120;0;1;.009936;NA;.434826;.379866;.379860;0.09;83;609
1.68;217;1;0;256;1;0;2;512;0;0;0.000360;NA;0.008526;0.012162;0.012161;0.02;11;59
0.01;3;1;0;256;1;0;2;512;0;1;.003102;NA;.043716;.049512;.049506;0.02;11;390
1.45;216;1;0;256;1;0;2;1024;0;0;0.000415;NA;0.010022;0.012483;0.012482;0.02;19;55
0.01;3;1;0;256;1;0;2;1024;0;1;.007608;NA;.071994;.074550;.074544;0.03;19;440
1.35;215;1;0;256;1;0;2;1536;0;0;0.000925;NA;0.020061;0.022647;0.022646;0.03;27;81
0.01;3;1;0;256;1;0;2;1536;0;1;.009936;NA;.116226;.136758;.136752;0.04;27;413
1.63;215;1;0;256;1;0;2;2048;0;0;0.001225;NA;0.026289;0.029489;0.029488;0.04;35;82
0.01;3;1;0;256;1;0;2;2048;0;1;.013596;NA;.146922;.169968;.169962;0.05;35;448
1.66;216;1;0;256;1;0;2;2560;0;0;0.001559;NA;0.030936;0.036520;0.036519;0.05;43;80
0.01;3;1;0;256;1;0;2;2560;0;1;.015330;NA;.185502;.205476;.205470;0.05;43;475
1.46;216;1;0;256;1;0;2;3072;0;0;0.001834;NA;0.036639;0.039748;0.039747;0.05;51;86
0.01;3;1;0;256;1;0;2;3072;0;1;.018480;NA;.204384;.255156;.255150;0.06;51;458
1.52;216;1;0;256;1;0;2;3584;0;0;0.002062;NA;0.044242;0.050902;0.050901;0.07;59;83
0.01;3;1;0;256;1;0;2;3584;0;1;.023652;NA;.281322;.319620;.319614;0.08;59;482
1.66;215;1;0;256;1;0;2;4096;0;0;0.002457;NA;0.048925;0.058484;0.058483;0.08;67;81
0.01;3;1;0;256;1;0;2;4096;0;1;.024750;NA;.280398;.323280;.323274;0.08;67;489
1.36;219;1;0;256;1;0;2;4608;0;0;0.002630;NA;0.056971;0.058515;0.058514;0.08;75;92
0.01;3;1;0;256;1;0;2;4608;0;1;.027378;NA;.361356;.378630;.378618;0.10;75;507
1.38;215;1;0;256;1;0;2;5120;0;0;0.002956;NA;0.048530;0.051252;0.051251;0.08;83;78
0.01;3;1;0;256;1;0;2;5120;0;1;.028326;NA;.335064;.380328;.380322;0.09;84;501
1.44;215;1;0;256;1;0;3;512;0;0;0.000240;NA;0.005491;0.009726;0.009726;0.01;8;52
0.01;3;1;0;256;1;0;3;512;0;1;.001542;NA;.040098;.062868;.062862;0.02;11;343
1.46;216;1;0;256;1;0;3;1024;0;0;0.000367;NA;0.008817;0.016459;0.016458;0.03;13;53
0.01;3;1;0;256;1;0;3;1024;0;1;.002628;NA;.068076;.082182;.082176;0.03;19;372
1.47;215;1;0;256;1;0;3;1536;0;0;0.000653;NA;0.010596;0.024579;0.024578;0.03;18;48
0.01;3;1;0;256;1;0;3;1536;0;1;.004038;NA;.106902;.130890;.130884;0.03;27;426
1.35;219;1;0;256;1;0;3;2048;0;0;0.000909;NA;0.015369;0.030718;0.030717;0.04;23;55
0.01;3;1;0;256;1;0;3;2048;0;1;.005400;NA;.121836;.164214;.164208;0.05;35;382
1.36;214;1;0;256;1;0;3;2560;0;0;0.000948;NA;0.016611;0.031494;0.031493;0.05;28;47
0.01;3;1;0;256;1;0;3;2560;0;1;.006732;NA;.160728;.211800;.211794;0.06;43;381
1.65;216;1;0;256;1;0;3;3072;0;0;0.001122;NA;0.021815;0.035880;0.035879;0.05;33;64
0.01;3;1;0;256;1;0;3;3072;0;1;.008316;NA;.174078;.260424;.260418;0.07;51;378
1.47;215;1;0;256;1;0;3;3584;0;0;0.001554;NA;0.022052;0.052148;0.052148;0.07;38;46
0.01;3;1;0;256;1;0;3;3584;0;1;.009540;NA;.178392;.280290;.280284;0.07;59;358
1.49;214;1;0;256;1;0;3;4096;0;0;0.001544;NA;0.029442;0.052479;0.052478;0.07;43;62
0.01;3;1;0;256;1;0;3;4096;0;1;.010080;NA;.220530;.309684;.309678;0.08;67;416
1.47;216;1;0;256;1;0;3;4608;0;0;0.001166;NA;0.021785;0.044203;0.044202;0.06;48;55
0.01;3;1;0;256;1;0;3;4608;0;1;.010806;NA;.253542;.347646;.347640;0.08;75;430
1.34;216;1;0;256;1;0;3;5120;0;0;0.002119;NA;0.034662;0.065068;0.065067;0.08;53;62
0.01;3;1;0;256;1;0;3;5120;0;1;.012252;NA;.279348;.410088;.410082;0.10;83;407
1.63;214;1;0;256;1;0;4;512;0;0;0.000228;NA;0.005651;0.012561;0.012560;0.02;8;47
0.01;3;1;0;256;1;0;4;512;0;1;.001548;NA;.030060;.045948;.045942;0.02;10;338
1.35;215;1;0;256;1;0;4;1024;0;0;0.000413;NA;0.008898;0.015526;0.015525;0.02;13;61
0.01;3;1;0;256;1;0;4;1024;0;1;.002664;NA;.070068;.086328;.086322;0.03;17;351
1.57;214;1;0;256;1;0;4;1536;0;0;0.000661;NA;0.009832;0.023195;0.023194;0.04;18;42
0.01;3;1;0;256;1;0;4;1536;0;1;.004188;NA;.090702;.121908;.121902;0.04;24;373
1.62;216;1;0;256;1;0;4;2048;0;0;0.000776;NA;0.014538;0.030041;0.030040;0.04;23;53
0.01;3;1;0;256;1;0;4;2048;0;1;.005640;NA;.099990;.150456;.150450;0.04;31;395
