comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.99;233;1;8;1;0;1;4096;0;0;0.002573;NA;0.010319;0.014079;0.014078;0.02;5;85
2.94;233;1;8;1;0;2;4096;0;0;0.004861;NA;0.013458;0.020976;0.020975;0.04;6;68
2.89;231;1;8;1;0;3;4096;0;0;0.003735;NA;0.008093;0.018160;0.018159;0.03;7;60
2.87;229;1;8;1;0;4;4096;0;0;0.002710;NA;0.007753;0.013249;0.013248;0.02;5;77
2.90;231;1;8;1;0;5;4096;0;0;0.003069;NA;0.007513;0.015590;0.015590;0.02;5;57
2.87;230;1;8;1;0;6;4096;0;0;0.001642;NA;0.002666;0.005963;0.005962;0.01;5;63
3.11;233;1;64;1;0;1;4096;0;0;0.003919;NA;0.026643;0.059060;0.059059;0.08;19;60
3.08;233;1;64;1;0;2;4096;0;0;0.005725;NA;0.024679;0.073660;0.073659;0.10;21;45
2.98;231;1;64;1;0;3;4096;0;0;0.005784;NA;0.013268;0.069002;0.069001;0.09;15;39
2.99;230;1;64;1;0;4;4096;0;0;0.005235;NA;0.013906;0.060086;0.060085;0.08;15;43
3.00;231;1;64;1;0;5;4096;0;0;0.006106;NA;0.017564;0.069055;0.069054;0.09;21;45
2.99;232;1;64;1;0;6;4096;0;0;0.002505;NA;0.007045;0.024789;0.024788;0.04;13;53
