program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);bandwidths(Mbs);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
33;FIELD;maldishonest;mascot;3;0.99;34;1;10;30;26.2247;26.34;80;59;~3671;10.3208;30.9478
33;FIELD;maldishonest;mascot;3;NA;NA;NA;15;30;17.6234;17.74;80;61;~3671;10.3208;30.9478
33;FIELD;maldishonest;mascot;3;NA;NA;NA;20;30;13.3559;13.47;80;57;~3671;10.3208;30.9478
33;FIELD;maldishonest;mascot;3;NA;NA;NA;25;30;10.7619;10.88;82;58;~3671;10.3208;30.9478
33;FIELD;maldishonest;mascot;3;NA;NA;NA;30;30;9.071;9.19;82;68;~3671;10.3208;30.9478
33;FIELD;maldishonest;mascot;3;NA;NA;NA;35;30;7.81817;7.94;80;67;~3671;10.3208;30.9478
33;FIELD;maldishonest;mascot;3;NA;NA;NA;40;30;6.9133;7.03;80;71;~3671;10.3208;30.9478
33;FIELD;maldishonest;mascot;3;NA;NA;NA;45;30;6.19204;6.31;80;58;~3671;10.3208;30.9478
33;FIELD;maldishonest;mascot;3;NA;NA;NA;50;30;5.63209;5.76;80;73;~3671;10.3208;30.9478
33;FIELD;maldishonest;mascot;3;NA;NA;NA;55;30;5.20348;5.32;80;66;~3671;10.3208;30.9478
33;FIELD;maldishonest;mascot;3;NA;NA;NA;60;30;4.71654;4.84;80;72;~3671;10.3208;30.9478
33;FIELD;maldishonest;mascot;3;NA;NA;NA;65;30;4.4566;4.57;80;75;~3671;10.3208;30.9478
33;FIELD;maldishonest;mascot;3;NA;NA;NA;70;30;4.15119;4.27;80;62;~3671;10.3208;30.9478
33;FIELD;maldishonest;mascot;3;NA;NA;NA;75;30;3.97623;4.10;80;72;~3671;10.3208;30.9478
33;FIELD;maldishonest;mascot;3;NA;NA;NA;80;30;3.754;3.87;78;84;~3671;10.3208;30.9478
33;FIELD;maldishonest;mascot;3;NA;NA;NA;85;30;3.5466;3.67;80;66;~3671;10.3208;30.9478
33;FIELD;maldishonest;mascot;3;NA;NA;NA;90;30;3.36765;3.48;80;71;~3671;10.3208;30.9478
33;FIELD;maldishonest;mascot;3;NA;NA;NA;95;30;3.20967;3.32;80;73;~3671;10.3208;30.9478
33;FIELD;maldishonest;mascot;3;NA;NA;NA;100;30;3.09043;3.20;80;77;~3671;10.3208;30.9478
33;FIELD;semidishonest;hemi;3;0.99;34;1;10;30;0.263811;1.45;14;85;~3600;0.0144;0.0288
33;FIELD;semidishonest;hemi;3;NA;NA;NA;15;30;0.176854;1.00;14;89;~3600;0.0144;0.0288
33;FIELD;semidishonest;hemi;3;NA;NA;NA;20;30;0.158844;0.80;14;83;~3600;0.0144;0.0288
33;FIELD;semidishonest;hemi;3;NA;NA;NA;25;30;0.189462;0.72;14;82;~3600;0.0144;0.0288
33;FIELD;semidishonest;hemi;3;NA;NA;NA;30;30;0.147635;0.60;14;82;~3600;0.0144;0.0288
33;FIELD;semidishonest;hemi;3;NA;NA;NA;35;30;0.161031;0.57;14;73;~3600;0.0144;0.0288
