comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.01;3;1;1;64;1;0;1;512;0;2;0.000436;NA;0.006898;0.089630;0.089629;0.01;1;30
0.01;3;1;1;64;1;0;1;1024;0;2;0.000895;NA;0.015287;0.215100;0.215099;0.01;1;14
0.01;3;1;1;64;1;0;2;512;0;2;0.000521;NA;0.005659;0.094499;0.094498;0.01;1;28
0.01;3;1;1;64;1;0;2;1024;0;2;0.000983;NA;0.012221;0.186159;0.186158;0.01;1;26
0.01;3;1;1;64;1;0;3;512;0;2;0.000319;NA;0.005680;0.055364;0.055363;0.00;1;25
0.01;3;1;1;64;1;0;3;1024;0;2;0.000649;NA;0.009261;0.121274;0.121273;0.00;1;22
0.01;3;1;1;64;1;0;4;512;0;2;0.000307;NA;0.005673;0.061637;0.061636;0.01;1;30
0.01;3;1;1;64;1;0;4;1024;0;2;0.000435;NA;0.005041;0.142668;0.142667;0.01;1;21
0.01;3;1;1;64;1;0;5;512;0;2;0.000236;NA;0.003775;0.068036;0.068034;0.01;1;30
0.01;3;1;1;64;1;0;5;1024;0;2;0.000648;NA;0.011244;0.137066;0.137065;0.01;1;26
0.01;3;1;1;64;1;0;6;512;0;2;0.000133;NA;0.001825;.125370;.125352;0.00;1;44
0.01;3;1;1;64;1;0;6;1024;0;2;0.000241;NA;0.003143;0.048916;0.048915;0.00;1;44
