comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.48          233                1                  128       1         0         1         25000            40960       0           0           0.019233     NA          0.123679          0.095049            0.095048           0.25                 321           109
1.50          233                1                  128       1         0         1         25000            40960       0           1           .003330      NA          .022100           .023417             .023417            1.50                 233           99
1.50          233                1                  128       1         0         1         24500            40960       0           0           0.019351     NA          0.125772          0.095348            0.095347           0.24                 321           112
1.52          232                1                  128       1         0         1         24500            40960       0           1           .003334      NA          .027552           .026220             .026220            1.52                 232           99
1.52          233                1                  128       1         0         1         24000            40960       0           0           0.019394     NA          0.124396          0.091899            0.091898           0.25                 323           109
1.48          231                1                  128       1         0         1         24000            40960       0           1           .003401      NA          .028617           .024109             .024108            1.48                 231           99
1.50          233                1                  128       1         0         1         23500            40960       0           0           0.019246     NA          0.128055          0.095199            0.095198           0.24                 321           112
1.51          232                1                  128       1         0         1         23500            40960       0           1           .003398      NA          .022271           .023282             .023281            1.51                 232           99
1.52          233                1                  128       1         0         1         23000            40960       0           0           0.019278     NA          0.133719          0.095286            0.095285           0.25                 321           104
1.51          232                1                  128       1         0         1         23000            40960       0           1           .003398      NA          .021742           .022858             .022858            1.51                 232           99
1.52          233                1                  128       1         0         1         22500            40960       0           0           0.019166     NA          0.130866          0.094341            0.094340           0.24                 321           114
1.51          232                1                  128       1         0         1         22500            40960       0           1           .003422      NA          .022270           .021839             .021839            1.51                 232           99
1.53          233                1                  128       1         0         1         22000            40960       0           0           0.019158     NA          0.121198          0.096745            0.096744           0.25                 321           107
1.50          232                1                  128       1         0         1         22000            40960       0           1           .003390      NA          .027980           .024145             .024145            1.50                 232           99
1.52          233                1                  128       1         0         1         21500            40960       0           0           0.019256     NA          0.131287          0.095772            0.095772           0.25                 321           113
1.51          233                1                  128       1         0         1         21500            40960       0           1           .003362      NA          .022855           .024430             .024430            1.51                 233           99
1.52          232                1                  128       1         0         1         21000            40960       0           0           0.019329     NA          0.130683          0.095239            0.095238           0.25                 321           112
1.48          233                1                  128       1         0         1         21000            40960       0           1           .003484      NA          .022060           .021935             .021935            1.48                 233           99
1.51          232                1                  128       1         0         1         20500            40960       0           0           0.019258     NA          0.127990          0.096118            0.096117           0.24                 321           112
1.52          232                1                  128       1         0         1         20500            40960       0           1           .003443      NA          .021826           .023192             .023192            1.52                 232           99
1.49          232                1                  128       1         0         1         20000            40960       0           0           0.019376     NA          0.129011          0.094931            0.094930           0.24                 321           113
1.52          233                1                  128       1         0         1         20000            40960       0           1           .003403      NA          .022950           .026524             .026524            1.52                 233           100
1.51          233                1                  128       1         0         1         19500            40960       0           0           0.019160     NA          0.127081          0.094064            0.094063           0.25                 321           109
1.50          233                1                  128       1         0         1         19500            40960       0           1           .003281      NA          .030190           .025774             .025774            1.50                 233           99
1.52          231                1                  128       1         0         1         19000            40960       0           0           0.019186     NA          0.126972          0.091377            0.091377           0.25                 321           110
1.48          232                1                  128       1         0         1         19000            40960       0           1           .003334      NA          .029416           .027642             .027642            1.48                 232           99
1.52          231                1                  128       1         0         1         18500            40960       0           0           0.019159     NA          0.129819          0.093961            0.093960           0.24                 321           113
1.51          232                1                  128       1         0         1         18500            40960       0           1           .003380      NA          .022441           .022585             .022585            1.51                 232           99
1.51          233                1                  128       1         0         1         18000            40960       0           0           0.019497     NA          0.126646          0.095363            0.095362           0.24                 321           112
1.52          232                1                  128       1         0         1         18000            40960       0           1           .003314      NA          .026066           .023437             .023437            1.52                 232           99
1.50          232                1                  128       1         0         1         17500            40960       0           0           0.019330     NA          0.124381          0.096809            0.096808           0.25                 321           107
1.50          233                1                  128       1         0         1         17500            40960       0           1           .003381      NA          .023128           .024012             .024012            1.50                 233           100
1.52          231                1                  128       1         0         1         17000            40960       0           0           0.019229     NA          0.134085          0.095986            0.095985           0.25                 321           104
1.50          232                1                  128       1         0         1         17000            40960       0           1           .003315      NA          .031276           .030034             .030034            1.50                 232           99
1.50          231                1                  128       1         0         1         16500            40960       0           0           0.018762     NA          0.131983          0.095931            0.095930           0.25                 321           112
1.52          232                1                  128       1         0         1         16500            40960       0           1           .003313      NA          .027314           .028024             .028024            1.52                 232           99
1.51          233                1                  128       1         0         1         16000            40960       0           0           0.019440     NA          0.133943          0.094385            0.094385           0.25                 321           115
1.50          232                1                  128       1         0         1         16000            40960       0           1           .003303      NA          .023168           .024347             .024347            1.50                 232           100
1.51          232                1                  128       1         0         1         15500            40960       0           0           0.019187     NA          0.132747          0.097733            0.097732           0.26                 321           101
1.53          233                1                  128       1         0         1         15500            40960       0           1           .003365      NA          .025089           .026635             .026635            1.53                 233           99
1.53          233                1                  128       1         0         1         15000            40960       0           0           0.019320     NA          0.133853          0.096825            0.096825           0.25                 321           111
1.51          233                1                  128       1         0         1         15000            40960       0           1           .003334      NA          .026732           .029510             .029510            1.51                 233           99
1.48          232                1                  128       1         0         1         14500            40960       0           0           0.019200     NA          0.132489          0.092065            0.092064           0.24                 321           116
1.51          233                1                  128       1         0         1         14500            40960       0           1           .003260      NA          .031265           .034342             .034342            1.51                 233           99
1.52          232                1                  128       1         0         1         14000            40960       0           0           0.019093     NA          0.139258          0.097840            0.097840           0.25                 321           113
1.53          233                1                  128       1         0         1         14000            40960       0           1           .003317      NA          .022653           .033757             .033756            1.53                 233           99
1.50          232                1                  128       1         0         1         13500            40960       0           0           0.019202     NA          0.138199          0.097013            0.097012           0.25                 321           105
1.52          232                1                  128       1         0         1         13500            40960       0           1           .003407      NA          .030067           .034299             .034299            1.52                 232           99
1.50          233                1                  128       1         0         1         13000            40960       0           0           0.019176     NA          0.131484          0.094444            0.094444           0.24                 321           114
1.52          231                1                  128       1         0         1         13000            40960       0           1           .003352      NA          .024881           .028815             .028814            1.52                 231           99
1.51          232                1                  128       1         0         1         12500            40960       0           0           0.019190     NA          0.131087          0.094361            0.094361           0.24                 321           114
1.51          235                1                  128       1         0         1         12500            40960       0           1           .003380      NA          .028169           .031528             .031528            1.51                 235           99
1.50          231                1                  128       1         0         1         12000            40960       0           0           0.019297     NA          0.129769          0.094836            0.094836           0.25                 321           111
1.52          232                1                  128       1         0         1         12000            40960       0           1           .003326      NA          .022880           .027292             .027292            1.52                 232           99
1.47          232                1                  128       1         0         1         11500            40960       0           0           0.019199     NA          0.132717          0.092925            0.092924           0.25                 321           114
1.49          237                1                  128       1         0         1         11500            40960       0           1           .003375      NA          .022828           .036262             .036262            1.49                 237           100
1.50          231                1                  128       1         0         1         11000            40960       0           0           0.019305     NA          0.125636          0.093977            0.093977           0.24                 321           112
1.51          232                1                  128       1         0         1         11000            40960       0           1           .003315      NA          .028464           .034677             .034677            1.51                 232           99
1.53          233                1                  128       1         0         1         10500            40960       0           0           0.018663     NA          0.129452          0.095083            0.095083           0.25                 321           110
1.50          233                1                  128       1         0         1         10500            40960       0           1           .003409      NA          .022898           .032084             .032084            1.50                 233           100
1.47          232                1                  128       1         0         1         10000            40960       0           0           0.019384     NA          0.131751          0.097317            0.097317           0.26                 321           110
1.52          231                1                  128       1         0         1         10000            40960       0           1           .003363      NA          .028884           .036300             .036300            1.52                 231           99
1.51          233                1                  128       1         0         1         9500             40960       0           0           0.019102     NA          0.131567          0.096963            0.096962           0.25                 321           112
1.53          232                1                  128       1         0         1         9500             40960       0           1           .003398      NA          .023664           .038787             .038787            1.53                 232           99
1.52          233                1                  128       1         0         1         9000             40960       0           0           0.019128     NA          0.124986          0.099348            0.099347           0.26                 321           97
1.52          233                1                  128       1         0         1         9000             40960       0           1           .003429      NA          .023325           .042785             .042785            1.52                 233           99
1.49          232                1                  128       1         0         1         8500             40960       0           0           0.019250     NA          0.124103          0.101291            0.101291           0.24                 321           102
1.51          232                1                  128       1         0         1         8500             40960       0           1           .003318      NA          .024833           .040513             .040513            1.51                 232           99
1.51          232                1                  128       1         0         1         8000             40960       0           0           0.019067     NA          0.133585          0.101942            0.101941           0.25                 327           112
1.50          233                1                  128       1         0         1         8000             40960       0           1           .003434      NA          .026025           .044474             .044474            1.50                 233           99
1.49          231                1                  128       1         0         2         25000            40960       0           0           0.028718     NA          0.134919          0.141159            0.141159           0.30                 362           98
1.51          235                1                  128       1         0         2         25000            40960       0           1           .003750      NA          .025114           .029341             .029340            1.51                 235           99
1.51          232                1                  128       1         0         2         24500            40960       0           0           0.028146     NA          0.136837          0.141485            0.141484           0.30                 362           98
1.49          231                1                  128       1         0         2         24500            40960       0           1           .003774      NA          .023424           .028092             .028091            1.49                 231           99
1.50          231                1                  128       1         0         2         24000            40960       0           0           0.028422     NA          0.137789          0.142336            0.142335           0.30                 362           98
1.49          232                1                  128       1         0         2         24000            40960       0           1           .003788      NA          .023603           .028746             .028746            1.49                 232           99
1.47          232                1                  128       1         0         2         23500            40960       0           0           0.028915     NA          0.139794          0.140903            0.140902           0.30                 362           99
1.50          231                1                  128       1         0         2         23500            40960       0           1           .003791      NA          .023471           .028484             .028483            1.50                 231           100
1.49          232                1                  128       1         0         2         23000            40960       0           0           0.028542     NA          0.134157          0.138861            0.138861           0.30                 362           98
1.47          232                1                  128       1         0         2         23000            40960       0           1           .003676      NA          .024874           .028898             .028898            1.47                 232           100
1.50          231                1                  128       1         0         2         22500            40960       0           0           0.028266     NA          0.145081          0.141747            0.141747           0.30                 362           100
1.46          231                1                  128       1         0         2         22500            40960       0           1           .003872      NA          .022645           .028939             .028939            1.46                 231           99
1.49          232                1                  128       1         0         2         22000            40960       0           0           0.027122     NA          0.137847          0.142952            0.142952           0.29                 362           92
1.51          231                1                  128       1         0         2         22000            40960       0           1           .003778      NA          .023032           .028072             .028072            1.51                 231           100
1.49          231                1                  128       1         0         2         21500            40960       0           0           0.028340     NA          0.132225          0.142322            0.142321           0.30                 362           96
1.44          231                1                  128       1         0         2         21500            40960       0           1           .003860      NA          .024338           .028595             .028595            1.44                 231           100
1.51          231                1                  128       1         0         2         21000            40960       0           0           0.028897     NA          0.138593          0.142623            0.142622           0.30                 362           98
1.49          232                1                  128       1         0         2         21000            40960       0           1           .003770      NA          .023566           .028492             .028491            1.49                 232           99
1.49          232                1                  128       1         0         2         20500            40960       0           0           0.027976     NA          0.138843          0.139541            0.139541           0.30                 362           99
1.50          231                1                  128       1         0         2         20500            40960       0           1           .003805      NA          .024076           .028529             .028529            1.50                 231           99
