comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;latencies(ms);bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.47;231;1;256;1;0;2;10;13000;40960;0;0;0.043876;NA;0.298029;0.253948;0.253947;0.51;721;108
1.47;231;1;256;1;0;2;10;13000;40960;0;1;.006047;NA;.043988;.102639;.102639;1.47;231;99
1.46;231;1;256;1;0;2;10;12000;40960;0;0;0.043696;NA;0.263188;0.269778;0.269777;0.52;723;98
1.46;232;1;256;1;0;2;10;12000;40960;0;1;.006026;NA;.041247;.104877;.104876;1.46;232;100
1.46;232;1;256;1;0;2;10;11000;40960;0;0;0.043692;NA;0.237807;0.266694;0.266693;0.52;721;94
1.45;235;1;256;1;0;2;10;11000;40960;0;1;.005922;NA;.043192;.116164;.116163;1.45;235;99
1.47;232;1;256;1;0;2;10;10000;40960;0;0;0.045645;NA;0.272250;0.290378;0.290377;0.55;722;96
1.47;233;1;256;1;0;2;10;10000;40960;0;1;.006030;NA;.039105;.126456;.126456;1.47;233;99
1.48;231;1;256;1;0;2;10;9000;40960;0;0;0.044085;NA;0.256555;0.301986;0.301985;0.55;721;91
1.47;231;1;256;1;0;2;10;9000;40960;0;1;.006302;NA;.042323;.135562;.135561;1.47;231;99
1.47;231;1;256;1;0;2;10;8000;40960;0;0;0.043961;NA;0.220572;0.333462;0.333462;0.59;721;80
1.48;231;1;256;1;0;2;10;8000;40960;0;1;.006158;NA;.042304;.155948;.155948;1.48;231;100
1.45;231;1;256;1;0;2;12;25000;40960;0;0;0.044564;NA;0.276289;0.226890;0.226889;0.47;721;110
1.45;232;1;256;1;0;2;12;25000;40960;0;1;.006111;NA;.042547;.072629;.072629;1.45;232;99
1.47;232;1;256;1;0;2;12;24000;40960;0;0;0.047042;NA;0.266485;0.235217;0.235216;0.49;723;106
1.48;232;1;256;1;0;2;12;24000;40960;0;1;.006090;NA;.041231;.071720;.071720;1.48;232;99
1.45;231;1;256;1;0;2;12;23000;40960;0;0;0.043865;NA;0.277660;0.224320;0.224319;0.47;721;111
1.48;231;1;256;1;0;2;12;23000;40960;0;1;.006096;NA;.043229;.069729;.069729;1.48;231;99
1.45;232;1;256;1;0;2;12;22000;40960;0;0;0.044091;NA;0.268944;0.237300;0.237299;0.48;721;106
1.44;231;1;256;1;0;2;12;22000;40960;0;1;.006407;NA;.040908;.074818;.074818;1.44;231;100
1.46;232;1;256;1;0;2;12;21000;40960;0;0;0.045694;NA;0.282107;0.230885;0.230884;0.48;721;110
1.44;230;1;256;1;0;2;12;21000;40960;0;1;.006351;NA;.042112;.070753;.070752;1.44;230;99
1.49;231;1;256;1;0;2;12;20000;40960;0;0;0.045489;NA;0.274422;0.224587;0.224586;0.47;721;110
1.48;231;1;256;1;0;2;12;20000;40960;0;1;.006214;NA;.042567;.073742;.073742;1.48;231;100
1.48;231;1;256;1;0;2;12;19000;40960;0;0;0.046057;NA;0.288784;0.239234;0.239233;0.49;721;109
1.43;231;1;256;1;0;2;12;19000;40960;0;1;.006077;NA;.041400;.078466;.078466;1.43;231;99
1.45;231;1;256;1;0;2;12;18000;40960;0;0;0.046225;NA;0.295924;0.246600;0.246600;0.50;721;109
1.49;232;1;256;1;0;2;12;18000;40960;0;1;.006170;NA;.041207;.083103;.083103;1.49;232;99
1.45;232;1;256;1;0;2;12;17000;40960;0;0;0.043502;NA;0.297252;0.239237;0.239236;0.48;721;108
1.47;232;1;256;1;0;2;12;17000;40960;0;1;.006258;NA;.040445;.083093;.083093;1.47;232;99
1.47;233;1;256;1;0;2;12;16000;40960;0;0;0.043836;NA;0.274686;0.239581;0.239580;0.49;721;107
1.49;232;1;256;1;0;2;12;16000;40960;0;1;.006217;NA;.041938;.089307;.089306;1.49;232;100
1.47;233;1;256;1;0;2;12;15000;40960;0;0;0.046564;NA;0.297308;0.246299;0.246298;0.49;721;110
1.46;232;1;256;1;0;2;12;15000;40960;0;1;.006025;NA;.044077;.092619;.092619;1.46;232;99
1.48;231;1;256;1;0;2;12;14000;40960;0;0;0.044367;NA;0.298146;0.253644;0.253643;0.51;723;108
1.43;231;1;256;1;0;2;12;14000;40960;0;1;.006211;NA;.041913;.095621;.095621;1.43;231;99
1.48;231;1;256;1;0;2;12;13000;40960;0;0;0.043962;NA;0.305250;0.258222;0.258221;0.50;721;105
1.43;232;1;256;1;0;2;12;13000;40960;0;1;.006326;NA;.041280;.105693;.105693;1.43;232;99
1.44;232;1;256;1;0;2;12;12000;40960;0;0;0.044077;NA;0.293376;0.267338;0.267337;0.52;721;105
1.46;231;1;256;1;0;2;12;12000;40960;0;1;.006076;NA;.042383;.112030;.112029;1.46;231;99
1.44;233;1;256;1;0;2;12;11000;40960;0;0;0.043323;NA;0.261796;0.272570;0.272570;0.52;721;97
1.47;232;1;256;1;0;2;12;11000;40960;0;1;.006193;NA;.040703;.117511;.117511;1.47;232;99
1.48;231;1;256;1;0;2;12;10000;40960;0;0;0.045538;NA;0.266531;0.289306;0.289305;0.54;721;95
1.44;232;1;256;1;0;2;12;10000;40960;0;1;.006081;NA;.039900;.128097;.128097;1.44;232;100
1.48;232;1;256;1;0;2;12;9000;40960;0;0;0.047134;NA;0.249463;0.295144;0.295143;0.54;722;91
1.47;231;1;256;1;0;2;12;9000;40960;0;1;.006056;NA;.039307;.135049;.135049;1.47;231;100
1.48;231;1;256;1;0;2;12;8000;40960;0;0;0.045298;NA;0.229353;0.318391;0.318390;0.55;721;82
1.44;231;1;256;1;0;2;12;8000;40960;0;1;.006086;NA;.042537;.150424;.150423;1.44;231;99
1.43;232;1;256;1;0;2;14;25000;40960;0;0;0.045817;NA;0.281581;0.232885;0.232884;0.47;721;106
1.46;232;1;256;1;0;2;14;25000;40960;0;1;.006260;NA;.041571;.070936;.070936;1.46;232;99
1.47;231;1;256;1;0;2;14;24000;40960;0;0;0.044207;NA;0.275490;0.228704;0.228703;0.47;721;109
1.46;231;1;256;1;0;2;14;24000;40960;0;1;.006469;NA;.040818;.072747;.072747;1.46;231;99
1.47;232;1;256;1;0;2;14;23000;40960;0;0;0.045069;NA;0.228270;0.230270;0.230269;0.48;721;99
1.48;231;1;256;1;0;2;14;23000;40960;0;1;.006379;NA;.039225;.071145;.071145;1.48;231;99
1.47;233;1;256;1;0;2;14;22000;40960;0;0;0.044551;NA;0.278320;0.225033;0.225032;0.48;723;110
1.47;231;1;256;1;0;2;14;22000;40960;0;1;.006056;NA;.040441;.072262;.072262;1.47;231;99
1.48;232;1;256;1;0;2;14;21000;40960;0;0;0.045618;NA;0.278301;0.231740;0.231739;0.48;721;109
1.48;231;1;256;1;0;2;14;21000;40960;0;1;.006403;NA;.039884;.071540;.071540;1.48;231;99
1.48;231;1;256;1;0;2;14;20000;40960;0;0;0.043809;NA;0.285375;0.234051;0.234051;0.49;721;110
1.47;231;1;256;1;0;2;14;20000;40960;0;1;.006085;NA;.044234;.079066;.079065;1.47;231;99
1.48;232;1;256;1;0;2;14;19000;40960;0;0;0.044211;NA;0.291403;0.242819;0.242818;0.49;723;110
1.48;231;1;256;1;0;2;14;19000;40960;0;1;.006147;NA;.041578;.077495;.077495;1.48;231;99
1.45;232;1;256;1;0;2;14;18000;40960;0;0;0.043860;NA;0.288757;0.239257;0.239256;0.49;721;109
1.49;232;1;256;1;0;2;14;18000;40960;0;1;.006160;NA;.042568;.083783;.083783;1.49;232;99
1.49;231;1;256;1;0;2;14;17000;40960;0;0;0.045417;NA;0.290543;0.249462;0.249461;0.50;723;108
1.49;232;1;256;1;0;2;14;17000;40960;0;1;.006519;NA;.039913;.086804;.086804;1.49;232;100
1.46;231;1;256;1;0;2;14;16000;40960;0;0;0.043540;NA;0.295339;0.239822;0.239822;0.48;721;111
1.48;232;1;256;1;0;2;14;16000;40960;0;1;.006270;NA;.040731;.085478;.085478;1.48;232;100
1.46;232;1;256;1;0;2;14;15000;40960;0;0;0.044384;NA;0.255647;0.243504;0.243503;0.48;721;100
1.49;232;1;256;1;0;2;14;15000;40960;0;1;.006325;NA;.039970;.091402;.091402;1.49;232;100
1.48;231;1;256;1;0;2;14;14000;40960;0;0;0.044775;NA;0.307018;0.275124;0.275124;0.50;721;105
1.48;232;1;256;1;0;2;14;14000;40960;0;1;.005966;NA;.042409;.097475;.097475;1.48;232;99
1.44;233;1;256;1;0;2;14;13000;40960;0;0;0.043718;NA;0.290095;0.251565;0.251565;0.49;721;105
1.47;231;1;256;1;0;2;14;13000;40960;0;1;.006274;NA;.045148;.102125;.102125;1.47;231;99
1.47;230;1;256;1;0;2;14;12000;40960;0;0;0.044598;NA;0.243549;0.259727;0.259727;0.51;721;96
1.47;231;1;256;1;0;2;14;12000;40960;0;1;.006075;NA;.041799;.108019;.108019;1.47;231;99
1.49;231;1;256;1;0;2;14;11000;40960;0;0;0.043855;NA;0.301108;0.315697;0.315696;0.56;721;97
1.46;232;1;256;1;0;2;14;11000;40960;0;1;.006162;NA;.042990;.114097;.114096;1.46;232;99
1.47;232;1;256;1;0;2;14;10000;40960;0;0;0.044843;NA;0.284460;0.296674;0.296673;0.55;721;97
1.44;232;1;256;1;0;2;14;10000;40960;0;1;.006182;NA;.040350;.127693;.127692;1.44;232;100
1.48;232;1;256;1;0;2;14;9000;40960;0;0;0.046175;NA;0.245083;0.305933;0.305932;0.56;721;89
1.47;232;1;256;1;0;2;14;9000;40960;0;1;.006264;NA;.041690;.138223;.138223;1.47;232;99
1.48;231;1;256;1;0;2;14;8000;40960;0;0;0.045521;NA;0.241556;0.334239;0.334239;0.59;721;84
1.48;231;1;256;1;0;2;14;8000;40960;0;1;.006132;NA;.043192;.154774;.154774;1.48;231;99
1.47;231;1;256;1;0;2;16;25000;40960;0;0;0.045186;NA;0.275883;0.237356;0.237356;0.49;721;107
1.49;231;1;256;1;0;2;16;25000;40960;0;1;.006198;NA;.043768;.069854;.069854;1.49;231;99
1.46;232;1;256;1;0;2;16;24000;40960;0;0;0.043094;NA;0.236416;0.239057;0.239056;0.49;721;99
1.49;231;1;256;1;0;2;16;24000;40960;0;1;.006275;NA;.043034;.074160;.074160;1.49;231;99
1.44;231;1;256;1;0;2;16;23000;40960;0;0;0.044539;NA;0.279670;0.225989;0.225988;0.47;723;111
1.49;232;1;256;1;0;2;16;23000;40960;0;1;.006056;NA;.042269;.074000;.074000;1.49;232;100
1.46;232;1;256;1;0;2;16;22000;40960;0;0;0.044481;NA;0.255677;0.234519;0.234519;0.48;721;104
1.46;231;1;256;1;0;2;16;22000;40960;0;1;.006402;NA;.040246;.074647;.074647;1.46;231;99
1.49;231;1;256;1;0;2;16;21000;40960;0;0;0.044781;NA;0.286543;0.232387;0.232386;0.48;721;111
1.49;232;1;256;1;0;2;16;21000;40960;0;1;.006107;NA;.041080;.073854;.073854;1.49;232;99
1.47;231;1;256;1;0;2;16;20000;40960;0;0;0.046639;NA;0.287496;0.240991;0.240990;0.49;721;109
1.47;231;1;256;1;0;2;16;20000;40960;0;1;.006091;NA;.043166;.079310;.079310;1.47;231;99
1.48;232;1;256;1;0;2;16;19000;40960;0;0;0.046700;NA;0.265244;0.238031;0.238031;0.49;721;105
1.47;232;1;256;1;0;2;16;19000;40960;0;1;.006075;NA;.041705;.079137;.079137;1.47;232;99
1.48;231;1;256;1;0;2;16;18000;40960;0;0;0.046665;NA;0.288668;0.233319;0.233318;0.48;723;111
1.46;231;1;256;1;0;2;16;18000;40960;0;1;.006106;NA;.044389;.083677;.083677;1.46;231;99
1.49;230;1;256;1;0;2;16;17000;40960;0;0;0.046691;NA;0.291094;0.243967;0.243966;0.49;721;109
1.47;232;1;256;1;0;2;16;17000;40960;0;1;.006262;NA;.042461;.086449;.086449;1.47;232;99
1.44;231;1;256;1;0;2;16;16000;40960;0;0;0.045515;NA;0.289583;0.237716;0.237715;0.49;721;110
1.48;231;1;256;1;0;2;16;16000;40960;0;1;.006243;NA;.043794;.086203;.086203;1.48;231;99
1.47;230;1;256;1;0;2;16;15000;40960;0;0;0.045907;NA;0.302982;0.240435;0.240434;0.48;721;112
1.48;231;1;256;1;0;2;16;15000;40960;0;1;.006219;NA;.042620;.091882;.091882;1.48;231;99
1.48;232;1;256;1;0;2;16;14000;40960;0;0;0.043324;NA;0.278829;0.243886;0.243886;0.49;721;107
1.48;232;1;256;1;0;2;16;14000;40960;0;1;.006198;NA;.044020;.097247;.097247;1.48;232;100
1.47;231;1;256;1;0;2;16;13000;40960;0;0;0.044036;NA;0.312050;0.255766;0.255765;0.50;721;111
1.49;232;1;256;1;0;2;16;13000;40960;0;1;.006234;NA;.040330;.101279;.101279;1.49;232;99
1.48;232;1;256;1;0;2;16;12000;40960;0;0;0.046067;NA;0.301731;0.265281;0.265280;0.52;721;106
1.46;232;1;256;1;0;2;16;12000;40960;0;1;.006059;NA;.041325;.107659;.107659;1.46;232;100
1.49;233;1;256;1;0;2;16;11000;40960;0;0;0.044882;NA;0.273574;0.267960;0.267959;0.52;721;101
1.48;231;1;256;1;0;2;16;11000;40960;0;1;.006332;NA;.039938;.114477;.114477;1.48;231;99
1.46;231;1;256;1;0;2;16;10000;40960;0;0;0.044066;NA;0.286986;0.290175;0.290174;0.53;721;99
1.48;232;1;256;1;0;2;16;10000;40960;0;1;.006587;NA;.040252;.124113;.124112;1.48;232;99
1.47;232;1;256;1;0;2;16;9000;40960;0;0;0.044086;NA;0.233915;0.301583;0.301583;0.55;721;87
1.48;232;1;256;1;0;2;16;9000;40960;0;1;.006500;NA;.039341;.135731;.135731;1.48;232;99
1.44;233;1;256;1;0;2;16;8000;40960;0;0;0.044792;NA;0.226858;0.334073;0.334073;0.59;721;81
1.47;231;1;256;1;0;2;16;8000;40960;0;1;.006166;NA;.039655;.148585;.148585;1.47;231;99
1.47;232;1;256;1;0;2;18;25000;40960;0;0;0.046279;NA;0.274303;0.227503;0.227503;0.48;721;109
1.49;232;1;256;1;0;2;18;25000;40960;0;1;.006305;NA;.043225;.065628;.065628;1.49;232;99
1.47;232;1;256;1;0;2;18;24000;40960;0;0;0.046440;NA;0.264045;0.222193;0.222192;0.47;721;108
1.44;231;1;256;1;0;2;18;24000;40960;0;1;.006225;NA;.044012;.069181;.069181;1.44;231;99
1.48;232;1;256;1;0;2;18;23000;40960;0;0;0.045252;NA;0.284856;0.231367;0.231367;0.49;723;110
1.48;232;1;256;1;0;2;18;23000;40960;0;1;.006231;NA;.040155;.073975;.073975;1.48;232;100
1.49;230;1;256;1;0;2;18;22000;40960;0;0;0.043811;NA;0.260486;0.238265;0.238264;0.49;722;104
1.48;232;1;256;1;0;2;18;22000;40960;0;1;.006295;NA;.042844;.072335;.072335;1.48;232;100
1.48;232;1;256;1;0;2;18;21000;40960;0;0;0.043911;NA;0.279860;0.232047;0.232047;0.48;721;109
1.48;231;1;256;1;0;2;18;21000;40960;0;1;.006075;NA;.042058;.071803;.071802;1.48;231;99
1.47;231;1;256;1;0;2;18;20000;40960;0;0;0.044725;NA;0.286558;0.233346;0.233345;0.47;721;110
1.48;231;1;256;1;0;2;18;20000;40960;0;1;.006277;NA;.041295;.076418;.076418;1.48;231;99
1.47;232;1;256;1;0;2;18;19000;40960;0;0;0.045087;NA;0.265552;0.231800;0.231799;0.48;721;106
1.48;232;1;256;1;0;2;18;19000;40960;0;1;.006412;NA;.041271;.083511;.083511;1.48;232;99
1.47;231;1;256;1;0;2;18;18000;40960;0;0;0.045922;NA;0.295303;0.236548;0.236547;0.48;721;111
1.47;231;1;256;1;0;2;18;18000;40960;0;1;.005998;NA;.041804;.083290;.083289;1.47;231;99
1.45;231;1;256;1;0;2;18;17000;40960;0;0;0.044324;NA;0.288591;0.241833;0.241832;0.50;723;109
1.46;232;1;256;1;0;2;18;17000;40960;0;1;.006088;NA;.043182;.084950;.084950;1.46;232;99
1.48;232;1;256;1;0;2;18;16000;40960;0;0;0.043601;NA;0.298463;0.238992;0.238991;0.48;721;112
1.48;232;1;256;1;0;2;18;16000;40960;0;1;.006371;NA;.040363;.086815;.086814;1.48;232;99
1.47;232;1;256;1;0;2;18;15000;40960;0;0;0.046089;NA;0.285412;0.248533;0.248532;0.50;721;107
1.49;231;1;256;1;0;2;18;15000;40960;0;1;.006291;NA;.044578;.092052;.092052;1.49;231;99
1.47;230;1;256;1;0;2;18;14000;40960;0;0;0.044195;NA;0.220879;0.244085;0.244085;0.48;721;95
1.47;232;1;256;1;0;2;18;14000;40960;0;1;.006310;NA;.041081;.097413;.097413;1.47;232;99
1.48;231;1;256;1;0;2;18;13000;40960;0;0;0.044607;NA;0.292398;0.260683;0.260683;0.51;721;106
1.48;231;1;256;1;0;2;18;13000;40960;0;1;.006149;NA;.040350;.101887;.101886;1.48;231;99
1.49;232;1;256;1;0;2;18;12000;40960;0;0;0.043714;NA;0.310880;0.267328;0.267327;0.52;721;108
1.49;232;1;256;1;0;2;18;12000;40960;0;1;.006106;NA;.042327;.111235;.111235;1.49;232;100
1.44;231;1;256;1;0;2;18;11000;40960;0;0;0.044655;NA;0.284678;0.279325;0.279324;0.53;721;100
1.48;232;1;256;1;0;2;18;11000;40960;0;1;.006437;NA;.038606;.116611;.116611;1.48;232;99
1.47;231;1;256;1;0;2;18;10000;40960;0;0;0.044677;NA;0.260456;0.277645;0.277644;0.52;722;96
1.44;232;1;256;1;0;2;18;10000;40960;0;1;.006124;NA;.039798;.128232;.128231;1.44;232;99
1.48;231;1;256;1;0;2;18;9000;40960;0;0;0.046008;NA;0.247454;0.293244;0.293243;0.55;722;91
1.47;232;1;256;1;0;2;18;9000;40960;0;1;.006325;NA;.040201;.137791;.137791;1.47;232;99
1.46;231;1;256;1;0;2;18;8000;40960;0;0;0.045136;NA;0.238035;0.334959;0.334958;0.59;721;83
1.47;232;1;256;1;0;2;18;8000;40960;0;1;.006501;NA;.040654;.152269;.152269;1.47;232;99
1.46;232;1;256;1;0;2;20;25000;40960;0;0;0.044141;NA;0.274169;0.237418;0.237418;0.48;721;107
1.48;232;1;256;1;0;2;20;25000;40960;0;1;.006045;NA;.043182;.068093;.068093;1.48;232;99
1.48;231;1;256;1;0;2;20;24000;40960;0;0;0.043232;NA;0.282820;0.228864;0.228863;0.47;723;111
1.47;232;1;256;1;0;2;20;24000;40960;0;1;.006199;NA;.040478;.073032;.073032;1.47;232;99
1.45;231;1;256;1;0;2;20;23000;40960;0;0;0.044161;NA;0.279275;0.233089;0.233088;0.48;721;109
1.47;232;1;256;1;0;2;20;23000;40960;0;1;.005971;NA;.042955;.071382;.071382;1.47;232;99
1.48;232;1;256;1;0;2;20;22000;40960;0;0;0.044384;NA;0.281391;0.232767;0.232766;0.48;721;110
1.48;232;1;256;1;0;2;20;22000;40960;0;1;.006156;NA;.042881;.070919;.070918;1.48;232;99
1.48;231;1;256;1;0;2;20;21000;40960;0;0;0.044016;NA;0.291024;0.234441;0.234440;0.48;721;111
1.48;231;1;256;1;0;2;20;21000;40960;0;1;.006211;NA;.044639;.077141;.077141;1.48;231;99
1.48;232;1;256;1;0;2;20;20000;40960;0;0;0.045930;NA;0.282073;0.237109;0.237108;0.48;721;109
1.46;232;1;256;1;0;2;20;20000;40960;0;1;.006246;NA;.041287;.074379;.074378;1.46;232;99
1.47;232;1;256;1;0;2;20;19000;40960;0;0;0.043536;NA;0.290783;0.228443;0.228442;0.48;721;112
1.47;232;1;256;1;0;2;20;19000;40960;0;1;.006233;NA;.043359;.079001;.079001;1.47;232;99
1.46;231;1;256;1;0;2;20;18000;40960;0;0;0.044614;NA;0.294286;0.231616;0.231615;0.48;721;113
1.48;232;1;256;1;0;2;20;18000;40960;0;1;.006122;NA;.045261;.083025;.083025;1.48;232;100
1.43;231;1;256;1;0;2;20;17000;40960;0;0;0.044606;NA;0.279602;0.249409;0.249409;0.50;721;105
1.43;231;1;256;1;0;2;20;17000;40960;0;1;.006316;NA;.044914;.085065;.085065;1.43;231;99
1.48;232;1;256;1;0;2;20;16000;40960;0;0;0.045913;NA;0.286838;0.235544;0.235543;0.48;723;110
1.48;231;1;256;1;0;2;20;16000;40960;0;1;.006115;NA;.042879;.091602;.091602;1.48;231;99
1.47;231;1;256;1;0;2;20;15000;40960;0;0;0.045170;NA;0.303220;0.240820;0.240819;0.46;721;112
1.48;231;1;256;1;0;2;20;15000;40960;0;1;.006073;NA;.043726;.091306;.091306;1.48;231;99
1.44;232;1;256;1;0;2;20;14000;40960;0;0;0.045877;NA;0.305962;0.246803;0.246802;0.50;723;111
1.45;232;1;256;1;0;2;20;14000;40960;0;1;.006064;NA;.043020;.097510;.097509;1.45;232;99
1.46;232;1;256;1;0;2;20;13000;40960;0;0;0.045103;NA;0.300820;0.250900;0.250899;0.50;721;109
1.48;231;1;256;1;0;2;20;13000;40960;0;1;.005953;NA;.040881;.103577;.103577;1.48;231;99
1.46;231;1;256;1;0;2;20;12000;40960;0;0;0.044580;NA;0.290061;0.260053;0.260053;0.51;721;105
1.48;232;1;256;1;0;2;20;12000;40960;0;1;.006076;NA;.040725;.107411;.107411;1.48;232;99
1.47;232;1;256;1;0;2;20;11000;40960;0;0;0.045794;NA;0.274845;0.280026;0.280025;0.53;721;99
1.48;231;1;256;1;0;2;20;11000;40960;0;1;.005983;NA;.042240;.116175;.116175;1.48;231;99
1.44;233;1;256;1;0;2;20;10000;40960;0;0;0.043097;NA;0.259260;0.287484;0.287483;0.54;723;94
1.46;231;1;256;1;0;2;20;10000;40960;0;1;.006251;NA;.039664;.122130;.122129;1.46;231;99
1.49;232;1;256;1;0;2;20;9000;40960;0;0;0.045896;NA;0.248374;0.296338;0.296338;0.55;721;91
1.47;231;1;256;1;0;2;20;9000;40960;0;1;.006290;NA;.040753;.132207;.132207;1.47;231;99
1.47;231;1;256;1;0;2;20;8000;40960;0;0;0.044374;NA;0.245947;0.343879;0.343879;0.60;721;83
1.44;231;1;256;1;0;2;20;8000;40960;0;1;.006178;NA;.039678;.152335;.152334;1.44;231;99
1.45;230;1;256;1;0;3;1;25000;40960;0;0;0.040403;NA;0.147066;0.241502;0.241501;0.49;484;80
1.44;230;1;256;1;0;3;1;25000;40960;0;1;.007108;NA;.034865;.055107;.055107;1.44;230;99
1.45;231;1;256;1;0;3;1;24000;40960;0;0;0.038834;NA;0.153036;0.249939;0.249939;0.49;482;80
1.43;229;1;256;1;0;3;1;24000;40960;0;1;.007708;NA;.034356;.054399;.054399;1.43;229;99
1.45;231;1;256;1;0;3;1;23000;40960;0;0;0.037487;NA;0.158403;0.248474;0.248473;0.50;482;80
1.45;231;1;256;1;0;3;1;23000;40960;0;1;.007602;NA;.034827;.054129;.054129;1.45;231;99
1.43;230;1;256;1;0;3;1;22000;40960;0;0;0.038712;NA;0.148392;0.246001;0.246000;0.50;482;79
1.44;231;1;256;1;0;3;1;22000;40960;0;1;.007444;NA;.035238;.057198;.057198;1.44;231;100
1.41;231;1;256;1;0;3;1;21000;40960;0;0;0.038337;NA;0.144354;0.248013;0.248012;0.49;482;78
1.44;231;1;256;1;0;3;1;21000;40960;0;1;.007232;NA;.034337;.058729;.058729;1.44;231;99
1.44;229;1;256;1;0;3;1;20000;40960;0;0;0.040624;NA;0.144734;0.258019;0.258018;0.51;482;76
1.45;229;1;256;1;0;3;1;20000;40960;0;1;.007215;NA;.034918;.060579;.060579;1.45;229;99
1.41;230;1;256;1;0;3;1;19000;40960;0;0;0.039719;NA;0.128577;0.266185;0.266184;0.51;484;68
1.43;230;1;256;1;0;3;1;19000;40960;0;1;.007239;NA;.034039;.061475;.061475;1.43;230;99
1.44;229;1;256;1;0;3;1;18000;40960;0;0;0.038857;NA;0.161365;0.260638;0.260637;0.51;482;79
1.45;231;1;256;1;0;3;1;18000;40960;0;1;.007647;NA;.034684;.066759;.066759;1.45;231;99
1.45;230;1;256;1;0;3;1;17000;40960;0;0;0.040711;NA;0.149394;0.261294;0.261293;0.52;482;77
1.44;229;1;256;1;0;3;1;17000;40960;0;1;.007402;NA;.035173;.068735;.068735;1.44;229;99
1.45;229;1;256;1;0;3;1;16000;40960;0;0;0.038315;NA;0.143963;0.273972;0.273971;0.52;482;74
1.45;231;1;256;1;0;3;1;16000;40960;0;1;.007147;NA;.033410;.072585;.072584;1.45;231;99
1.43;231;1;256;1;0;3;1;15000;40960;0;0;0.037930;NA;0.124636;0.275124;0.275123;0.51;482;70
1.45;230;1;256;1;0;3;1;15000;40960;0;1;.007655;NA;.032805;.074869;.074869;1.45;230;100
1.46;230;1;256;1;0;3;1;14000;40960;0;0;0.041043;NA;0.129097;0.292504;0.292503;0.54;484;69
1.45;230;1;256;1;0;3;1;14000;40960;0;1;.007418;NA;.032571;.078029;.078029;1.45;230;99
1.43;230;1;256;1;0;3;1;13000;40960;0;0;0.037659;NA;0.128691;0.296224;0.296223;0.55;484;68
1.41;229;1;256;1;0;3;1;13000;40960;0;1;.007144;NA;.033794;.084118;.084118;1.41;229;100
1.44;233;1;256;1;0;3;1;12000;40960;0;0;0.038985;NA;0.127129;0.304131;0.304130;0.55;482;67
1.44;229;1;256;1;0;3;1;12000;40960;0;1;.007661;NA;.031623;.090337;.090337;1.44;229;100
1.44;230;1;256;1;0;3;1;11000;40960;0;0;0.039913;NA;0.122950;0.308069;0.308068;0.56;482;66
1.43;231;1;256;1;0;3;1;11000;40960;0;1;.007441;NA;.031769;.097093;.097093;1.43;231;99
1.45;230;1;256;1;0;3;1;10000;40960;0;0;0.038150;NA;0.119565;0.336028;0.336028;0.59;482;61
1.43;230;1;256;1;0;3;1;10000;40960;0;1;.007004;NA;.033398;.104058;.104058;1.43;230;100
1.40;231;1;256;1;0;3;1;9000;40960;0;0;0.038457;NA;0.131514;0.355787;0.355786;0.60;482;62
1.45;230;1;256;1;0;3;1;9000;40960;0;1;.007468;NA;.031004;.113841;.113841;1.45;230;100
1.46;230;1;256;1;0;3;1;8000;40960;0;0;0.038928;NA;0.113927;0.389494;0.389494;0.64;482;55
1.44;231;1;256;1;0;3;1;8000;40960;0;1;.007508;NA;.031535;.125643;.125642;1.44;231;100
1.42;229;1;256;1;0;3;2;25000;40960;0;0;0.040655;NA;0.150524;0.256184;0.256184;0.51;482;77
1.44;231;1;256;1;0;3;2;25000;40960;0;1;.007293;NA;.034270;.056890;.056890;1.44;231;99
1.45;231;1;256;1;0;3;2;24000;40960;0;0;0.038830;NA;0.153585;0.253883;0.253882;0.49;484;79
1.44;231;1;256;1;0;3;2;24000;40960;0;1;.007086;NA;.036156;.053514;.053513;1.44;231;99
1.44;230;1;256;1;0;3;2;23000;40960;0;0;0.038538;NA;0.145577;0.251587;0.251586;0.50;482;78
1.45;230;1;256;1;0;3;2;23000;40960;0;1;.007185;NA;.035732;.058820;.058820;1.45;230;100
1.44;233;1;256;1;0;3;2;22000;40960;0;0;0.038712;NA;0.143422;0.261590;0.261590;0.49;482;76
1.44;230;1;256;1;0;3;2;22000;40960;0;1;.007040;NA;.035996;.059661;.059661;1.44;230;99
1.41;231;1;256;1;0;3;2;21000;40960;0;0;0.039754;NA;0.146187;0.249402;0.249401;0.49;482;79
1.41;230;1;256;1;0;3;2;21000;40960;0;1;.007117;NA;.034368;.061216;.061216;1.41;230;100
1.44;230;1;256;1;0;3;2;20000;40960;0;0;0.040964;NA;0.144118;0.259466;0.259465;0.51;482;76
1.44;230;1;256;1;0;3;2;20000;40960;0;1;.007027;NA;.036421;.064883;.064882;1.44;230;99
1.44;229;1;256;1;0;3;2;19000;40960;0;0;0.039522;NA;0.152180;0.259209;0.259208;0.50;484;78
1.45;230;1;256;1;0;3;2;19000;40960;0;1;.007185;NA;.035684;.062736;.062736;1.45;230;99
1.45;231;1;256;1;0;3;2;18000;40960;0;0;0.038422;NA;0.152675;0.258373;0.258372;0.50;482;78
