comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.72;219;1;128;1;0;1;45056;0;0;0.054930;NA;0.375989;0.254232;0.254232;0.46;353;126
1.72;218;1;128;1;0;1;45056;0;1;.008198;NA;.058064;.065955;.065955;1.72;218;99
1.76;217;1;128;1;0;1;49152;0;0;0.061655;NA;0.404730;0.322782;0.322781;0.56;384;114
1.58;219;1;128;1;0;1;49152;0;1;.008774;NA;.061792;.078258;.078257;1.58;219;99
1.68;218;1;128;1;0;1;53248;0;0;0.067200;NA;0.492155;0.375433;0.375431;0.63;416;118
1.75;217;1;128;1;0;1;53248;0;1;.009304;NA;.066134;.082272;.082271;1.75;217;99
1.69;217;1;128;1;0;1;57344;0;0;0.043238;NA;0.378341;0.330281;0.330280;0.60;448;95
1.62;218;1;128;1;0;1;57344;0;1;.010750;NA;.069550;.081187;.081187;1.62;218;99
1.63;218;1;128;1;0;1;61440;0;0;0.079438;NA;0.547189;0.355052;0.355051;0.64;480;129
1.47;218;1;128;1;0;1;61440;0;1;.012057;NA;.075028;.091853;.091853;1.47;218;99
1.95;217;1;128;1;0;1;65536;0;0;0.086812;NA;0.580991;0.453899;0.453898;0.77;512;116
1.59;217;1;128;1;0;1;65536;0;1;.012545;NA;.080187;.092736;.092736;1.59;217;100
1.57;216;1;128;1;0;2;4096;0;0;0.003984;NA;0.019389;0.033188;0.033188;0.06;39;56
1.61;216;1;128;1;0;2;4096;0;1;.000803;NA;.003676;.005725;.005725;1.61;216;99
1.73;216;1;128;1;0;2;8192;0;0;0.014562;NA;0.061918;0.067374;0.067373;0.11;75;94
1.72;216;1;128;1;0;2;8192;0;1;.001933;NA;.008911;.013413;.013413;1.72;216;99
1.59;216;1;128;1;0;2;12288;0;0;0.022104;NA;0.096135;0.098372;0.098371;0.16;111;98
1.59;216;1;128;1;0;2;12288;0;1;.002803;NA;.012739;.019069;.019069;1.59;216;99
1.92;216;1;128;1;0;2;16384;0;0;0.030471;NA;0.126627;0.123049;0.123048;0.21;147;101
1.72;217;1;128;1;0;2;16384;0;1;.003710;NA;.016307;.024395;.024395;1.72;217;99
1.75;217;1;128;1;0;2;20480;0;0;0.038194;NA;0.169258;0.177374;0.177373;0.29;183;97
1.60;217;1;128;1;0;2;20480;0;1;.004754;NA;.023775;.031789;.031789;1.60;217;99
1.44;217;1;128;1;0;2;24576;0;0;0.046630;NA;0.214528;0.198226;0.198225;0.33;219;105
1.88;216;1;128;1;0;2;24576;0;1;.006691;NA;.025583;.033795;.033795;1.88;216;99
1.69;218;1;128;1;0;2;28672;0;0;0.052881;NA;0.225272;0.230507;0.230506;0.38;255;98
1.54;217;1;128;1;0;2;28672;0;1;.008474;NA;.029130;.042127;.042126;1.54;217;99
1.54;217;1;128;1;0;2;32768;0;0;0.061159;NA;0.237092;0.217605;0.217604;0.39;290;105
1.53;217;1;128;1;0;2;32768;0;1;.008577;NA;.040512;.046388;.046388;1.53;217;99
1.60;216;1;128;1;0;2;36864;0;0;0.069694;NA;0.296117;0.280544;0.280543;0.48;326;103
1.55;217;1;128;1;0;2;36864;0;1;.009220;NA;.040175;.049228;.049227;1.55;217;100
1.51;216;1;128;1;0;2;40960;0;0;0.078759;NA;0.341582;0.291277;0.291276;0.51;362;109
1.45;218;1;128;1;0;2;40960;0;1;.010035;NA;.043398;.054443;.054442;1.45;218;99
1.75;216;1;128;1;0;2;45056;0;0;0.087251;NA;0.354219;0.317422;0.317421;0.56;398;106
1.75;217;1;128;1;0;2;45056;0;1;.011462;NA;.050223;.065857;.065857;1.75;217;99
1.73;216;1;128;1;0;2;49152;0;0;0.097327;NA;0.377456;0.344871;0.344870;0.61;434;104
1.45;217;1;128;1;0;2;49152;0;1;.013412;NA;.058069;.067868;.067867;1.45;217;100
1.54;216;1;128;1;0;2;53248;0;0;0.107090;NA;0.451725;0.422599;0.422598;0.72;470;104
1.67;216;1;128;1;0;2;53248;0;1;.015367;NA;.057632;.079205;.079205;1.67;216;99
1.54;217;1;128;1;0;2;57344;0;0;0.115578;NA;0.452172;0.418095;0.418094;0.74;506;104
1.54;217;1;128;1;0;2;57344;0;1;.014941;NA;.060634;.080582;.080582;1.54;217;99
1.79;216;1;128;1;0;2;61440;0;0;0.123340;NA;0.384346;0.420427;0.420426;0.76;541;95
2.00;218;1;128;1;0;2;61440;0;1;.019157;NA;.071341;.085467;.085467;2.00;218;100
1.73;216;1;128;1;0;2;65536;0;0;0.132529;NA;0.531394;0.502230;0.502229;0.86;577;103
1.73;221;1;128;1;0;2;65536;0;1;.018087;NA;.069687;.092180;.092180;1.73;221;99
1.62;215;1;128;1;0;3;4096;0;0;0.005178;NA;0.011386;0.028998;0.028997;0.05;27;60
1.80;215;1;128;1;0;3;4096;0;1;.000875;NA;.003042;.007665;.007665;1.80;215;100
2.01;216;1;128;1;0;3;8192;0;0;0.009773;NA;0.023855;0.059746;0.059745;0.10;51;64
1.93;216;1;128;1;0;3;8192;0;1;.001872;NA;.005861;.009988;.009987;1.93;216;100
1.70;216;1;128;1;0;3;12288;0;0;0.020116;NA;0.048510;0.103876;0.103876;0.17;75;66
1.63;215;1;128;1;0;3;12288;0;1;.002821;NA;.009977;.016980;.016979;1.63;215;99
1.41;215;1;128;1;0;3;16384;0;0;0.027334;NA;0.057820;0.119222;0.119221;0.21;99;69
1.88;216;1;128;1;0;3;16384;0;1;.003542;NA;.014714;.023911;.023911;1.88;216;99
1.56;216;1;128;1;0;3;20480;0;0;0.034027;NA;0.079186;0.154688;0.154687;0.26;123;71
1.50;215;1;128;1;0;3;20480;0;1;.004643;NA;.017471;.027013;.027012;1.50;215;100
1.95;216;1;128;1;0;3;24576;0;0;0.025010;NA;0.074343;0.161521;0.161520;0.29;147;55
1.42;216;1;128;1;0;3;24576;0;1;.006326;NA;.020789;.032979;.032979;1.42;216;99
1.49;216;1;128;1;0;3;28672;0;0;0.048002;NA;0.112540;0.190052;0.190051;0.34;171;77
1.53;215;1;128;1;0;3;28672;0;1;.007633;NA;.025342;.035595;.035595;1.53;215;100
1.59;216;1;128;1;0;3;32768;0;0;0.033319;NA;0.104017;0.199555;0.199554;0.37;195;62
1.51;216;1;128;1;0;3;32768;0;1;.008827;NA;.027527;.043840;.043840;1.51;216;99
1.54;215;1;128;1;0;3;36864;0;0;0.061862;NA;0.130155;0.262518;0.262517;0.46;219;70
1.52;216;1;128;1;0;3;36864;0;1;.009729;NA;.031510;.047783;.047783;1.52;216;100
1.70;216;1;128;1;0;3;40960;0;0;0.071945;NA;0.161320;0.265372;0.265371;0.50;243;74
1.67;215;1;128;1;0;3;40960;0;1;.011863;NA;.034652;.053475;.053475;1.67;215;99
1.69;215;1;128;1;0;3;45056;0;0;0.048256;NA;0.148619;0.313160;0.313159;0.56;267;57
1.57;216;1;128;1;0;3;45056;0;1;.011508;NA;.041154;.053662;.053661;1.57;216;99
1.64;215;1;128;1;0;3;49152;0;0;0.081557;NA;0.160025;0.304633;0.304632;0.57;291;73
1.81;216;1;128;1;0;3;49152;0;1;.014816;NA;.045568;.062886;.062886;1.81;216;99
1.51;215;1;128;1;0;3;53248;0;0;0.096004;NA;0.238916;0.331021;0.331020;0.61;314;85
1.57;218;1;128;1;0;3;53248;0;1;.015169;NA;.049831;.073714;.073714;1.57;218;99
1.52;216;1;128;1;0;3;57344;0;0;0.104424;NA;0.277816;0.404024;0.404023;0.72;339;80
1.62;216;1;128;1;0;3;57344;0;1;.015716;NA;.051235;.071149;.071149;1.62;216;99
1.62;216;1;128;1;0;3;61440;0;0;0.112972;NA;0.263377;0.372259;0.372258;0.70;362;84
1.56;216;1;128;1;0;3;61440;0;1;.016612;NA;.057571;.077234;.077234;1.56;216;100
1.45;216;1;128;1;0;3;65536;0;0;0.117116;NA;0.292388;0.423495;0.423494;0.81;386;79
1.82;216;1;128;1;0;3;65536;0;1;.017957;NA;.059441;.082320;.082320;1.82;216;99
1.68;216;1;128;1;0;4;4096;0;0;0.004254;NA;0.013077;0.030706;0.030705;0.06;27;57
1.55;214;1;128;1;0;4;4096;0;1;.000750;NA;.002857;.005834;.005834;1.55;214;100
1.80;216;1;128;1;0;4;8192;0;0;0.011250;NA;0.031878;0.059195;0.059194;0.10;51;70
1.68;216;1;128;1;0;4;8192;0;1;.001570;NA;.005954;.011386;.011386;1.68;216;99
1.50;214;1;128;1;0;4;12288;0;0;0.013634;NA;0.037636;0.075587;0.075586;0.15;75;64
1.41;214;1;128;1;0;4;12288;0;1;.002566;NA;.008035;.017929;.017929;1.41;214;99
1.69;214;1;128;1;0;4;16384;0;0;0.024482;NA;0.067484;0.102879;0.102878;0.19;99;79
1.51;215;1;128;1;0;4;16384;0;1;.003119;NA;.011617;.021124;.021124;1.51;215;99
1.73;215;1;128;1;0;4;20480;0;0;0.030572;NA;0.081065;0.134225;0.134224;0.24;123;76
1.69;214;1;128;1;0;4;20480;0;1;.004473;NA;.014243;.025460;.025460;1.69;214;100
1.50;216;1;128;1;0;4;24576;0;0;0.031145;NA;0.096386;0.166630;0.166629;0.30;147;71
1.72;216;1;128;1;0;4;24576;0;1;.005112;NA;.018571;.030804;.030804;1.72;216;99
1.58;215;1;128;1;0;4;28672;0;0;0.031660;NA;0.099644;0.172883;0.172882;0.32;170;71
1.82;216;1;128;1;0;4;28672;0;1;.006554;NA;.023214;.036993;.036992;1.82;216;99
1.68;214;1;128;1;0;4;32768;0;0;0.049411;NA;0.142471;0.221095;0.221094;0.39;194;79
1.63;215;1;128;1;0;4;32768;0;1;.007295;NA;.024600;.041514;.041514;1.63;215;99
1.50;215;1;128;1;0;4;36864;0;0;0.032454;NA;0.131233;0.229531;0.229530;0.43;218;62
1.67;215;1;128;1;0;4;36864;0;1;.008617;NA;.028137;.043794;.043794;1.67;215;99
1.67;215;1;128;1;0;4;40960;0;0;0.063180;NA;0.178151;0.257448;0.257447;0.47;242;83
1.60;215;1;128;1;0;4;40960;0;1;.010462;NA;.032627;.053142;.053141;1.60;215;99
1.69;215;1;128;1;0;4;45056;0;0;0.072678;NA;0.222863;0.297808;0.297807;0.54;266;85
1.69;215;1;128;1;0;4;45056;0;1;.011688;NA;.036416;.057090;.057089;1.69;215;99
1.50;215;1;128;1;0;4;49152;0;0;0.047248;NA;0.193995;0.314738;0.314737;0.58;290;65
1.66;214;1;128;1;0;4;49152;0;1;.012424;NA;.039823;.061282;.061282;1.66;214;99
1.56;216;1;128;1;0;4;53248;0;0;0.087764;NA;0.270098;0.363606;0.363605;0.64;314;85
1.50;215;1;128;1;0;4;53248;0;1;.014497;NA;.043881;.067121;.067121;1.50;215;100
1.50;215;1;128;1;0;4;57344;0;0;0.093346;NA;0.253705;0.353002;0.353001;0.65;338;84
1.41;216;1;128;1;0;4;57344;0;1;.014061;NA;.045243;.069995;.069995;1.41;216;100
1.48;215;1;128;1;0;4;61440;0;0;0.101976;NA;0.316349;0.390162;0.390162;0.72;362;88
1.57;216;1;128;1;0;4;61440;0;1;.016980;NA;.049401;.078473;.078473;1.57;216;100
1.56;215;1;128;1;0;4;65536;0;0;0.108964;NA;0.298025;0.426577;0.426576;0.78;385;82
1.67;214;1;128;1;0;4;65536;0;1;.015140;NA;.053450;.078024;.078023;1.67;214;99
1.50;216;1;128;1;0;5;4096;0;0;0.006558;NA;0.020475;0.032365;0.032364;0.05;31;79
1.42;216;1;128;1;0;5;4096;0;1;.000858;NA;.002573;.006163;.006163;1.42;216;99
1.66;217;1;128;1;0;5;8192;0;0;0.013186;NA;0.041566;0.056502;0.056501;0.10;59;85
1.67;216;1;128;1;0;5;8192;0;1;.001747;NA;.007219;.010541;.010541;1.67;216;99
1.69;217;1;128;1;0;5;12288;0;0;0.019768;NA;0.055210;0.083568;0.083567;0.15;87;80
1.58;216;1;128;1;0;5;12288;0;1;.002633;NA;.009937;.013514;.013514;1.58;216;100
1.53;215;1;128;1;0;5;16384;0;0;0.027296;NA;0.081021;0.124531;0.124530;0.21;115;78
1.44;215;1;128;1;0;5;16384;0;1;.003366;NA;.014214;.024037;.024037;1.44;215;100
1.51;216;1;128;1;0;5;20480;0;0;0.033801;NA;0.112291;0.149261;0.149260;0.25;143;84
1.68;216;1;128;1;0;5;20480;0;1;.004849;NA;.018280;.028753;.028753;1.68;216;99
1.53;217;1;128;1;0;5;24576;0;0;0.040278;NA;0.131343;0.176281;0.176280;0.30;171;84
1.72;215;1;128;1;0;5;24576;0;1;.005691;NA;.021203;.032161;.032160;1.72;215;99
1.54;216;1;128;1;0;5;28672;0;0;0.027496;NA;0.111469;0.186130;0.186130;0.34;199;65
1.63;217;1;128;1;0;5;28672;0;1;.006634;NA;.025490;.033575;.033575;1.63;217;99
1.41;216;1;128;1;0;5;32768;0;0;0.033656;NA;0.142063;0.221266;0.221265;0.40;227;70
1.60;216;1;128;1;0;5;32768;0;1;.008634;NA;.029195;.041329;.041329;1.60;216;99
1.71;216;1;128;1;0;5;36864;0;0;0.038046;NA;0.153721;0.231339;0.231338;0.41;255;71
1.81;217;1;128;1;0;5;36864;0;1;.009437;NA;.034527;.042291;.042291;1.81;217;99
1.52;217;1;128;1;0;5;40960;0;0;0.069932;NA;0.216724;0.269578;0.269577;0.48;283;88
1.69;216;1;128;1;0;5;40960;0;1;.011398;NA;.036361;.049128;.049128;1.69;216;99
1.52;216;1;128;1;0;5;45056;0;0;0.080839;NA;0.224046;0.299956;0.299954;0.54;311;85
1.54;216;1;128;1;0;5;45056;0;1;.011918;NA;.041756;.053636;.053636;1.54;216;100
1.59;215;1;128;1;0;5;49152;0;0;0.086124;NA;0.232394;0.340017;0.340016;0.62;339;79
1.58;216;1;128;1;0;5;49152;0;1;.012787;NA;.043051;.059224;.059224;1.58;216;99
1.54;216;1;128;1;0;5;53248;0;0;0.085035;NA;0.224477;0.347230;0.347229;0.64;367;77
1.75;215;1;128;1;0;5;53248;0;1;.014064;NA;.047259;.063338;.063338;1.75;215;99
1.58;215;1;128;1;0;5;57344;0;0;0.103280;NA;0.319419;0.356523;0.356522;0.65;394;94
1.53;215;1;128;1;0;5;57344;0;1;.015438;NA;.050579;.068748;.068748;1.53;215;99
1.89;216;1;128;1;0;5;61440;0;0;0.069724;NA;0.260125;0.340600;0.340599;0.61;422;79
1.53;217;1;128;1;0;5;61440;0;1;.017610;NA;.055319;.072412;.072411;1.53;217;100
1.89;216;1;128;1;0;5;65536;0;0;0.091888;NA;0.278885;0.420399;0.420398;0.78;450;77
1.78;216;1;128;1;0;5;65536;0;1;.018050;NA;.059821;.078514;.078514;1.78;216;99
1.71;214;1;128;1;0;6;4096;0;0;0.002639;NA;0.007968;0.016138;0.016137;0.04;23;67
1.42;216;1;128;1;0;6;4096;0;1;.000391;NA;.001096;.001976;.001975;1.42;216;100
1.67;219;1;128;1;0;6;8192;0;0;0.007600;NA;0.020212;0.026866;0.026865;0.06;43;91
1.51;216;1;128;1;0;6;8192;0;1;.000883;NA;.001795;.003478;.003477;1.51;216;99
1.44;215;1;128;1;0;6;12288;0;0;0.011422;NA;0.026968;0.038968;0.038967;0.09;63;86
1.41;215;1;128;1;0;6;12288;0;1;.001420;NA;.003016;.006375;.006375;1.41;215;99
1.51;215;1;128;1;0;6;16384;0;0;0.010504;NA;0.028651;0.051673;0.051672;0.12;83;68
1.70;215;1;128;1;0;6;16384;0;1;.001964;NA;.006338;.008241;.008241;1.70;215;99
1.94;216;1;128;1;0;6;20480;0;0;0.019135;NA;0.041427;0.058613;0.058613;0.15;103;87
1.43;216;1;128;1;0;6;20480;0;1;.002234;NA;.007305;.010449;.010448;1.43;216;100
1.70;215;1;128;1;0;6;24576;0;0;0.014915;NA;0.042231;0.068189;0.068187;0.17;123;71
1.51;215;1;128;1;0;6;24576;0;1;.002769;NA;.006695;.010415;.010415;1.51;215;99
1.51;215;1;128;1;0;6;28672;0;0;0.026293;NA;0.064362;0.085234;0.085233;0.21;143;90
1.40;216;1;128;1;0;6;28672;0;1;.003558;NA;.009590;.013419;.013419;1.40;216;100
1.42;216;1;128;1;0;6;32768;0;0;0.019051;NA;0.059827;0.092043;0.092042;0.23;163;71
1.71;216;1;128;1;0;6;32768;0;1;.004711;NA;.009577;.015723;.015723;1.71;216;99
1.53;215;1;128;1;0;6;36864;0;0;0.037836;NA;0.081377;0.100696;0.100695;0.26;183;92
1.68;216;1;128;1;0;6;36864;0;1;.005247;NA;.010311;.017465;.017465;1.68;216;100
1.55;216;1;128;1;0;6;40960;0;0;0.024299;NA;0.054661;0.079482;0.079481;0.24;203;76
1.70;216;1;128;1;0;6;40960;0;1;.005428;NA;.016349;.020299;.020299;1.70;216;99
1.55;216;1;128;1;0;6;45056;0;0;0.048902;NA;0.116074;0.137405;0.137404;0.34;223;94
1.72;215;1;128;1;0;6;45056;0;1;.006668;NA;.012454;.022725;.022725;1.72;215;99
1.71;215;1;128;1;0;6;49152;0;0;0.029355;NA;0.092680;0.118668;0.118667;0.34;243;78
1.68;215;1;128;1;0;6;49152;0;1;.007468;NA;.014111;.023961;.023960;1.68;215;100
1.39;215;1;128;1;0;6;53248;0;0;0.053731;NA;0.099676;0.137489;0.137488;0.37;263;90
1.55;215;1;128;1;0;6;53248;0;1;.008183;NA;.017858;.024636;.024636;1.55;215;99
1.74;214;1;128;1;0;6;57344;0;0;0.036726;NA;0.108861;0.129513;0.129512;0.36;283;80
1.68;215;1;128;1;0;6;57344;0;1;.008857;NA;.016682;.026775;.026775;1.68;215;99
1.80;215;1;128;1;0;6;61440;0;0;0.037596;NA;0.123124;0.169093;0.169092;0.45;303;78
1.70;215;1;128;1;0;6;61440;0;1;.009938;NA;.018781;.030236;.030236;1.70;215;99
1.51;216;1;128;1;0;6;65536;0;0;0.072491;NA;0.150073;0.156766;0.156764;0.46;323;98
1.50;216;1;128;1;0;6;65536;0;1;.010382;NA;.019864;.030960;.030960;1.50;216;100
1.49;217;1;256;1;0;1;4096;0;0;0.004047;NA;0.043046;0.039224;0.039223;0.08;67;88
1.84;216;1;256;1;0;1;4096;0;1;.000856;NA;.009334;.011490;.011490;1.84;216;99
1.73;216;1;256;1;0;1;8192;0;0;0.011695;NA;0.105117;0.082109;0.082108;0.15;130;115
1.71;216;1;256;1;0;1;8192;0;1;.001746;NA;.018599;.021094;.021093;1.71;216;100
1.58;216;1;256;1;0;1;12288;0;0;0.017302;NA;0.169802;0.129840;0.129839;0.24;194;113
1.72;216;1;256;1;0;1;12288;0;1;.002798;NA;.025076;.033160;.033160;1.72;216;99
1.79;217;1;256;1;0;1;16384;0;0;0.022441;NA;0.220430;0.145322;0.145321;0.28;258;127
1.83;216;1;256;1;0;1;16384;0;1;.003602;NA;.038142;.048196;.048196;1.83;216;99
1.71;216;1;256;1;0;1;20480;0;0;0.027316;NA;0.225832;0.186121;0.186120;0.36;321;111
1.72;215;1;256;1;0;1;20480;0;1;.004375;NA;.038481;.047127;.047127;1.72;215;99
1.72;216;1;256;1;0;1;24576;0;0;0.039252;NA;0.306117;0.214789;0.214787;0.43;384;121
1.72;216;1;256;1;0;1;24576;0;1;.005272;NA;.046434;.058825;.058825;1.72;216;99
1.55;216;1;256;1;0;1;28672;0;0;0.042785;NA;0.310911;0.256177;0.256176;0.51;448;107
1.54;217;1;256;1;0;1;28672;0;1;.006557;NA;.050595;.064309;.064309;1.54;217;99
1.74;216;1;256;1;0;1;32768;0;0;0.050551;NA;0.394240;0.282626;0.282624;0.57;512;115
1.75;215;1;256;1;0;1;32768;0;1;.006782;NA;.060996;.071826;.071825;1.75;215;100
1.77;216;1;256;1;0;1;36864;0;0;0.035609;NA;0.417298;0.312497;0.312496;0.64;575;102
1.54;217;1;256;1;0;1;36864;0;1;.008057;NA;.067681;.087526;.087526;1.54;217;100
1.74;215;1;256;1;0;1;40960;0;0;0.066083;NA;0.570901;0.377340;0.377339;0.74;638;126
1.74;215;1;256;1;0;1;40960;0;1;.009291;NA;.072957;.098846;.098846;1.74;215;99
1.42;215;1;256;1;0;1;45056;0;0;0.047435;NA;0.464772;0.377453;0.377452;0.77;702;104
1.58;216;1;256;1;0;1;45056;0;1;.010170;NA;.083153;.112208;.112208;1.58;216;99
1.72;216;1;256;1;0;1;49152;0;0;0.049509;NA;0.525908;0.446416;0.446415;0.87;765;100
1.86;217;1;256;1;0;1;49152;0;1;.011491;NA;.092859;.113171;.113170;1.86;217;99
1.56;217;1;256;1;0;1;53248;0;0;0.060945;NA;0.582532;0.469936;0.469935;0.94;829;109
1.54;215;1;256;1;0;1;53248;0;1;.012403;NA;.092847;.116720;.116720;1.54;215;100
1.55;216;1;256;1;0;1;57344;0;0;0.093604;NA;0.698475;0.436622;0.436621;0.94;893;127
1.58;216;1;256;1;0;1;57344;0;1;.011946;NA;.104867;.129645;.129645;1.58;216;99
1.70;216;1;256;1;0;1;61440;0;0;0.100844;NA;0.725488;0.492736;0.492735;1.04;956;121
1.96;216;1;256;1;0;1;61440;0;1;.013845;NA;.107265;.132056;.132056;1.96;216;99
1.57;216;1;256;1;0;1;65536;0;0;0.101931;NA;0.752803;0.536360;0.536359;1.12;1019;116
1.70;215;1;256;1;0;1;65536;0;1;.013345;NA;.115368;.165446;.165446;1.70;215;99
1.41;215;1;256;1;0;2;4096;0;0;0.009265;NA;0.051640;0.056469;0.056468;0.10;75;96
1.83;215;1;256;1;0;2;4096;0;1;.001298;NA;.006690;.012998;.012998;1.83;215;99
1.68;215;1;256;1;0;2;8192;0;0;0.020233;NA;0.096026;0.108137;0.108136;0.18;147;94
1.71;215;1;256;1;0;2;8192;0;1;.002339;NA;.013019;.022517;.022516;1.71;215;99
1.76;215;1;256;1;0;2;12288;0;0;0.026192;NA;0.135099;0.156084;0.156083;0.27;219;89
1.53;215;1;256;1;0;2;12288;0;1;.003925;NA;.022559;.031664;.031664;1.53;215;99
1.83;216;1;256;1;0;2;16384;0;0;0.040013;NA;0.212217;0.203254;0.203254;0.36;290;99
1.55;214;1;256;1;0;2;16384;0;1;.005077;NA;.025799;.036245;.036245;1.55;214;99
1.52;216;1;256;1;0;2;20480;0;0;0.031987;NA;0.211140;0.218730;0.218728;0.40;362;87
1.69;216;1;256;1;0;2;20480;0;1;.006601;NA;.034902;.048528;.048528;1.69;216;100
1.68;216;1;256;1;0;2;24576;0;0;0.064579;NA;0.297560;0.269101;0.269100;0.51;434;105
1.83;215;1;256;1;0;2;24576;0;1;.007897;NA;.039635;.060181;.060181;1.83;215;99
1.52;215;1;256;1;0;2;28672;0;0;0.074237;NA;0.368904;0.351067;0.351066;0.63;506;102
1.70;215;1;256;1;0;2;28672;0;1;.009378;NA;.047484;.066984;.066984;1.70;215;100
1.69;215;1;256;1;0;2;32768;0;0;0.053102;NA;0.345889;0.330664;0.330663;0.63;578;90
1.68;215;1;256;1;0;2;32768;0;1;.010964;NA;.060493;.073463;.073463;1.68;215;99
1.81;214;1;256;1;0;2;36864;0;0;0.080898;NA;0.373056;0.364705;0.364704;0.72;649;98
1.82;215;1;256;1;0;2;36864;0;1;.012568;NA;.058450;.080669;.080669;1.82;215;99
1.54;215;1;256;1;0;2;40960;0;0;0.071591;NA;0.423567;0.420215;0.420214;0.80;721;93
1.55;215;1;256;1;0;2;40960;0;1;.013111;NA;.064831;.093859;.093858;1.55;215;99
1.80;218;1;256;1;0;2;45056;0;0;0.123337;NA;0.520575;0.510527;0.510526;0.94;793;101
1.77;215;1;256;1;0;2;45056;0;1;.015719;NA;.073943;.093819;.093818;1.77;215;99
1.53;216;1;256;1;0;2;49152;0;0;0.132482;NA;0.615998;0.546656;0.546655;1.03;864;106
1.72;215;1;256;1;0;2;49152;0;1;.015964;NA;.080615;.110430;.110430;1.72;215;99
1.72;216;1;256;1;0;2;53248;0;0;0.142710;NA;0.568834;0.536119;0.536118;1.06;936;103
1.70;215;1;256;1;0;2;53248;0;1;.016620;NA;.082789;.115808;.115807;1.70;215;99
1.57;215;1;256;1;0;2;57344;0;0;0.099342;NA;0.591109;0.542456;0.542455;1.06;1008;93
1.82;214;1;256;1;0;2;57344;0;1;.021674;NA;.096818;.130257;.130257;1.82;214;99
1.58;215;1;256;1;0;2;61440;0;0;0.168795;NA;0.709526;0.648045;0.648045;1.24;1080;104
1.41;216;1;256;1;0;2;61440;0;1;.021607;NA;.100428;.145723;.145723;1.41;216;99
1.73;216;1;256;1;0;2;65536;0;0;0.177787;NA;0.757080;0.684092;0.684090;1.32;1151;105
1.67;215;1;256;1;0;2;65536;0;1;.020232;NA;.103164;.130979;.130978;1.67;215;99
1.37;214;1;256;1;0;3;4096;0;0;0.008425;NA;0.024290;0.058625;0.058624;0.10;51;65
1.74;215;1;256;1;0;3;4096;0;1;.001183;NA;.006268;.009700;.009700;1.74;215;99
1.67;214;1;256;1;0;3;8192;0;0;0.018838;NA;0.050864;0.111805;0.111804;0.19;99;68
1.54;214;1;256;1;0;3;8192;0;1;.002427;NA;.015198;.024857;.024856;1.54;214;99
1.73;213;1;256;1;0;3;12288;0;0;0.025677;NA;0.076603;0.165711;0.165710;0.29;147;64
1.66;215;1;256;1;0;3;12288;0;1;.003896;NA;.017459;.026981;.026981;1.66;215;100
1.80;214;1;256;1;0;3;16384;0;0;0.033461;NA;0.104173;0.196050;0.196049;0.36;195;70
1.55;214;1;256;1;0;3;16384;0;1;.005808;NA;.020793;.034223;.034223;1.55;214;99
