comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.65;216;1;0;1;512;0;1;0;1;0;0;25000;81920;0;0;0.020137;NA;1.299493;1.068431;1.068431;1.60;2543;111
0.02;3;1;0;1;512;0;1;0;1;0;0;25000;81920;0;1;.004474;NA;.280812;.220224;.220224;.313333;2544;688
1.87;216;1;0;1;512;0;1;0;1;0;0;24500;81920;0;0;0.030287;NA;1.356810;0.980867;0.980866;1.53;2543;124
0.02;3;1;0;1;512;0;1;0;1;0;0;24500;81920;0;1;.003728;NA;.284942;.225929;.225929;.315000;2544;682
1.55;217;1;0;1;512;0;1;0;1;0;0;24000;81920;0;0;0.029779;NA;1.284003;0.971328;0.971327;1.51;2543;119
0.02;3;1;0;1;512;0;1;0;1;0;0;24000;81920;0;1;.003453;NA;.284597;.240083;.240083;.328333;2544;656
1.69;216;1;0;1;512;0;1;0;1;0;0;23500;81920;0;0;0.020335;NA;1.279773;0.866309;0.866308;1.35;2543;127
0.02;3;1;0;1;512;0;1;0;1;0;0;23500;81920;0;1;.004480;NA;.286078;.239214;.239214;.328333;2543;669
1.49;216;1;0;1;512;0;1;0;1;0;0;23000;81920;0;0;0.030270;NA;1.464524;1.063613;1.063612;1.61;2543;123
0.02;3;1;0;1;512;0;1;0;1;0;0;23000;81920;0;1;.004472;NA;.279443;.222776;.222776;.321666;2544;667
1.51;216;1;0;1;512;0;1;0;1;0;0;22500;81920;0;0;0.020198;NA;1.302565;1.034812;1.034811;1.57;2543;106
0.02;3;1;0;1;512;0;1;0;1;0;0;22500;81920;0;1;.003696;NA;.281908;.229979;.229979;.321666;2543;664
1.38;217;1;0;1;512;0;1;0;1;0;0;22000;81920;0;0;0.020390;NA;1.333578;1.028394;1.028393;1.56;2543;115
0.02;3;1;0;1;512;0;1;0;1;0;0;22000;81920;0;1;.004193;NA;.281486;.226674;.226673;.321666;2544;667
1.65;218;1;0;1;512;0;1;0;1;0;0;21500;81920;0;0;0.020294;NA;1.315286;0.978968;0.978967;1.51;2543;119
0.02;3;1;0;1;512;0;1;0;1;0;0;21500;81920;0;1;.004724;NA;.280201;.222784;.222784;.320000;2544;676
1.39;216;1;0;1;512;0;1;0;1;0;0;21000;81920;0;0;0.030307;NA;1.346838;0.955581;0.955580;1.50;2543;125
0.02;3;1;0;1;512;0;1;0;1;0;0;21000;81920;0;1;.004728;NA;.285986;.239236;.239236;.331666;2543;665
2.26;217;1;0;1;512;0;1;0;1;0;0;20500;81920;0;0;0.030487;NA;1.294165;0.912562;0.912561;1.45;2543;126
0.02;3;1;0;1;512;0;1;0;1;0;0;20500;81920;0;1;.003985;NA;.280683;.229482;.229482;.325000;2544;658
1.51;217;1;0;1;512;0;1;0;1;0;0;20000;81920;0;0;0.030074;NA;1.343078;0.986522;0.986521;1.53;2543;122
0.02;3;1;0;1;512;0;1;0;1;0;0;20000;81920;0;1;.003926;NA;.278015;.222367;.222367;.318333;2543;663
1.59;217;1;0;1;512;0;1;0;1;0;0;19500;81920;0;0;0.020136;NA;1.283780;0.974522;0.974521;1.51;2543;109
0.02;3;1;0;1;512;0;1;0;1;0;0;19500;81920;0;1;.004206;NA;.285514;.236397;.236397;.330000;2543;653
1.68;216;1;0;1;512;0;1;0;1;0;0;19000;81920;0;0;0.030044;NA;1.361634;0.996731;0.996730;1.53;2543;123
0.02;3;1;0;1;512;0;1;0;1;0;0;19000;81920;0;1;.003945;NA;.281718;.236129;.236129;.335000;2544;637
1.39;216;1;0;1;512;0;1;0;1;0;0;18500;81920;0;0;0.020250;NA;1.384922;0.974232;0.974231;1.52;2543;118
0.02;3;1;0;1;512;0;1;0;1;0;0;18500;81920;0;1;.003741;NA;.279886;.243498;.243498;.341666;2544;620
1.51;216;1;0;1;512;0;1;0;1;0;0;18000;81920;0;0;0.030393;NA;1.310162;0.975086;0.975085;1.51;2543;121
0.02;3;1;0;1;512;0;1;0;1;0;0;18000;81920;0;1;.003520;NA;.274039;.233935;.233934;.335000;2544;620
1.49;216;1;0;1;512;0;1;0;1;0;0;17500;81920;0;0;0.030536;NA;1.440424;1.029266;1.029265;1.55;2543;126
0.02;3;1;0;1;512;0;1;0;1;0;0;17500;81920;0;1;.004218;NA;.281405;.257120;.257120;.351666;2544;614
1.41;218;1;0;1;512;0;1;0;1;0;0;17000;81920;0;0;0.023148;NA;1.280196;0.868388;0.868387;1.38;2543;129
0.02;3;1;0;1;512;0;1;0;1;0;0;17000;81920;0;1;.003954;NA;.289098;.279244;.279244;.370000;2543;591
