nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;freqs(GHz);quotas(%);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;75;101;3;240;5;0.0293724;19;~108;0.483496;1.45049
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;243;325;3;240;9;0.0394031;19;~332;0.490664;1.47199
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;363;485;3;240;11;0.0494251;18;~492;0.495784;1.48735
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;507;677;3;240;13;0.058426;19;~684;0.501928;1.50578
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;675;901;3;240;15;0.0720749;21;~908;0.509096;1.52729
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;867;1157;3;240;17;0.0852578;19;~1164;0.517288;1.55186
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;1083;1445;3;240;19;0.105776;16;~1452;0.526504;1.57951
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;1323;1765;3;240;21;0.117781;19;~1772;0.536744;1.61023
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;1587;2117;3;240;23;0.140271;19;~2124;0.548008;1.64402
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;1875;2501;3;240;25;0.158918;17;~2508;0.560296;1.68089
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;2187;2917;3;240;27;0.180755;23;~2924;0.573608;1.72082
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;2523;3365;3;240;29;0.209531;21;~3372;0.587944;1.76383
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;2883;3845;3;240;31;0.238291;21;~3852;0.603304;1.80991
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;NA;NA;3;180;5;0.0264665;19;~108;0.483496;1.45049
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;NA;NA;3;180;9;0.0393745;19;~332;0.490664;1.47199
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;NA;NA;3;180;11;0.0486675;21;~492;0.495784;1.48735
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;NA;NA;3;180;13;0.0585637;19;~684;0.501928;1.50578
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;NA;NA;3;180;15;0.0709683;19;~908;0.509096;1.52729
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;NA;NA;3;180;17;0.0860948;17;~1164;0.517288;1.55186
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;NA;NA;3;180;19;0.101519;21;~1452;0.526504;1.57951
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;NA;NA;3;180;21;0.124077;21;~1772;0.536744;1.61023
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;NA;NA;3;180;23;0.140677;19;~2124;0.548008;1.64402
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;NA;NA;3;180;25;0.159941;19;~2508;0.560296;1.68089
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;NA;NA;3;180;27;0.183949;19;~2924;0.573608;1.72082
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;NA;NA;3;180;29;0.209544;19;~3372;0.587944;1.76383
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;NA;NA;3;180;31;0.23224;19;~3852;0.603304;1.80991
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;NA;NA;3;140;5;0.0261184;19;~108;0.483496;1.45049
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;NA;NA;3;140;9;0.0385735;19;~332;0.490664;1.47199
valga,tapa,rapla;34_matrix_mul;FIELD;malhonest;malicious-rep-field;NA;NA;NA;3;140;11;0.0485561;19;~492;0.495784;1.48735
