comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.83;216;1;0;6;512;0;1;0;1;0;0;1500;81920;0;0;.004469;NA;.318768;1.533793;1.533793;1.930000;2543;123
1.69;217;1;0;6;512;0;1;0;1;0;0;1400;81920;0;0;.003911;NA;.339674;1.666763;1.666763;2.055000;2543;121
1.46;216;1;0;6;512;0;1;0;1;0;0;1300;81920;0;0;.003729;NA;.302501;1.887540;1.887540;2.208333;2543;103
1.49;217;1;0;6;512;0;1;0;1;0;0;1200;81920;0;0;.004443;NA;.354502;1.895627;1.895627;2.383333;2543;109
1.75;217;1;0;6;512;0;1;0;1;0;0;1100;81920;0;0;.003908;NA;.330430;2.269935;2.269934;2.581666;2543;96
1.51;217;1;0;6;512;0;1;0;1;0;0;1000;81920;0;0;.004770;NA;.343124;2.303900;2.303900;2.830000;2543;90
1.51;216;1;0;6;512;0;1;0;1;0;0;900;81920;0;0;.003490;NA;.349122;2.634052;2.634051;3.113333;2543;82
1.52;217;1;0;6;512;0;1;0;1;0;0;800;81920;0;0;.003697;NA;.342458;2.963139;2.963139;3.483333;2543;72
1.49;218;1;0;6;512;0;1;0;1;0;0;700;81920;0;0;.004441;NA;.364931;3.406342;3.406342;3.965000;2543;67
1.68;216;1;0;6;512;0;1;0;1;0;0;600;81920;0;0;.004753;NA;.368883;3.761497;3.761497;4.601666;2543;58
1.50;216;1;0;6;512;0;1;0;1;0;0;500;81920;0;0;.004735;NA;.423705;5.155162;5.155161;5.493333;2543;55
1.53;217;1;0;6;512;0;1;0;1;0;0;400;81920;0;0;.004752;NA;.472682;5.959898;5.959898;6.820000;2543;48
1.52;219;1;0;6;512;0;1;0;1;0;0;300;81920;0;0;.003955;NA;.446026;8.774130;8.774130;9.033333;2543;34
1.69;217;1;0;6;512;0;1;0;2;0;0;1500;81920;0;0;.007130;NA;.256278;1.757527;1.757527;2.033333;2552;100
1.77;217;1;0;6;512;0;1;0;2;0;0;1400;81920;0;0;.006267;NA;.254510;1.808957;1.808957;2.108333;2553;94
1.62;217;1;0;6;512;0;1;0;2;0;0;1300;81920;0;0;.007022;NA;.257713;1.900139;1.900139;2.318333;2553;88
1.78;216;1;0;6;512;0;1;0;2;0;0;1200;81920;0;0;.006989;NA;.264316;2.144242;2.144242;2.500000;2553;83
1.50;217;1;0;6;512;0;1;0;2;0;0;1100;81920;0;0;.006638;NA;.251283;2.288384;2.288384;2.688333;2553;74
1.69;217;1;0;6;512;0;1;0;2;0;0;1000;81920;0;0;.006687;NA;.257870;2.541811;2.541810;2.958333;2553;68
