program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);freqs(GHz);bandwidths(Mbs);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
42;BINARY;semihonest;replicated-bin;3;241.35;5593;56;2.5;600;4096;0.148254;1.98;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.5;500;4096;0.156017;1.98;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.5;400;4096;0.16555;1.97;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.5;300;4096;0.163452;1.97;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.5;200;4096;0.151186;1.98;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.5;100;4096;0.192276;2.00;294;97;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.5;80;4096;0.17748;2.04;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.5;60;4096;0.195346;2.00;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.5;40;4096;0.219506;2.06;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.5;30;4096;0.256863;2.09;296;94;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.3;600;4096;0.150547;1.97;294;99;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.3;500;4096;0.219072;2.03;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.3;400;4096;0.163406;1.97;296;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.3;300;4096;0.188384;2.01;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.3;200;4096;0.157053;1.98;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.3;100;4096;0.24404;2.05;294;94;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.3;80;4096;0.180855;2.01;294;97;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.3;60;4096;0.185764;2.00;294;97;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.3;40;4096;0.273399;2.10;294;93;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.3;30;4096;0.247351;2.09;296;94;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.1;600;4096;0.201108;2.11;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.1;500;4096;0.154586;2.05;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.1;400;4096;0.154115;2.05;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.1;300;4096;0.237813;2.13;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.1;200;4096;0.170457;2.07;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.1;100;4096;0.179777;2.09;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.1;80;4096;0.186505;2.10;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.1;60;4096;0.217529;2.11;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.1;40;4096;0.330539;2.23;294;91;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.1;30;4096;0.344614;2.25;294;91;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;600;4096;0.248444;2.24;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;500;4096;0.17251;2.16;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;400;4096;0.161062;2.21;294;99;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;300;4096;0.162152;2.17;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;200;4096;0.17352;2.18;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;100;4096;0.193098;2.19;294;97;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;80;4096;0.181047;2.21;296;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;60;4096;0.268563;2.28;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;40;4096;0.267878;2.27;294;94;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;30;4096;0.303282;2.29;294;93;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.9;600;4096;0.159731;2.34;294;99;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.9;500;4096;0.157752;2.26;294;99;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.9;400;4096;0.177357;2.27;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.9;300;4096;0.258154;2.35;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.9;200;4096;0.182565;2.27;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.9;100;4096;0.186353;3.21;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.9;80;4096;0.194755;2.29;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.9;60;4096;0.216134;2.31;294;97;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.9;40;4096;0.233981;2.35;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.9;30;4096;0.272304;2.38;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.8;600;4096;0.193102;2.40;296;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.8;500;4096;0.183904;2.40;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.8;400;4096;0.17508;2.40;296;99;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.8;300;4096;0.180744;2.41;294;99;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.8;200;4096;0.211885;2.42;294;97;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.8;100;4096;0.19554;2.41;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.8;80;4096;0.201749;2.47;294;98;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.8;60;4096;0.232949;2.44;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.8;40;4096;0.251831;2.51;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.8;30;4096;0.294241;2.50;294;94;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.7;600;4096;0.173367;2.55;294;99;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.7;500;4096;0.175741;2.54;294;99;NA;0.520248;1.03652
