program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;freqs(GHz);bandwidths(Mbs);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
42;BINARY;semihonest;replicated-bin;3;241.35;5593;56;NA;NA;NA;262144;64;NA;NA;NA;258048;8;2.5;600;4096;0.148254;1.98;294;98;NA;0.520248;1.03652;4.8e-05;3;3.9003e-05;4.8e-05;3;0.00776499;NA;NA;NA;NA;NA;NA;0.5202;8;0.0107825;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.5;500;4096;0.156017;1.98;294;98;NA;0.520248;1.03652;4.8e-05;3;4.0302e-05;4.8e-05;3;0.0168893;NA;NA;NA;NA;NA;NA;0.5202;8;0.00768779;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.5;400;4096;0.16555;1.97;294;98;NA;0.520248;1.03652;4.8e-05;3;6.3894e-05;4.8e-05;3;0.0240724;NA;NA;NA;NA;NA;NA;0.5202;8;0.0143785;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.5;300;4096;0.163452;1.97;294;98;NA;0.520248;1.03652;4.8e-05;3;4.355e-05;4.8e-05;3;0.0170004;NA;NA;NA;NA;NA;NA;0.5202;8;0.0210889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.5;200;4096;0.151186;1.98;294;98;NA;0.520248;1.03652;4.8e-05;3;5.5401e-05;4.8e-05;3;0.00023299;NA;NA;NA;NA;NA;NA;0.5202;8;0.0242222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.5;100;4096;0.192276;2.00;294;97;NA;0.520248;1.03652;4.8e-05;3;3.8627e-05;4.8e-05;3;0.0192646;NA;NA;NA;NA;NA;NA;0.5202;8;0.0334562;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.5;80;4096;0.17748;2.04;294;98;NA;0.520248;1.03652;4.8e-05;3;3.7813e-05;4.8e-05;3;0.000191436;NA;NA;NA;NA;NA;NA;0.5202;8;0.0361766;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.5;60;4096;0.195346;2.00;294;96;NA;0.520248;1.03652;4.8e-05;3;3.1406e-05;4.8e-05;3;0.00840342;NA;NA;NA;NA;NA;NA;0.5202;8;0.0603703;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.5;40;4096;0.219506;2.06;294;95;NA;0.520248;1.03652;4.8e-05;3;3.9528e-05;4.8e-05;3;0.000234808;NA;NA;NA;NA;NA;NA;0.5202;8;0.0850435;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.5;30;4096;0.256863;2.09;296;94;NA;0.520248;1.03652;4.8e-05;3;5.0451e-05;4.8e-05;3;0.000238003;NA;NA;NA;NA;NA;NA;0.5202;8;0.124024;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.3;600;4096;0.150547;1.97;294;99;NA;0.520248;1.03652;4.8e-05;3;3.692e-05;4.8e-05;3;0.000215687;NA;NA;NA;NA;NA;NA;0.5202;8;0.0167829;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.3;500;4096;0.219072;2.03;294;95;NA;0.520248;1.03652;4.8e-05;3;3.2272e-05;4.8e-05;3;0.0684041;NA;NA;NA;NA;NA;NA;0.5202;8;0.0126957;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.3;400;4096;0.163406;1.97;296;98;NA;0.520248;1.03652;4.8e-05;3;5.5625e-05;4.8e-05;3;0.0230543;NA;NA;NA;NA;NA;NA;0.5202;8;0.0105962;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.3;300;4096;0.188384;2.01;294;96;NA;0.520248;1.03652;4.8e-05;3;3.6657e-05;4.8e-05;3;0.0445485;NA;NA;NA;NA;NA;NA;0.5202;8;0.0165618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.3;200;4096;0.157053;1.98;294;98;NA;0.520248;1.03652;4.8e-05;3;3.3567e-05;4.8e-05;3;0.00039465;NA;NA;NA;NA;NA;NA;0.5202;8;0.0200002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.3;100;4096;0.24404;2.05;294;94;NA;0.520248;1.03652;4.8e-05;3;5.4329e-05;4.8e-05;3;0.0722465;NA;NA;NA;NA;NA;NA;0.5202;8;0.0389645;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.3;80;4096;0.180855;2.01;294;97;NA;0.520248;1.03652;4.8e-05;3;5.3483e-05;4.8e-05;3;0.00178217;NA;NA;NA;NA;NA;NA;0.5202;8;0.0448019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.3;60;4096;0.185764;2.00;294;97;NA;0.520248;1.03652;4.8e-05;3;6.127e-05;4.8e-05;3;0.00296732;NA;NA;NA;NA;NA;NA;0.5202;8;0.0553389;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.3;40;4096;0.273399;2.10;294;93;NA;0.520248;1.03652;4.8e-05;3;5.9398e-05;4.8e-05;3;0.0442259;NA;NA;NA;NA;NA;NA;0.5202;8;0.0902829;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.3;30;4096;0.247351;2.09;296;94;NA;0.520248;1.03652;4.8e-05;3;2.7083e-05;4.8e-05;3;0.000208099;NA;NA;NA;NA;NA;NA;0.5202;8;0.116929;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;600;4096;0.201108;2.11;294;96;NA;0.520248;1.03652;4.8e-05;3;5.1859e-05;4.8e-05;3;0.0568445;NA;NA;NA;NA;NA;NA;0.5202;8;0.00822438;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;500;4096;0.154586;2.05;294;98;NA;0.520248;1.03652;4.8e-05;3;6.1463e-05;4.8e-05;3;0.00875031;NA;NA;NA;NA;NA;NA;0.5202;8;0.0134319;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;400;4096;0.154115;2.05;294;98;NA;0.520248;1.03652;4.8e-05;3;5.0133e-05;4.8e-05;3;0.00666519;NA;NA;NA;NA;NA;NA;0.5202;8;0.0155606;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;300;4096;0.237813;2.13;294;95;NA;0.520248;1.03652;4.8e-05;3;3.8516e-05;4.8e-05;3;0.0894147;NA;NA;NA;NA;NA;NA;0.5202;8;0.0173225;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;200;4096;0.170457;2.07;294;98;NA;0.520248;1.03652;4.8e-05;3;5.2175e-05;4.8e-05;3;0.0098996;NA;NA;NA;NA;NA;NA;0.5202;8;0.0213924;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;100;4096;0.179777;2.09;294;98;NA;0.520248;1.03652;4.8e-05;3;3.987e-05;4.8e-05;3;0.000216172;NA;NA;NA;NA;NA;NA;0.5202;8;0.0356096;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;80;4096;0.186505;2.10;294;98;NA;0.520248;1.03652;4.8e-05;3;6.0195e-05;4.8e-05;3;0.000450615;NA;NA;NA;NA;NA;NA;0.5202;8;0.0417521;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;60;4096;0.217529;2.11;294;96;NA;0.520248;1.03652;4.8e-05;3;4.3823e-05;4.8e-05;3;0.0272558;NA;NA;NA;NA;NA;NA;0.5202;8;0.0520993;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;40;4096;0.330539;2.23;294;91;NA;0.520248;1.03652;4.8e-05;3;3.7944e-05;4.8e-05;3;0.112808;NA;NA;NA;NA;NA;NA;0.5202;8;0.0792118;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;30;4096;0.344614;2.25;294;91;NA;0.520248;1.03652;4.8e-05;3;4.287e-05;4.8e-05;3;0.0796391;NA;NA;NA;NA;NA;NA;0.5202;8;0.125129;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;600;4096;0.248444;2.24;294;95;NA;0.520248;1.03652;4.8e-05;3;4.4735e-05;4.8e-05;3;0.0863471;NA;NA;NA;NA;NA;NA;0.5202;8;0.012424;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;500;4096;0.17251;2.16;294;98;NA;0.520248;1.03652;4.8e-05;3;6.5118e-05;4.8e-05;3;0.0198255;NA;NA;NA;NA;NA;NA;0.5202;8;0.00869735;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;400;4096;0.161062;2.21;294;99;NA;0.520248;1.03652;4.8e-05;3;4.1337e-05;4.8e-05;3;0.000686368;NA;NA;NA;NA;NA;NA;0.5202;8;0.015016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
