nodes;program;c.domain;adv.model;protocol;partysize;comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;freqs(GHz);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1920;1920;1920;NA;NA;244170;19141;2.3;30;0.655127;NA;NA;0.246378;NA;4.8e-05;3;0.653686;4.8e-05;3;0.655317;NA;NA;NA;NA;NA;NA;0.24633;14041;0.624255;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2560;2560;2560;NA;NA;427160;32721;2.3;40;1.14654;NA;NA;0.430088;NA;4.8e-05;3;1.14521;4.8e-05;3;1.14661;NA;NA;NA;NA;NA;NA;0.43004;24321;1.09437;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;3200;3200;3200;NA;NA;660950;49901;2.3;50;1.69057;NA;NA;0.664598;NA;4.8e-05;3;1.68967;4.8e-05;3;1.69021;NA;NA;NA;NA;NA;NA;0.66455;37401;1.61177;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;3840;3840;3840;NA;NA;945540;70681;2.3;60;2.39589;NA;NA;0.949908;NA;4.8e-05;3;2.39477;4.8e-05;3;2.39567;NA;NA;NA;NA;NA;NA;0.94986;53281;2.28506;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4480;4480;4480;NA;NA;1280930;95061;2.3;70;3.31215;NA;NA;1.28602;NA;4.8e-05;3;3.31049;4.8e-05;3;3.31229;NA;NA;NA;NA;NA;NA;1.28597;71961;3.1604;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;5120;5120;5120;NA;NA;1667120;123041;2.3;80;4.29789;NA;NA;1.67293;NA;4.8e-05;3;4.29681;4.8e-05;3;4.29763;NA;NA;NA;NA;NA;NA;1.67288;93441;4.09869;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;5760;5760;5760;NA;NA;2104110;154621;2.3;90;5.34735;NA;NA;2.11064;NA;4.8e-05;3;5.34628;4.8e-05;3;5.34715;NA;NA;NA;NA;NA;NA;2.11059;117721;5.09806;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;6400;6400;6400;NA;NA;2591900;189801;2.3;100;6.69388;NA;NA;2.59915;NA;4.8e-05;3;6.69256;4.8e-05;3;6.69369;NA;NA;NA;NA;NA;NA;2.5991;144801;6.39144;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;7040;7040;7040;NA;NA;3130490;228581;2.3;110;7.99065;NA;NA;3.13846;NA;4.8e-05;3;7.98965;4.8e-05;3;7.99023;NA;NA;NA;NA;NA;NA;3.13841;174681;7.62435;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;7680;7680;7680;NA;NA;3719880;270961;2.3;120;9.43513;NA;NA;3.72857;NA;4.8e-05;3;9.43425;4.8e-05;3;9.43447;NA;NA;NA;NA;NA;NA;3.72852;207361;8.99155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;8320;8320;8320;NA;NA;4360070;316941;2.3;130;11.2416;NA;NA;4.36948;NA;4.8e-05;3;11.24;4.8e-05;3;11.2415;NA;NA;NA;NA;NA;NA;4.36943;242841;10.7242;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;8960;8960;8960;NA;NA;5051060;366521;2.3;140;12.9132;NA;NA;5.06119;NA;4.8e-05;3;12.9116;4.8e-05;3;12.9134;NA;NA;NA;NA;NA;NA;5.06114;281121;12.3206;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;9600;9600;9600;NA;NA;5792850;419701;2.3;150;14.9679;NA;NA;5.8037;NA;4.8e-05;3;14.9667;4.8e-05;3;14.9676;NA;NA;NA;NA;NA;NA;5.80365;322201;14.2954;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10240;10240;10240;NA;NA;6585440;476481;2.3;160;16.8017;NA;NA;6.59701;NA;4.8e-05;3;16.8001;4.8e-05;3;16.8018;NA;NA;NA;NA;NA;NA;6.59696;366081;16.0434;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10880;10880;10880;NA;NA;7428830;536861;2.3;170;19.0581;NA;NA;7.44112;NA;4.8e-05;3;19.0564;4.8e-05;3;19.058;NA;NA;NA;NA;NA;NA;7.44107;412761;18.2033;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;11520;11520;11520;NA;NA;8323020;600841;2.3;180;21.6262;NA;NA;8.33603;NA;4.8e-05;3;21.6246;4.8e-05;3;21.6262;NA;NA;NA;NA;NA;NA;8.33598;462241;20.6729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;12160;12160;12160;NA;NA;9268010;668421;2.3;190;23.7254;NA;NA;9.28174;NA;4.8e-05;3;23.724;4.8e-05;3;23.7253;NA;NA;NA;NA;NA;NA;9.28169;514521;22.6585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;12800;12800;12800;NA;NA;10263800;739601;2.3;200;26.7668;NA;NA;10.2782;NA;4.8e-05;3;26.7652;4.8e-05;3;26.7666;NA;NA;NA;NA;NA;NA;10.2782;569601;25.5745;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;10;0.0869222;NA;NA;0.031358;NA;4.8e-05;3;0.0856942;4.8e-05;3;0.0870669;NA;NA;NA;NA;NA;NA;0.03131;1881;0.0812899;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;20;0.311748;NA;NA;0.113468;NA;4.8e-05;3;0.310476;4.8e-05;3;0.311619;NA;NA;NA;NA;NA;NA;0.11342;6561;0.296524;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;30;0.659186;NA;NA;0.246378;NA;4.8e-05;3;0.658033;4.8e-05;3;0.659111;NA;NA;NA;NA;NA;NA;0.24633;14041;0.628969;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;40;1.12245;NA;NA;0.430088;NA;4.8e-05;3;1.12108;4.8e-05;3;1.12264;NA;NA;NA;NA;NA;NA;0.43004;24321;1.07033;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;50;1.75909;NA;NA;0.664598;NA;4.8e-05;3;1.7577;4.8e-05;3;1.759;NA;NA;NA;NA;NA;NA;0.66455;37401;1.67954;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;60;2.48067;NA;NA;0.949908;NA;4.8e-05;3;2.47931;4.8e-05;3;2.48067;NA;NA;NA;NA;NA;NA;0.94986;53281;2.36978;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;70;3.27349;NA;NA;1.28602;NA;4.8e-05;3;3.27256;4.8e-05;3;3.27307;NA;NA;NA;NA;NA;NA;1.28597;71961;3.12191;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;80;4.2945;NA;NA;1.67293;NA;4.8e-05;3;4.29294;4.8e-05;3;4.29463;NA;NA;NA;NA;NA;NA;1.67288;93441;4.09927;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;90;5.42616;NA;NA;2.11064;NA;4.8e-05;3;5.4244;4.8e-05;3;5.42653;NA;NA;NA;NA;NA;NA;2.11059;117721;5.17815;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;100;6.44084;NA;NA;2.59915;NA;4.8e-05;3;6.43936;4.8e-05;3;6.44079;NA;NA;NA;NA;NA;NA;2.5991;144801;6.14092;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;110;8.12407;NA;NA;3.13846;NA;4.8e-05;3;8.12226;4.8e-05;3;8.12447;NA;NA;NA;NA;NA;NA;3.13841;174681;7.74438;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;120;9.66795;NA;NA;3.72857;NA;4.8e-05;3;9.66581;4.8e-05;3;9.66848;NA;NA;NA;NA;NA;NA;3.72852;207361;9.24186;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;130;11.1013;NA;NA;4.36948;NA;4.8e-05;3;11.1;4.8e-05;3;11.1012;NA;NA;NA;NA;NA;NA;4.36943;242841;10.5959;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;140;13.0869;NA;NA;5.06119;NA;4.8e-05;3;13.0859;4.8e-05;3;13.0864;NA;NA;NA;NA;NA;NA;5.06114;281121;12.5017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;150;14.8768;NA;NA;5.8037;NA;4.8e-05;3;14.8758;4.8e-05;3;14.8761;NA;NA;NA;NA;NA;NA;5.80365;322201;14.2056;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;160;17.5605;NA;NA;6.59701;NA;4.8e-05;3;17.5596;4.8e-05;3;17.5601;NA;NA;NA;NA;NA;NA;6.59696;366081;16.8018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;170;19.3385;NA;NA;7.44112;NA;4.8e-05;3;19.3368;4.8e-05;3;19.3383;NA;NA;NA;NA;NA;NA;7.44107;412761;18.4753;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;180;21.3421;NA;NA;8.33603;NA;4.8e-05;3;21.3404;4.8e-05;3;21.3421;NA;NA;NA;NA;NA;NA;8.33598;462241;20.3754;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;190;23.9645;NA;NA;9.28174;NA;4.8e-05;3;23.9634;4.8e-05;3;23.9641;NA;NA;NA;NA;NA;NA;9.28169;514521;22.9049;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;200;27.1153;NA;NA;10.2782;NA;4.8e-05;3;27.1137;4.8e-05;3;27.1152;NA;NA;NA;NA;NA;NA;10.2782;569601;25.9311;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;10;0.0956733;NA;NA;0.031358;NA;4.8e-05;3;0.0943582;4.8e-05;3;0.0955202;NA;NA;NA;NA;NA;NA;0.03131;1881;0.0897372;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;20;0.330307;NA;NA;0.113468;NA;4.8e-05;3;0.329196;4.8e-05;3;0.330108;NA;NA;NA;NA;NA;NA;0.11342;6561;0.314543;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;30;0.725383;NA;NA;0.246378;NA;4.8e-05;3;0.724303;4.8e-05;3;0.725235;NA;NA;NA;NA;NA;NA;0.24633;14041;0.692486;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;40;1.23873;NA;NA;0.430088;NA;4.8e-05;3;1.23788;4.8e-05;3;1.23802;NA;NA;NA;NA;NA;NA;0.43004;24321;1.18327;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;50;1.91313;NA;NA;0.664598;NA;4.8e-05;3;1.9121;4.8e-05;3;1.91263;NA;NA;NA;NA;NA;NA;0.66455;37401;1.82809;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;60;2.73473;NA;NA;0.949908;NA;4.8e-05;3;2.73324;4.8e-05;3;2.73461;NA;NA;NA;NA;NA;NA;0.94986;53281;2.61635;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;70;3.7315;NA;NA;1.28602;NA;4.8e-05;3;3.72981;4.8e-05;3;3.73167;NA;NA;NA;NA;NA;NA;1.28597;71961;3.56976;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;80;4.74285;NA;NA;1.67293;NA;4.8e-05;3;4.7419;4.8e-05;3;4.74231;NA;NA;NA;NA;NA;NA;1.67288;93441;4.53055;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;90;6.05385;NA;NA;2.11064;NA;4.8e-05;3;6.05199;4.8e-05;3;6.05411;NA;NA;NA;NA;NA;NA;2.11059;117721;5.79047;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;100;7.56474;NA;NA;2.59915;NA;4.8e-05;3;7.56368;4.8e-05;3;7.56408;NA;NA;NA;NA;NA;NA;2.5991;144801;7.23665;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;110;8.94497;NA;NA;3.13846;NA;4.8e-05;3;8.94402;4.8e-05;3;8.94427;NA;NA;NA;NA;NA;NA;3.13841;174681;8.55535;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;120;10.6609;NA;NA;3.72857;NA;4.8e-05;3;10.6594;4.8e-05;3;10.661;NA;NA;NA;NA;NA;NA;3.72852;207361;10.1984;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;130;12.5759;NA;NA;4.36948;NA;4.8e-05;3;12.5749;4.8e-05;3;12.5754;NA;NA;NA;NA;NA;NA;4.36943;242841;12.0314;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;140;14.7103;NA;NA;5.06119;NA;4.8e-05;3;14.709;4.8e-05;3;14.71;NA;NA;NA;NA;NA;NA;5.06114;281121;14.0853;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;150;16.2962;NA;NA;5.8037;NA;4.8e-05;3;16.2951;4.8e-05;3;16.2955;NA;NA;NA;NA;NA;NA;5.80365;322201;15.5803;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;160;18.8365;NA;NA;6.59701;NA;4.8e-05;3;18.8345;4.8e-05;3;18.8368;NA;NA;NA;NA;NA;NA;6.59696;366081;18.0448;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;170;21.061;NA;NA;7.44112;NA;4.8e-05;3;21.0595;4.8e-05;3;21.0609;NA;NA;NA;NA;NA;NA;7.44107;412761;20.1324;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;180;23.5441;NA;NA;8.33603;NA;4.8e-05;3;23.5423;4.8e-05;3;23.5442;NA;NA;NA;NA;NA;NA;8.33598;462241;22.5125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;190;26.467;NA;NA;9.28174;NA;4.8e-05;3;26.4655;4.8e-05;3;26.4666;NA;NA;NA;NA;NA;NA;9.28169;514521;25.3322;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;200;29.3382;NA;NA;10.2782;NA;4.8e-05;3;29.3362;4.8e-05;3;29.3384;NA;NA;NA;NA;NA;NA;10.2782;569601;28.0797;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;10;0.097462;NA;NA;0.031358;NA;4.8e-05;3;0.0966482;4.8e-05;3;0.0968151;NA;NA;NA;NA;NA;NA;0.03131;1881;0.0917137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;20;0.341485;NA;NA;0.113468;NA;4.8e-05;3;0.339876;4.8e-05;3;0.341798;NA;NA;NA;NA;NA;NA;0.11342;6561;0.320391;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;30;0.744011;NA;NA;0.246378;NA;4.8e-05;3;0.742466;4.8e-05;3;0.744089;NA;NA;NA;NA;NA;NA;0.24633;14041;0.709635;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;40;1.27726;NA;NA;0.430088;NA;4.8e-05;3;1.27567;4.8e-05;3;1.27742;NA;NA;NA;NA;NA;NA;0.43004;24321;1.2193;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;50;1.95077;NA;NA;0.664598;NA;4.8e-05;3;1.94884;4.8e-05;3;1.95117;NA;NA;NA;NA;NA;NA;0.66455;37401;1.8611;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;60;2.78465;NA;NA;0.949908;NA;4.8e-05;3;2.78298;4.8e-05;3;2.78472;NA;NA;NA;NA;NA;NA;0.94986;53281;2.65907;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;70;3.76503;NA;NA;1.28602;NA;4.8e-05;3;3.76388;4.8e-05;3;3.7646;NA;NA;NA;NA;NA;NA;1.28597;71961;3.59731;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;80;4.81043;NA;NA;1.67293;NA;4.8e-05;3;4.80906;4.8e-05;3;4.81029;NA;NA;NA;NA;NA;NA;1.67288;93441;4.59222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
