nodes;program;c.domain;adv.model;protocol;partysize;freqs(GHz);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.2;170;19.3385;NA;NA;7.44112;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.2;180;21.3421;NA;NA;8.33603;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.2;190;23.9645;NA;NA;9.28174;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.2;200;27.1153;NA;NA;10.2782;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.1;10;0.0956733;NA;NA;0.031358;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.1;20;0.330307;NA;NA;0.113468;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.1;30;0.725383;NA;NA;0.246378;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.1;40;1.23873;NA;NA;0.430088;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.1;50;1.91313;NA;NA;0.664598;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.1;60;2.73473;NA;NA;0.949908;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.1;70;3.7315;NA;NA;1.28602;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.1;80;4.74285;NA;NA;1.67293;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.1;90;6.05385;NA;NA;2.11064;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.1;100;7.56474;NA;NA;2.59915;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.1;110;8.94497;NA;NA;3.13846;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.1;120;10.6609;NA;NA;3.72857;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.1;130;12.5759;NA;NA;4.36948;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.1;140;14.7103;NA;NA;5.06119;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.1;150;16.2962;NA;NA;5.8037;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.1;160;18.8365;NA;NA;6.59701;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.1;170;21.061;NA;NA;7.44112;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.1;180;23.5441;NA;NA;8.33603;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.1;190;26.467;NA;NA;9.28174;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2.1;200;29.3382;NA;NA;10.2782;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;10;0.097462;NA;NA;0.031358;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;20;0.341485;NA;NA;0.113468;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;30;0.744011;NA;NA;0.246378;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;40;1.27726;NA;NA;0.430088;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;50;1.95077;NA;NA;0.664598;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;60;2.78465;NA;NA;0.949908;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;70;3.76503;NA;NA;1.28602;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;80;4.81043;NA;NA;1.67293;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;90;6.05905;NA;NA;2.11064;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;100;7.58789;NA;NA;2.59915;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;110;9.08665;NA;NA;3.13846;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;120;10.8131;NA;NA;3.72857;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;130;12.5241;NA;NA;4.36948;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;140;14.7201;NA;NA;5.06119;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;150;16.8113;NA;NA;5.8037;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;160;19.1881;NA;NA;6.59701;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;170;21.4381;NA;NA;7.44112;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;180;24.1467;NA;NA;8.33603;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;190;26.593;NA;NA;9.28174;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;200;29.5851;NA;NA;10.2782;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.9;10;0.100309;NA;NA;0.031358;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.9;20;0.379;NA;NA;0.113468;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.9;30;0.766886;NA;NA;0.246378;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.9;40;1.29326;NA;NA;0.430088;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.9;50;2.06716;NA;NA;0.664598;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.9;60;2.86553;NA;NA;0.949908;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.9;70;3.842;NA;NA;1.28602;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.9;80;4.94819;NA;NA;1.67293;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.9;90;6.25239;NA;NA;2.11064;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.9;100;7.72662;NA;NA;2.59915;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.9;110;9.28216;NA;NA;3.13846;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.9;120;11.0784;NA;NA;3.72857;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.9;130;13.3032;NA;NA;4.36948;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.9;140;14.8892;NA;NA;5.06119;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.9;150;17.2526;NA;NA;5.8037;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.9;160;19.3642;NA;NA;6.59701;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.9;170;22.3539;NA;NA;7.44112;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.9;180;24.6595;NA;NA;8.33603;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.9;190;27.4056;NA;NA;9.28174;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.9;200;30.3019;NA;NA;10.2782;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.8;10;0.110495;NA;NA;0.031358;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.8;20;0.35863;NA;NA;0.113468;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.8;30;0.772088;NA;NA;0.246378;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.8;40;1.37818;NA;NA;0.430088;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.8;50;2.14466;NA;NA;0.664598;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.8;60;2.96574;NA;NA;0.949908;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.8;70;4.0416;NA;NA;1.28602;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.8;80;5.17302;NA;NA;1.67293;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.8;90;6.57932;NA;NA;2.11064;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.8;100;7.9899;NA;NA;2.59915;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.8;110;9.70207;NA;NA;3.13846;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.8;120;11.8635;NA;NA;3.72857;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.8;130;13.3505;NA;NA;4.36948;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.8;140;15.5402;NA;NA;5.06119;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.8;150;18.0645;NA;NA;5.8037;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.8;160;20.445;NA;NA;6.59701;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.8;170;22.6426;NA;NA;7.44112;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.8;180;26.1522;NA;NA;8.33603;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.8;190;27.8229;NA;NA;9.28174;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.8;200;31.9747;NA;NA;10.2782;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.7;10;0.10894;NA;NA;0.031358;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.7;20;0.379606;NA;NA;0.113468;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.7;30;0.864809;NA;NA;0.246378;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.7;40;1.49905;NA;NA;0.430088;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.7;50;2.22806;NA;NA;0.664598;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.7;60;3.07592;NA;NA;0.949908;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.7;70;4.07405;NA;NA;1.28602;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.7;80;5.54476;NA;NA;1.67293;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.7;90;6.97868;NA;NA;2.11064;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.7;100;8.72361;NA;NA;2.59915;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.7;110;10.5985;NA;NA;3.13846;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.7;120;12.5237;NA;NA;3.72857;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.7;130;14.1847;NA;NA;4.36948;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.7;140;16.95;NA;NA;5.06119;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.7;150;18.5858;NA;NA;5.8037;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.7;160;21.836;NA;NA;6.59701;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.7;170;23.4639;NA;NA;7.44112;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.7;180;27.6222;NA;NA;8.33603;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.7;190;30.1486;NA;NA;9.28174;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.7;200;33.81;NA;NA;10.2782;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.6;10;0.122359;NA;NA;0.031358;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.6;20;0.440198;NA;NA;0.113468;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.6;30;0.906576;NA;NA;0.246378;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.6;40;1.57997;NA;NA;0.430088;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.6;50;2.32285;NA;NA;0.664598;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.6;60;3.29438;NA;NA;0.949908;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.6;70;4.53505;NA;NA;1.28602;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.6;80;5.99279;NA;NA;1.67293;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.6;90;7.60274;NA;NA;2.11064;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.6;100;9.07718;NA;NA;2.59915;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.6;110;10.885;NA;NA;3.13846;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.6;120;13.1196;NA;NA;3.72857;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.6;130;15.7761;NA;NA;4.36948;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.6;140;18.2036;NA;NA;5.06119;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.6;150;20.4656;NA;NA;5.8037;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.6;160;23.5096;NA;NA;6.59701;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.6;170;26.6366;NA;NA;7.44112;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.6;180;29.7134;NA;NA;8.33603;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.6;190;33.2111;NA;NA;9.28174;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.6;200;36.6562;NA;NA;10.2782;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.5;10;0.131305;NA;NA;0.031358;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.5;20;0.443285;NA;NA;0.113468;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.5;30;0.946502;NA;NA;0.246378;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.5;40;1.58234;NA;NA;0.430088;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.5;50;2.45674;NA;NA;0.664598;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.5;60;3.57327;NA;NA;0.949908;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.5;70;4.71609;NA;NA;1.28602;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.5;80;6.22816;NA;NA;1.67293;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.5;90;7.84301;NA;NA;2.11064;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.5;100;9.62816;NA;NA;2.59915;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.5;110;11.6069;NA;NA;3.13846;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.5;120;14.0365;NA;NA;3.72857;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.5;130;16.5597;NA;NA;4.36948;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.5;140;18.8032;NA;NA;5.06119;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.5;150;21.1939;NA;NA;5.8037;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.5;160;24.7003;NA;NA;6.59701;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.5;170;27.3801;NA;NA;7.44112;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.5;180;30.6985;NA;NA;8.33603;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.5;190;34.1719;NA;NA;9.28174;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;1.5;200;37.0467;NA;NA;10.2782;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.3;10;0.335222;NA;NA;22.7558;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.3;20;0.694972;NA;NA;25.3604;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.3;30;1.25022;NA;NA;29.5907;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.3;40;2.02732;NA;NA;35.4465;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.3;50;3.15049;NA;NA;64.6962;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.3;60;4.36656;NA;NA;73.8032;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.3;70;5.90074;NA;NA;106.304;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.3;80;7.52351;NA;NA;118.662;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.3;90;9.48451;NA;NA;154.414;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.3;100;11.6476;NA;NA;191.792;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.3;110;13.9309;NA;NA;209.027;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.3;120;16.5087;NA;NA;249.656;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.3;130;19.3149;NA;NA;291.91;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.3;140;22.3385;NA;NA;335.79;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.3;150;25.8202;NA;NA;403.064;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.3;160;29.2417;NA;NA;450.195;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.3;170;32.9487;NA;NA;498.952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.3;180;36.8003;NA;NA;571.103;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.3;190;41.1491;NA;NA;623.111;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.3;200;45.5249;NA;NA;698.513;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.2;10;0.341498;NA;NA;22.7558;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.2;20;0.688665;NA;NA;25.3604;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.2;30;1.26137;NA;NA;29.5907;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.2;40;2.025;NA;NA;35.4465;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.2;50;3.16492;NA;NA;64.6962;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.2;60;4.36887;NA;NA;73.8032;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.2;70;5.90265;NA;NA;106.304;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.2;80;7.50362;NA;NA;118.662;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.2;90;9.46423;NA;NA;154.414;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.2;100;11.6838;NA;NA;191.792;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.2;110;13.9424;NA;NA;209.027;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.2;120;16.6259;NA;NA;249.656;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.2;130;19.3867;NA;NA;291.91;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.2;140;22.4144;NA;NA;335.79;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.2;150;25.918;NA;NA;403.064;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.2;160;29.2306;NA;NA;450.195;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.2;170;32.924;NA;NA;498.952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.2;180;36.876;NA;NA;571.103;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.2;190;40.9802;NA;NA;623.111;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.2;200;45.3506;NA;NA;698.513;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.1;10;0.350625;NA;NA;22.7558;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.1;20;0.725641;NA;NA;25.3604;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.1;30;1.33838;NA;NA;29.5907;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.1;40;2.14531;NA;NA;35.4465;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.1;50;3.34526;NA;NA;64.6962;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.1;60;4.60351;NA;NA;73.8032;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.1;70;6.25355;NA;NA;106.304;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.1;80;8.02465;NA;NA;118.662;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.1;90;10.1907;NA;NA;154.414;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.1;100;12.4063;NA;NA;191.792;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.1;110;14.7794;NA;NA;209.027;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.1;120;17.4506;NA;NA;249.656;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.1;130;20.768;NA;NA;291.91;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.1;140;23.5323;NA;NA;335.79;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.1;150;27.3093;NA;NA;403.064;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.1;160;31.0314;NA;NA;450.195;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.1;170;34.7372;NA;NA;498.952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.1;180;39.1193;NA;NA;571.103;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.1;190;43.3367;NA;NA;623.111;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2.1;200;47.9617;NA;NA;698.513;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;10;0.356929;NA;NA;22.7558;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;20;0.755881;NA;NA;25.3604;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;30;1.37357;NA;NA;29.5907;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;40;2.23759;NA;NA;35.4465;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;50;3.47772;NA;NA;64.6962;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;60;4.76478;NA;NA;73.8032;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;70;6.4903;NA;NA;106.304;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;80;8.39268;NA;NA;118.662;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;90;10.4449;NA;NA;154.414;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;100;12.8871;NA;NA;191.792;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;110;15.3292;NA;NA;209.027;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;120;18.1607;NA;NA;249.656;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;130;21.42;NA;NA;291.91;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;140;24.4777;NA;NA;335.79;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;150;28.1486;NA;NA;403.064;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;160;31.9443;NA;NA;450.195;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;170;36.3326;NA;NA;498.952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;180;40.5215;NA;NA;571.103;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;190;44.7691;NA;NA;623.111;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;200;49.7219;NA;NA;698.513;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.9;10;0.376198;NA;NA;22.7558;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.9;20;0.770716;NA;NA;25.3604;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.9;30;1.41272;NA;NA;29.5907;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.9;40;2.28596;NA;NA;35.4465;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.9;50;3.55215;NA;NA;64.6962;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.9;60;4.91034;NA;NA;73.8032;NA
