nodes;program;c.domain;adv.model;protocol;partysize;freqs(GHz);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.9;70;6.66402;NA;NA;106.304;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.9;80;8.52183;NA;NA;118.662;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.9;90;10.7054;NA;NA;154.414;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.9;100;13.1735;NA;NA;191.792;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.9;110;15.7257;NA;NA;209.027;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.9;120;18.5844;NA;NA;249.656;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.9;130;21.893;NA;NA;291.91;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.9;140;25.2165;NA;NA;335.79;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.9;150;29.104;NA;NA;403.064;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.9;160;38.9389;NA;NA;450.195;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.9;170;36.97;NA;NA;498.952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.9;180;41.8659;NA;NA;571.103;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.9;190;46.3006;NA;NA;623.111;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.9;200;51.7553;NA;NA;698.513;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.8;10;0.3808;NA;NA;22.7558;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.8;20;0.784658;NA;NA;25.3604;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.8;30;1.41584;NA;NA;29.5907;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.8;40;2.30035;NA;NA;35.4465;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.8;50;3.57265;NA;NA;64.6962;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.8;60;4.91735;NA;NA;73.8032;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.8;70;6.64391;NA;NA;106.304;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.8;80;8.53381;NA;NA;118.662;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.8;90;10.785;NA;NA;154.414;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.8;100;13.204;NA;NA;191.792;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.8;110;15.6627;NA;NA;209.027;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.8;120;18.7446;NA;NA;249.656;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.8;130;21.9056;NA;NA;291.91;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.8;140;25.3436;NA;NA;335.79;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.8;150;29.134;NA;NA;403.064;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.8;160;32.9172;NA;NA;450.195;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.8;170;37.1124;NA;NA;498.952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.8;180;41.7137;NA;NA;571.103;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.8;190;46.925;NA;NA;623.111;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.8;200;51.2673;NA;NA;698.513;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.7;10;0.398057;NA;NA;22.7558;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.7;20;0.81246;NA;NA;25.3604;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.7;30;1.47491;NA;NA;29.5907;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.7;40;2.4082;NA;NA;35.4465;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.7;50;3.74221;NA;NA;64.6962;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.7;60;5.13502;NA;NA;73.8032;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.7;70;6.91856;NA;NA;106.304;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.7;80;8.90282;NA;NA;118.662;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.7;90;11.0915;NA;NA;154.414;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.7;100;13.7351;NA;NA;191.792;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.7;110;16.2562;NA;NA;209.027;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.7;120;19.4169;NA;NA;249.656;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.7;130;22.7681;NA;NA;291.91;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.7;140;26.2902;NA;NA;335.79;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.7;150;30.2009;NA;NA;403.064;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.7;160;34.2495;NA;NA;450.195;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.7;170;38.6658;NA;NA;498.952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.7;180;43.2403;NA;NA;571.103;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.7;190;48.2697;NA;NA;623.111;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.7;200;53.8168;NA;NA;698.513;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.6;10;0.416548;NA;NA;22.7558;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.6;20;0.852429;NA;NA;25.3604;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.6;30;1.55053;NA;NA;29.5907;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.6;40;2.49306;NA;NA;35.4465;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.6;50;3.9397;NA;NA;64.6962;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.6;60;5.46997;NA;NA;73.8032;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.6;70;7.3008;NA;NA;106.304;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.6;80;9.3693;NA;NA;118.662;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.6;90;11.7493;NA;NA;154.414;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.6;100;14.4549;NA;NA;191.792;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.6;110;17.1936;NA;NA;209.027;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.6;120;20.3501;NA;NA;249.656;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.6;130;24.024;NA;NA;291.91;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.6;140;27.7699;NA;NA;335.79;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.6;150;31.8598;NA;NA;403.064;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.6;160;36.1545;NA;NA;450.195;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.6;170;40.5227;NA;NA;498.952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.6;180;45.4769;NA;NA;571.103;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.6;190;50.8565;NA;NA;623.111;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.6;200;55.8796;NA;NA;698.513;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.5;10;0.437949;NA;NA;22.7558;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.5;20;0.913043;NA;NA;25.3604;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.5;30;1.62744;NA;NA;29.5907;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.5;40;2.62508;NA;NA;35.4465;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.5;50;4.08109;NA;NA;64.6962;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.5;60;5.68088;NA;NA;73.8032;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.5;70;7.66515;NA;NA;106.304;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.5;80;9.77451;NA;NA;118.662;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.5;90;12.2643;NA;NA;154.414;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.5;100;15.0733;NA;NA;191.792;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.5;110;17.9895;NA;NA;209.027;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.5;120;21.2341;NA;NA;249.656;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.5;130;25.031;NA;NA;291.91;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.5;140;29.2177;NA;NA;335.79;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.5;150;33.1351;NA;NA;403.064;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.5;160;37.7258;NA;NA;450.195;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.5;170;42.9012;NA;NA;498.952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.5;180;47.5079;NA;NA;571.103;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.5;190;52.8778;NA;NA;623.111;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;1.5;200;58.945;NA;NA;698.513;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.3;10;0.0290237;NA;NA;0.97952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.3;20;0.0581781;NA;NA;3.58464;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.3;30;0.101803;NA;NA;7.81536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.3;40;0.159203;NA;NA;13.6717;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.3;50;0.230485;NA;NA;21.1536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.3;60;0.31835;NA;NA;30.2611;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.3;70;0.418376;NA;NA;40.9942;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.3;80;0.537982;NA;NA;53.353;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.3;90;0.672759;NA;NA;67.3373;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.3;100;0.819224;NA;NA;82.9472;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.3;110;0.9812;NA;NA;100.183;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.3;120;1.15943;NA;NA;119.044;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.3;130;1.34916;NA;NA;139.531;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.3;140;1.55762;NA;NA;161.643;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.3;150;1.79329;NA;NA;185.381;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.3;160;2.0115;NA;NA;210.744;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.3;170;2.28072;NA;NA;237.733;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.3;180;2.54573;NA;NA;266.348;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.3;190;2.83905;NA;NA;296.588;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.3;200;3.1351;NA;NA;328.454;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;10;0.0293663;NA;NA;0.97952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;20;0.0585455;NA;NA;3.58464;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;30;0.100069;NA;NA;7.81536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;40;0.158124;NA;NA;13.6717;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;50;0.232189;NA;NA;21.1536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;60;0.323207;NA;NA;30.2611;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;70;0.425335;NA;NA;40.9942;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;80;0.539295;NA;NA;53.353;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;90;0.679007;NA;NA;67.3373;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;100;0.815037;NA;NA;82.9472;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;110;0.980618;NA;NA;100.183;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;120;1.1561;NA;NA;119.044;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;130;1.35178;NA;NA;139.531;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;140;1.54655;NA;NA;161.643;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;150;1.85115;NA;NA;185.381;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;160;2.01536;NA;NA;210.744;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;170;2.29026;NA;NA;237.733;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;180;2.54804;NA;NA;266.348;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;190;2.84003;NA;NA;296.588;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.2;200;3.14486;NA;NA;328.454;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.1;10;0.031085;NA;NA;0.97952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.1;20;0.0594295;NA;NA;3.58464;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.1;30;0.104526;NA;NA;7.81536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.1;40;0.164782;NA;NA;13.6717;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.1;50;0.239316;NA;NA;21.1536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.1;60;0.33093;NA;NA;30.2611;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.1;70;0.436325;NA;NA;40.9942;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.1;80;0.561754;NA;NA;53.353;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.1;90;0.702075;NA;NA;67.3373;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.1;100;0.852147;NA;NA;82.9472;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.1;110;1.02522;NA;NA;100.183;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.1;120;1.20445;NA;NA;119.044;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.1;130;1.40495;NA;NA;139.531;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.1;140;1.62322;NA;NA;161.643;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.1;150;1.84487;NA;NA;185.381;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.1;160;2.09605;NA;NA;210.744;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.1;170;2.39312;NA;NA;237.733;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.1;180;2.66484;NA;NA;266.348;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.1;190;2.9682;NA;NA;296.588;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2.1;200;3.27715;NA;NA;328.454;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;10;0.0304804;NA;NA;0.97952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;20;0.0609253;NA;NA;3.58464;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;30;0.109901;NA;NA;7.81536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;40;0.170365;NA;NA;13.6717;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;50;0.252847;NA;NA;21.1536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;60;0.346081;NA;NA;30.2611;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;70;0.457633;NA;NA;40.9942;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;80;0.59059;NA;NA;53.353;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;90;0.731713;NA;NA;67.3373;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;100;0.900052;NA;NA;82.9472;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;110;1.06717;NA;NA;100.183;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;120;1.26832;NA;NA;119.044;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;130;1.4665;NA;NA;139.531;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;140;1.68989;NA;NA;161.643;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;150;1.94879;NA;NA;185.381;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;160;2.18263;NA;NA;210.744;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;170;2.48656;NA;NA;237.733;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;180;2.78043;NA;NA;266.348;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;190;3.13141;NA;NA;296.588;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;2;200;3.41308;NA;NA;328.454;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.9;10;0.0314233;NA;NA;0.97952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.9;20;0.0641227;NA;NA;3.58464;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.9;30;0.112656;NA;NA;7.81536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.9;40;0.178664;NA;NA;13.6717;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.9;50;0.262744;NA;NA;21.1536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.9;60;0.362792;NA;NA;30.2611;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.9;70;0.478113;NA;NA;40.9942;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.9;80;0.615335;NA;NA;53.353;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.9;90;0.762543;NA;NA;67.3373;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.9;100;0.931448;NA;NA;82.9472;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.9;110;1.11695;NA;NA;100.183;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.9;120;1.31592;NA;NA;119.044;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.9;130;1.53869;NA;NA;139.531;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.9;140;1.77167;NA;NA;161.643;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.9;150;2.02236;NA;NA;185.381;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.9;160;2.28849;NA;NA;210.744;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.9;170;2.59947;NA;NA;237.733;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.9;180;2.92787;NA;NA;266.348;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.9;190;3.26287;NA;NA;296.588;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.9;200;3.58201;NA;NA;328.454;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;10;0.0316349;NA;NA;0.97952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;20;0.0656322;NA;NA;3.58464;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;30;0.116101;NA;NA;7.81536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;40;0.186267;NA;NA;13.6717;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;50;0.274519;NA;NA;21.1536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;60;0.37655;NA;NA;30.2611;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;70;0.50046;NA;NA;40.9942;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;80;0.643309;NA;NA;53.353;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;90;0.800992;NA;NA;67.3373;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;100;0.984972;NA;NA;82.9472;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;110;1.17381;NA;NA;100.183;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;120;1.38418;NA;NA;119.044;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;130;1.61053;NA;NA;139.531;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;140;1.86684;NA;NA;161.643;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;150;2.13147;NA;NA;185.381;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;160;2.40441;NA;NA;210.744;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;170;2.76602;NA;NA;237.733;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;180;3.04906;NA;NA;266.348;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;190;3.42081;NA;NA;296.588;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.8;200;3.7551;NA;NA;328.454;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.7;10;0.0320399;NA;NA;0.97952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.7;20;0.068851;NA;NA;3.58464;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.7;30;0.121712;NA;NA;7.81536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.7;40;0.194985;NA;NA;13.6717;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.7;50;0.28455;NA;NA;21.1536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.7;60;0.39687;NA;NA;30.2611;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.7;70;0.524594;NA;NA;40.9942;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.7;80;0.674696;NA;NA;53.353;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.7;90;0.844805;NA;NA;67.3373;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.7;100;1.03066;NA;NA;82.9472;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.7;110;1.23117;NA;NA;100.183;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.7;120;1.45521;NA;NA;119.044;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.7;130;1.69246;NA;NA;139.531;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.7;140;1.95646;NA;NA;161.643;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.7;150;2.25991;NA;NA;185.381;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.7;160;2.54511;NA;NA;210.744;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.7;170;2.88188;NA;NA;237.733;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.7;180;3.22042;NA;NA;266.348;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.7;190;3.57716;NA;NA;296.588;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.7;200;3.96946;NA;NA;328.454;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;10;0.0336352;NA;NA;0.97952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;20;0.0720489;NA;NA;3.58464;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;30;0.12902;NA;NA;7.81536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;40;0.208605;NA;NA;13.6717;NA
