nodes;program;c.domain;adv.model;protocol;partysize;comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;cpus;freqs(GHz);quotas(%);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;lowgear;3;50;1;NA;NA;NA;NA;5200;3150;NA;354;8;2.6;800;50;7.63705;NA;~1956;61.1824;179.023;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;lowgear;3;100;1;NA;NA;NA;NA;10400;6300;NA;704;8;2.6;800;100;7.86047;NA;~3396;61.7088;180.074;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;lowgear;3;150;1;NA;NA;NA;NA;15600;9450;NA;1054;8;2.6;800;150;14.9303;NA;~5288;121.228;355.745;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;lowgear;3;200;1;NA;NA;NA;NA;20800;12600;NA;1404;8;2.6;800;200;15.001;NA;~6728;121.755;356.796;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;lowgear;3;250;1;NA;NA;NA;NA;26000;15750;NA;1754;8;2.6;800;250;15.1992;NA;~8168;122.281;357.847;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;lowgear;3;300;1;NA;NA;NA;NA;31200;18900;NA;2104;8;2.6;800;300;22.4559;NA;~10068;181.864;533.646;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;lowgear;3;350;1;NA;NA;NA;NA;36400;22050;NA;2454;8;2.6;800;350;22.413;NA;~11508;182.391;534.697;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;lowgear;3;400;1;NA;NA;NA;NA;41600;25200;NA;2804;8;2.6;800;400;22.9065;NA;~12948;182.917;535.749;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;highgear;3;10;1;NA;NA;NA;NA;1040;630;NA;74;8;2.6;800;10;1121.69;NA;~638;131.512;362.446;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;highgear;3;50;1;NA;NA;NA;NA;5200;3150;NA;354;8;2.6;800;50;22.1552;NA;~1774;131.804;363.03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;highgear;3;100;1;NA;NA;NA;NA;10400;6300;NA;704;8;2.6;800;100;26.8431;NA;~3343;167.964;491.852;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;highgear;3;150;1;NA;NA;NA;NA;15600;9450;NA;1054;8;2.6;800;150;29.7452;NA;~4901;175.245;512.541;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;highgear;3;200;1;NA;NA;NA;NA;20800;12600;NA;1404;8;2.6;800;200;32.0012;NA;~6458;180.733;528.112;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;highgear;3;250;1;NA;NA;NA;NA;26000;15750;NA;1754;8;2.6;800;250;36.5441;NA;~8027;216.892;656.928;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;highgear;3;300;1;NA;NA;NA;NA;31200;18900;NA;2104;8;2.6;800;300;39.7969;NA;~9589;224.203;677.68;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;highgear;3;350;1;NA;NA;NA;NA;36400;22050;NA;2454;8;2.6;800;350;44.3638;NA;~11158;260.363;806.502;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;highgear;3;400;1;NA;NA;NA;NA;41600;25200;NA;2804;8;2.6;800;400;49.1091;NA;~12853;272.764;842.027;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
