nodes;program;c.domain;adv.model;protocol;partysize;cpus;freqs(GHz);quotas(%);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;800;10;1.73951;NA;~446;176.474;488.193
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;800;50;4.31329;NA;~1780;492.572;1435.84
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;800;100;7.21002;NA;~3428;853.872;2518.96
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;800;150;10.2706;NA;~5076;1215.17;3602.07
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;800;200;13.0926;NA;~6724;1576.47;4685.19
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;800;250;16.132;NA;~8372;1937.77;5768.31
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;800;300;19.044;NA;~10054;2344.23;6986.81
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;800;350;22.6411;NA;~11728;2750.63;8205.18
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;800;400;25.5424;NA;~13376;3111.93;9288.3
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;800;10;465.669;NA;~804;60.7613;178.182
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;800;50;7.63705;NA;~1956;61.1824;179.023
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;800;100;7.86047;NA;~3396;61.7088;180.074
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;800;150;14.9303;NA;~5288;121.228;355.745
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;800;200;15.001;NA;~6728;121.755;356.796
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;800;250;15.1992;NA;~8168;122.281;357.847
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;800;300;22.4559;NA;~10068;181.864;533.646
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;800;350;22.413;NA;~11508;182.391;534.697
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;800;400;22.9065;NA;~12948;182.917;535.749
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;highgear;3;8;2.6;800;10;1121.69;NA;~638;131.512;362.446
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;highgear;3;8;2.6;800;50;22.1552;NA;~1774;131.804;363.03
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;highgear;3;8;2.6;800;100;26.8431;NA;~3343;167.964;491.852
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;highgear;3;8;2.6;800;150;29.7452;NA;~4901;175.245;512.541
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;highgear;3;8;2.6;800;200;32.0012;NA;~6458;180.733;528.112
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;highgear;3;8;2.6;800;250;36.5441;NA;~8027;216.892;656.928
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;highgear;3;8;2.6;800;300;39.7969;NA;~9589;224.203;677.68
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;highgear;3;8;2.6;800;350;44.3638;NA;~11158;260.363;806.502
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;highgear;3;8;2.6;800;400;49.1091;NA;~12853;272.764;842.027
