comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.48;229;1;64;0;0;1;512;0;0;0.000514;NA;0.004715;0.004859;0.004858;0.01;6;100
1.49;228;1;64;0;0;1;1024;0;0;0.001074;NA;0.008524;0.008313;0.008312;0.02;8;85
1.47;227;1;64;0;0;1;1536;0;0;0.001696;NA;0.010861;0.010808;0.010807;0.01;11;105
1.47;228;1;64;0;0;1;2048;0;0;0.002189;NA;0.015223;0.013720;0.013719;0.02;13;108
1.47;227;1;64;0;0;1;2560;0;0;0.002753;NA;0.018360;0.017195;0.017194;0.03;16;103
1.49;228;1;64;0;0;1;3072;0;0;0.003377;NA;0.021436;0.018000;0.017999;0.03;20;112
1.49;228;1;64;0;0;1;3584;0;0;0.003731;NA;0.024499;0.023406;0.023405;0.04;21;102
1.48;227;1;64;0;0;1;4096;0;0;0.004306;NA;0.027686;0.024862;0.024860;0.05;23;96
1.49;227;1;64;0;0;1;4608;0;0;0.004833;NA;0.029664;0.029065;0.029064;0.04;27;102
1.44;228;1;64;0;0;1;5120;0;0;0.005160;NA;0.034287;0.031877;0.031877;0.05;28;103
1.47;228;1;64;0;0;1;5632;0;0;0.005704;NA;0.035650;0.035289;0.035288;0.05;31;100
1.47;227;1;64;0;0;1;6144;0;0;0.002818;NA;0.025828;0.032461;0.032460;0.06;33;71
1.49;227;1;64;0;0;1;6656;0;0;0.006410;NA;0.040892;0.041162;0.041161;0.07;36;90
1.46;232;1;64;0;0;1;7168;0;0;0.007068;NA;0.044728;0.042190;0.042189;0.07;38;96
1.48;228;1;64;0;0;1;7680;0;0;0.007494;NA;0.046999;0.044961;0.044960;0.08;46;100
1.49;227;1;64;0;0;1;8192;0;0;0.008103;NA;0.044400;0.048494;0.048493;0.07;43;94
1.46;227;1;64;0;0;2;512;0;0;0.000507;NA;0.002921;0.005271;0.005269;0.01;6;38
1.46;227;1;64;0;0;2;1024;0;0;0.001186;NA;0.005844;0.008222;0.008221;0.01;8;80
1.46;227;1;64;0;0;2;1536;0;0;0.001762;NA;0.008504;0.008816;0.008815;0.01;10;94
1.46;228;1;64;0;0;2;2048;0;0;0.002309;NA;0.010447;0.011550;0.011549;0.03;12;86
1.45;232;1;64;0;0;2;2560;0;0;0.002225;NA;0.010624;0.011602;0.011601;0.02;15;87
1.45;228;1;64;0;0;2;3072;0;0;0.003457;NA;0.014960;0.015457;0.015456;0.03;19;96
1.46;228;1;64;0;0;2;3584;0;0;0.004012;NA;0.016755;0.017198;0.017197;0.03;19;100
1.43;226;1;64;0;0;2;4096;0;0;0.004678;NA;0.019903;0.019858;0.019857;0.03;21;100
1.46;226;1;64;0;0;2;4608;0;0;0.005250;NA;0.020191;0.019978;0.019977;0.04;24;97
1.45;227;1;64;0;0;2;5120;0;0;0.006105;NA;0.023064;0.023063;0.023062;0.05;26;92
1.44;227;1;64;0;0;2;5632;0;0;0.006049;NA;0.025335;0.026128;0.026127;0.05;28;96
1.45;228;1;64;0;0;2;6144;0;0;0.006781;NA;0.027389;0.027990;0.027989;0.05;30;91
1.48;227;1;64;0;0;2;6656;0;0;0.007832;NA;0.029882;0.029248;0.029247;0.06;33;96
1.48;228;1;64;0;0;2;7168;0;0;0.007799;NA;0.030719;0.031254;0.031254;0.06;35;98
1.46;228;1;64;0;0;2;7680;0;0;0.008522;NA;0.032170;0.033203;0.033202;0.06;37;98
1.48;231;1;64;0;0;2;8192;0;0;0.008999;NA;0.032027;0.034460;0.034459;0.06;39;96
1.43;226;1;64;0;0;3;512;0;0;0.000381;NA;0.002612;0.004378;0.004376;0.01;5;61
1.44;225;1;64;0;0;3;1024;0;0;0.000376;NA;0.002584;0.005886;0.005885;0.01;7;63
1.44;226;1;64;0;0;3;1536;0;0;0.001263;NA;0.006125;0.008430;0.008429;0.01;9;81
1.44;227;1;64;0;0;3;2048;0;0;0.001812;NA;0.007774;0.010690;0.010689;0.03;10;76
1.39;226;1;64;0;0;3;2560;0;0;0.002195;NA;0.010521;0.012451;0.012450;0.02;12;84
1.41;225;1;64;0;0;3;3072;0;0;0.002638;NA;0.011262;0.014732;0.014731;0.02;14;88
1.41;226;1;64;0;0;3;3584;0;0;0.003063;NA;0.013336;0.014433;0.014432;0.02;16;96
1.43;226;1;64;0;0;3;4096;0;0;0.003366;NA;0.015246;0.018466;0.018465;0.03;17;91
1.41;225;1;64;0;0;3;4608;0;0;0.004015;NA;0.017601;0.020657;0.020657;0.04;19;82
1.38;225;1;64;0;0;3;5120;0;0;0.004071;NA;0.020876;0.023581;0.023580;0.04;23;95
1.40;226;1;64;0;0;3;5632;0;0;0.004496;NA;0.021678;0.025702;0.025701;0.04;23;87
1.42;226;1;64;0;0;3;6144;0;0;0.005340;NA;0.023052;0.029671;0.029670;0.05;24;87
1.42;226;1;64;0;0;3;6656;0;0;0.005273;NA;0.024559;0.029442;0.029441;0.05;26;85
1.44;225;1;64;0;0;3;7168;0;0;0.005757;NA;0.027122;0.029176;0.029175;0.05;28;96
1.43;225;1;64;0;0;3;7680;0;0;0.005905;NA;0.026805;0.032888;0.032887;0.06;30;90
1.42;227;1;64;0;0;3;8192;0;0;0.006516;NA;0.029451;0.033649;0.033648;0.06;33;92
1.41;226;1;64;0;0;4;512;0;0;0.000402;NA;0.003080;0.003759;0.003758;0.00;5;75
1.44;225;1;64;0;0;4;1024;0;0;0.000882;NA;0.005046;0.006415;0.006414;0.02;7;71
1.43;225;1;64;0;0;4;1536;0;0;0.001463;NA;0.007133;0.008778;0.008776;0.01;9;88
1.41;225;1;64;0;0;4;2048;0;0;0.001927;NA;0.009686;0.010818;0.010817;0.02;11;100
1.43;225;1;64;0;0;4;2560;0;0;0.002384;NA;0.011480;0.014047;0.014046;0.02;13;84
1.41;226;1;64;0;0;4;3072;0;0;0.001261;NA;0.008674;0.012935;0.012933;0.02;15;62
1.42;225;1;64;0;0;4;3584;0;0;0.001214;NA;0.008436;0.013047;0.013046;0.03;17;60
1.39;224;1;64;0;0;4;4096;0;0;0.003584;NA;0.015957;0.019904;0.019904;0.03;19;86
1.41;226;1;64;0;0;4;4608;0;0;0.001764;NA;0.011163;0.015667;0.015666;0.02;21;80
1.43;225;1;64;0;0;4;5120;0;0;0.004490;NA;0.019767;0.024007;0.024006;0.05;23;84
