program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
32;FIELD;semihonest;shamir;3;0.27;30;1;9;9;9;NA;NA;NA;NA;NA;NA;10;3;0.00320916;0.09;13;53;~19;0.000576;0.001296;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;FIELD;semihonest;shamir;3;0.13;16;1;36;36;36;NA;NA;NA;NA;NA;NA;37;6;0.0063544;0.09;13;45;~73;0.002304;0.005184;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;FIELD;semihonest;shamir;3;0.14;17;1;81;81;81;NA;NA;NA;NA;NA;NA;82;9;0.0123395;0.11;15;57;~163;0.005184;0.011664;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;FIELD;malhonest;malicious-shamir;3;0.27;30;1;9;9;9;NA;NA;NA;NA;NA;NA;10;3;0.00207257;0.09;14;51;~10;0.000576;0.001728;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;FIELD;malhonest;malicious-shamir;3;0.13;16;1;36;36;36;NA;NA;NA;NA;NA;NA;37;6;0.00508797;0.07;14;55;~37;0.002304;0.006912;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;FIELD;malhonest;malicious-shamir;3;0.14;17;1;81;81;81;NA;NA;NA;NA;NA;NA;82;9;0.00748421;0.08;14;59;~82;0.005184;0.015552;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;RING;maldishonest;spdz2k;3;0.11;16;1;9;9;9;NA;NA;NA;NA;NA;NA;10;3;0.862413;1.02;164;78;~129;20.5987;61.7958;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;RING;maldishonest;spdz2k;3;0.12;16;1;36;36;36;NA;NA;NA;NA;NA;NA;37;6;0.874009;1.02;164;79;~237;20.6004;61.8001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;RING;maldishonest;spdz2k;3;0.15;17;1;81;81;81;NA;NA;NA;NA;NA;NA;82;9;0.888732;1.04;166;78;~417;20.6033;61.8073;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;RING;semihonest;replicated-ring;3;0.11;16;1;9;9;9;NA;NA;NA;NA;NA;NA;10;3;0.00414314;0.09;13;54;~10;0.000144;0.000432;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;RING;semihonest;replicated-ring;3;0.12;16;1;36;36;36;NA;NA;NA;NA;NA;NA;37;6;0.0034081;0.08;13;48;~37;0.000576;0.001728;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
