program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
32;FIELD;semihonest;shamir;3;0.27;30;1;3;0.00320916;0.09;13;53;~19;0.000576;0.001296
32;FIELD;semihonest;shamir;3;0.13;16;1;6;0.0063544;0.09;13;45;~73;0.002304;0.005184
32;FIELD;semihonest;shamir;3;0.14;17;1;9;0.0123395;0.11;15;57;~163;0.005184;0.011664
32;FIELD;malhonest;malicious-shamir;3;0.27;30;1;3;0.00207257;0.09;14;51;~10;0.000576;0.001728
32;FIELD;malhonest;malicious-shamir;3;0.13;16;1;6;0.00508797;0.07;14;55;~37;0.002304;0.006912
32;FIELD;malhonest;malicious-shamir;3;0.14;17;1;9;0.00748421;0.08;14;59;~82;0.005184;0.015552
32;RING;maldishonest;spdz2k;3;0.11;16;1;3;0.862413;1.02;164;78;~129;20.5987;61.7958
32;RING;maldishonest;spdz2k;3;0.12;16;1;6;0.874009;1.02;164;79;~237;20.6004;61.8001
32;RING;maldishonest;spdz2k;3;0.15;17;1;9;0.888732;1.04;166;78;~417;20.6033;61.8073
32;RING;semihonest;replicated-ring;3;0.11;16;1;3;0.00414314;0.09;13;54;~10;0.000144;0.000432
32;RING;semihonest;replicated-ring;3;0.12;16;1;6;0.0034081;0.08;13;48;~37;0.000576;0.001728
32;RING;semihonest;replicated-ring;3;0.15;17;1;9;0.00620449;0.09;12;54;~82;0.001296;0.003888
32;BINARY;semihonest;ccd;3;0.46;23;1;3;0.0463641;0.10;12;116;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;0.89;36;1;6;0.212103;0.27;13;187;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;1.64;57;1;9;0.553941;0.63;13;181;NA;0.110808;NA
32;BINARY;semihonest;replicated-bin;3;0.46;23;1;3;0.034129;0.09;12;81;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;0.89;36;1;6;0.153647;0.21;10;107;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;1.64;57;1;9;0.398644;0.47;11;114;NA;0.053508;NA
32;BINARY;semidishonest;yao;2;0.46;23;1;3;0.0232628;0.05;13;56;NA;0.16992;NA
32;BINARY;semidishonest;yao;2;0.89;36;1;6;0.0324145;0.06;12;58;NA;0.67968;NA
32;BINARY;semidishonest;yao;2;1.64;57;1;9;0.0702443;0.12;14;67;NA;1.52928;NA
32;BINARY;semidishonest;yaoO;2;0.46;23;1;3;0.00309206;0.04;10;73;NA;0;NA
32;BINARY;semidishonest;yaoO;2;0.89;36;1;6;0.00884276;0.05;11;81;NA;0;NA
32;BINARY;semidishonest;yaoO;2;1.64;57;1;9;0.0177825;0.07;14;83;NA;0;NA
